date,time,team1Name,team1Points,team2Name,team2Points,venue,teamType,referee,totalPoints,result,extraTime,hour,day,month,year,season,team1Bps,team2Bps,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
31/Aug/2018,19:45,Bristol,17,Bath,10,Ashton Gate,home,JP Doyle,27,W,N,19,Fri,Aug,2018,2018-19,0,1,1,0,4,0,1,1,1,0
31/Aug/2018,19:45,Bath,10,Bristol,17,Ashton Gate,away,JP Doyle,27,L,N,19,Fri,Aug,2018,2018-19,1,0,1,1,1,0,1,0,4,0
01/Sep/2018,14:00,Gloucester,27,Northampton,16,Kingsholm,home,Matthew Carley,43,W,N,14,Sat,Sep,2018,2018-19,0,0,2,1,5,0,2,0,2,0
01/Sep/2018,14:00,Northampton,16,Gloucester,27,Kingsholm,away,Matthew Carley,43,L,N,14,Sat,Sep,2018,2018-19,0,0,2,0,2,0,2,1,5,0
01/Sep/2018,15:00,Harlequins,51,Sale,23,Twickenham Stoop,home,Craig Maxwell-Keys,74,W,N,15,Sat,Sep,2018,2018-19,1,0,6,6,3,0,2,2,3,0
01/Sep/2018,15:00,Sale,23,Harlequins,51,Twickenham Stoop,away,Craig Maxwell-Keys,74,L,N,15,Sat,Sep,2018,2018-19,0,1,2,2,3,0,6,6,3,0
01/Sep/2018,15:00,Worcester,20,Wasps,21,Sixways,home,Karl Dickson,41,L,N,15,Sat,Sep,2018,2018-19,1,0,2,2,2,0,2,1,3,0
01/Sep/2018,15:00,Wasps,21,Worcester,20,Sixways,away,Karl Dickson,41,W,N,15,Sat,Sep,2018,2018-19,0,1,2,1,3,0,2,2,2,0
01/Sep/2018,16:30,Exeter,40,Leicester,6,Sandy Park,home,Wayne Barnes,46,W,N,16,Sat,Sep,2018,2018-19,1,0,6,5,0,0,0,0,2,0
01/Sep/2018,16:30,Leicester,6,Exeter,40,Sandy Park,away,Wayne Barnes,46,L,N,16,Sat,Sep,2018,2018-19,0,1,0,0,2,0,6,5,0,0
02/Sep/2018,15:00,Newcastle,21,Saracens,32,Kingston Park,home,Ian Tempest,53,L,N,15,Sun,Sep,2018,2018-19,0,1,2,1,3,0,4,3,2,0
02/Sep/2018,15:00,Saracens,32,Newcastle,21,Kingston Park,away,Ian Tempest,53,W,N,15,Sun,Sep,2018,2018-19,1,0,4,3,2,0,2,1,3,0
07/Sep/2018,19:45,Northampton,25,Harlequins,18,Franklin's Gardens,home,Tom Foley,43,W,N,19,Fri,Sep,2018,2018-19,0,1,1,1,6,0,2,1,2,0
07/Sep/2018,19:45,Harlequins,18,Northampton,25,Franklin's Gardens,away,Tom Foley,43,L,N,19,Fri,Sep,2018,2018-19,1,0,2,1,2,0,1,1,6,0
08/Sep/2018,14:00,Wasps,31,Exeter,42,Ricoh Arena,home,Christophe Ridley,73,L,N,14,Sat,Sep,2018,2018-19,1,1,4,4,1,0,6,6,0,0
08/Sep/2018,14:00,Exeter,42,Wasps,31,Ricoh Arena,away,Christophe Ridley,73,W,N,14,Sat,Sep,2018,2018-19,1,1,6,6,0,0,4,4,1,0
08/Sep/2018,15:00,Leicester,49,Newcastle,33,Welford Road,home,Matthew Carley,82,W,N,15,Sat,Sep,2018,2018-19,1,1,5,3,6,0,5,4,0,0
08/Sep/2018,15:00,Newcastle,33,Leicester,49,Welford Road,away,Matthew Carley,82,L,N,15,Sat,Sep,2018,2018-19,1,1,5,4,0,0,5,3,6,0
08/Sep/2018,15:00,Saracens,44,Bristol,23,Allianz Park,home,Andrew Jackson,67,W,N,15,Sat,Sep,2018,2018-19,1,0,6,4,2,0,3,1,2,0
08/Sep/2018,15:00,Bristol,23,Saracens,44,Allianz Park,away,Andrew Jackson,67,L,N,15,Sat,Sep,2018,2018-19,0,1,3,1,2,0,6,4,2,0
08/Sep/2018,16:30,Bath,31,Gloucester,31,Recreation Ground,home,Luke Pearce,62,D,N,16,Sat,Sep,2018,2018-19,1,1,4,4,1,0,4,4,1,0
08/Sep/2018,16:30,Gloucester,31,Bath,31,Recreation Ground,away,Luke Pearce,62,D,N,16,Sat,Sep,2018,2018-19,1,1,4,4,1,0,4,4,1,0
09/Sep/2018,15:00,Sale,21,Worcester,15,AJ Bell Stadium,home,JP Doyle,36,W,N,15,Sun,Sep,2018,2018-19,0,1,2,1,3,0,2,1,1,0
09/Sep/2018,15:00,Worcester,15,Sale,21,AJ Bell Stadium,away,JP Doyle,36,L,N,15,Sun,Sep,2018,2018-19,1,0,2,1,1,0,2,1,3,0
14/Sep/2018,19:45,Gloucester,35,Bristol,13,Kingsholm,home,Tom Foley,48,W,N,19,Fri,Sep,2018,2018-19,1,0,5,2,2,0,1,1,2,0
14/Sep/2018,19:45,Bristol,13,Gloucester,35,Kingsholm,away,Tom Foley,48,L,N,19,Fri,Sep,2018,2018-19,0,1,1,1,2,0,5,2,2,0
15/Sep/2018,15:00,Exeter,35,Sale,18,Sandy Park,home,Karl Dickson,53,W,N,15,Sat,Sep,2018,2018-19,1,0,5,5,0,0,2,1,2,0
15/Sep/2018,15:00,Sale,18,Exeter,35,Sandy Park,away,Karl Dickson,53,L,N,15,Sat,Sep,2018,2018-19,0,1,2,1,2,0,5,5,0,0
15/Sep/2018,15:00,Harlequins,32,Bath,37,Twickenham Stoop,home,Matthew Carley,69,L,N,15,Sat,Sep,2018,2018-19,2,1,4,3,2,0,5,3,1,1
15/Sep/2018,15:00,Bath,37,Harlequins,32,Twickenham Stoop,away,Matthew Carley,69,W,N,15,Sat,Sep,2018,2018-19,1,2,5,3,1,1,4,3,2,0
15/Sep/2018,15:00,Northampton,27,Saracens,38,Franklin's Gardens,home,JP Doyle,65,L,N,15,Sat,Sep,2018,2018-19,0,1,3,3,2,0,5,2,3,0
15/Sep/2018,15:00,Saracens,38,Northampton,27,Franklin's Gardens,away,JP Doyle,65,W,N,15,Sat,Sep,2018,2018-19,1,0,5,2,3,0,3,3,2,0
15/Sep/2018,15:00,Worcester,20,Newcastle,23,Sixways,home,Wayne Barnes,43,L,N,15,Sat,Sep,2018,2018-19,1,0,2,1,2,0,2,2,3,0
15/Sep/2018,15:00,Newcastle,23,Worcester,20,Sixways,away,Wayne Barnes,43,W,N,15,Sat,Sep,2018,2018-19,0,1,2,2,3,0,2,1,2,0
16/Sep/2018,15:00,Wasps,41,Leicester,35,Ricoh Arena,home,Ian Tempest,76,W,N,15,Sun,Sep,2018,2018-19,1,2,4,3,5,0,4,3,3,0
16/Sep/2018,15:00,Leicester,35,Wasps,41,Ricoh Arena,away,Ian Tempest,76,L,N,15,Sun,Sep,2018,2018-19,2,1,4,3,3,0,4,3,5,0
21/Sep/2018,19:45,Newcastle,17,Exeter,24,Kingston Park,home,Andrew Jackson,41,L,N,19,Fri,Sep,2018,2018-19,1,0,2,2,1,0,3,3,1,0
21/Sep/2018,19:45,Exeter,24,Newcastle,17,Kingston Park,away,Andrew Jackson,41,W,N,19,Fri,Sep,2018,2018-19,0,1,3,3,1,0,2,2,1,0
22/Sep/2018,15:00,Sale,13,Wasps,31,AJ Bell Stadium,home,Wayne Barnes,44,L,N,15,Sat,Sep,2018,2018-19,0,1,1,1,2,0,4,4,1,0
22/Sep/2018,15:00,Wasps,31,Sale,13,AJ Bell Stadium,away,Wayne Barnes,44,W,N,15,Sat,Sep,2018,2018-19,1,0,4,4,1,0,1,1,2,0
22/Sep/2018,15:00,Bristol,20,Harlequins,13,Ashton Gate,home,Ian Tempest,33,W,N,15,Sat,Sep,2018,2018-19,0,1,1,0,5,0,1,1,2,0
22/Sep/2018,15:00,Harlequins,13,Bristol,20,Ashton Gate,away,Ian Tempest,33,L,N,15,Sat,Sep,2018,2018-19,1,0,1,1,2,0,1,0,5,0
22/Sep/2018,15:00,Bath,17,Northampton,15,Recreation Ground,home,Karl Dickson,32,W,N,15,Sat,Sep,2018,2018-19,0,1,2,2,1,0,2,1,1,0
22/Sep/2018,15:00,Northampton,15,Bath,17,Recreation Ground,away,Karl Dickson,32,L,N,15,Sat,Sep,2018,2018-19,1,0,2,1,1,0,2,2,1,0
23/Sep/2018,15:00,Leicester,37,Worcester,44,Welford Road,home,Luke Pearce,81,L,N,15,Sun,Sep,2018,2018-19,2,1,5,3,2,0,6,4,2,0
23/Sep/2018,15:00,Worcester,44,Leicester,37,Welford Road,away,Luke Pearce,81,W,N,15,Sun,Sep,2018,2018-19,1,2,6,4,2,0,5,3,2,0
23/Sep/2018,15:00,Saracens,38,Gloucester,15,Allianz Park,home,Christophe Ridley,53,W,N,15,Sun,Sep,2018,2018-19,1,0,5,5,1,0,2,1,1,0
23/Sep/2018,15:00,Gloucester,15,Saracens,38,Allianz Park,away,Christophe Ridley,53,L,N,15,Sun,Sep,2018,2018-19,0,1,2,1,1,0,5,5,1,0
28/Sep/2018,19:45,Newcastle,22,Wasps,23,Kingston Park,home,Karl Dickson,45,L,N,19,Fri,Sep,2018,2018-19,1,0,3,2,1,0,3,1,2,0
28/Sep/2018,19:45,Wasps,23,Newcastle,22,Kingston Park,away,Karl Dickson,45,W,N,19,Fri,Sep,2018,2018-19,0,1,3,1,2,0,3,2,1,0
29/Sep/2018,15:00,Bristol,40,Northampton,45,Ashton Gate,home,Luke Pearce,85,L,N,15,Sat,Sep,2018,2018-19,2,1,5,3,3,0,6,6,1,0
29/Sep/2018,15:00,Northampton,45,Bristol,40,Ashton Gate,away,Luke Pearce,85,W,N,15,Sat,Sep,2018,2018-19,1,2,6,6,1,0,5,3,3,0
29/Sep/2018,15:00,Exeter,28,Worcester,11,Sandy Park,home,Ian Tempest,39,W,N,15,Sat,Sep,2018,2018-19,1,0,4,4,0,0,1,0,2,0
29/Sep/2018,15:00,Worcester,11,Exeter,28,Sandy Park,away,Ian Tempest,39,L,N,15,Sat,Sep,2018,2018-19,0,1,1,0,2,0,4,4,0,0
29/Sep/2018,15:00,Gloucester,25,Harlequins,27,Kingsholm,home,JP Doyle,52,L,N,15,Sat,Sep,2018,2018-19,1,0,3,2,2,0,2,1,5,0
29/Sep/2018,15:00,Harlequins,27,Gloucester,25,Kingsholm,away,JP Doyle,52,W,N,15,Sat,Sep,2018,2018-19,0,1,2,1,5,0,3,2,2,0
