date,time,team1Name,team1Points,team2Name,team2Points,venue,referee,totalPoints,result,extraTime,hour,day,month,year,season,team1Bps,team2Bps,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
08/Jan/2017,15:00,Wasps,22,Leicester,16,Ricoh Arena,Craig Maxwell-Keys,38,W,N,15,Sun,Jan,2017,2016-17,0,1,3,2,1,0,1,1,3,0
08/Jan/2017,15:00,Leicester,16,Wasps,22,Ricoh Arena,Craig Maxwell-Keys,38,L,N,15,Sun,Jan,2017,2016-17,1,0,1,1,3,0,3,2,1,0
10/Feb/2017,19:45,Bath,32,Northampton,30,Recreation Ground,Wayne Barnes,62,W,N,19,Fri,Feb,2017,2016-17,1,1,4,3,2,0,3,3,3,0
10/Feb/2017,19:45,Northampton,30,Bath,32,Recreation Ground,Wayne Barnes,62,L,N,19,Fri,Feb,2017,2016-17,1,1,3,3,3,0,4,3,2,0
10/Feb/2017,19:45,Bristol,8,Harlequins,42,Ashton Gate,Matthew Carley,50,L,N,19,Fri,Feb,2017,2016-17,0,1,1,0,1,0,5,4,3,0
10/Feb/2017,19:45,Harlequins,42,Bristol,8,Ashton Gate,Matthew Carley,50,W,N,19,Fri,Feb,2017,2016-17,1,0,5,4,3,0,1,0,1,0
10/Feb/2017,20:15,Sale,26,Newcastle,24,AJ Bell Stadium,Craig Maxwell-Keys,50,W,N,20,Fri,Feb,2017,2016-17,0,2,3,1,3,0,4,2,0,0
10/Feb/2017,20:15,Newcastle,24,Sale,26,AJ Bell Stadium,Craig Maxwell-Keys,50,L,N,20,Fri,Feb,2017,2016-17,2,0,4,2,0,0,3,1,3,0
11/Feb/2017,15:00,Leicester,34,Gloucester,9,Welford Road,Ian Tempest,43,W,N,15,Sat,Feb,2017,2016-17,1,0,4,4,2,0,0,0,3,0
11/Feb/2017,15:00,Gloucester,9,Leicester,34,Welford Road,Ian Tempest,43,L,N,15,Sat,Feb,2017,2016-17,0,1,0,0,3,0,4,4,2,0
11/Feb/2017,15:00,Worcester,24,Saracens,18,Sixways,Tom Foley,42,W,N,15,Sat,Feb,2017,2016-17,0,1,0,0,8,0,2,1,2,0
11/Feb/2017,15:00,Saracens,18,Worcester,24,Sixways,Tom Foley,42,L,N,15,Sat,Feb,2017,2016-17,1,0,2,1,2,0,0,0,8,0
12/Feb/2017,13:00,Exeter,35,Wasps,35,Sandy Park,Greg Garner,70,D,N,13,Sun,Feb,2017,2016-17,1,1,5,5,0,0,5,5,0,0
12/Feb/2017,13:00,Wasps,35,Exeter,35,Sandy Park,Greg Garner,70,D,N,13,Sun,Feb,2017,2016-17,1,1,5,5,0,0,5,5,0,0
17/Feb/2017,19:45,Gloucester,31,Saracens,23,Kingsholm,Wayne Barnes,54,W,N,19,Fri,Feb,2017,2016-17,0,0,3,2,4,0,2,2,3,0
17/Feb/2017,19:45,Saracens,23,Gloucester,31,Kingsholm,Wayne Barnes,54,L,N,19,Fri,Feb,2017,2016-17,0,0,2,2,3,0,3,2,4,0
18/Feb/2017,15:00,Bath,22,Harlequins,12,Recreation Ground,Craig Maxwell-Keys,34,W,N,15,Sat,Feb,2017,2016-17,0,0,1,1,5,0,2,1,0,0
18/Feb/2017,15:00,Harlequins,12,Bath,22,Recreation Ground,Craig Maxwell-Keys,34,L,N,15,Sat,Feb,2017,2016-17,0,0,2,1,0,0,1,1,5,0
18/Feb/2017,15:00,Leicester,50,Bristol,17,Welford Road,Tom Foley,67,W,N,15,Sat,Feb,2017,2016-17,1,0,8,5,0,0,2,2,1,0
18/Feb/2017,15:00,Bristol,17,Leicester,50,Welford Road,Tom Foley,67,L,N,15,Sat,Feb,2017,2016-17,0,1,2,2,1,0,8,5,0,0
18/Feb/2017,15:00,Worcester,32,Exeter,48,Sixways,JP Doyle,80,L,N,15,Sat,Feb,2017,2016-17,1,1,4,3,2,0,7,5,1,0
18/Feb/2017,15:00,Exeter,48,Worcester,32,Sixways,JP Doyle,80,W,N,15,Sat,Feb,2017,2016-17,1,1,7,5,1,0,4,3,2,0
19/Feb/2017,15:00,Newcastle,46,Northampton,31,Kingston Park,Greg Garner,77,W,N,15,Sun,Feb,2017,2016-17,1,1,7,4,1,0,4,4,1,0
19/Feb/2017,15:00,Northampton,31,Newcastle,46,Kingston Park,Greg Garner,77,L,N,15,Sun,Feb,2017,2016-17,1,1,4,4,1,0,7,4,1,0
19/Feb/2017,15:00,Sale,34,Wasps,28,AJ Bell Stadium,Matthew Carley,62,W,N,15,Sun,Feb,2017,2016-17,1,1,4,4,2,0,3,2,3,0
19/Feb/2017,15:00,Wasps,28,Sale,34,AJ Bell Stadium,Matthew Carley,62,L,N,15,Sun,Feb,2017,2016-17,1,1,3,2,3,0,4,4,2,0
24/Feb/2017,19:45,Harlequins,18,Leicester,27,Twickenham Stoop,Dean Richards,45,L,N,19,Fri,Feb,2017,2016-17,0,0,2,1,2,0,3,3,2,0
24/Feb/2017,19:45,Leicester,27,Harlequins,18,Twickenham Stoop,Dean Richards,45,W,N,19,Fri,Feb,2017,2016-17,0,0,3,3,2,0,2,1,2,0
25/Feb/2017,14:45,Saracens,29,Sale,18,Allianz Park,Tim Wigglesworth,47,W,N,14,Sat,Feb,2017,2016-17,0,0,3,1,4,0,2,1,2,0
25/Feb/2017,14:45,Sale,18,Saracens,29,Allianz Park,Tim Wigglesworth,47,L,N,14,Sat,Feb,2017,2016-17,0,0,2,1,2,0,3,1,4,0
25/Feb/2017,15:00,Exeter,36,Newcastle,14,Sandy Park,Ian Tempest,50,W,N,15,Sat,Feb,2017,2016-17,1,0,5,4,1,0,2,2,0,0
25/Feb/2017,15:00,Newcastle,14,Exeter,36,Sandy Park,Ian Tempest,50,L,N,15,Sat,Feb,2017,2016-17,0,1,2,2,0,0,5,4,1,0
25/Feb/2017,15:00,Northampton,24,Worcester,14,Franklin's Gardens,Craig Maxwell-Keys,38,W,N,15,Sat,Feb,2017,2016-17,0,0,3,3,1,0,2,2,0,0
25/Feb/2017,15:00,Worcester,14,Northampton,24,Franklin's Gardens,Craig Maxwell-Keys,38,L,N,15,Sat,Feb,2017,2016-17,0,0,2,2,0,0,3,3,1,0
26/Feb/2017,13:00,Bristol,12,Bath,11,Ashton Gate,Greg Garner,23,W,N,13,Sun,Feb,2017,2016-17,0,1,0,0,3,1,1,0,2,0
26/Feb/2017,13:00,Bath,11,Bristol,12,Ashton Gate,Greg Garner,23,L,N,13,Sun,Feb,2017,2016-17,1,0,1,0,2,0,0,0,3,1
26/Feb/2017,13:00,Wasps,35,Gloucester,22,Ricoh Arena,Andrew Jackson,57,W,N,13,Sun,Feb,2017,2016-17,1,0,5,2,2,0,3,2,1,0
26/Feb/2017,13:00,Gloucester,22,Wasps,35,Ricoh Arena,Andrew Jackson,57,L,N,13,Sun,Feb,2017,2016-17,0,1,3,2,1,0,5,2,2,0
03/Mar/2017,19:45,Leicester,15,Exeter,34,Welford Road,Matthew Carley,49,L,N,19,Fri,Mar,2017,2016-17,0,1,2,1,1,0,4,4,2,0
03/Mar/2017,19:45,Exeter,34,Leicester,15,Welford Road,Matthew Carley,49,W,N,19,Fri,Mar,2017,2016-17,1,0,4,4,2,0,2,1,1,0
03/Mar/2017,20:15,Sale,12,Northampton,32,AJ Bell Stadium,Tom Foley,44,L,N,20,Fri,Mar,2017,2016-17,0,1,2,1,0,0,4,3,2,0
03/Mar/2017,20:15,Northampton,32,Sale,12,AJ Bell Stadium,Tom Foley,44,W,N,20,Fri,Mar,2017,2016-17,1,0,4,3,2,0,2,1,0,0
04/Mar/2017,15:00,Bath,3,Wasps,24,Recreation Ground,JP Doyle,27,L,N,15,Sat,Mar,2017,2016-17,0,0,0,0,1,0,3,3,1,0
04/Mar/2017,15:00,Wasps,24,Bath,3,Recreation Ground,JP Doyle,27,W,N,15,Sat,Mar,2017,2016-17,0,0,3,3,1,0,0,0,1,0
04/Mar/2017,15:00,Gloucester,27,Harlequins,30,Kingsholm,Greg Garner,57,L,N,15,Sat,Mar,2017,2016-17,1,1,3,3,2,0,4,2,2,0
04/Mar/2017,15:00,Harlequins,30,Gloucester,27,Kingsholm,Greg Garner,57,W,N,15,Sat,Mar,2017,2016-17,1,1,4,2,2,0,3,3,2,0
05/Mar/2017,14:00,Newcastle,27,Saracens,35,Kingston Park,Craig Maxwell-Keys,62,L,N,14,Sun,Mar,2017,2016-17,1,1,3,3,2,0,5,2,2,0
05/Mar/2017,14:00,Saracens,35,Newcastle,27,Kingston Park,Craig Maxwell-Keys,62,W,N,14,Sun,Mar,2017,2016-17,1,1,5,2,2,0,3,3,2,0
05/Mar/2017,15:00,Worcester,41,Bristol,24,Sixways,Wayne Barnes,65,W,N,15,Sun,Mar,2017,2016-17,1,0,6,4,1,0,3,3,1,0
05/Mar/2017,15:00,Bristol,24,Worcester,41,Sixways,Wayne Barnes,65,L,N,15,Sun,Mar,2017,2016-17,0,1,3,3,1,0,6,4,1,0
24/Mar/2017,19:45,Bristol,14,Gloucester,32,Ashton Gate,JP Doyle,46,L,N,19,Fri,Mar,2017,2016-17,0,1,1,0,3,0,4,3,2,0
24/Mar/2017,19:45,Gloucester,32,Bristol,14,Ashton Gate,JP Doyle,46,W,N,19,Fri,Mar,2017,2016-17,1,0,4,3,2,0,1,0,3,0
25/Mar/2017,15:00,Exeter,30,Sale,25,Sandy Park,Craig Maxwell-Keys,55,W,N,15,Sat,Mar,2017,2016-17,1,1,4,2,2,0,1,1,6,0
25/Mar/2017,15:00,Sale,25,Exeter,30,Sandy Park,Craig Maxwell-Keys,55,L,N,15,Sat,Mar,2017,2016-17,1,1,1,1,6,0,4,2,2,0
25/Mar/2017,15:00,Harlequins,53,Newcastle,17,Twickenham Stoop,Tom Foley,70,W,N,15,Sat,Mar,2017,2016-17,1,0,7,6,2,0,2,2,1,0
25/Mar/2017,15:00,Newcastle,17,Harlequins,53,Twickenham Stoop,Tom Foley,70,L,N,15,Sat,Mar,2017,2016-17,0,1,2,2,1,0,7,6,2,0
25/Mar/2017,15:00,Northampton,31,Leicester,36,Franklin's Gardens,Greg Garner,67,L,N,15,Sat,Mar,2017,2016-17,1,0,3,2,4,0,3,3,5,0
25/Mar/2017,15:00,Leicester,36,Northampton,31,Franklin's Gardens,Greg Garner,67,W,N,15,Sat,Mar,2017,2016-17,0,1,3,3,5,0,3,2,4,0
26/Mar/2017,14:30,Wasps,40,Worcester,33,Ricoh Arena,Luke Pearce,73,W,N,14,Sun,Mar,2017,2016-17,1,2,6,5,0,0,5,4,0,0
26/Mar/2017,14:30,Worcester,33,Wasps,40,Ricoh Arena,Luke Pearce,73,L,N,14,Sun,Mar,2017,2016-17,2,1,5,4,0,0,6,5,0,0
26/Mar/2017,15:00,Saracens,53,Bath,10,Allianz Park,Wayne Barnes,63,W,N,15,Sun,Mar,2017,2016-17,1,0,8,5,1,0,1,1,1,0
26/Mar/2017,15:00,Bath,10,Saracens,53,Allianz Park,Wayne Barnes,63,L,N,15,Sun,Mar,2017,2016-17,0,1,1,1,1,0,8,5,1,0
07/Apr/2017,19:45,Sale,36,Worcester,26,AJ Bell Stadium,Matthew Carley,62,W,N,19,Fri,Apr,2017,2016-17,1,1,5,4,1,0,4,3,0,0
07/Apr/2017,19:45,Worcester,26,Sale,36,AJ Bell Stadium,Matthew Carley,62,L,N,19,Fri,Apr,2017,2016-17,1,1,4,3,0,0,5,4,1,0
07/Apr/2017,20:00,Newcastle,16,Gloucester,14,Kingston Park,Luke Pearce,30,W,N,20,Fri,Apr,2017,2016-17,0,1,1,1,3,0,2,2,0,0
07/Apr/2017,20:00,Gloucester,14,Newcastle,16,Kingston Park,Luke Pearce,30,L,N,20,Fri,Apr,2017,2016-17,1,0,2,2,0,0,1,1,3,0
08/Apr/2017,14:00,Bath,27,Leicester,21,Twickenham Stadium,JP Doyle,48,W,N,14,Sat,Apr,2017,2016-17,0,1,3,3,2,0,2,1,3,0
08/Apr/2017,14:00,Leicester,21,Bath,27,Twickenham Stadium,JP Doyle,48,L,N,14,Sat,Apr,2017,2016-17,1,0,2,1,3,0,3,3,2,0
08/Apr/2017,15:00,Exeter,38,Bristol,34,Sandy Park,Tom Foley,72,W,N,15,Sat,Apr,2017,2016-17,1,2,5,5,1,0,4,4,2,0
08/Apr/2017,15:00,Bristol,34,Exeter,38,Sandy Park,Tom Foley,72,L,N,15,Sat,Apr,2017,2016-17,2,1,4,4,2,0,5,5,1,0
08/Apr/2017,16:30,Saracens,40,Harlequins,19,Wembley Stadium,Ian Tempest,59,W,N,16,Sat,Apr,2017,2016-17,1,0,4,4,4,0,1,1,4,0
08/Apr/2017,16:30,Harlequins,19,Saracens,40,Wembley Stadium,Ian Tempest,59,L,N,16,Sat,Apr,2017,2016-17,0,1,1,1,4,0,4,4,4,0
09/Apr/2017,14:30,Wasps,32,Northampton,30,Ricoh Arena,Craig Maxwell-Keys,62,W,N,14,Sun,Apr,2017,2016-17,1,2,4,3,2,0,5,1,1,0
09/Apr/2017,14:30,Northampton,30,Wasps,32,Ricoh Arena,Craig Maxwell-Keys,62,L,N,14,Sun,Apr,2017,2016-17,2,1,5,1,1,0,4,3,2,0
14/Apr/2017,19:45,Harlequins,26,Exeter,39,Twickenham Stoop,Wayne Barnes,65,L,N,19,Fri,Apr,2017,2016-17,0,1,3,1,3,0,5,4,2,0
14/Apr/2017,19:45,Exeter,39,Harlequins,26,Twickenham Stoop,Wayne Barnes,65,W,N,19,Fri,Apr,2017,2016-17,1,0,5,4,2,0,3,1,3,0
15/Apr/2017,15:00,Gloucester,39,Sale,30,Kingsholm,Tom Foley,69,W,N,15,Sat,Apr,2017,2016-17,1,1,5,4,2,0,4,2,2,0
15/Apr/2017,15:00,Sale,30,Gloucester,39,Kingsholm,Tom Foley,69,L,N,15,Sat,Apr,2017,2016-17,1,1,4,2,2,0,5,4,2,0
15/Apr/2017,15:00,Leicester,30,Newcastle,3,Welford Road,Ian Tempest,33,W,N,15,Sat,Apr,2017,2016-17,1,0,4,2,2,0,0,0,1,0
15/Apr/2017,15:00,Newcastle,3,Leicester,30,Welford Road,Ian Tempest,33,L,N,15,Sat,Apr,2017,2016-17,0,1,0,0,1,0,4,2,2,0
15/Apr/2017,15:00,Worcester,25,Bath,19,Sixways,Luke Pearce,44,W,N,15,Sat,Apr,2017,2016-17,0,1,3,2,2,0,1,1,4,0
15/Apr/2017,15:00,Bath,19,Worcester,25,Sixways,Luke Pearce,44,L,N,15,Sat,Apr,2017,2016-17,1,0,1,1,4,0,3,2,2,0
16/Apr/2017,15:00,Bristol,21,Wasps,36,Ashton Gate,Greg Garner,57,L,N,15,Sun,Apr,2017,2016-17,0,1,3,3,0,0,6,3,0,0
16/Apr/2017,15:00,Wasps,36,Bristol,21,Ashton Gate,Greg Garner,57,W,N,15,Sun,Apr,2017,2016-17,1,0,6,3,0,0,3,3,0,0
16/Apr/2017,15:00,Northampton,25,Saracens,27,Stadium mk,Matthew Carley,52,L,N,15,Sun,Apr,2017,2016-17,1,0,3,2,2,0,2,1,5,0
16/Apr/2017,15:00,Saracens,27,Northampton,25,Stadium mk,Matthew Carley,52,W,N,15,Sun,Apr,2017,2016-17,0,1,2,1,5,0,3,2,2,0
28/Apr/2017,19:45,Harlequins,32,Wasps,13,Twickenham Stoop,Wayne Barnes,45,W,N,19,Fri,Apr,2017,2016-17,0,0,2,2,6,0,1,1,2,0
28/Apr/2017,19:45,Wasps,13,Harlequins,32,Twickenham Stoop,Wayne Barnes,45,L,N,19,Fri,Apr,2017,2016-17,0,0,1,1,2,0,2,2,6,0
28/Apr/2017,20:00,Newcastle,16,Worcester,14,Kingston Park,Greg Garner,30,W,N,20,Fri,Apr,2017,2016-17,0,1,1,1,3,0,2,2,0,0
28/Apr/2017,20:00,Worcester,14,Newcastle,16,Kingston Park,Greg Garner,30,L,N,20,Fri,Apr,2017,2016-17,1,0,2,2,0,0,1,1,3,0
29/Apr/2017,15:00,Exeter,36,Northampton,12,Sandy Park,JP Doyle,48,W,N,15,Sat,Apr,2017,2016-17,1,0,6,3,0,0,2,1,0,0
29/Apr/2017,15:00,Northampton,12,Exeter,36,Sandy Park,JP Doyle,48,L,N,15,Sat,Apr,2017,2016-17,0,1,2,1,0,0,6,3,0,0
29/Apr/2017,15:00,Leicester,41,Sale,18,Welford Road,Craig Maxwell-Keys,59,W,N,15,Sat,Apr,2017,2016-17,1,0,5,5,2,0,2,1,2,0
29/Apr/2017,15:00,Sale,18,Leicester,41,Welford Road,Craig Maxwell-Keys,59,L,N,15,Sat,Apr,2017,2016-17,0,1,2,1,2,0,5,5,2,0
29/Apr/2017,15:00,Saracens,27,Bristol,9,Allianz Park,Andrew Jackson,36,W,N,15,Sat,Apr,2017,2016-17,0,0,4,2,1,0,0,0,3,0
29/Apr/2017,15:00,Bristol,9,Saracens,27,Allianz Park,Andrew Jackson,36,L,N,15,Sat,Apr,2017,2016-17,0,0,0,0,3,0,4,2,1,0
30/Apr/2017,15:00,Bath,44,Gloucester,20,Recreation Ground,Matthew Carley,64,W,N,15,Sun,Apr,2017,2016-17,1,0,6,4,2,0,3,1,1,0
30/Apr/2017,15:00,Gloucester,20,Bath,44,Recreation Ground,Matthew Carley,64,L,N,15,Sun,Apr,2017,2016-17,0,1,3,1,1,0,6,4,2,0
06/May/2017,16:00,Bristol,27,Newcastle,39,Ashton Gate,Luke Pearce,66,L,N,16,Sat,May,2017,2016-17,1,1,4,2,1,0,5,4,2,0
06/May/2017,16:00,Newcastle,39,Bristol,27,Ashton Gate,Luke Pearce,66,W,N,16,Sat,May,2017,2016-17,1,1,5,4,2,0,4,2,1,0
06/May/2017,16:00,Gloucester,20,Exeter,34,Kingsholm,Ian Tempest,54,L,N,16,Sat,May,2017,2016-17,0,1,3,1,1,0,4,4,2,0
06/May/2017,16:00,Exeter,34,Gloucester,20,Kingsholm,Ian Tempest,54,W,N,16,Sat,May,2017,2016-17,1,0,4,4,2,0,3,1,1,0
06/May/2017,16:00,Northampton,22,Harlequins,20,Franklin's Gardens,JP Doyle,42,W,N,16,Sat,May,2017,2016-17,0,1,3,2,1,0,2,2,2,0
06/May/2017,16:00,Harlequins,20,Northampton,22,Franklin's Gardens,JP Doyle,42,L,N,16,Sat,May,2017,2016-17,1,0,2,2,2,0,3,2,1,0
06/May/2017,16:00,Sale,27,Bath,24,AJ Bell Stadium,Greg Garner,51,W,N,16,Sat,May,2017,2016-17,0,1,3,3,2,0,3,3,1,0
06/May/2017,16:00,Bath,24,Sale,27,AJ Bell Stadium,Greg Garner,51,L,N,16,Sat,May,2017,2016-17,1,0,3,3,1,0,3,3,2,0
06/May/2017,16:00,Wasps,35,Saracens,15,Ricoh Arena,Wayne Barnes,50,W,N,16,Sat,May,2017,2016-17,1,0,5,2,2,0,2,1,1,0
06/May/2017,16:00,Saracens,15,Wasps,35,Ricoh Arena,Wayne Barnes,50,L,N,16,Sat,May,2017,2016-17,0,1,2,1,1,0,5,2,2,0
06/May/2017,16:00,Worcester,23,Leicester,28,Sixways,Tom Foley,51,L,N,16,Sat,May,2017,2016-17,1,0,3,1,2,0,1,1,6,1
06/May/2017,16:00,Leicester,28,Worcester,23,Sixways,Tom Foley,51,W,N,16,Sat,May,2017,2016-17,0,1,1,1,6,1,3,1,2,0
20/May/2017,14:30,Exeter,18,Saracens,16,Sandy Park,Wayne Barnes,34,W,N,14,Sat,May,2017,2016-17,0,0,2,1,2,0,2,0,2,0
20/May/2017,14:30,Saracens,16,Exeter,18,Sandy Park,Wayne Barnes,34,L,N,14,Sat,May,2017,2016-17,0,0,2,0,2,0,2,1,2,0
20/May/2017,17:15,Wasps,21,Leicester,20,Ricoh Arena,Matthew Carley,41,W,N,17,Sat,May,2017,2016-17,0,0,2,1,3,0,2,2,2,0
20/May/2017,17:15,Leicester,20,Wasps,21,Ricoh Arena,Matthew Carley,41,L,N,17,Sat,May,2017,2016-17,0,0,2,2,2,0,2,1,3,0
27/May/2017,14:30,Wasps,20,Exeter,23,Twickenham Stadium,JP Doyle,43,L,Y,14,Sat,May,2017,2016-17,0,0,2,2,2,0,2,2,3,0
27/May/2017,14:30,Exeter,23,Wasps,20,Twickenham Stadium,JP Doyle,43,W,Y,14,Sat,May,2017,2016-17,0,0,2,2,3,0,2,2,2,0
