date,time,team1Name,team1Points,team2Name,team2Points,venue,referee,totalPoints,winner,extraTime,hour,day,month,year,season,team1Bps,team2Bps,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
26/Dec/2020,14:00,Bristol,27,Harlequins,19,Twickenham Stoop,Matthew Carley,46,A,N,14,Sat,Dec,2020,2020-21,1,0,4,2,1,0,1,1,4,0
26/Dec/2020,14:00,Newcastle,Cancelled,Leicester,Cancelled,Kingston Park,Unknown,N/A,N/A,N,14,Sat,Dec,2020,2020-21,0,0,0,0,0,0,0,0,0,0
26/Dec/2020,14:00,Leicester,Cancelled,Newcastle,Cancelled,Kingston Park,Unknown,N/A,N/A,N,14,Sat,Dec,2020,2020-21,0,0,0,0,0,0,0,0,0,0
26/Dec/2020,15:00,Exeter,28,Gloucester,20,Sandy Park,Tom Foley,48,H,N,15,Sat,Dec,2020,2020-21,1,0,4,4,0,0,2,2,2,0
26/Dec/2020,15:00,Gloucester,20,Exeter,28,Sandy Park,Tom Foley,48,H,N,15,Sat,Dec,2020,2020-21,0,1,2,2,2,0,4,4,0,0
26/Dec/2020,16:30,Northampton,29,Worcester,10,Franklin's Gardens,Christophe Ridley,39,H,N,16,Sat,Dec,2020,2020-21,1,0,4,2,1,0,1,1,1,0
26/Dec/2020,16:30,Worcester,10,Northampton,29,Franklin's Gardens,Christophe Ridley,39,H,N,16,Sat,Dec,2020,2020-21,0,1,1,1,1,0,4,2,1,0
27/Dec/2020,15:00,Sale,23,Wasps,26,AJ Bell Stadium,Craig Maxwell-Keys,49,A,N,15,Sun,Dec,2020,2020-21,1,0,2,2,3,0,2,2,4,0
27/Dec/2020,15:00,Wasps,26,Sale,23,AJ Bell Stadium,Craig Maxwell-Keys,49,A,N,15,Sun,Dec,2020,2020-21,0,1,2,2,4,0,2,2,3,0
01/Jan/2021,15:00,Bristol,29,Newcastle,17,Ashton Gate,Christophe Ridley,46,H,N,15,Fri,Jan,2021,2020-21,1,0,4,3,1,0,3,1,0,0
01/Jan/2021,15:00,Newcastle,17,Bristol,29,Ashton Gate,Christophe Ridley,46,H,N,15,Fri,Jan,2021,2020-21,0,1,3,1,0,0,4,3,1,0
01/Jan/2021,19:45,Worcester,Cancelled,Harlequins,Cancelled,Sixways,Unknown,N/A,N/A,N,19,Fri,Jan,2021,2020-21,0,0,0,0,0,0,0,0,0,0
01/Jan/2021,19:45,Harlequins,Cancelled,Worcester,Cancelled,Sixways,Unknown,N/A,N/A,N,19,Fri,Jan,2021,2020-21,0,0,0,0,0,0,0,0,0,0
02/Jan/2021,14:00,Wasps,34,Exeter,5,Ricoh Arena,Ian Tempest,39,H,N,14,Sat,Jan,2021,2020-21,1,0,5,3,1,0,1,0,0,0
02/Jan/2021,14:00,Exeter,5,Wasps,34,Ricoh Arena,Ian Tempest,39,H,N,14,Sat,Jan,2021,2020-21,0,1,1,0,0,0,5,3,1,0
02/Jan/2021,16:30,Gloucester,19,Sale,22,Kingsholm,Karl Dickson,41,A,N,16,Sat,Jan,2021,2020-21,1,0,2,0,3,0,1,1,5,0
02/Jan/2021,16:30,Sale,22,Gloucester,19,Kingsholm,Karl Dickson,41,A,N,16,Sat,Jan,2021,2020-21,0,1,1,1,5,0,2,0,3,0
03/Jan/2021,14:30,London Irish,Cancelled,Northampton,Cancelled,Brentford Community Stadium,Unknown,N/A,N/A,N,14,Sun,Jan,2021,2020-21,0,0,0,0,0,0,0,0,0,0
03/Jan/2021,14:30,Northampton,Cancelled,London Irish,Cancelled,Brentford Community Stadium,Unknown,N/A,N/A,N,14,Sun,Jan,2021,2020-21,0,0,0,0,0,0,0,0,0,0
03/Jan/2021,15:00,Leicester,36,Bath,31,Welford Road,Wayne Barnes,67,H,N,15,Sun,Jan,2021,2020-21,0,1,3,3,5,0,3,2,4,0
03/Jan/2021,15:00,Bath,31,Leicester,36,Welford Road,Wayne Barnes,67,H,N,15,Sun,Jan,2021,2020-21,1,0,3,2,4,0,3,3,5,0
08/Jan/2021,19:45,Bath,44,Wasps,52,Recreation Ground,Matthew Carley,96,A,N,19,Fri,Jan,2021,2020-21,1,1,4,3,6,0,7,6,1,0
08/Jan/2021,19:45,Wasps,52,Bath,44,Recreation Ground,Matthew Carley,96,A,N,19,Fri,Jan,2021,2020-21,1,1,7,6,1,0,4,3,6,0
08/Jan/2021,20:00,Sale,20,Worcester,13,AJ Bell Stadium,Wayne Barnes,33,H,N,20,Fri,Jan,2021,2020-21,0,1,2,2,2,0,1,0,2,0
08/Jan/2021,20:00,Worcester,13,Sale,20,AJ Bell Stadium,Wayne Barnes,33,H,N,20,Fri,Jan,2021,2020-21,1,0,1,0,2,0,2,2,2,0
09/Jan/2021,14:00,Newcastle,22,Gloucester,10,Kingston Park,Craig Maxwell-Keys,32,H,N,14,Sat,Jan,2021,2020-21,0,0,3,2,1,0,1,1,1,0
09/Jan/2021,14:00,Gloucester,10,Newcastle,22,Kingston Park,Craig Maxwell-Keys,32,H,N,14,Sat,Jan,2021,2020-21,0,0,1,1,1,0,3,2,1,0
09/Jan/2021,16:30,Exeter,7,Bristol,20,Sandy Park,Karl Dickson,27,A,N,16,Sat,Jan,2021,2020-21,0,0,1,1,0,0,2,2,2,0
09/Jan/2021,16:30,Bristol,20,Exeter,7,Sandy Park,Karl Dickson,27,A,N,16,Sat,Jan,2021,2020-21,0,0,2,2,2,0,1,1,0,0
09/Jan/2021,16:30,Northampton,Cancelled,Leicester,Cancelled,Franklin's Gardens,Unknown,N/A,N/A,N,16,Sat,Jan,2021,2020-21,0,0,0,0,0,0,0,0,0,0
09/Jan/2021,16:30,Leicester,Cancelled,Northampton,Cancelled,Franklin's Gardens,Unknown,N/A,N/A,N,16,Sat,Jan,2021,2020-21,0,0,0,0,0,0,0,0,0,0
10/Jan/2021,15:00,Harlequins,27,London Irish,27,Twickenham Stoop,Tom Foley,54,D,N,15,Sun,Jan,2021,2020-21,0,1,3,3,2,0,4,2,1,0
10/Jan/2021,15:00,London Irish,27,Harlequins,27,Twickenham Stoop,Tom Foley,54,D,N,15,Sun,Jan,2021,2020-21,1,0,4,2,1,0,3,3,2,0
29/Jan/2021,19:45,Bristol,48,Bath,3,Ashton Gate,Wayne Barnes,51,H,N,19,Fri,Jan,2021,2020-21,1,0,7,4,1,0,0,0,1,0
29/Jan/2021,19:45,Bath,3,Bristol,48,Ashton Gate,Wayne Barnes,51,H,N,19,Fri,Jan,2021,2020-21,0,1,0,0,1,0,7,4,1,0
29/Jan/2021,19:45,Leicester,15,Sale,25,Welford Road,Ian Tempest,40,A,N,19,Fri,Jan,2021,2020-21,0,0,2,1,1,0,3,2,2,0
29/Jan/2021,19:45,Sale,25,Leicester,15,Welford Road,Ian Tempest,40,A,N,19,Fri,Jan,2021,2020-21,0,0,3,2,2,0,2,1,1,0
30/Jan/2021,15:00,Gloucester,26,Northampton,31,Kingsholm,Karl Dickson,57,A,N,15,Sat,Jan,2021,2020-21,1,1,2,2,4,0,4,1,3,0
30/Jan/2021,15:00,Northampton,31,Gloucester,26,Kingsholm,Karl Dickson,57,A,N,15,Sat,Jan,2021,2020-21,1,1,4,1,3,0,2,2,4,0
30/Jan/2021,15:00,Worcester,17,Exeter,21,Sixways,Tom Foley,38,A,N,15,Sat,Jan,2021,2020-21,1,0,2,2,1,0,3,3,0,0
30/Jan/2021,15:00,Exeter,21,Worcester,17,Sixways,Tom Foley,38,A,N,15,Sat,Jan,2021,2020-21,0,1,3,3,0,0,2,2,1,0
31/Jan/2021,14:30,London Irish,31,Newcastle,22,Brentford Community Stadium,Matthew Carley,53,H,N,14,Sun,Jan,2021,2020-21,1,0,4,4,1,0,3,2,1,0
31/Jan/2021,14:30,Newcastle,22,London Irish,31,Brentford Community Stadium,Matthew Carley,53,H,N,14,Sun,Jan,2021,2020-21,0,1,3,2,1,0,4,4,1,0
31/Jan/2021,15:00,Wasps,17,Harlequins,49,Ricoh Arena,Luke Pearce,66,A,N,15,Sun,Jan,2021,2020-21,0,1,2,2,1,0,6,4,3,0
31/Jan/2021,15:00,Harlequins,49,Wasps,17,Ricoh Arena,Luke Pearce,66,A,N,15,Sun,Jan,2021,2020-21,1,0,6,4,3,0,2,2,1,0
05/Feb/2021,19:45,Bristol,13,Sale,20,Ashton Gate,Luke Pearce,33,A,N,19,Fri,Feb,2021,2020-21,1,0,1,1,2,0,1,0,5,0
05/Feb/2021,19:45,Sale,20,Bristol,13,Ashton Gate,Luke Pearce,33,A,N,19,Fri,Feb,2021,2020-21,0,1,1,0,5,0,1,1,2,0
06/Feb/2021,13:00,Wasps,17,Northampton,22,Ricoh Arena,Adam Leal,39,A,N,13,Sat,Feb,2021,2020-21,1,0,2,2,1,0,3,2,1,0
06/Feb/2021,13:00,Northampton,22,Wasps,17,Ricoh Arena,Adam Leal,39,A,N,13,Sat,Feb,2021,2020-21,0,1,3,2,1,0,2,2,1,0
06/Feb/2021,14:15,Bath,15,Harlequins,28,Recreation Ground,Craig Maxwell-Keys,43,A,N,14,Sat,Feb,2021,2020-21,0,0,2,1,1,0,3,1,3,0
06/Feb/2021,14:15,Harlequins,28,Bath,15,Recreation Ground,Craig Maxwell-Keys,43,A,N,14,Sat,Feb,2021,2020-21,0,0,3,1,3,0,2,1,1,0
06/Feb/2021,15:00,Leicester,41,Worcester,24,Welford Road,Andrew Jackson,65,H,N,15,Sat,Feb,2021,2020-21,1,0,5,5,2,0,3,3,1,0
06/Feb/2021,15:00,Worcester,24,Leicester,41,Welford Road,Andrew Jackson,65,H,N,15,Sat,Feb,2021,2020-21,0,1,3,3,1,0,5,5,2,0
06/Feb/2021,15:00,London Irish,32,Gloucester,26,Brentford Community Stadium,Ian Tempest,58,H,N,15,Sat,Feb,2021,2020-21,1,2,5,2,1,0,4,3,0,0
06/Feb/2021,15:00,Gloucester,26,London Irish,32,Brentford Community Stadium,Ian Tempest,58,H,N,15,Sat,Feb,2021,2020-21,2,1,4,3,0,0,5,2,1,0
07/Feb/2021,13:00,Newcastle,9,Exeter,15,Kingston Park,Anthony Woodthorpe,24,A,N,13,Sun,Feb,2021,2020-21,1,0,0,0,3,0,2,1,1,0
07/Feb/2021,13:00,Exeter,15,Newcastle,9,Kingston Park,Anthony Woodthorpe,24,A,N,13,Sun,Feb,2021,2020-21,0,1,2,1,1,0,0,0,3,0
12/Feb/2021,19:45,Gloucester,17,Bristol,18,Kingsholm,Tom Foley,35,A,N,19,Fri,Feb,2021,2020-21,1,0,3,1,0,0,2,1,2,0
12/Feb/2021,19:45,Bristol,18,Gloucester,17,Kingsholm,Tom Foley,35,A,N,19,Fri,Feb,2021,2020-21,0,1,2,1,2,0,3,1,0,0
12/Feb/2021,20:00,Sale,22,Bath,27,AJ Bell Stadium,Christophe Ridley,49,A,N,20,Fri,Feb,2021,2020-21,1,0,3,2,1,0,3,3,2,0
12/Feb/2021,20:00,Bath,27,Sale,22,AJ Bell Stadium,Christophe Ridley,49,A,N,20,Fri,Feb,2021,2020-21,0,1,3,3,2,0,3,2,1,0
13/Feb/2021,16:00,Harlequins,37,Leicester,24,Twickenham Stoop,Anthony Woodthorpe,61,H,N,16,Sat,Feb,2021,2020-21,1,0,4,4,3,0,3,3,1,0
13/Feb/2021,16:00,Leicester,24,Harlequins,37,Twickenham Stoop,Anthony Woodthorpe,61,H,N,16,Sat,Feb,2021,2020-21,0,1,3,3,1,0,4,4,3,0
13/Feb/2021,16:15,Exeter,26,London Irish,3,Sandy Park,Jack Makepeace,29,H,N,16,Sat,Feb,2021,2020-21,1,0,4,3,0,0,0,0,1,0
13/Feb/2021,16:15,London Irish,3,Exeter,26,Sandy Park,Jack Makepeace,29,H,N,16,Sat,Feb,2021,2020-21,0,1,0,0,1,0,4,3,0,0
13/Feb/2021,16:30,Northampton,Cancelled,Newcastle,Cancelled,Franklin's Gardens,Unknown,N/A,N/A,N,16,Sat,Feb,2021,2020-21,0,0,0,0,0,0,0,0,0,0
13/Feb/2021,16:30,Newcastle,Cancelled,Northampton,Cancelled,Franklin's Gardens,Unknown,N/A,N/A,N,16,Sat,Feb,2021,2020-21,0,0,0,0,0,0,0,0,0,0
14/Feb/2021,13:00,Worcester,13,Wasps,17,Sixways,Ian Tempest,30,A,N,13,Sun,Feb,2021,2020-21,1,0,1,1,2,0,2,2,1,0
14/Feb/2021,13:00,Wasps,17,Worcester,13,Sixways,Ian Tempest,30,A,N,13,Sun,Feb,2021,2020-21,0,1,2,2,1,0,1,1,2,0
19/Feb/2021,19:45,Bath,16,Gloucester,14,Recreation Ground,Wayne Barnes,30,H,N,19,Fri,Feb,2021,2020-21,0,1,1,1,3,0,1,0,3,0
19/Feb/2021,19:45,Gloucester,14,Bath,16,Recreation Ground,Wayne Barnes,30,H,N,19,Fri,Feb,2021,2020-21,1,0,1,0,3,0,1,1,3,0
20/Feb/2021,13:00,Harlequins,24,Sale,12,Twickenham Stoop,Ian Tempest,36,H,N,13,Sat,Feb,2021,2020-21,0,0,3,3,1,0,2,1,0,0
20/Feb/2021,13:00,Sale,12,Harlequins,24,Twickenham Stoop,Ian Tempest,36,H,N,13,Sat,Feb,2021,2020-21,0,0,2,1,0,0,3,3,1,0
20/Feb/2021,15:00,Leicester,27,Wasps,8,Welford Road,Craig Maxwell-Keys,35,H,N,15,Sat,Feb,2021,2020-21,0,0,3,0,4,0,1,0,1,0
20/Feb/2021,15:00,Wasps,8,Leicester,27,Welford Road,Craig Maxwell-Keys,35,H,N,15,Sat,Feb,2021,2020-21,0,0,1,0,1,0,3,0,4,0
20/Feb/2021,15:00,Exeter,12,Northampton,13,Sandy Park,Christophe Ridley,25,A,N,15,Sat,Feb,2021,2020-21,1,0,2,1,0,0,1,1,2,0
20/Feb/2021,15:00,Northampton,13,Exeter,12,Sandy Park,Christophe Ridley,25,A,N,15,Sat,Feb,2021,2020-21,0,1,1,1,2,0,2,1,0,0
20/Feb/2021,15:00,Worcester,Cancelled,Newcastle,Cancelled,Sixways,Unknown,N/A,N/A,N,15,Sat,Feb,2021,2020-21,0,0,0,0,0,0,0,0,0,0
20/Feb/2021,15:00,Newcastle,Cancelled,Worcester,Cancelled,Sixways,Unknown,N/A,N/A,N,15,Sat,Feb,2021,2020-21,0,0,0,0,0,0,0,0,0,0
21/Feb/2021,15:00,London Irish,34,Bristol,34,Brentford Community Stadium,Karl Dickson,68,D,N,15,Sun,Feb,2021,2020-21,1,1,4,4,2,0,4,4,2,0
21/Feb/2021,15:00,Bristol,34,London Irish,34,Brentford Community Stadium,Karl Dickson,68,D,N,15,Sun,Feb,2021,2020-21,1,1,4,4,2,0,4,4,2,0
26/Feb/2021,19:45,Sale,25,Exeter,20,AJ Bell Stadium,Karl Dickson,45,H,N,19,Fri,Feb,2021,2020-21,0,1,3,2,2,0,3,1,1,0
26/Feb/2021,19:45,Exeter,20,Sale,25,AJ Bell Stadium,Karl Dickson,45,H,N,19,Fri,Feb,2021,2020-21,1,0,3,1,1,0,3,2,2,0
27/Feb/2021,13:00,Bristol,17,Leicester,3,Ashton Gate,Christophe Ridley,20,H,N,13,Sat,Feb,2021,2020-21,0,0,2,2,1,0,0,0,1,0
27/Feb/2021,13:00,Leicester,3,Bristol,17,Ashton Gate,Christophe Ridley,20,H,N,13,Sat,Feb,2021,2020-21,0,0,0,0,1,0,2,2,1,0
27/Feb/2021,15:00,Newcastle,25,Harlequins,22,Kingston Park,Jack Makepeace,47,H,N,15,Sat,Feb,2021,2020-21,0,1,3,2,2,0,3,2,1,0
27/Feb/2021,15:00,Harlequins,22,Newcastle,25,Kingston Park,Jack Makepeace,47,H,N,15,Sat,Feb,2021,2020-21,1,0,3,2,1,0,3,2,2,0
27/Feb/2021,15:00,Wasps,10,London Irish,16,Ricoh Arena,Hamish Smales,26,A,N,15,Sat,Feb,2021,2020-21,1,0,1,1,1,0,1,1,3,0
27/Feb/2021,15:00,London Irish,16,Wasps,10,Ricoh Arena,Hamish Smales,26,A,N,15,Sat,Feb,2021,2020-21,0,1,1,1,3,0,1,1,1,0
27/Feb/2021,15:15,Gloucester,22,Worcester,14,Kingsholm,Luke Pearce,36,H,N,15,Sat,Feb,2021,2020-21,0,0,3,2,1,0,2,1,0,0
27/Feb/2021,15:15,Worcester,14,Gloucester,22,Kingsholm,Luke Pearce,36,H,N,15,Sat,Feb,2021,2020-21,0,0,2,1,0,0,3,2,1,0
28/Feb/2021,13:00,Northampton,22,Bath,23,Franklin's Gardens,Ian Tempest,45,A,N,13,Sun,Feb,2021,2020-21,1,0,3,2,1,0,2,2,3,0
28/Feb/2021,13:00,Bath,23,Northampton,22,Franklin's Gardens,Ian Tempest,45,A,N,13,Sun,Feb,2021,2020-21,0,1,2,2,3,0,3,2,1,0
05/Mar/2021,19:45,Leicester,33,London Irish,32,Welford Road,Wayne Barnes,65,H,N,19,Fri,Mar,2021,2020-21,0,2,3,3,4,0,4,2,2,0
05/Mar/2021,19:45,London Irish,32,Leicester,33,Welford Road,Wayne Barnes,65,H,N,19,Fri,Mar,2021,2020-21,2,0,4,2,2,0,3,3,4,0
05/Mar/2021,20:00,Sale,31,Newcastle,16,AJ Bell Stadium,Andrew Jackson,47,H,N,20,Fri,Mar,2021,2020-21,0,0,3,1,4,0,1,1,3,0
05/Mar/2021,20:00,Newcastle,16,Sale,31,AJ Bell Stadium,Andrew Jackson,47,H,N,20,Fri,Mar,2021,2020-21,0,0,1,1,3,0,3,1,4,0
06/Mar/2021,15:00,Bath,16,Exeter,38,Recreation Ground,Tom Foley,54,A,N,15,Sat,Mar,2021,2020-21,0,1,1,1,3,0,6,4,0,0
06/Mar/2021,15:00,Exeter,38,Bath,16,Recreation Ground,Tom Foley,54,A,N,15,Sat,Mar,2021,2020-21,1,0,6,4,0,0,1,1,3,0
06/Mar/2021,15:00,Wasps,19,Gloucester,20,Ricoh Arena,Matthew Carley,39,A,N,15,Sat,Mar,2021,2020-21,1,0,3,2,0,0,2,2,2,0
06/Mar/2021,15:00,Gloucester,20,Wasps,19,Ricoh Arena,Matthew Carley,39,A,N,15,Sat,Mar,2021,2020-21,0,1,2,2,2,0,3,2,0,0
06/Mar/2021,17:15,Worcester,23,Bristol,24,Sixways,Craig Maxwell-Keys,47,A,N,17,Sat,Mar,2021,2020-21,1,1,2,2,3,0,4,2,0,0
06/Mar/2021,17:15,Bristol,24,Worcester,23,Sixways,Craig Maxwell-Keys,47,A,N,17,Sat,Mar,2021,2020-21,1,1,4,2,0,0,2,2,3,0
07/Mar/2021,15:00,Harlequins,37,Northampton,19,Twickenham Stoop,Luke Pearce,56,H,N,15,Sun,Mar,2021,2020-21,1,0,4,4,3,0,3,2,0,0
07/Mar/2021,15:00,Northampton,19,Harlequins,37,Twickenham Stoop,Luke Pearce,56,H,N,15,Sun,Mar,2021,2020-21,0,1,3,2,0,0,4,4,3,0
12/Mar/2021,19:45,Bristol,37,Wasps,20,Ashton Gate,Karl Dickson,57,H,N,19,Fri,Mar,2021,2020-21,1,0,4,4,3,0,2,2,2,0
12/Mar/2021,19:45,Wasps,20,Bristol,37,Ashton Gate,Karl Dickson,57,H,N,19,Fri,Mar,2021,2020-21,0,1,2,2,2,0,4,4,3,0
13/Mar/2021,12:30,Exeter,21,Harlequins,20,Sandy Park,Craig Maxwell-Keys,41,H,N,12,Sat,Mar,2021,2020-21,0,1,3,3,0,0,2,2,2,0
13/Mar/2021,12:30,Harlequins,20,Exeter,21,Sandy Park,Craig Maxwell-Keys,41,H,N,12,Sat,Mar,2021,2020-21,1,0,2,2,2,0,3,3,0,0
13/Mar/2021,12:30,Newcastle,19,Bath,38,Kingston Park,Ian Tempest,57,A,N,12,Sat,Mar,2021,2020-21,0,1,3,1,0,0,6,4,0,0
13/Mar/2021,12:30,Bath,38,Newcastle,19,Kingston Park,Ian Tempest,57,A,N,12,Sat,Mar,2021,2020-21,1,0,6,4,0,0,3,1,0,0
13/Mar/2021,14:45,Northampton,17,Sale,14,Franklin's Gardens,Matthew Carley,31,H,N,14,Sat,Mar,2021,2020-21,0,1,1,0,4,0,2,2,0,0
13/Mar/2021,14:45,Sale,14,Northampton,17,Franklin's Gardens,Matthew Carley,31,H,N,14,Sat,Mar,2021,2020-21,1,0,2,2,0,0,1,0,4,0
13/Mar/2021,15:00,Gloucester,14,Leicester,20,Kingsholm,Adam Leal,34,A,N,15,Sat,Mar,2021,2020-21,1,0,2,2,0,0,3,1,1,0
13/Mar/2021,15:00,Leicester,20,Gloucester,14,Kingsholm,Adam Leal,34,A,N,15,Sat,Mar,2021,2020-21,0,1,3,1,1,0,2,2,0,0
