date,time,team1Name,team1Points,team2Name,team2Points,venue,referee,totalPoints,result,extraTime,hour,day,month,year,season,team1Bps,team2Bps,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
30/Nov/2019,15:00,Worcester,20,Sale,13,Sixways,Luke Pearce,33,W,N,15,Sat,Nov,2019,2019-20,0,1,2,2,2,0,2,0,1,0
30/Nov/2019,15:00,Sale,13,Worcester,20,Sixways,Luke Pearce,33,L,N,15,Sat,Nov,2019,2019-20,1,0,2,0,1,0,2,2,2,0
01/Dec/2019,15:00,Harlequins,23,Gloucester,19,Twickenham Stoop,Craig Maxwell-Keys,42,W,N,15,Sun,Dec,2019,2019-20,0,1,2,2,3,0,3,2,0,0
01/Dec/2019,15:00,Gloucester,19,Harlequins,23,Twickenham Stoop,Craig Maxwell-Keys,42,L,N,15,Sun,Dec,2019,2019-20,1,0,3,2,0,0,2,2,3,0
01/Dec/2019,15:00,Bristol,27,London Irish,27,Ashton Gate,Wayne Barnes,54,D,N,15,Sun,Dec,2019,2019-20,1,0,4,2,1,0,3,3,2,0
01/Dec/2019,15:00,London Irish,27,Bristol,27,Ashton Gate,Wayne Barnes,54,D,N,15,Sun,Dec,2019,2019-20,0,1,3,3,2,0,4,2,1,0
20/Dec/2019,19:45,Gloucester,36,Worcester,3,Kingsholm,Christophe Ridley,39,W,N,19,Fri,Dec,2019,2019-20,1,0,5,4,1,0,0,0,1,0
20/Dec/2019,19:45,Worcester,3,Gloucester,36,Kingsholm,Christophe Ridley,39,L,N,19,Fri,Dec,2019,2019-20,0,1,0,0,1,0,5,4,1,0
21/Dec/2019,15:00,Wasps,22,Harlequins,28,Ricoh Arena,Wayne Barnes,50,L,N,15,Sat,Dec,2019,2019-20,1,1,3,2,1,0,4,4,0,0
21/Dec/2019,15:00,Harlequins,28,Wasps,22,Ricoh Arena,Wayne Barnes,50,W,N,15,Sat,Dec,2019,2019-20,1,1,4,4,0,0,3,2,1,0
21/Dec/2019,15:00,Sale,22,Northampton,10,AJ Bell Stadium,JP Doyle,32,W,N,15,Sat,Dec,2019,2019-20,0,1,3,2,1,0,1,1,1,0
21/Dec/2019,15:00,Northampton,10,Sale,22,AJ Bell Stadium,JP Doyle,32,L,N,15,Sat,Dec,2019,2019-20,1,0,1,1,1,0,3,2,1,0
21/Dec/2019,15:00,Leicester,22,Exeter,31,Welford Road,Luke Pearce,53,L,N,15,Sat,Dec,2019,2019-20,0,1,3,2,1,0,4,4,1,0
21/Dec/2019,15:00,Exeter,31,Leicester,22,Welford Road,Luke Pearce,53,W,N,15,Sat,Dec,2019,2019-20,1,0,4,4,1,0,3,2,1,0
21/Dec/2019,15:00,Saracens,47,Bristol,13,Allianz Park,Tom Foley,60,W,N,15,Sat,Dec,2019,2019-20,1,0,7,6,0,0,1,1,2,0
21/Dec/2019,15:00,Bristol,13,Saracens,47,Allianz Park,Tom Foley,60,L,N,15,Sat,Dec,2019,2019-20,0,1,1,1,2,0,7,6,0,0
22/Dec/2019,15:00,London Irish,10,Bath,38,Madejski Stadium,Karl Dickson,48,L,N,15,Sun,Dec,2019,2019-20,0,1,1,1,1,0,6,3,0,0
22/Dec/2019,15:00,Bath,38,London Irish,10,Madejski Stadium,Karl Dickson,48,W,N,15,Sun,Dec,2019,2019-20,1,0,6,3,0,0,1,1,1,0
27/Dec/2019,19:45,Bristol,21,Wasps,26,Ashton Gate,Luke Pearce,47,L,N,19,Fri,Dec,2019,2019-20,1,1,2,1,3,0,4,3,0,0
27/Dec/2019,19:45,Wasps,26,Bristol,21,Ashton Gate,Luke Pearce,47,W,N,19,Fri,Dec,2019,2019-20,1,1,4,3,0,0,2,1,3,0
28/Dec/2019,14:00,Northampton,33,Gloucester,26,Franklin's Gardens,Karl Dickson,59,W,N,14,Sat,Dec,2019,2019-20,0,2,3,3,4,0,4,3,0,0
28/Dec/2019,14:00,Gloucester,26,Northampton,33,Franklin's Gardens,Karl Dickson,59,L,N,14,Sat,Dec,2019,2019-20,2,0,4,3,0,0,3,3,4,0
28/Dec/2019,15:00,Bath,16,Sale,14,Recreation Ground,Craig Maxwell-Keys,30,W,N,15,Sat,Dec,2019,2019-20,0,1,1,1,3,0,2,2,0,0
28/Dec/2019,15:00,Sale,14,Bath,16,Recreation Ground,Craig Maxwell-Keys,30,L,N,15,Sat,Dec,2019,2019-20,1,0,2,2,0,0,1,1,3,0
28/Dec/2019,15:00,Worcester,20,London Irish,6,Sixways,Ian Tempest,26,W,N,15,Sat,Dec,2019,2019-20,0,0,2,2,2,0,0,0,2,0
28/Dec/2019,15:00,London Irish,6,Worcester,20,Sixways,Ian Tempest,26,L,N,15,Sat,Dec,2019,2019-20,0,0,0,0,2,0,2,2,2,0
28/Dec/2019,16:30,Harlequins,30,Leicester,30,Twickenham Stadium,Matthew Carley,60,D,N,16,Sat,Dec,2019,2019-20,0,0,3,3,3,0,3,3,3,0
28/Dec/2019,16:30,Leicester,30,Harlequins,30,Twickenham Stadium,Matthew Carley,60,D,N,16,Sat,Dec,2019,2019-20,0,0,3,3,3,0,3,3,3,0
29/Dec/2019,15:00,Exeter,14,Saracens,7,Sandy Park,Wayne Barnes,21,W,N,15,Sun,Dec,2019,2019-20,0,1,2,2,0,0,1,0,0,0
29/Dec/2019,15:00,Saracens,7,Exeter,14,Sandy Park,Wayne Barnes,21,L,N,15,Sun,Dec,2019,2019-20,1,0,1,0,0,0,2,2,0,0
03/Jan/2020,19:45,Sale,48,Harlequins,10,AJ Bell Stadium,Ian Tempest,58,W,N,19,Fri,Jan,2020,2019-20,1,0,6,6,2,0,1,1,1,0
03/Jan/2020,19:45,Harlequins,10,Sale,48,AJ Bell Stadium,Ian Tempest,58,L,N,19,Fri,Jan,2020,2019-20,0,1,1,1,1,0,6,6,2,0
04/Jan/2020,13:00,Leicester,31,Bristol,18,Welford Road,JP Doyle,49,W,N,13,Sat,Jan,2020,2019-20,1,0,4,4,1,0,2,1,2,0
04/Jan/2020,13:00,Bristol,18,Leicester,31,Welford Road,JP Doyle,49,L,N,13,Sat,Jan,2020,2019-20,0,1,2,1,2,0,4,4,1,0
04/Jan/2020,15:00,Gloucester,29,Bath,15,Kingsholm,Tom Foley,44,W,N,15,Sat,Jan,2020,2019-20,1,0,4,3,1,0,0,0,5,0
04/Jan/2020,15:00,Bath,15,Gloucester,29,Kingsholm,Tom Foley,44,L,N,15,Sat,Jan,2020,2019-20,0,1,0,0,5,0,4,3,1,0
04/Jan/2020,15:00,Saracens,62,Worcester,5,Allianz Park,Craig Maxwell-Keys,67,W,N,15,Sat,Jan,2020,2019-20,1,0,10,6,0,0,1,0,0,0
04/Jan/2020,15:00,Worcester,5,Saracens,62,Allianz Park,Craig Maxwell-Keys,67,L,N,15,Sat,Jan,2020,2019-20,0,1,1,0,0,0,10,6,0,0
05/Jan/2020,14:30,London Irish,28,Exeter,45,Madejski Stadium,Christophe Ridley,73,L,N,14,Sun,Jan,2020,2019-20,1,1,4,4,0,0,6,6,1,0
05/Jan/2020,14:30,Exeter,45,London Irish,28,Madejski Stadium,Christophe Ridley,73,W,N,14,Sun,Jan,2020,2019-20,1,1,6,6,1,0,4,4,0,0
05/Jan/2020,15:00,Wasps,31,Northampton,35,Ricoh Arena,Matthew Carley,66,L,N,15,Sun,Jan,2020,2019-20,2,1,4,3,1,0,5,5,0,0
05/Jan/2020,15:00,Northampton,35,Wasps,31,Ricoh Arena,Matthew Carley,66,W,N,15,Sun,Jan,2020,2019-20,1,2,5,5,0,0,4,3,1,0
24/Jan/2020,19:45,Northampton,16,London Irish,20,Franklin's Gardens,Tom Foley,36,L,N,19,Fri,Jan,2020,2019-20,1,0,1,1,3,0,3,1,1,0
24/Jan/2020,19:45,London Irish,20,Northampton,16,Franklin's Gardens,Tom Foley,36,W,N,19,Fri,Jan,2020,2019-20,0,1,3,1,1,0,1,1,3,0
25/Jan/2020,15:00,Bath,13,Leicester,10,Recreation Ground,Wayne Barnes,23,W,N,15,Sat,Jan,2020,2019-20,0,1,2,0,1,0,1,1,1,0
25/Jan/2020,15:00,Leicester,10,Bath,13,Recreation Ground,Wayne Barnes,23,L,N,15,Sat,Jan,2020,2019-20,1,0,1,1,1,0,2,0,1,0
25/Jan/2020,15:00,Bristol,34,Gloucester,16,Ashton Gate,Karl Dickson,50,W,N,15,Sat,Jan,2020,2019-20,0,0,3,2,5,0,1,1,3,0
25/Jan/2020,15:00,Gloucester,16,Bristol,34,Ashton Gate,Karl Dickson,50,L,N,15,Sat,Jan,2020,2019-20,0,0,1,1,3,0,3,2,5,0
25/Jan/2020,15:00,Exeter,19,Sale,22,Sandy Park,JP Doyle,41,L,N,15,Sat,Jan,2020,2019-20,1,0,3,2,0,0,3,2,1,0
25/Jan/2020,15:00,Sale,22,Exeter,19,Sandy Park,JP Doyle,41,W,N,15,Sat,Jan,2020,2019-20,0,1,3,2,1,0,3,2,0,0
25/Jan/2020,15:00,Worcester,26,Wasps,30,Sixways,Craig Maxwell-Keys,56,L,N,15,Sat,Jan,2020,2019-20,1,1,2,2,4,0,4,2,2,0
25/Jan/2020,15:00,Wasps,30,Worcester,26,Sixways,Craig Maxwell-Keys,56,W,N,15,Sat,Jan,2020,2019-20,1,1,4,2,2,0,2,2,4,0
26/Jan/2020,15:00,Harlequins,41,Saracens,14,Twickenham Stoop,Luke Pearce,55,W,N,15,Sun,Jan,2020,2019-20,1,0,6,4,1,0,2,2,0,0
26/Jan/2020,15:00,Saracens,14,Harlequins,41,Twickenham Stoop,Luke Pearce,55,L,N,15,Sun,Jan,2020,2019-20,0,1,2,2,0,0,6,4,1,0
14/Feb/2020,19:45,Gloucester,15,Exeter,26,Kingsholm,Craig Maxwell-Keys,41,L,N,19,Fri,Feb,2020,2019-20,0,0,2,1,1,0,2,2,4,0
14/Feb/2020,19:45,Exeter,26,Gloucester,15,Kingsholm,Craig Maxwell-Keys,41,W,N,19,Fri,Feb,2020,2019-20,0,0,2,2,4,0,2,1,1,0
15/Feb/2020,15:00,Harlequins,15,London Irish,29,Twickenham Stoop,JP Doyle,44,L,N,15,Sat,Feb,2020,2019-20,0,1,2,1,1,0,4,3,1,0
15/Feb/2020,15:00,London Irish,29,Harlequins,15,Twickenham Stoop,JP Doyle,44,W,N,15,Sat,Feb,2020,2019-20,1,0,4,3,1,0,2,1,1,0
15/Feb/2020,15:00,Leicester,18,Wasps,9,Welford Road,Karl Dickson,27,W,N,15,Sat,Feb,2020,2019-20,0,0,2,1,2,0,0,0,3,0
15/Feb/2020,15:00,Wasps,9,Leicester,18,Welford Road,Karl Dickson,27,L,N,15,Sat,Feb,2020,2019-20,0,0,0,0,3,0,2,1,2,0
15/Feb/2020,15:00,Saracens,36,Sale,22,Allianz Park,Wayne Barnes,58,W,N,15,Sat,Feb,2020,2019-20,1,0,4,2,4,0,3,2,1,0
15/Feb/2020,15:00,Sale,22,Saracens,36,Allianz Park,Wayne Barnes,58,L,N,15,Sat,Feb,2020,2019-20,0,1,3,2,1,0,4,2,4,0
15/Feb/2020,15:00,Worcester,21,Bath,22,Sixways,Christophe Ridley,43,L,N,15,Sat,Feb,2020,2019-20,1,0,2,1,3,0,3,2,1,0
15/Feb/2020,15:00,Bath,22,Worcester,21,Sixways,Christophe Ridley,43,W,N,15,Sat,Feb,2020,2019-20,0,1,3,2,1,0,2,1,3,0
16/Feb/2020,15:00,Northampton,14,Bristol,20,Franklin's Gardens,Tom Foley,34,L,N,15,Sun,Feb,2020,2019-20,1,0,1,0,3,0,2,2,2,0
16/Feb/2020,15:00,Bristol,20,Northampton,14,Franklin's Gardens,Tom Foley,34,W,N,15,Sun,Feb,2020,2019-20,0,1,2,2,2,0,1,0,3,0
21/Feb/2020,19:45,Sale,36,Leicester,3,AJ Bell Stadium,Ian Tempest,39,W,N,19,Fri,Feb,2020,2019-20,1,0,5,4,1,0,0,0,1,0
21/Feb/2020,19:45,Leicester,3,Sale,36,AJ Bell Stadium,Ian Tempest,39,L,N,19,Fri,Feb,2020,2019-20,0,1,0,0,1,0,5,4,1,0
21/Feb/2020,19:45,Wasps,60,Saracens,10,Ricoh Arena,Christophe Ridley,70,W,N,19,Fri,Feb,2020,2019-20,1,0,8,7,2,0,2,0,0,0
21/Feb/2020,19:45,Saracens,10,Wasps,60,Ricoh Arena,Christophe Ridley,70,L,N,19,Fri,Feb,2020,2019-20,0,1,2,0,0,0,8,7,2,0
22/Feb/2020,15:00,Bath,19,Harlequins,12,Recreation Ground,Tom Foley,31,W,N,15,Sat,Feb,2020,2019-20,0,1,2,0,3,0,2,1,0,0
22/Feb/2020,15:00,Harlequins,12,Bath,19,Recreation Ground,Tom Foley,31,L,N,15,Sat,Feb,2020,2019-20,1,0,2,1,0,0,2,0,3,0
22/Feb/2020,15:00,London Irish,24,Gloucester,20,Madejski Stadium,Luke Pearce,44,W,N,15,Sat,Feb,2020,2019-20,1,1,4,2,0,0,3,1,1,0
22/Feb/2020,15:00,Gloucester,20,London Irish,24,Madejski Stadium,Luke Pearce,44,L,N,15,Sat,Feb,2020,2019-20,1,1,3,1,1,0,4,2,0,0
23/Feb/2020,13:00,Bristol,13,Worcester,10,Ashton Gate,JP Doyle,23,W,N,13,Sun,Feb,2020,2019-20,0,1,1,1,2,0,1,1,1,0
23/Feb/2020,13:00,Worcester,10,Bristol,13,Ashton Gate,JP Doyle,23,L,N,13,Sun,Feb,2020,2019-20,1,0,1,1,1,0,1,1,2,0
23/Feb/2020,13:00,Exeter,57,Northampton,7,Sandy Park,Jack Makepeace,64,W,N,13,Sun,Feb,2020,2019-20,1,0,8,7,1,0,1,1,0,0
23/Feb/2020,13:00,Northampton,7,Exeter,57,Sandy Park,Jack Makepeace,64,L,N,13,Sun,Feb,2020,2019-20,0,1,1,1,0,0,8,7,1,0
28/Feb/2020,19:45,Gloucester,17,Sale,23,Kingsholm,Wayne Barnes,40,L,N,19,Fri,Feb,2020,2019-20,1,0,2,2,1,0,3,1,2,0
28/Feb/2020,19:45,Sale,23,Gloucester,17,Kingsholm,Wayne Barnes,40,W,N,19,Fri,Feb,2020,2019-20,0,1,3,1,2,0,2,2,1,0
29/Feb/2020,15:00,Harlequins,34,Exeter,30,Twickenham Stoop,Christophe Ridley,64,W,N,15,Sat,Feb,2020,2019-20,0,1,4,3,2,0,3,3,3,0
29/Feb/2020,15:00,Exeter,30,Harlequins,34,Twickenham Stoop,Christophe Ridley,64,L,N,15,Sat,Feb,2020,2019-20,1,0,3,3,3,0,4,3,2,0
29/Feb/2020,15:00,Leicester,14,Worcester,8,Welford Road,Adam Leal,22,W,N,15,Sat,Feb,2020,2019-20,0,1,1,0,3,0,1,0,1,0
29/Feb/2020,15:00,Worcester,8,Leicester,14,Welford Road,Adam Leal,22,L,N,15,Sat,Feb,2020,2019-20,1,0,1,0,1,0,1,0,3,0
29/Feb/2020,15:00,Northampton,21,Saracens,27,Franklin's Gardens,Matthew Carley,48,L,N,15,Sat,Feb,2020,2019-20,1,1,2,1,3,0,4,2,1,0
29/Feb/2020,15:00,Saracens,27,Northampton,21,Franklin's Gardens,Matthew Carley,48,W,N,15,Sat,Feb,2020,2019-20,1,1,4,2,1,0,2,1,3,0
01/Mar/2020,14:30,London Irish,26,Wasps,36,Madejski Stadium,Tom Foley,62,L,N,14,Sun,Mar,2020,2019-20,1,1,4,3,0,0,5,4,1,0
01/Mar/2020,14:30,Wasps,36,London Irish,26,Madejski Stadium,Tom Foley,62,W,N,14,Sun,Mar,2020,2019-20,1,1,5,4,1,0,4,3,0,0
01/Mar/2020,15:00,Bath,13,Bristol,19,Recreation Ground,Ian Tempest,32,L,N,15,Sun,Mar,2020,2019-20,1,0,1,1,2,0,3,2,0,0
01/Mar/2020,15:00,Bristol,19,Bath,13,Recreation Ground,Ian Tempest,32,W,N,15,Sun,Mar,2020,2019-20,0,1,3,2,0,0,1,1,2,0
06/Mar/2020,19:45,Worcester,10,Northampton,16,Sixways,Andrew Jackson,26,L,N,19,Fri,Mar,2020,2019-20,1,0,1,1,1,0,1,1,3,0
06/Mar/2020,19:45,Northampton,16,Worcester,10,Sixways,Andrew Jackson,26,W,N,19,Fri,Mar,2020,2019-20,0,1,1,1,3,0,1,1,1,0
06/Mar/2020,20:00,Sale,39,London Irish,0,AJ Bell Stadium,Anthony Woodthorpe,39,W,N,20,Fri,Mar,2020,2019-20,1,0,6,3,1,0,0,0,0,0
06/Mar/2020,20:00,London Irish,0,Sale,39,AJ Bell Stadium,Anthony Woodthorpe,39,L,N,20,Fri,Mar,2020,2019-20,0,1,0,0,0,0,6,3,1,0
07/Mar/2020,13:00,Saracens,24,Leicester,13,Allianz Park,J P Doyle,37,W,N,13,Sat,Mar,2020,2019-20,0,0,3,3,1,0,1,1,2,0
07/Mar/2020,13:00,Leicester,13,Saracens,24,Allianz Park,J P Doyle,37,L,N,13,Sat,Mar,2020,2019-20,0,0,1,1,2,0,3,3,1,0
07/Mar/2020,14:30,Exeter,57,Bath,20,Sandy Park,Luke Pearce,77,W,N,14,Sat,Mar,2020,2019-20,1,0,8,7,1,0,3,1,1,0
07/Mar/2020,14:30,Bath,20,Exeter,57,Sandy Park,Luke Pearce,77,L,N,14,Sat,Mar,2020,2019-20,0,1,3,1,1,0,8,7,1,0
07/Mar/2020,14:30,Wasps,39,Gloucester,22,Ricoh Arena,Ian Tempest,61,W,N,14,Sat,Mar,2020,2019-20,1,1,5,4,1,1,4,1,0,0
07/Mar/2020,14:30,Gloucester,22,Wasps,39,Ricoh Arena,Ian Tempest,61,L,N,14,Sat,Mar,2020,2019-20,1,1,4,1,0,0,5,4,1,1
08/Mar/2020,13:00,Bristol,28,Harlequins,15,Ashton Gate,Craig Maxwell-Keys,43,W,N,13,Sun,Mar,2020,2019-20,0,0,3,2,3,0,2,1,1,0
08/Mar/2020,13:00,Harlequins,15,Bristol,28,Ashton Gate,Craig Maxwell-Keys,43,L,N,13,Sun,Mar,2020,2019-20,0,0,2,1,1,0,3,2,3,0
