date,time,team1Name,team1Points,team2Name,team2Points,venue,teamType,referee,totalPoints,result,extraTime,hour,day,month,year,season,team1Bps,team2Bps,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
27/Dec/2022,16:15,Harlequins,12,Bristol,15,Twickenham Stoop[n],home,Karl Dickson,27,L,N,16,Tue,Dec,2022,2022-23,1,0,2,1,0,0,2,1,1,0
27/Dec/2022,16:15,Bristol,15,Harlequins,12,Twickenham Stoop[n],away,Karl Dickson,27,W,N,16,Tue,Dec,2022,2022-23,0,1,2,1,1,0,2,1,0,0
30/Dec/2022,19:45,Sale,40,Leicester,5,AJ Bell Stadium,home,Matthew Carley,45,W,N,19,Fri,Dec,2022,2022-23,1,0,5,2,3,0,1,0,0,0
30/Dec/2022,19:45,Leicester,5,Sale,40,AJ Bell Stadium,away,Matthew Carley,45,L,N,19,Fri,Dec,2022,2022-23,0,1,1,0,0,0,5,2,3,0
31/Dec/2022,15:00,Bath,24,Newcastle,16,Recreation Ground,home,Jack Makepeace,40,W,N,15,Sat,Dec,2022,2022-23,0,0,3,3,1,0,1,1,3,0
31/Dec/2022,15:00,Newcastle,16,Bath,24,Recreation Ground,away,Jack Makepeace,40,L,N,15,Sat,Dec,2022,2022-23,0,0,1,1,3,0,3,3,1,0
31/Dec/2022,15:00,Saracens,35,Exeter,3,StoneX Stadium,home,Craig Maxwell-Keys,38,W,N,15,Sat,Dec,2022,2022-23,1,0,5,2,2,0,0,0,1,0
31/Dec/2022,15:00,Exeter,3,Saracens,35,StoneX Stadium,away,Craig Maxwell-Keys,38,L,N,15,Sat,Dec,2022,2022-23,0,1,0,0,1,0,5,2,2,0
31/Dec/2022,15:00,Gloucester,8,London Irish,6,Kingsholm,home,Adam Leal,14,W,N,15,Sat,Dec,2022,2022-23,0,1,1,0,1,0,0,0,2,0
31/Dec/2022,15:00,London Irish,6,Gloucester,8,Kingsholm,away,Adam Leal,14,L,N,15,Sat,Dec,2022,2022-23,1,0,0,0,2,0,1,0,1,0
01/Jan/2023,15:00,Northampton,46,Harlequins,17,Franklin's Gardens,home,Luke Pearce,63,W,N,15,Sun,Jan,2023,2022-23,1,0,6,5,2,0,2,2,1,0
01/Jan/2023,15:00,Harlequins,17,Northampton,46,Franklin's Gardens,away,Luke Pearce,63,L,N,15,Sun,Jan,2023,2022-23,0,1,2,2,1,0,6,5,2,0
06/Jan/2023,19:45,Gloucester,16,Saracens,19,Kingsholm,home,Karl Dickson,35,L,N,19,Fri,Jan,2023,2022-23,1,0,1,1,3,0,2,0,2,1
06/Jan/2023,19:45,Saracens,19,Gloucester,16,Kingsholm,away,Karl Dickson,35,W,N,19,Fri,Jan,2023,2022-23,0,1,2,0,2,1,1,1,3,0
