date,time,team1Name,team1Points,team2Name,team2Points,venue,referee,totalPoints,winner,extraTime,hour,day,month,year,season,team1Bps,team2Bps,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
06/Nov/2021,15:00,Worcester,5,Bristol,27,Ashton Gate,Craig Maxwell-Keys,32,H,N,15,Sat,Nov,2021,2021-22,0,1,1,0,0,0,4,2,1,0
06/Nov/2021,15:00,Saracens,34,London Irish,34,StoneX Stadium,Ian Tempest,68,D,N,15,Sat,Nov,2021,2021-22,1,1,5,3,1,0,5,3,1,0
06/Nov/2021,15:00,London Irish,34,Saracens,34,StoneX Stadium,Ian Tempest,68,D,N,15,Sat,Nov,2021,2021-22,1,1,5,3,1,0,5,3,1,0
06/Nov/2021,17:00,Sale,30,Northampton,6,AJ Bell Stadium,Anthony Woodthorpe,36,H,N,17,Sat,Nov,2021,2021-22,0,0,3,3,3,0,0,0,2,0
06/Nov/2021,17:00,Northampton,6,Sale,30,AJ Bell Stadium,Anthony Woodthorpe,36,H,N,17,Sat,Nov,2021,2021-22,0,0,0,0,2,0,3,3,3,0
06/Nov/2021,17:30,Exeter,14,Newcastle,15,Sandy Park,Andrew Jackson,29,A,N,17,Sat,Nov,2021,2021-22,1,0,2,2,0,0,2,1,1,0
06/Nov/2021,17:30,Newcastle,15,Exeter,14,Sandy Park,Andrew Jackson,29,A,N,17,Sat,Nov,2021,2021-22,0,1,2,1,1,0,2,2,0,0
07/Nov/2021,16:30,Wasps,16,Harlequins,26,Coventry Building Society Arena,Wayne Barnes,42,A,N,16,Sun,Nov,2021,2021-22,0,1,1,1,3,0,4,3,0,0
07/Nov/2021,16:30,Harlequins,26,Wasps,16,Coventry Building Society Arena,Wayne Barnes,42,A,N,16,Sun,Nov,2021,2021-22,1,0,4,3,0,0,1,1,3,0
26/Nov/2021,19:45,Bath,16,Exeter,23,Recreation Ground,Matthew Carley,39,A,N,19,Fri,Nov,2021,2021-22,1,0,1,1,3,0,2,2,3,0
26/Nov/2021,19:45,Exeter,23,Bath,16,Recreation Ground,Matthew Carley,39,A,N,19,Fri,Nov,2021,2021-22,0,1,2,2,3,0,1,1,3,0
26/Nov/2021,19:45,Bristol,20,Northampton,36,Ashton Gate,Karl Dickson,56,A,N,19,Fri,Nov,2021,2021-22,0,1,2,2,2,0,4,2,4,0
26/Nov/2021,19:45,Northampton,36,Bristol,20,Ashton Gate,Karl Dickson,56,A,N,19,Fri,Nov,2021,2021-22,1,0,4,2,4,0,2,2,2,0
26/Nov/2021,19:45,Wasps,33,Gloucester,35,Coventry Building Society Arena,Luke Pearce,68,A,N,19,Fri,Nov,2021,2021-22,2,1,5,4,0,0,4,3,3,0
26/Nov/2021,19:45,Gloucester,35,Wasps,33,Coventry Building Society Arena,Luke Pearce,68,A,N,19,Fri,Nov,2021,2021-22,1,2,4,3,3,0,5,4,0,0
27/Nov/2021,15:00,Harlequins,19,London Irish,22,Twickenham Stoop,Christophe Ridley,41,A,N,15,Sat,Nov,2021,2021-22,1,0,3,2,0,0,3,2,1,0
27/Nov/2021,15:00,London Irish,22,Harlequins,19,Twickenham Stoop,Christophe Ridley,41,A,N,15,Sat,Nov,2021,2021-22,0,1,3,2,1,0,3,2,0,0
27/Nov/2021,18:00,Newcastle,24,Worcester,24,Kingston Park,Wayne Barnes,48,D,N,18,Sat,Nov,2021,2021-22,1,0,4,2,0,0,3,3,1,0
27/Nov/2021,18:00,Worcester,24,Newcastle,24,Kingston Park,Wayne Barnes,48,D,N,18,Sat,Nov,2021,2021-22,0,1,3,3,1,0,4,2,0,0
28/Nov/2021,15:00,Saracens,25,Sale,14,StoneX Stadium,Tom Foley,39,H,N,15,Sun,Nov,2021,2021-22,0,0,3,2,2,0,2,2,0,0
28/Nov/2021,15:00,Sale,14,Saracens,25,StoneX Stadium,Tom Foley,39,H,N,15,Sun,Nov,2021,2021-22,0,0,2,2,0,0,3,2,2,0
03/Dec/2021,19:45,Gloucester,27,Bristol,10,Kingsholm,Christophe Ridley,37,H,N,19,Fri,Dec,2021,2021-22,1,0,4,1,1,0,1,1,1,0
03/Dec/2021,19:45,Bristol,10,Gloucester,27,Kingsholm,Christophe Ridley,37,H,N,19,Fri,Dec,2021,2021-22,0,1,1,1,1,0,4,1,1,0
04/Dec/2021,15:00,Exeter,18,Saracens,15,Sandy Park,Luke Pearce,33,H,N,15,Sat,Dec,2021,2021-22,0,1,2,1,2,0,0,0,5,0
04/Dec/2021,15:00,Saracens,15,Exeter,18,Sandy Park,Luke Pearce,33,H,N,15,Sat,Dec,2021,2021-22,1,0,0,0,5,0,2,1,2,0
04/Dec/2021,15:00,London Irish,43,Newcastle,21,Brentford Community Stadium,Craig Maxwell-Keys,64,H,N,15,Sat,Dec,2021,2021-22,1,0,6,5,1,0,3,3,0,0
04/Dec/2021,15:00,Newcastle,21,London Irish,43,Brentford Community Stadium,Craig Maxwell-Keys,64,H,N,15,Sat,Dec,2021,2021-22,0,1,3,3,0,0,6,5,1,0
04/Dec/2021,15:00,Northampton,40,Bath,19,Franklin's Gardens,Karl Dickson,59,H,N,15,Sat,Dec,2021,2021-22,1,0,6,5,0,0,3,2,0,0
04/Dec/2021,15:00,Bath,19,Northampton,40,Franklin's Gardens,Karl Dickson,59,H,N,15,Sat,Dec,2021,2021-22,0,1,3,2,0,0,6,5,0,0
04/Dec/2021,15:00,Worcester,32,Wasps,31,Sixways,Tom Foley,63,H,N,15,Sat,Dec,2021,2021-22,1,2,4,3,2,0,5,3,0,0
04/Dec/2021,15:00,Wasps,31,Worcester,32,Sixways,Tom Foley,63,H,N,15,Sat,Dec,2021,2021-22,2,1,5,3,0,0,4,3,2,0
05/Dec/2021,15:00,Leicester,16,Harlequins,14,Welford Road,Ian Tempest,30,H,N,15,Sun,Dec,2021,2021-22,0,1,1,1,3,0,1,0,3,0
05/Dec/2021,15:00,Harlequins,14,Leicester,16,Welford Road,Ian Tempest,30,H,N,15,Sun,Dec,2021,2021-22,1,0,1,0,3,0,1,1,3,0
26/Dec/2021,14:00,Bristol,26,Leicester,28,Ashton Gate,Tom Foley,54,A,N,14,Sun,Dec,2021,2021-22,1,0,2,2,4,0,3,2,3,0
26/Dec/2021,14:00,Leicester,28,Bristol,26,Ashton Gate,Tom Foley,54,A,N,14,Sun,Dec,2021,2021-22,0,1,3,2,3,0,2,2,4,0
26/Dec/2021,15:00,Newcastle,Cancelled,Sale,Cancelled,Kingston Park,Unknown,N/A,N/A,N,15,Sun,Dec,2021,2021-22,0,0,0,0,0,0,0,0,0,0
26/Dec/2021,15:00,Sale,Cancelled,Newcastle,Cancelled,Kingston Park,Unknown,N/A,N/A,N,15,Sun,Dec,2021,2021-22,0,0,0,0,0,0,0,0,0,0
26/Dec/2021,15:00,Saracens,61,Worcester,29,StoneX Stadium,Christophe Ridley,90,H,N,15,Sun,Dec,2021,2021-22,1,1,9,8,0,0,5,2,0,0
26/Dec/2021,15:00,Worcester,29,Saracens,61,StoneX Stadium,Christophe Ridley,90,H,N,15,Sun,Dec,2021,2021-22,1,1,5,2,0,0,9,8,0,0
26/Dec/2021,15:00,Wasps,38,London Irish,30,Coventry Building Society Arena,Craig Maxwell-Keys,68,H,N,15,Sun,Dec,2021,2021-22,1,1,4,3,4,0,5,1,1,0
26/Dec/2021,15:00,London Irish,30,Wasps,38,Coventry Building Society Arena,Craig Maxwell-Keys,68,H,N,15,Sun,Dec,2021,2021-22,1,1,5,1,1,0,4,3,4,0
26/Dec/2021,16:30,Bath,20,Gloucester,40,Recreation Ground,Matthew Carley,60,A,N,16,Sun,Dec,2021,2021-22,0,1,2,2,2,0,6,4,0,0
26/Dec/2021,16:30,Gloucester,40,Bath,20,Recreation Ground,Matthew Carley,60,A,N,16,Sun,Dec,2021,2021-22,1,0,6,4,0,0,2,2,2,0
27/Dec/2021,17:00,Harlequins,41,Northampton,27,Twickenham Stadium,Wayne Barnes,68,H,N,17,Mon,Dec,2021,2021-22,1,0,6,4,1,0,3,3,2,0
27/Dec/2021,17:00,Northampton,27,Harlequins,41,Twickenham Stadium,Wayne Barnes,68,H,N,17,Mon,Dec,2021,2021-22,0,1,3,3,2,0,6,4,1,0
01/Jan/2022,14:00,Sale,26,Wasps,18,AJ Bell Stadium,Ian Tempest,44,H,N,14,Sat,Jan,2022,2021-22,1,0,4,3,0,0,2,1,2,0
01/Jan/2022,14:00,Wasps,18,Sale,26,AJ Bell Stadium,Ian Tempest,44,H,N,14,Sat,Jan,2022,2021-22,0,1,2,1,2,0,4,3,0,0
01/Jan/2022,16:30,Exeter,19,Bristol,13,Sandy Park,Luke Pearce,32,H,N,16,Sat,Jan,2022,2021-22,0,1,3,2,0,0,1,1,2,0
01/Jan/2022,16:30,Bristol,13,Exeter,19,Sandy Park,Luke Pearce,32,H,N,16,Sat,Jan,2022,2021-22,1,0,1,1,2,0,3,2,0,0
02/Jan/2022,15:00,Gloucester,17,Harlequins,20,Kingsholm,Tom Foley,37,A,N,15,Sun,Jan,2022,2021-22,1,0,2,2,1,0,2,2,2,0
02/Jan/2022,15:00,Harlequins,20,Gloucester,17,Kingsholm,Tom Foley,37,A,N,15,Sun,Jan,2022,2021-22,0,1,2,2,2,0,2,2,1,0
02/Jan/2022,15:00,Leicester,31,Newcastle,0,Welford Road,Jack Makepeace,31,H,N,15,Sun,Jan,2022,2021-22,1,0,4,4,1,0,0,0,0,0
02/Jan/2022,15:00,Newcastle,0,Leicester,31,Welford Road,Jack Makepeace,31,H,N,15,Sun,Jan,2022,2021-22,0,1,0,0,0,0,4,4,1,0
02/Jan/2022,15:00,Northampton,6,Saracens,30,Franklin's Gardens,Adam Leal,36,A,N,15,Sun,Jan,2022,2021-22,0,0,0,0,2,0,3,3,3,0
02/Jan/2022,15:00,Saracens,30,Northampton,6,Franklin's Gardens,Adam Leal,36,A,N,15,Sun,Jan,2022,2021-22,0,0,3,3,3,0,0,0,2,0
03/Jan/2022,15:00,London Irish,Cancelled,Bath,Cancelled,Brentford Community Stadium,Unknown,N/A,N/A,N,15,Mon,Jan,2022,2021-22,0,0,0,0,0,0,0,0,0,0
03/Jan/2022,15:00,Bath,Cancelled,London Irish,Cancelled,Brentford Community Stadium,Unknown,N/A,N/A,N,15,Mon,Jan,2022,2021-22,0,0,0,0,0,0,0,0,0,0
07/Jan/2022,19:45,Bristol,32,Sale,15,Ashton Gate,Wayne Barnes,47,H,N,19,Fri,Jan,2022,2021-22,1,0,4,3,2,0,2,1,1,0
07/Jan/2022,19:45,Sale,15,Bristol,32,Ashton Gate,Wayne Barnes,47,H,N,19,Fri,Jan,2022,2021-22,0,1,2,1,1,0,4,3,2,0
08/Jan/2022,15:00,Harlequins,14,Exeter,12,Twickenham Stoop,Ian Tempest,26,H,N,15,Sat,Jan,2022,2021-22,0,1,2,2,0,0,2,1,0,0
08/Jan/2022,15:00,Exeter,12,Harlequins,14,Twickenham Stoop,Ian Tempest,26,H,N,15,Sat,Jan,2022,2021-22,1,0,2,1,0,0,2,2,0,0
08/Jan/2022,15:00,Newcastle,8,Northampton,44,Kingston Park,Matthew Carley,52,A,N,15,Sat,Jan,2022,2021-22,0,1,1,0,1,0,5,5,2,1
08/Jan/2022,15:00,Northampton,44,Newcastle,8,Kingston Park,Matthew Carley,52,A,N,15,Sat,Jan,2022,2021-22,1,0,5,5,2,1,1,0,1,0
08/Jan/2022,15:00,Saracens,24,Gloucester,25,StoneX Stadium,Karl Dickson,49,A,N,15,Sat,Jan,2022,2021-22,2,0,4,2,0,0,3,2,2,0
08/Jan/2022,15:00,Gloucester,25,Saracens,24,StoneX Stadium,Karl Dickson,49,A,N,15,Sat,Jan,2022,2021-22,0,2,3,2,2,0,4,2,0,0
09/Jan/2022,15:00,Bath,22,Worcester,19,Recreation Ground,Craig Maxwell-Keys,41,H,N,15,Sun,Jan,2022,2021-22,0,1,3,2,1,0,3,2,0,0
09/Jan/2022,15:00,Worcester,19,Bath,22,Recreation Ground,Craig Maxwell-Keys,41,H,N,15,Sun,Jan,2022,2021-22,1,0,3,2,0,0,3,2,1,0
