date,time,team1Name,team1Score,team1Bps,team2Name,team2Score,team2Bps,venue,referee,totalScore,winner,extraTime,hour,day,month,year,season
02/Mar/2013,15:15,Exeter,27,0,Harlequins,16,0,Twickenham Stoop,David Rose,43,A,N,15,Sat,Mar,2013,2012-13
03/Mar/2013,14:15,Saracens,35,0,London Welsh,14,0,Allianz Park,Luke Pearce,49,H,N,14,Sun,Mar,2013,2012-13
03/Mar/2013,14:15,London Welsh,14,0,Saracens,35,0,Allianz Park,Luke Pearce,49,H,N,14,Sun,Mar,2013,2012-13
22/Mar/2013,20:00,Sale,14,0,Bath,13,0,Salford City Stadium,JP Doyle,27,H,N,20,Fri,Mar,2013,2012-13
22/Mar/2013,20:00,Bath,13,0,Sale,14,0,Salford City Stadium,JP Doyle,27,H,N,20,Fri,Mar,2013,2012-13
23/Mar/2013,15:00,Gloucester,15,0,London Welsh,14,0,Kingsholm,Martin Fox,29,H,N,15,Sat,Mar,2013,2012-13
23/Mar/2013,15:00,London Welsh,14,0,Gloucester,15,0,Kingsholm,Martin Fox,29,H,N,15,Sat,Mar,2013,2012-13
23/Mar/2013,15:00,London Irish,26,0,Worcester,6,0,Madejski Stadium,Wayne Barnes,32,H,N,15,Sat,Mar,2013,2012-13
23/Mar/2013,15:00,Worcester,6,0,London Irish,26,0,Madejski Stadium,Wayne Barnes,32,H,N,15,Sat,Mar,2013,2012-13
23/Mar/2013,15:15,Wasps,24,0,Northampton,26,0,Adams Park,David Rose,50,A,N,15,Sat,Mar,2013,2012-13
23/Mar/2013,15:15,Northampton,26,0,Wasps,24,0,Adams Park,David Rose,50,A,N,15,Sat,Mar,2013,2012-13
23/Mar/2013,17:00,Exeter,9,0,Leicester,12,0,Sandy Park,Tim Wigglesworth,21,A,N,17,Sat,Mar,2013,2012-13
23/Mar/2013,17:00,Leicester,12,0,Exeter,9,0,Sandy Park,Tim Wigglesworth,21,A,N,17,Sat,Mar,2013,2012-13
24/Mar/2013,14:00,Saracens,27,0,Harlequins,12,0,Allianz Park,Greg Garner,39,H,N,14,Sun,Mar,2013,2012-13
24/Mar/2013,14:00,Harlequins,12,0,Saracens,27,0,Allianz Park,Greg Garner,39,H,N,14,Sun,Mar,2013,2012-13
29/Mar/2013,19:45,Gloucester,17,0,Harlequins,15,0,Kingsholm,JP Doyle,32,H,N,19,Fri,Mar,2013,2012-13
29/Mar/2013,19:45,Harlequins,15,0,Gloucester,17,0,Kingsholm,JP Doyle,32,H,N,19,Fri,Mar,2013,2012-13
30/Mar/2013,14:15,Bath,40,0,London Welsh,25,0,The Recreation Ground,Tim Wigglesworth,65,H,N,14,Sat,Mar,2013,2012-13
30/Mar/2013,14:15,London Welsh,25,0,Bath,40,0,The Recreation Ground,Tim Wigglesworth,65,H,N,14,Sat,Mar,2013,2012-13
30/Mar/2013,15:00,Wasps,13,0,Saracens,22,0,Adams Park,Martin Fox,35,A,N,15,Sat,Mar,2013,2012-13
30/Mar/2013,15:00,Saracens,22,0,Wasps,13,0,Adams Park,Martin Fox,35,A,N,15,Sat,Mar,2013,2012-13
30/Mar/2013,15:00,Northampton,8,0,Leicester,36,0,Franklin's Gardens,Wayne Barnes,44,A,N,15,Sat,Mar,2013,2012-13
30/Mar/2013,15:00,Leicester,36,0,Northampton,8,0,Franklin's Gardens,Wayne Barnes,44,A,N,15,Sat,Mar,2013,2012-13
30/Mar/2013,15:00,Worcester,18,0,Exeter,24,0,Sixways,David Rose,42,A,N,15,Sat,Mar,2013,2012-13
30/Mar/2013,15:00,Exeter,24,0,Worcester,18,0,Sixways,David Rose,42,A,N,15,Sat,Mar,2013,2012-13
31/Mar/2013,14:15,London Irish,33,0,Sale,33,0,Madejski Stadium,Greg Garner,66,D,N,14,Sun,Mar,2013,2012-13
31/Mar/2013,14:15,Sale,33,0,London Irish,33,0,Madejski Stadium,Greg Garner,66,D,N,14,Sun,Mar,2013,2012-13
12/Apr/2013,19:45,Sale,32,0,Gloucester,9,0,Salford City Stadium,David Rose,41,H,N,19,Fri,Apr,2013,2012-13
12/Apr/2013,19:45,Gloucester,9,0,Sale,32,0,Salford City Stadium,David Rose,41,H,N,19,Fri,Apr,2013,2012-13
13/Apr/2013,14:15,Harlequins,23,0,Bath,9,0,Twickenham Stoop,Wayne Barnes,32,H,N,14,Sat,Apr,2013,2012-13
13/Apr/2013,14:15,Bath,9,0,Harlequins,23,0,Twickenham Stoop,Wayne Barnes,32,H,N,14,Sat,Apr,2013,2012-13
13/Apr/2013,15:00,Exeter,27,0,London Irish,6,0,Sandy Park,Martin Fox,33,H,N,15,Sat,Apr,2013,2012-13
13/Apr/2013,15:00,London Irish,6,0,Exeter,27,0,Sandy Park,Martin Fox,33,H,N,15,Sat,Apr,2013,2012-13
14/Apr/2013,15:00,London Welsh,14,0,Northampton,31,0,Kassam Stadium,Greg Garner,45,A,N,15,Sun,Apr,2013,2012-13
14/Apr/2013,15:00,Northampton,31,0,London Welsh,14,0,Kassam Stadium,Greg Garner,45,A,N,15,Sun,Apr,2013,2012-13
14/Apr/2013,15:00,Saracens,47,0,Worcester,17,0,Allianz Park,Tim Wigglesworth,64,H,N,15,Sun,Apr,2013,2012-13
14/Apr/2013,15:00,Worcester,17,0,Saracens,47,0,Allianz Park,Tim Wigglesworth,64,H,N,15,Sun,Apr,2013,2012-13
14/Apr/2013,15:45,Leicester,35,0,Wasps,16,0,Welford Road,JP Doyle,51,H,N,15,Sun,Apr,2013,2012-13
14/Apr/2013,15:45,Wasps,16,0,Leicester,35,0,Welford Road,JP Doyle,51,H,N,15,Sun,Apr,2013,2012-13
20/Apr/2013,14:15,Bath,27,0,Leicester,26,0,The Recreation Ground,Tim Wigglesworth,53,H,N,14,Sat,Apr,2013,2012-13
20/Apr/2013,14:15,Leicester,26,0,Bath,27,0,The Recreation Ground,Tim Wigglesworth,53,H,N,14,Sat,Apr,2013,2012-13
20/Apr/2013,15:00,Gloucester,28,0,Saracens,23,0,Kingsholm,JP Doyle,51,H,N,15,Sat,Apr,2013,2012-13
20/Apr/2013,15:00,Saracens,23,0,Gloucester,28,0,Kingsholm,JP Doyle,51,H,N,15,Sat,Apr,2013,2012-13
20/Apr/2013,15:00,London Irish,47,0,London Welsh,28,0,Madejski Stadium,Dean Richards,75,H,N,15,Sat,Apr,2013,2012-13
20/Apr/2013,15:00,London Welsh,28,0,London Irish,47,0,Madejski Stadium,Dean Richards,75,H,N,15,Sat,Apr,2013,2012-13
20/Apr/2013,15:00,Worcester,26,0,Harlequins,42,0,Sixways,Martin Fox,68,A,N,15,Sat,Apr,2013,2012-13
20/Apr/2013,15:00,Harlequins,42,0,Worcester,26,0,Sixways,Martin Fox,68,A,N,15,Sat,Apr,2013,2012-13
20/Apr/2013,17:45,Northampton,47,0,Sale,7,0,Franklin's Gardens,Luke Pearce,54,H,N,17,Sat,Apr,2013,2012-13
20/Apr/2013,17:45,Sale,7,0,Northampton,47,0,Franklin's Gardens,Luke Pearce,54,H,N,17,Sat,Apr,2013,2012-13
21/Apr/2013,14:00,Wasps,24,0,Exeter,37,0,Adams Park,Wayne Barnes,61,A,N,14,Sun,Apr,2013,2012-13
21/Apr/2013,14:00,Exeter,37,0,Wasps,24,0,Adams Park,Wayne Barnes,61,A,N,14,Sun,Apr,2013,2012-13
04/May/2013,15:00,Exeter,40,0,Gloucester,39,0,Sandy Park,Greg Garner,79,H,N,15,Sat,May,2013,2012-13
04/May/2013,15:00,Gloucester,39,0,Exeter,40,0,Sandy Park,Greg Garner,79,H,N,15,Sat,May,2013,2012-13
04/May/2013,15:00,Harlequins,22,0,Northampton,19,0,Twickenham Stoop,Tim Wigglesworth,41,H,N,15,Sat,May,2013,2012-13
04/May/2013,15:00,Northampton,19,0,Harlequins,22,0,Twickenham Stoop,Tim Wigglesworth,41,H,N,15,Sat,May,2013,2012-13
04/May/2013,15:00,Leicester,32,0,London Irish,20,0,Welford Road,Luke Pearce,52,H,N,15,Sat,May,2013,2012-13
04/May/2013,15:00,London Irish,20,0,Leicester,32,0,Welford Road,Luke Pearce,52,H,N,15,Sat,May,2013,2012-13
04/May/2013,15:00,London Welsh,33,0,Worcester,22,0,Kassam Stadium,Matt Carley,55,H,N,15,Sat,May,2013,2012-13
04/May/2013,15:00,Worcester,22,0,London Welsh,33,0,Kassam Stadium,Matt Carley,55,H,N,15,Sat,May,2013,2012-13
04/May/2013,15:00,Sale,21,0,Wasps,20,0,Salford City Stadium,Dean Richards,41,H,N,15,Sat,May,2013,2012-13
04/May/2013,15:00,Wasps,20,0,Sale,21,0,Salford City Stadium,Dean Richards,41,H,N,15,Sat,May,2013,2012-13
04/May/2013,15:00,Saracens,23,0,Bath,14,0,Allianz Park,Martin Fox,37,H,N,15,Sat,May,2013,2012-13
04/May/2013,15:00,Bath,14,0,Saracens,23,0,Allianz Park,Martin Fox,37,H,N,15,Sat,May,2013,2012-13
11/May/2013,15:00,Leicester,33,0,Harlequins,16,0,Welford Road,Greg Garner,49,H,N,15,Sat,May,2013,2012-13
11/May/2013,15:00,Harlequins,16,0,Leicester,33,0,Welford Road,Greg Garner,49,H,N,15,Sat,May,2013,2012-13
12/May/2013,15:00,Saracens,13,0,Northampton,27,0,Allianz Park,JP Doyle,40,A,N,15,Sun,May,2013,2012-13
12/May/2013,15:00,Northampton,27,0,Saracens,13,0,Allianz Park,JP Doyle,40,A,N,15,Sun,May,2013,2012-13
25/May/2013,15:00,Leicester,37,0,Northampton,17,0,Twickenham Stadium,Wayne Barnes,54,H,N,15,Sat,May,2013,2012-13
25/May/2013,15:00,Northampton,17,0,Leicester,37,0,Twickenham Stadium,Wayne Barnes,54,H,N,15,Sat,May,2013,2012-13
