date,time,team1Name,team1Score,team1Bps,team2Name,team2Score,team2Bps,venue,referee,totalScore,winner,extraTime,hour,day,month,year,season
08/Sep/2012,15:00,Leicester,34,0,Worcester,26,0,Welford Road,Unknown,60,H,N,15,Sat,Sep,2012,2012-13
08/Sep/2012,15:00,Worcester,26,0,Leicester,34,0,Welford Road,Unknown,60,H,N,15,Sat,Sep,2012,2012-13
08/Sep/2012,15:00,London Irish,31,0,Gloucester,40,0,Madejski Stadium,Unknown,71,A,N,15,Sat,Sep,2012,2012-13
08/Sep/2012,15:00,Gloucester,40,0,London Irish,31,0,Madejski Stadium,Unknown,71,A,N,15,Sat,Sep,2012,2012-13
08/Sep/2012,16:30,Sale,16,0,Saracens,23,0,Salford City Stadium,Unknown,39,A,N,16,Sat,Sep,2012,2012-13
08/Sep/2012,16:30,Saracens,23,0,Sale,16,0,Salford City Stadium,Unknown,39,A,N,16,Sat,Sep,2012,2012-13
09/Sep/2012,15:00,Northampton,24,0,Exeter,21,0,Franklin's Gardens,Unknown,45,H,N,15,Sun,Sep,2012,2012-13
09/Sep/2012,15:00,Exeter,21,0,Northampton,24,0,Franklin's Gardens,Unknown,45,H,N,15,Sun,Sep,2012,2012-13
14/Sep/2012,19:45,Bath,14,0,Northampton,18,0,The Recreation Ground,Unknown,32,A,N,19,Fri,Sep,2012,2012-13
14/Sep/2012,19:45,Northampton,18,0,Bath,14,0,The Recreation Ground,Unknown,32,A,N,19,Fri,Sep,2012,2012-13
15/Sep/2012,13:30,Worcester,16,0,Gloucester,16,0,Sixways,Unknown,32,D,N,13,Sat,Sep,2012,2012-13
15/Sep/2012,13:30,Gloucester,16,0,Worcester,16,0,Sixways,Unknown,32,D,N,13,Sat,Sep,2012,2012-13
15/Sep/2012,15:00,Harlequins,37,0,Sale,14,0,Twickenham Stoop,Unknown,51,H,N,15,Sat,Sep,2012,2012-13
15/Sep/2012,15:00,Sale,14,0,Harlequins,37,0,Twickenham Stoop,Unknown,51,H,N,15,Sat,Sep,2012,2012-13
15/Sep/2012,15:00,Wasps,43,0,London Irish,14,0,Adams Park,Unknown,57,H,N,15,Sat,Sep,2012,2012-13
15/Sep/2012,15:00,London Irish,14,0,Wasps,43,0,Adams Park,Unknown,57,H,N,15,Sat,Sep,2012,2012-13
15/Sep/2012,15:30,Saracens,9,0,Leicester,9,0,Wembley Stadium,Unknown,18,D,N,15,Sat,Sep,2012,2012-13
15/Sep/2012,15:30,Leicester,9,0,Saracens,9,0,Wembley Stadium,Unknown,18,D,N,15,Sat,Sep,2012,2012-13
16/Sep/2012,15:00,London Welsh,25,0,Exeter,24,0,Kassam Stadium,Unknown,49,H,N,15,Sun,Sep,2012,2012-13
16/Sep/2012,15:00,Exeter,24,0,London Welsh,25,0,Kassam Stadium,Unknown,49,H,N,15,Sun,Sep,2012,2012-13
21/Sep/2012,20:00,Sale,19,0,London Welsh,29,0,Salford City Stadium,Unknown,48,A,N,20,Fri,Sep,2012,2012-13
21/Sep/2012,20:00,London Welsh,29,0,Sale,19,0,Salford City Stadium,Unknown,48,A,N,20,Fri,Sep,2012,2012-13
22/Sep/2012,15:00,London Irish,29,0,Bath,22,0,Madejski Stadium,Unknown,51,H,N,15,Sat,Sep,2012,2012-13
22/Sep/2012,15:00,Bath,22,0,London Irish,29,0,Madejski Stadium,Unknown,51,H,N,15,Sat,Sep,2012,2012-13
22/Sep/2012,15:00,Northampton,37,0,Worcester,31,0,Franklin's Gardens,Unknown,68,H,N,15,Sat,Sep,2012,2012-13
22/Sep/2012,15:00,Worcester,31,0,Northampton,37,0,Franklin's Gardens,Unknown,68,H,N,15,Sat,Sep,2012,2012-13
22/Sep/2012,15:15,Gloucester,29,0,Wasps,22,0,Kingsholm,Unknown,51,H,N,15,Sat,Sep,2012,2012-13
22/Sep/2012,15:15,Wasps,22,0,Gloucester,29,0,Kingsholm,Unknown,51,H,N,15,Sat,Sep,2012,2012-13
22/Sep/2012,17:30,Leicester,9,0,Harlequins,22,0,Welford Road,Unknown,31,A,N,17,Sat,Sep,2012,2012-13
22/Sep/2012,17:30,Harlequins,22,0,Leicester,9,0,Welford Road,Unknown,31,A,N,17,Sat,Sep,2012,2012-13
23/Sep/2012,14:15,Exeter,14,0,Saracens,12,0,Sandy Park,Unknown,26,H,N,14,Sun,Sep,2012,2012-13
23/Sep/2012,14:15,Saracens,12,0,Exeter,14,0,Sandy Park,Unknown,26,H,N,14,Sun,Sep,2012,2012-13
28/Sep/2012,19:45,Northampton,24,0,Wasps,6,0,Franklin's Gardens,Unknown,30,H,N,19,Fri,Sep,2012,2012-13
28/Sep/2012,19:45,Wasps,6,0,Northampton,24,0,Franklin's Gardens,Unknown,30,H,N,19,Fri,Sep,2012,2012-13
28/Sep/2012,20:00,Worcester,35,0,London Irish,11,0,Sixways,Unknown,46,H,N,20,Fri,Sep,2012,2012-13
28/Sep/2012,20:00,London Irish,11,0,Worcester,35,0,Sixways,Unknown,46,H,N,20,Fri,Sep,2012,2012-13
29/Sep/2012,14:15,Bath,31,0,Sale,10,0,The Recreation Ground,Unknown,41,H,N,14,Sat,Sep,2012,2012-13
29/Sep/2012,14:15,Sale,10,0,Bath,31,0,The Recreation Ground,Unknown,41,H,N,14,Sat,Sep,2012,2012-13
29/Sep/2012,14:15,Leicester,30,0,Exeter,8,0,Welford Road,Unknown,38,H,N,14,Sat,Sep,2012,2012-13
29/Sep/2012,14:15,Exeter,8,0,Leicester,30,0,Welford Road,Unknown,38,H,N,14,Sat,Sep,2012,2012-13
30/Sep/2012,14:00,Harlequins,16,0,Saracens,18,0,Twickenham Stoop,Unknown,34,A,N,14,Sun,Sep,2012,2012-13
30/Sep/2012,14:00,Saracens,18,0,Harlequins,16,0,Twickenham Stoop,Unknown,34,A,N,14,Sun,Sep,2012,2012-13
30/Sep/2012,15:00,London Welsh,25,0,Gloucester,31,0,Kassam Stadium,Unknown,56,A,N,15,Sun,Sep,2012,2012-13
30/Sep/2012,15:00,Gloucester,31,0,London Welsh,25,0,Kassam Stadium,Unknown,56,A,N,15,Sun,Sep,2012,2012-13
05/Oct/2012,20:00,Sale,8,0,Leicester,20,0,Salford City Stadium,Unknown,28,A,N,20,Fri,Oct,2012,2012-13
05/Oct/2012,20:00,Leicester,20,0,Sale,8,0,Salford City Stadium,Unknown,28,A,N,20,Fri,Oct,2012,2012-13
06/Oct/2012,14:15,Gloucester,16,0,Bath,10,0,Kingsholm,Unknown,26,H,N,14,Sat,Oct,2012,2012-13
06/Oct/2012,14:15,Bath,10,0,Gloucester,16,0,Kingsholm,Unknown,26,H,N,14,Sat,Oct,2012,2012-13
06/Oct/2012,15:00,Exeter,42,0,Harlequins,28,0,Sandy Park,Unknown,70,H,N,15,Sat,Oct,2012,2012-13
06/Oct/2012,15:00,Harlequins,28,0,Exeter,42,0,Sandy Park,Unknown,70,H,N,15,Sat,Oct,2012,2012-13
06/Oct/2012,15:00,London Irish,39,0,Northampton,17,0,Madejski Stadium,Unknown,56,H,N,15,Sat,Oct,2012,2012-13
06/Oct/2012,15:00,Northampton,17,0,London Irish,39,0,Madejski Stadium,Unknown,56,H,N,15,Sat,Oct,2012,2012-13
07/Oct/2012,14:15,London Welsh,23,0,Saracens,28,0,Kassam Stadium,Unknown,51,A,N,14,Sun,Oct,2012,2012-13
07/Oct/2012,14:15,Saracens,28,0,London Welsh,23,0,Kassam Stadium,Unknown,51,A,N,14,Sun,Oct,2012,2012-13
07/Oct/2012,15:00,Wasps,10,0,Worcester,6,0,Adams Park,Unknown,16,H,N,15,Sun,Oct,2012,2012-13
07/Oct/2012,15:00,Worcester,6,0,Wasps,10,0,Adams Park,Unknown,16,H,N,15,Sun,Oct,2012,2012-13
26/Oct/2012,20:00,Worcester,23,0,Sale,16,0,Sixways,Unknown,39,H,N,20,Fri,Oct,2012,2012-13
26/Oct/2012,20:00,Sale,16,0,Worcester,23,0,Sixways,Unknown,39,H,N,20,Fri,Oct,2012,2012-13
27/Oct/2012,14:30,Bath,23,0,Exeter,15,0,The Recreation Ground,Unknown,38,H,N,14,Sat,Oct,2012,2012-13
27/Oct/2012,14:30,Exeter,15,0,Bath,23,0,The Recreation Ground,Unknown,38,H,N,14,Sat,Oct,2012,2012-13
27/Oct/2012,15:00,Northampton,6,0,Saracens,16,0,Franklin's Gardens,Unknown,22,A,N,15,Sat,Oct,2012,2012-13
27/Oct/2012,15:00,Saracens,16,0,Northampton,6,0,Franklin's Gardens,Unknown,22,A,N,15,Sat,Oct,2012,2012-13
27/Oct/2012,16:45,Gloucester,27,0,Leicester,21,0,Kingsholm,Unknown,48,H,N,16,Sat,Oct,2012,2012-13
27/Oct/2012,16:45,Leicester,21,0,Gloucester,27,0,Kingsholm,Unknown,48,H,N,16,Sat,Oct,2012,2012-13
28/Oct/2012,14:15,London Irish,28,0,Harlequins,31,0,Madejski Stadium,Unknown,59,A,N,14,Sun,Oct,2012,2012-13
28/Oct/2012,14:15,Harlequins,31,0,London Irish,28,0,Madejski Stadium,Unknown,59,A,N,14,Sun,Oct,2012,2012-13
28/Oct/2012,15:00,Wasps,29,0,London Welsh,19,0,Adams Park,Unknown,48,H,N,15,Sun,Oct,2012,2012-13
28/Oct/2012,15:00,London Welsh,19,0,Wasps,29,0,Adams Park,Unknown,48,H,N,15,Sun,Oct,2012,2012-13
02/Nov/2012,20:00,Sale,21,0,London Irish,9,0,Salford City Stadium,Unknown,30,H,N,20,Fri,Nov,2012,2012-13
02/Nov/2012,20:00,London Irish,9,0,Sale,21,0,Salford City Stadium,Unknown,30,H,N,20,Fri,Nov,2012,2012-13
03/Nov/2012,14:15,Leicester,16,0,Northampton,12,0,Welford Road,Unknown,28,H,N,14,Sat,Nov,2012,2012-13
03/Nov/2012,14:15,Northampton,12,0,Leicester,16,0,Welford Road,Unknown,28,H,N,14,Sat,Nov,2012,2012-13
03/Nov/2012,15:00,Exeter,33,0,Worcester,9,0,Sandy Park,Unknown,42,H,N,15,Sat,Nov,2012,2012-13
03/Nov/2012,15:00,Worcester,9,0,Exeter,33,0,Sandy Park,Unknown,42,H,N,15,Sat,Nov,2012,2012-13
03/Nov/2012,17:15,Harlequins,28,0,Gloucester,25,0,Twickenham Stoop,Unknown,53,H,N,17,Sat,Nov,2012,2012-13
03/Nov/2012,17:15,Gloucester,25,0,Harlequins,28,0,Twickenham Stoop,Unknown,53,H,N,17,Sat,Nov,2012,2012-13
04/Nov/2012,14:15,Saracens,29,0,Wasps,24,0,Vicarage Road,Unknown,53,H,N,14,Sun,Nov,2012,2012-13
04/Nov/2012,14:15,Wasps,24,0,Saracens,29,0,Vicarage Road,Unknown,53,H,N,14,Sun,Nov,2012,2012-13
04/Nov/2012,15:00,London Welsh,16,0,Bath,9,0,Kassam Stadium,Unknown,25,H,N,15,Sun,Nov,2012,2012-13
04/Nov/2012,15:00,Bath,9,0,London Welsh,16,0,Kassam Stadium,Unknown,25,H,N,15,Sun,Nov,2012,2012-13
23/Nov/2012,19:45,Bath,21,0,Harlequins,18,0,The Recreation Ground,Unknown,39,H,N,19,Fri,Nov,2012,2012-13
23/Nov/2012,19:45,Harlequins,18,0,Bath,21,0,The Recreation Ground,Unknown,39,H,N,19,Fri,Nov,2012,2012-13
23/Nov/2012,20:00,Worcester,12,0,Saracens,3,0,Sixways,Unknown,15,H,N,20,Fri,Nov,2012,2012-13
23/Nov/2012,20:00,Saracens,3,0,Worcester,12,0,Sixways,Unknown,15,H,N,20,Fri,Nov,2012,2012-13
24/Nov/2012,12:00,Gloucester,29,0,Sale,3,0,Kingsholm,Unknown,32,H,N,12,Sat,Nov,2012,2012-13
24/Nov/2012,12:00,Sale,3,0,Gloucester,29,0,Kingsholm,Unknown,32,H,N,12,Sat,Nov,2012,2012-13
24/Nov/2012,13:00,Northampton,23,0,London Welsh,16,0,Franklin's Gardens,Unknown,39,H,N,13,Sat,Nov,2012,2012-13
24/Nov/2012,13:00,London Welsh,16,0,Northampton,23,0,Franklin's Gardens,Unknown,39,H,N,13,Sat,Nov,2012,2012-13
25/Nov/2012,14:30,Wasps,14,0,Leicester,12,0,Adams Park,Unknown,26,H,N,14,Sun,Nov,2012,2012-13
25/Nov/2012,14:30,Leicester,12,0,Wasps,14,0,Adams Park,Unknown,26,H,N,14,Sun,Nov,2012,2012-13
25/Nov/2012,15:00,London Irish,23,0,Exeter,27,0,Madejski Stadium,Unknown,50,A,N,15,Sun,Nov,2012,2012-13
25/Nov/2012,15:00,Exeter,27,0,London Irish,23,0,Madejski Stadium,Unknown,50,A,N,15,Sun,Nov,2012,2012-13
30/Nov/2012,19:45,Harlequins,22,0,Worcester,19,0,Twickenham Stoop,Unknown,41,H,N,19,Fri,Nov,2012,2012-13
30/Nov/2012,19:45,Worcester,19,0,Harlequins,22,0,Twickenham Stoop,Unknown,41,H,N,19,Fri,Nov,2012,2012-13
30/Nov/2012,20:00,Sale,16,0,Northampton,27,0,Salford City Stadium,Unknown,43,A,N,20,Fri,Nov,2012,2012-13
30/Nov/2012,20:00,Northampton,27,0,Sale,16,0,Salford City Stadium,Unknown,43,A,N,20,Fri,Nov,2012,2012-13
01/Dec/2012,12:30,Leicester,17,0,Bath,12,0,Welford Road,Unknown,29,H,N,12,Sat,Dec,2012,2012-13
01/Dec/2012,12:30,Bath,12,0,Leicester,17,0,Welford Road,Unknown,29,H,N,12,Sat,Dec,2012,2012-13
01/Dec/2012,13:00,London Welsh,15,0,London Irish,9,0,Kassam Stadium,Unknown,24,H,N,13,Sat,Dec,2012,2012-13
01/Dec/2012,13:00,London Irish,9,0,London Welsh,15,0,Kassam Stadium,Unknown,24,H,N,13,Sat,Dec,2012,2012-13
01/Dec/2012,17:30,Exeter,30,0,Wasps,23,0,Sandy Park,Unknown,53,H,N,17,Sat,Dec,2012,2012-13
01/Dec/2012,17:30,Wasps,23,0,Exeter,30,0,Sandy Park,Unknown,53,H,N,17,Sat,Dec,2012,2012-13
02/Dec/2012,15:00,Saracens,28,0,Gloucester,23,0,Vicarage Road,Unknown,51,H,N,15,Sun,Dec,2012,2012-13
02/Dec/2012,15:00,Gloucester,23,0,Saracens,28,0,Vicarage Road,Unknown,51,H,N,15,Sun,Dec,2012,2012-13
21/Dec/2012,20:00,Worcester,13,0,London Welsh,6,0,Sixways,Unknown,19,H,N,20,Fri,Dec,2012,2012-13
21/Dec/2012,20:00,London Welsh,6,0,Worcester,13,0,Sixways,Unknown,19,H,N,20,Fri,Dec,2012,2012-13
22/Dec/2012,14:15,Bath,0,0,Saracens,22,0,The Recreation Ground,Unknown,22,A,N,14,Sat,Dec,2012,2012-13
22/Dec/2012,14:15,Saracens,22,0,Bath,0,0,The Recreation Ground,Unknown,22,A,N,14,Sat,Dec,2012,2012-13
22/Dec/2012,15:00,Gloucester,18,0,Exeter,16,0,Kingsholm,Unknown,34,H,N,15,Sat,Dec,2012,2012-13
22/Dec/2012,15:00,Exeter,16,0,Gloucester,18,0,Kingsholm,Unknown,34,H,N,15,Sat,Dec,2012,2012-13
22/Dec/2012,15:00,London Irish,9,0,Leicester,31,0,Madejski Stadium,Unknown,40,A,N,15,Sat,Dec,2012,2012-13
22/Dec/2012,15:00,Leicester,31,0,London Irish,9,0,Madejski Stadium,Unknown,40,A,N,15,Sat,Dec,2012,2012-13
22/Dec/2012,15:00,Northampton,9,0,Harlequins,18,0,Franklin's Gardens,Unknown,27,A,N,15,Sat,Dec,2012,2012-13
22/Dec/2012,15:00,Harlequins,18,0,Northampton,9,0,Franklin's Gardens,Unknown,27,A,N,15,Sat,Dec,2012,2012-13
23/Dec/2012,15:00,Wasps,25,0,Sale,18,0,Adams Park,Unknown,43,H,N,15,Sun,Dec,2012,2012-13
23/Dec/2012,15:00,Sale,18,0,Wasps,25,0,Adams Park,Unknown,43,H,N,15,Sun,Dec,2012,2012-13
28/Dec/2012,20:00,Sale,33,0,Worcester,27,0,Salford City Stadium,Unknown,60,H,N,20,Fri,Dec,2012,2012-13
28/Dec/2012,20:00,Worcester,27,0,Sale,33,0,Salford City Stadium,Unknown,60,H,N,20,Fri,Dec,2012,2012-13
29/Dec/2012,14:15,Harlequins,26,0,London Irish,15,0,Twickenham Stadium,Unknown,41,H,N,14,Sat,Dec,2012,2012-13
29/Dec/2012,14:15,London Irish,15,0,Harlequins,26,0,Twickenham Stadium,Unknown,41,H,N,14,Sat,Dec,2012,2012-13
29/Dec/2012,15:00,Exeter,12,0,Bath,12,0,Sandy Park,Unknown,24,D,N,15,Sat,Dec,2012,2012-13
29/Dec/2012,15:00,Bath,12,0,Exeter,12,0,Sandy Park,Unknown,24,D,N,15,Sat,Dec,2012,2012-13
29/Dec/2012,15:00,London Welsh,15,0,Wasps,34,0,Kassam Stadium,Unknown,49,A,N,15,Sat,Dec,2012,2012-13
29/Dec/2012,15:00,Wasps,34,0,London Welsh,15,0,Kassam Stadium,Unknown,49,A,N,15,Sat,Dec,2012,2012-13
29/Dec/2012,17:00,Leicester,17,0,Gloucester,12,0,Welford Road,Unknown,29,H,N,17,Sat,Dec,2012,2012-13
29/Dec/2012,17:00,Gloucester,12,0,Leicester,17,0,Welford Road,Unknown,29,H,N,17,Sat,Dec,2012,2012-13
30/Dec/2012,14:15,Saracens,17,0,Northampton,16,0,Stadium mk,Unknown,33,H,N,14,Sun,Dec,2012,2012-13
30/Dec/2012,14:15,Northampton,16,0,Saracens,17,0,Stadium mk,Unknown,33,H,N,14,Sun,Dec,2012,2012-13
04/Jan/2013,20:00,Worcester,14,0,Leicester,19,0,Sixways,JP Doyle,33,A,N,20,Fri,Jan,2013,2012-13
04/Jan/2013,20:00,Leicester,19,0,Worcester,14,0,Sixways,JP Doyle,33,A,N,20,Fri,Jan,2013,2012-13
05/Jan/2013,15:00,Exeter,19,0,Northampton,30,0,Sandy Park,Greg Garner,49,A,N,15,Sat,Jan,2013,2012-13
05/Jan/2013,15:00,Northampton,30,0,Exeter,19,0,Sandy Park,Greg Garner,49,A,N,15,Sat,Jan,2013,2012-13
05/Jan/2013,15:00,Gloucester,12,0,London Irish,18,0,Kingsholm,David Rose,30,A,N,15,Sat,Jan,2013,2012-13
05/Jan/2013,15:00,London Irish,18,0,Gloucester,12,0,Kingsholm,David Rose,30,A,N,15,Sat,Jan,2013,2012-13
06/Jan/2013,15:00,Wasps,29,0,Bath,15,0,Adams Park,Andrew Small,44,H,N,15,Sun,Jan,2013,2012-13
06/Jan/2013,15:00,Bath,15,0,Wasps,29,0,Adams Park,Andrew Small,44,H,N,15,Sun,Jan,2013,2012-13
06/Jan/2013,15:00,London Welsh,26,0,Harlequins,31,0,Kassam Stadium,Llyr Apgeraint-Roberts,57,A,N,15,Sun,Jan,2013,2012-13
06/Jan/2013,15:00,Harlequins,31,0,London Welsh,26,0,Kassam Stadium,Llyr Apgeraint-Roberts,57,A,N,15,Sun,Jan,2013,2012-13
06/Jan/2013,15:00,Saracens,32,0,Sale,12,0,Vicarage Road,Tim Wigglesworth,44,H,N,15,Sun,Jan,2013,2012-13
06/Jan/2013,15:00,Sale,12,0,Saracens,32,0,Vicarage Road,Tim Wigglesworth,44,H,N,15,Sun,Jan,2013,2012-13
08/Feb/2013,20:00,Sale,21,0,Exeter,16,0,Salford City Stadium,Greg Garner,37,H,N,20,Fri,Feb,2013,2012-13
08/Feb/2013,20:00,Exeter,16,0,Sale,21,0,Salford City Stadium,Greg Garner,37,H,N,20,Fri,Feb,2013,2012-13
09/Feb/2013,12:30,Northampton,11,0,Gloucester,27,0,Franklin's Gardens,Martin Fox,38,A,N,12,Sat,Feb,2013,2012-13
09/Feb/2013,12:30,Gloucester,27,0,Northampton,11,0,Franklin's Gardens,Martin Fox,38,A,N,12,Sat,Feb,2013,2012-13
09/Feb/2013,14:15,Bath,32,0,Worcester,9,0,The Recreation Ground,Wayne Barnes,41,H,N,14,Sat,Feb,2013,2012-13
09/Feb/2013,14:15,Worcester,9,0,Bath,32,0,The Recreation Ground,Wayne Barnes,41,H,N,14,Sat,Feb,2013,2012-13
09/Feb/2013,15:00,Leicester,28,0,London Welsh,12,0,Welford Road,Tim Wigglesworth,40,H,N,15,Sat,Feb,2013,2012-13
09/Feb/2013,15:00,London Welsh,12,0,Leicester,28,0,Welford Road,Tim Wigglesworth,40,H,N,15,Sat,Feb,2013,2012-13
09/Feb/2013,15:00,London Irish,29,0,Saracens,16,0,Madejski Stadium,Andrew Small,45,H,N,15,Sat,Feb,2013,2012-13
09/Feb/2013,15:00,Saracens,16,0,London Irish,29,0,Madejski Stadium,Andrew Small,45,H,N,15,Sat,Feb,2013,2012-13
09/Feb/2013,20:00,Harlequins,16,0,Wasps,17,0,Twickenham Stoop,JP Doyle,33,A,N,20,Sat,Feb,2013,2012-13
09/Feb/2013,20:00,Wasps,17,0,Harlequins,16,0,Twickenham Stoop,JP Doyle,33,A,N,20,Sat,Feb,2013,2012-13
16/Feb/2013,14:15,Bath,40,0,London Irish,16,0,The Recreation Ground,David Rose,56,H,N,14,Sat,Feb,2013,2012-13
16/Feb/2013,14:15,London Irish,16,0,Bath,40,0,The Recreation Ground,David Rose,56,H,N,14,Sat,Feb,2013,2012-13
16/Feb/2013,15:00,Saracens,31,0,Exeter,11,0,Allianz Park,Martin Fox,42,H,N,15,Sat,Feb,2013,2012-13
16/Feb/2013,15:00,Exeter,11,0,Saracens,31,0,Allianz Park,Martin Fox,42,H,N,15,Sat,Feb,2013,2012-13
16/Feb/2013,15:00,Worcester,18,0,Northampton,27,0,Sixways,Greg Garner,45,A,N,15,Sat,Feb,2013,2012-13
16/Feb/2013,15:00,Northampton,27,0,Worcester,18,0,Sixways,Greg Garner,45,A,N,15,Sat,Feb,2013,2012-13
16/Feb/2013,17:15,Harlequins,25,0,Leicester,21,0,Twickenham Stoop,Wayne Barnes,46,H,N,17,Sat,Feb,2013,2012-13
16/Feb/2013,17:15,Leicester,21,0,Harlequins,25,0,Twickenham Stoop,Wayne Barnes,46,H,N,17,Sat,Feb,2013,2012-13
17/Feb/2013,13:00,Wasps,33,0,Gloucester,29,0,Adams Park,Andrew Small,62,H,N,13,Sun,Feb,2013,2012-13
17/Feb/2013,13:00,Gloucester,29,0,Wasps,33,0,Adams Park,Andrew Small,62,H,N,13,Sun,Feb,2013,2012-13
17/Feb/2013,15:00,London Welsh,25,0,Sale,26,0,Kassam Stadium,JP Doyle,51,A,N,15,Sun,Feb,2013,2012-13
17/Feb/2013,15:00,Sale,26,0,London Welsh,25,0,Kassam Stadium,JP Doyle,51,A,N,15,Sun,Feb,2013,2012-13
22/Feb/2013,19:45,Gloucester,29,0,Worcester,23,0,Kingsholm,David Rose,52,H,N,19,Fri,Feb,2013,2012-13
22/Feb/2013,19:45,Worcester,23,0,Gloucester,29,0,Kingsholm,David Rose,52,H,N,19,Fri,Feb,2013,2012-13
22/Feb/2013,20:00,Sale,21,0,Harlequins,30,0,Salford City Stadium,Martin Fox,51,A,N,20,Fri,Feb,2013,2012-13
22/Feb/2013,20:00,Harlequins,30,0,Sale,21,0,Salford City Stadium,Martin Fox,51,A,N,20,Fri,Feb,2013,2012-13
23/Feb/2013,15:00,Exeter,47,0,London Welsh,16,0,Sandy Park,Andrew Small,63,H,N,15,Sat,Feb,2013,2012-13
23/Feb/2013,15:00,London Welsh,16,0,Exeter,47,0,Sandy Park,Andrew Small,63,H,N,15,Sat,Feb,2013,2012-13
23/Feb/2013,15:00,Northampton,25,0,Bath,23,0,Franklin's Gardens,Luke Pearce,48,H,N,15,Sat,Feb,2013,2012-13
23/Feb/2013,15:00,Bath,23,0,Northampton,25,0,Franklin's Gardens,Luke Pearce,48,H,N,15,Sat,Feb,2013,2012-13
23/Feb/2013,20:00,Leicester,27,0,Saracens,32,0,Welford Road,JP Doyle,59,A,N,20,Sat,Feb,2013,2012-13
23/Feb/2013,20:00,Saracens,32,0,Leicester,27,0,Welford Road,JP Doyle,59,A,N,20,Sat,Feb,2013,2012-13
24/Feb/2013,15:00,London Irish,30,0,Wasps,19,0,Madejski Stadium,Tim Wigglesworth,49,H,N,15,Sun,Feb,2013,2012-13
24/Feb/2013,15:00,Wasps,19,0,London Irish,30,0,Madejski Stadium,Tim Wigglesworth,49,H,N,15,Sun,Feb,2013,2012-13
01/Mar/2013,20:00,Bath,31,0,Gloucester,25,0,The Recreation Ground,Tim Wigglesworth,56,H,N,20,Fri,Mar,2013,2012-13
01/Mar/2013,20:00,Gloucester,25,0,Bath,31,0,The Recreation Ground,Tim Wigglesworth,56,H,N,20,Fri,Mar,2013,2012-13
01/Mar/2013,20:00,Worcester,29,0,Wasps,23,0,Sixways,Greg Garner,52,H,N,20,Fri,Mar,2013,2012-13
01/Mar/2013,20:00,Wasps,23,0,Worcester,29,0,Sixways,Greg Garner,52,H,N,20,Fri,Mar,2013,2012-13
02/Mar/2013,15:00,Leicester,48,0,Sale,10,0,Welford Road,Wayne Barnes,58,H,N,15,Sat,Mar,2013,2012-13
02/Mar/2013,15:00,Sale,10,0,Leicester,48,0,Welford Road,Wayne Barnes,58,H,N,15,Sat,Mar,2013,2012-13
02/Mar/2013,15:00,Northampton,40,0,London Irish,14,0,Franklin's Gardens,JP Doyle,54,H,N,15,Sat,Mar,2013,2012-13
02/Mar/2013,15:00,London Irish,14,0,Northampton,40,0,Franklin's Gardens,JP Doyle,54,H,N,15,Sat,Mar,2013,2012-13
02/Mar/2013,15:15,Harlequins,16,0,Exeter,27,0,Twickenham Stoop,David Rose,43,A,N,15,Sat,Mar,2013,2012-13
