date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
25/Nov/2022,19:45,Newcastle Falcons,24,Exeter Chiefs,21,Kingston Park,Karl Dickson,45,H,N,Nov,2022,2022-23
26/Nov/2022,13:00,Sale Sharks,25,Bristol,20,AJ Bell Stadium,Adam Leal,45,H,N,Nov,2022,2022-23
27/Nov/2022,15:00,Leicester Tigers,33,London Irish,31,Welford Road,Anthony Woodthorpe,64,H,N,Nov,2022,2022-23
02/Dec/2022,19:45,Bath,13,Harlequins,19,Recreation Ground,Andrew Brace,32,A,N,Dec,2022,2022-23
03/Dec/2022,15:00,London Irish,39,Newcastle Falcons,17,Gtech Community Stadium,Wayne Barnes,56,H,N,Dec,2022,2022-23
03/Dec/2022,17:30,Gloucester,34,Northampton Saints,19,Kingsholm,Ian Tempest,53,H,N,Dec,2022,2022-23
03/Dec/2022,20:00,Bristol,26,Leicester Tigers,26,Ashton Gate,Craig Maxwell-Keys,52,D,N,Dec,2022,2022-23
23/Dec/2022,19:45,London Irish,Upcoming,Saracens,Upcoming,Gtech Community Stadium,N/A,N/A,N/A,N,Dec,2022,2022-23
23/Dec/2022,19:45,Newcastle Falcons,Upcoming,Sale Sharks,Upcoming,Kingston Park,N/A,N/A,N/A,N,Dec,2022,2022-23
24/Dec/2022,15:00,Exeter Chiefs,Upcoming,Bath,Upcoming,Sandy Park,N/A,N/A,N/A,N,Dec,2022,2022-23
24/Dec/2022,15:00,Leicester Tigers,Upcoming,Gloucester,Upcoming,Welford Road,N/A,N/A,N/A,N,Dec,2022,2022-23
27/Dec/2022,16:15,Harlequins,Upcoming,Bristol,Upcoming,Twickenham Stoop,N/A,N/A,N/A,N,Dec,2022,2022-23
30/Dec/2022,19:45,Sale Sharks,Upcoming,Leicester Tigers,Upcoming,AJ Bell Stadium,N/A,N/A,N/A,N,Dec,2022,2022-23
31/Dec/2022,15:00,Bath,Upcoming,Newcastle Falcons,Upcoming,Recreation Ground,N/A,N/A,N/A,N,Dec,2022,2022-23
31/Dec/2022,15:00,Saracens,Upcoming,Exeter Chiefs,Upcoming,StoneX Stadium,N/A,N/A,N/A,N,Dec,2022,2022-23
31/Dec/2022,15:00,Gloucester,Upcoming,London Irish,Upcoming,Kingsholm,N/A,N/A,N/A,N,Dec,2022,2022-23
01/Jan/2023,15:00,Northampton Saints,Upcoming,Harlequins,Upcoming,Franklin's Gardens,N/A,N/A,N/A,N,Jan,2023,2022-23
06/Jan/2023,19:45,Gloucester,Upcoming,Saracens,Upcoming,Kingsholm,N/A,N/A,N/A,N,Jan,2023,2022-23
07/Jan/2023,14:00,Newcastle Falcons,Upcoming,Leicester Tigers,Upcoming,Kingston Park,N/A,N/A,N/A,N,Jan,2023,2022-23
07/Jan/2023,16:30,Exeter Chiefs,Upcoming,Northampton Saints,Upcoming,Sandy Park,N/A,N/A,N/A,N,Jan,2023,2022-23
08/Jan/2023,15:00,Harlequins,Upcoming,Sale Sharks,Upcoming,Twickenham Stoop,N/A,N/A,N/A,N,Jan,2023,2022-23
08/Jan/2023,15:00,London Irish,Upcoming,Bristol,Upcoming,Gtech Community Stadium,N/A,N/A,N/A,N,Jan,2023,2022-23
27/Jan/2023,19:45,Sale Sharks,Upcoming,Bath,Upcoming,AJ Bell Stadium,N/A,N/A,N/A,N,Jan,2023,2022-23
28/Jan/2023,14:00,Leicester Tigers,Upcoming,Northampton Saints,Upcoming,Welford Road,N/A,N/A,N/A,N,Jan,2023,2022-23
28/Jan/2023,15:00,Saracens,Upcoming,Bristol,Upcoming,StoneX Stadium,N/A,N/A,N/A,N,Jan,2023,2022-23
28/Jan/2022,16:30,Exeter Chiefs,Upcoming,Gloucester,Upcoming,Sandy Park,N/A,N/A,N/A,N,Jan,2022,2022-23
29/Jan/2022,15:00,London Irish,Upcoming,Harlequins,Upcoming,Gtech Community Stadium,N/A,N/A,N/A,N,Jan,2022,2022-23
17/Feb/2023,19:45,Bristol,Upcoming,Newcastle Falcons,Upcoming,Ashton Gate,N/A,N/A,N/A,N,Feb,2023,2022-23
17/Feb/2023,19:45,Gloucester,Upcoming,Harlequins,Upcoming,Kingsholm,N/A,N/A,N/A,N,Feb,2023,2022-23
18/Feb/2023,15:00,Bath,Upcoming,London Irish,Upcoming,Recreation Ground,N/A,N/A,N/A,N,Feb,2023,2022-23
18/Feb/2023,15:00,Northampton Saints,Upcoming,Sale Sharks,Upcoming,Franklin's Gardens,N/A,N/A,N/A,N,Feb,2023,2022-23
19/Feb/2023,15:00,Leicester Tigers,Upcoming,Saracens,Upcoming,Welford Road,N/A,N/A,N/A,N,Feb,2023,2022-23
24/Feb/2023,19:45,Bath,Upcoming,Bristol,Upcoming,Recreation Ground,N/A,N/A,N/A,N,Feb,2023,2022-23
25/Feb/2023,14:30,Saracens,Upcoming,Newcastle Falcons,Upcoming,StoneX Stadium,N/A,N/A,N/A,N,Feb,2023,2022-23
25/Feb/2023,14:45,Northampton Saints,Upcoming,Gloucester,Upcoming,Franklin's Gardens,N/A,N/A,N/A,N,Feb,2023,2022-23
25/Feb/2022,19:30,London Irish,Upcoming,Leicester Tigers,Upcoming,Gtech Community Stadium,N/A,N/A,N/A,N,Feb,2022,2022-23
26/Feb/2023,13:00,Exeter Chiefs,Upcoming,Sale Sharks,Upcoming,Sandy Park,N/A,N/A,N/A,N,Feb,2023,2022-23
03/Mar/2023,19:45,Bristol,Upcoming,Northampton Saints,Upcoming,Ashton Gate,N/A,N/A,N/A,N,Mar,2023,2022-23
04/Mar/2023,15:00,Harlequins,Upcoming,Exeter Chiefs,Upcoming,Twickenham Stadium,N/A,N/A,N/A,N,Mar,2023,2022-23
04/Mar/2023,15:00,Leicester Tigers,Upcoming,Bath,Upcoming,Welford Road,N/A,N/A,N/A,N,Mar,2023,2022-23
05/Mar/2023,15:00,Sale Sharks,Upcoming,Saracens,Upcoming,AJ Bell Stadium,N/A,N/A,N/A,N,Mar,2023,2022-23
05/Mar/2023,15:00,Newcastle Falcons,Upcoming,London Irish,Upcoming,Kingston Park,N/A,N/A,N/A,N,Mar,2023,2022-23
10/Mar/2023,19:45,Northampton Saints,Upcoming,Bath,Upcoming,Franklin's Gardens,N/A,N/A,N/A,N,Mar,2023,2022-23
11/Mar/2023,14:30,Exeter Chiefs,Upcoming,Newcastle Falcons,Upcoming,Sandy Park,N/A,N/A,N/A,N,Mar,2023,2022-23
12/Mar/2023,13:00,London Irish,Upcoming,Sale Sharks,Upcoming,Gtech Community Stadium,N/A,N/A,N/A,N,Mar,2023,2022-23
12/Mar/2023,13:00,Gloucester,Upcoming,Leicester Tigers,Upcoming,Kingsholm,N/A,N/A,N/A,N,Mar,2023,2022-23
12/Mar/2023,15:00,Bristol,Upcoming,Harlequins,Upcoming,Ashton Gate,N/A,N/A,N/A,N,Mar,2023,2022-23
