date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
31/Aug/2018,19:45,Bristol,17,Bath,10,Ashton Gate,JP Doyle,27,H,N,Aug,2018,2018-19
01/Sep/2018,14:00,Gloucester,27,Northampton,16,Kingsholm,Matthew Carley,43,H,N,Sep,2018,2018-19
01/Sep/2018,15:00,Harlequins,51,Sale,23,Twickenham Stoop,Craig Maxwell-Keys,74,H,N,Sep,2018,2018-19
01/Sep/2018,15:00,Worcester,20,Wasps,21,Sixways,Karl Dickson,41,A,N,Sep,2018,2018-19
01/Sep/2018,16:30,Exeter,40,Leicester,6,Sandy Park,Wayne Barnes,46,H,N,Sep,2018,2018-19
02/Sep/2018,15:00,Newcastle,21,Saracens,32,Kingston Park,Ian Tempest,53,A,N,Sep,2018,2018-19
07/Sep/2018,19:45,Northampton,25,Harlequins,18,Franklin's Gardens,Tom Foley,43,H,N,Sep,2018,2018-19
08/Sep/2018,14:00,Wasps,31,Exeter,42,Ricoh Arena,Christophe Ridley,73,A,N,Sep,2018,2018-19
08/Sep/2018,15:00,Leicester,49,Newcastle,33,Welford Road,Matthew Carley,82,H,N,Sep,2018,2018-19
08/Sep/2018,15:00,Saracens,44,Bristol,23,Allianz Park,Andrew Jackson,67,H,N,Sep,2018,2018-19
08/Sep/2018,16:30,Bath,31,Gloucester,31,Recreation Ground,Luke Pearce,62,D,N,Sep,2018,2018-19
09/Sep/2018,15:00,Sale,21,Worcester,15,AJ Bell Stadium,JP Doyle,36,H,N,Sep,2018,2018-19
14/Sep/2018,19:45,Gloucester,35,Bristol,13,Kingsholm,Tom Foley,48,H,N,Sep,2018,2018-19
15/Sep/2018,15:00,Exeter,35,Sale,18,Sandy Park,Karl Dickson,53,H,N,Sep,2018,2018-19
15/Sep/2018,15:00,Harlequins,32,Bath,37,Twickenham Stoop,Matthew Carley,69,A,N,Sep,2018,2018-19
15/Sep/2018,15:00,Northampton,27,Saracens,38,Franklin's Gardens,JP Doyle,65,A,N,Sep,2018,2018-19
15/Sep/2018,15:00,Worcester,20,Newcastle,23,Sixways,Wayne Barnes,43,A,N,Sep,2018,2018-19
16/Sep/2018,15:00,Wasps,41,Leicester,35,Ricoh Arena,Ian Tempest,76,H,N,Sep,2018,2018-19
21/Sep/2018,19:45,Newcastle,17,Exeter,24,Kingston Park,Andrew Jackson,41,A,N,Sep,2018,2018-19
22/Sep/2018,15:00,Sale,13,Wasps,31,AJ Bell Stadium,Wayne Barnes,44,A,N,Sep,2018,2018-19
22/Sep/2018,15:00,Bristol,20,Harlequins,13,Ashton Gate,Ian Tempest,33,H,N,Sep,2018,2018-19
22/Sep/2018,15:00,Bath,17,Northampton,15,Recreation Ground,Karl Dickson,32,H,N,Sep,2018,2018-19
23/Sep/2018,15:00,Leicester,37,Worcester,44,Welford Road,Luke Pearce,81,A,N,Sep,2018,2018-19
23/Sep/2018,15:00,Saracens,38,Gloucester,15,Allianz Park,Christophe Ridley,53,H,N,Sep,2018,2018-19
28/Sep/2018,19:45,Newcastle,22,Wasps,23,Kingston Park,Karl Dickson,45,A,N,Sep,2018,2018-19
29/Sep/2018,15:00,Bristol,40,Northampton,45,Ashton Gate,Luke Pearce,85,A,N,Sep,2018,2018-19
29/Sep/2018,15:00,Exeter,28,Worcester,11,Sandy Park,Ian Tempest,39,H,N,Sep,2018,2018-19
29/Sep/2018,15:00,Gloucester,25,Harlequins,27,Kingsholm,JP Doyle,52,A,N,Sep,2018,2018-19
29/Sep/2018,15:00,Saracens,50,Bath,27,Allianz Park,Tom Foley,77,H,N,Sep,2018,2018-19
30/Sep/2018,15:00,Leicester,19,Sale,15,Welford Road,Craig Maxwell-Keys,34,H,N,Sep,2018,2018-19
05/Oct/2018,19:45,Bath,24,Exeter,39,Recreation Ground,Christophe Ridley,63,A,N,Oct,2018,2018-19
06/Oct/2018,15:00,Northampton,15,Leicester,23,Twickenham Stadium,JP Doyle,38,A,N,Oct,2018,2018-19
06/Oct/2018,15:00,Sale,20,Newcastle,7,AJ Bell Stadium,Tom Foley,27,H,N,Oct,2018,2018-19
06/Oct/2018,15:00,Wasps,21,Gloucester,35,Ricoh Arena,Craig Maxwell-Keys,56,A,N,Oct,2018,2018-19
06/Oct/2018,19:30,Harlequins,20,Saracens,25,Twickenham Stoop,Luke Pearce,45,A,N,Oct,2018,2018-19
07/Oct/2018,15:00,Worcester,52,Bristol,7,Sixways,Wayne Barnes,59,H,N,Oct,2018,2018-19
16/Nov/2018,19:45,Gloucester,36,Leicester,13,Kingsholm,Ian Tempest,49,H,N,Nov,2018,2018-19
16/Nov/2018,19:45,Harlequins,20,Newcastle,7,Twickenham Stoop,JP Doyle,27,H,N,Nov,2018,2018-19
17/Nov/2018,12:45,Bath,28,Worcester,13,Recreation Ground,Christophe Ridley,41,H,N,Nov,2018,2018-19
17/Nov/2018,13:00,Northampton,36,Wasps,17,Franklin's Gardens,Matthew O’Grady,53,H,N,Nov,2018,2018-19
17/Nov/2018,13:00,Saracens,31,Sale,25,Allianz Park,Andrew Jackson,56,H,N,Nov,2018,2018-19
18/Nov/2018,15:00,Bristol,29,Exeter,31,Ashton Gate,Greg Macdonald,60,A,N,Nov,2018,2018-19
23/Nov/2018,19:45,Newcastle,16,Bath,8,Kingston Park,Christophe Ridley,24,H,N,Nov,2018,2018-19
23/Nov/2018,19:45,Worcester,20,Harlequins,13,Sixways,Andrew Jackson,33,H,N,Nov,2018,2018-19
24/Nov/2018,13:00,Exeter,23,Gloucester,6,Sandy Park,Matthew O'Grady,29,H,N,Nov,2018,2018-19
24/Nov/2018,13:00,Sale,18,Northampton,13,AJ Bell Stadium,JP Doyle,31,H,N,Nov,2018,2018-19
24/Nov/2018,13:00,Wasps,32,Bristol,28,Ricoh Arena,Craig Maxwell-Keys,60,H,N,Nov,2018,2018-19
25/Nov/2018,15:00,Leicester,22,Saracens,27,Welford Road,Karl Dickson,49,A,N,Nov,2018,2018-19
30/Nov/2018,19:45,Harlequins,28,Exeter,26,Twickenham Stoop,Ian Tempest,54,H,N,Nov,2018,2018-19
01/Dec/2018,13:00,Bristol,41,Leicester,10,Ashton Gate,Wayne Barnes,51,H,N,Dec,2018,2018-19
