date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,day,month,year,season
11/Feb/2012,14:15,Bath,30,Newcastle,24,Recreation Ground,Dean Richards,54,H,N,Sat,Feb,2012,2011-12
11/Feb/2012,14:15,Gloucester,27,Northampton,24,Kingsholm,N/A,51,H,N,Sat,Feb,2012,2011-12
11/Feb/2012,18:00,Exeter,19,Leicester,11,Sandy Park,Sean Davey,30,H,N,Sat,Feb,2012,2011-12
12/Feb/2012,13:15,Wasps,17,Saracens,22,Adams Park,Greg Garner,39,A,N,Sun,Feb,2012,2011-12
18/Feb/2012,14:30,Bath,11,Gloucester,14,Recreation Ground,Wayne Barnes,25,A,N,Sat,Feb,2012,2011-12
18/Feb/2012,15:00,Wasps,12,Exeter,15,Adams Park,Dave Pearson,27,A,N,Sat,Feb,2012,2011-12
18/Feb/2012,15:00,Newcastle,19,London Irish,10,Kingston Park,N/A,29,H,N,Sat,Feb,2012,2011-12
18/Feb/2012,15:00,Northampton,24,Sale,17,Franklin's Gardens,Greg Garner,41,H,N,Sat,Feb,2012,2011-12
18/Feb/2012,17:30,Harlequins,16,Worcester,14,Twickenham Stoop,N/A,30,H,N,Sat,Feb,2012,2011-12
19/Feb/2012,14:30,Saracens,19,Leicester,20,Vicarage Road,Andrew Small,39,A,N,Sun,Feb,2012,2011-12
24/Feb/2012,19:45,Sale,46,Wasps,34,Edgeley Park,Sean Davey,80,H,N,Fri,Feb,2012,2011-12
24/Feb/2012,19:45,Worcester,16,Saracens,11,Sixways,N/A,27,H,N,Fri,Feb,2012,2011-12
25/Feb/2012,15:00,Leicester,42,Newcastle,15,Welford Road,Greg Garner,57,H,N,Sat,Feb,2012,2011-12
25/Feb/2012,18:00,Exeter,9,Bath,12,Sandy Park,N/A,21,A,N,Sat,Feb,2012,2011-12
25/Feb/2012,18:00,Gloucester,29,Harlequins,23,Kingsholm,Dave Pearson,52,H,N,Sat,Feb,2012,2011-12
26/Feb/2012,13:15,London Irish,23,Northampton,30,Madejski Stadium,Andrew Small,53,A,N,Sun,Feb,2012,2011-12
02/Mar/2012,19:45,Newcastle,9,Harlequins,9,Kingston Park,Andrew Small,18,D,N,Fri,Mar,2012,2011-12
03/Mar/2012,14:15,Bath,36,Worcester,17,Recreation Ground,Greg Garner,53,H,N,Sat,Mar,2012,2011-12
03/Mar/2012,15:00,Exeter,37,Sale,12,Sandy Park,Dean Richards,49,H,N,Sat,Mar,2012,2011-12
03/Mar/2012,15:00,Wasps,18,London Irish,13,Adams Park,Martin Fox,31,H,N,Sat,Mar,2012,2011-12
04/Mar/2012,13:00,Leicester,36,Gloucester,3,Welford Road,Tim Wigglesworth,39,H,N,Sun,Mar,2012,2011-12
04/Mar/2012,17:00,Saracens,18,Northampton,12,Vicarage Road,N/A,30,H,N,Sun,Mar,2012,2011-12
23/Mar/2012,19:45,Sale,9,Saracens,45,Edgeley Park,Andrew Small,54,A,N,Fri,Mar,2012,2011-12
23/Mar/2012,19:45,Worcester,19,Newcastle,9,Sixways,N/A,28,H,N,Fri,Mar,2012,2011-12
24/Mar/2012,14:15,Harlequins,14,Bath,6,Twickenham Stoop,Wayne Barnes,20,H,N,Sat,Mar,2012,2011-12
24/Mar/2012,15:00,Gloucester,27,Exeter,28,Kingsholm,Greg Garner,55,A,N,Sat,Mar,2012,2011-12
24/Mar/2012,17:45,Northampton,32,Wasps,15,Franklin's Gardens,Tim Wigglesworth,47,H,N,Sat,Mar,2012,2011-12
25/Mar/2012,15:00,London Irish,32,Leicester,41,Madejski Stadium,Dean Richards,73,A,N,Sun,Mar,2012,2011-12
30/Mar/2012,19:45,Leicester,43,Worcester,13,Welford Road,Wayne Barnes,56,H,N,Fri,Mar,2012,2011-12
30/Mar/2012,19:45,Newcastle,22,Sale,19,Kingston Park,N/A,41,H,N,Fri,Mar,2012,2011-12
31/Mar/2012,15:00,Exeter,18,London Irish,11,Sandy Park,Dave Pearson,29,H,N,Sat,Mar,2012,2011-12
31/Mar/2012,15:00,Saracens,19,Harlequins,24,Wembley Stadium,Greg Garner,43,A,N,Sat,Mar,2012,2011-12
31/Mar/2012,17:30,Bath,6,Northampton,26,Recreation Ground,Martin Fox,32,A,N,Sat,Mar,2012,2011-12
01/Apr/2012,15:00,Wasps,26,Gloucester,24,Adams Park,N/A,50,H,N,Sun,Apr,2012,2011-12
13/Apr/2012,19:45,Sale,16,Bath,9,Edgeley Park,Greg Garner,25,H,N,Fri,Apr,2012,2011-12
14/Apr/2012,14:15,Northampton,21,Leicester,35,Franklin's Gardens,Dave Pearson,56,A,N,Sat,Apr,2012,2011-12
14/Apr/2012,15:00,Gloucester,20,Newcastle,29,Kingsholm,Tim Wigglesworth,49,A,N,Sat,Apr,2012,2011-12
14/Apr/2012,15:00,London Irish,19,Saracens,28,Madejski Stadium,Martin Fox,47,A,N,Sat,Apr,2012,2011-12
14/Apr/2012,15:00,Worcester,26,Exeter,31,Sixways,Dean Richards,57,A,N,Sat,Apr,2012,2011-12
14/Apr/2012,16:30,Harlequins,33,Wasps,17,Twickenham Stoop,N/A,50,H,N,Sat,Apr,2012,2011-12
20/Apr/2012,19:45,Newcastle,3,Saracens,9,Kingston Park,N/A,12,A,N,Fri,Apr,2012,2011-12
21/Apr/2012,14:15,Bath,17,Wasps,12,Recreation Ground,Dave Pearson,29,H,N,Sat,Apr,2012,2011-12
21/Apr/2012,15:00,Gloucester,19,Sale,24,Kingsholm,N/A,43,A,N,Sat,Apr,2012,2011-12
21/Apr/2012,15:00,Worcester,16,London Irish,25,Sixways,Tim Wigglesworth,41,A,N,Sat,Apr,2012,2011-12
21/Apr/2012,15:15,Harlequins,33,Leicester,43,Twickenham Stoop,Wayne Barnes,76,A,N,Sat,Apr,2012,2011-12
22/Apr/2012,14:00,Exeter,15,Northampton,18,Sandy Park,Andrew Small,33,A,N,Sun,Apr,2012,2011-12
05/May/2012,14:00,Leicester,28,Bath,3,Welford Road,Dean Richards,31,H,N,Sat,May,2012,2011-12
05/May/2012,14:00,London Irish,52,Gloucester,18,Madejski Stadium,Dave Pearson,70,H,N,Sat,May,2012,2011-12
05/May/2012,14:00,Wasps,10,Newcastle,14,Adams Park,Wayne Barnes,24,A,N,Sat,May,2012,2011-12
05/May/2012,14:00,Northampton,42,Worcester,14,Franklin's Gardens,Greg Garner,56,H,N,Sat,May,2012,2011-12
05/May/2012,14:00,Sale,10,Harlequins,24,Edgeley Park,Martin Fox,34,A,N,Sat,May,2012,2011-12
05/May/2012,14:00,Saracens,40,Exeter,22,Vicarage Road,Tim Wigglesworth,62,H,N,Sat,May,2012,2011-12
12/May/2012,14:45,Harlequins,25,Northampton,23,Twickenham Stoop,Andrew Small (England),48,H,N,Sat,May,2012,2011-12
12/May/2012,17:30,Leicester,24,Saracens,15,Welford Road,Dave Pearson (England),39,H,N,Sat,May,2012,2011-12
26/May/2012,15:00,Harlequins,30,Leicester,23,Twickenham Stadium,Wayne Barnes,53,H,N,Sat,May,2012,2011-12
01/Sep/2012,14:00,Wasps,40,Harlequins,42,Twickenham Stadium,N/A,82,A,N,Sat,Sep,2012,2012-13
01/Sep/2012,15:00,Exeter,43,Sale,6,Sandy Park,N/A,49,H,N,Sat,Sep,2012,2012-13
01/Sep/2012,15:00,Gloucester,19,Northampton,24,Kingsholm,N/A,43,A,N,Sat,Sep,2012,2012-13
01/Sep/2012,15:00,Worcester,23,Bath,24,Sixways,N/A,47,A,N,Sat,Sep,2012,2012-13
01/Sep/2012,16:30,Saracens,40,London Irish,3,Twickenham Stadium,N/A,43,H,N,Sat,Sep,2012,2012-13
02/Sep/2012,14:00,London Welsh,13,Leicester,38,Kassam Stadium,N/A,51,A,N,Sun,Sep,2012,2012-13
07/Sep/2012,19:45,Harlequins,40,London Welsh,3,Twickenham Stoop,N/A,43,H,N,Fri,Sep,2012,2012-13
08/Sep/2012,14:15,Bath,30,Wasps,23,The Recreation Ground,N/A,53,H,N,Sat,Sep,2012,2012-13
08/Sep/2012,15:00,Leicester,34,Worcester,26,Welford Road,N/A,60,H,N,Sat,Sep,2012,2012-13
08/Sep/2012,15:00,London Irish,31,Gloucester,40,Madejski Stadium,N/A,71,A,N,Sat,Sep,2012,2012-13
08/Sep/2012,16:30,Sale,16,Saracens,23,Salford City Stadium,N/A,39,A,N,Sat,Sep,2012,2012-13
09/Sep/2012,15:00,Northampton,24,Exeter,21,Franklin's Gardens,N/A,45,H,N,Sun,Sep,2012,2012-13
14/Sep/2012,19:45,Bath,14,Northampton,18,The Recreation Ground,N/A,32,A,N,Fri,Sep,2012,2012-13
15/Sep/2012,13:30,Worcester,16,Gloucester,16,Sixways,N/A,32,D,N,Sat,Sep,2012,2012-13
15/Sep/2012,15:00,Harlequins,37,Sale,14,Twickenham Stoop,N/A,51,H,N,Sat,Sep,2012,2012-13
15/Sep/2012,15:00,Wasps,43,London Irish,14,Adams Park,N/A,57,H,N,Sat,Sep,2012,2012-13
15/Sep/2012,15:30,Saracens,9,Leicester,9,Wembley Stadium,N/A,18,D,N,Sat,Sep,2012,2012-13
16/Sep/2012,15:00,London Welsh,25,Exeter,24,Kassam Stadium,N/A,49,H,N,Sun,Sep,2012,2012-13
21/Sep/2012,20:00,Sale,19,London Welsh,29,Salford City Stadium,N/A,48,A,N,Fri,Sep,2012,2012-13
22/Sep/2012,15:00,London Irish,29,Bath,22,Madejski Stadium,N/A,51,H,N,Sat,Sep,2012,2012-13
22/Sep/2012,15:00,Northampton,37,Worcester,31,Franklin's Gardens,N/A,68,H,N,Sat,Sep,2012,2012-13
22/Sep/2012,15:15,Gloucester,29,Wasps,22,Kingsholm,N/A,51,H,N,Sat,Sep,2012,2012-13
22/Sep/2012,17:30,Leicester,9,Harlequins,22,Welford Road,N/A,31,A,N,Sat,Sep,2012,2012-13
23/Sep/2012,14:15,Exeter,14,Saracens,12,Sandy Park,N/A,26,H,N,Sun,Sep,2012,2012-13
28/Sep/2012,19:45,Northampton,24,Wasps,6,Franklin's Gardens,N/A,30,H,N,Fri,Sep,2012,2012-13
28/Sep/2012,20:00,Worcester,35,London Irish,11,Sixways,N/A,46,H,N,Fri,Sep,2012,2012-13
29/Sep/2012,14:15,Bath,31,Sale,10,The Recreation Ground,N/A,41,H,N,Sat,Sep,2012,2012-13
29/Sep/2012,14:15,Leicester,30,Exeter,8,Welford Road,N/A,38,H,N,Sat,Sep,2012,2012-13
30/Sep/2012,14:00,Harlequins,16,Saracens,18,Twickenham Stoop,N/A,34,A,N,Sun,Sep,2012,2012-13
30/Sep/2012,15:00,London Welsh,25,Gloucester,31,Kassam Stadium,N/A,56,A,N,Sun,Sep,2012,2012-13
05/Oct/2012,20:00,Sale,8,Leicester,20,Salford City Stadium,N/A,28,A,N,Fri,Oct,2012,2012-13
06/Oct/2012,14:15,Gloucester,16,Bath,10,Kingsholm,N/A,26,H,N,Sat,Oct,2012,2012-13
06/Oct/2012,15:00,Exeter,42,Harlequins,28,Sandy Park,N/A,70,H,N,Sat,Oct,2012,2012-13
06/Oct/2012,15:00,London Irish,39,Northampton,17,Madejski Stadium,N/A,56,H,N,Sat,Oct,2012,2012-13
07/Oct/2012,14:15,London Welsh,23,Saracens,28,Kassam Stadium,N/A,51,A,N,Sun,Oct,2012,2012-13
07/Oct/2012,15:00,Wasps,10,Worcester,6,Adams Park,N/A,16,H,N,Sun,Oct,2012,2012-13
26/Oct/2012,20:00,Worcester,23,Sale,16,Sixways,N/A,39,H,N,Fri,Oct,2012,2012-13
27/Oct/2012,14:30,Bath,23,Exeter,15,The Recreation Ground,N/A,38,H,N,Sat,Oct,2012,2012-13
27/Oct/2012,15:00,Northampton,6,Saracens,16,Franklin's Gardens,N/A,22,A,N,Sat,Oct,2012,2012-13
27/Oct/2012,16:45,Gloucester,27,Leicester,21,Kingsholm,N/A,48,H,N,Sat,Oct,2012,2012-13
28/Oct/2012,14:15,London Irish,28,Harlequins,31,Madejski Stadium,N/A,59,A,N,Sun,Oct,2012,2012-13
28/Oct/2012,15:00,Wasps,29,London Welsh,19,Adams Park,N/A,48,H,N,Sun,Oct,2012,2012-13
02/Nov/2012,20:00,Sale,21,London Irish,9,Salford City Stadium,N/A,30,H,N,Fri,Nov,2012,2012-13
03/Nov/2012,14:15,Leicester,16,Northampton,12,Welford Road,N/A,28,H,N,Sat,Nov,2012,2012-13
03/Nov/2012,15:00,Exeter,33,Worcester,9,Sandy Park,N/A,42,H,N,Sat,Nov,2012,2012-13
03/Nov/2012,17:15,Harlequins,28,Gloucester,25,Twickenham Stoop,N/A,53,H,N,Sat,Nov,2012,2012-13
04/Nov/2012,14:15,Saracens,29,Wasps,24,Vicarage Road,N/A,53,H,N,Sun,Nov,2012,2012-13
04/Nov/2012,15:00,London Welsh,16,Bath,9,Kassam Stadium,N/A,25,H,N,Sun,Nov,2012,2012-13
23/Nov/2012,19:45,Bath,21,Harlequins,18,The Recreation Ground,N/A,39,H,N,Fri,Nov,2012,2012-13
23/Nov/2012,20:00,Worcester,12,Saracens,3,Sixways,N/A,15,H,N,Fri,Nov,2012,2012-13
24/Nov/2012,12:00,Gloucester,29,Sale,3,Kingsholm,N/A,32,H,N,Sat,Nov,2012,2012-13
24/Nov/2012,13:00,Northampton,23,London Welsh,16,Franklin's Gardens,N/A,39,H,N,Sat,Nov,2012,2012-13
25/Nov/2012,14:30,Wasps,14,Leicester,12,Adams Park,N/A,26,H,N,Sun,Nov,2012,2012-13
25/Nov/2012,15:00,London Irish,23,Exeter,27,Madejski Stadium,N/A,50,A,N,Sun,Nov,2012,2012-13
30/Nov/2012,19:45,Harlequins,22,Worcester,19,Twickenham Stoop,N/A,41,H,N,Fri,Nov,2012,2012-13
30/Nov/2012,20:00,Sale,16,Northampton,27,Salford City Stadium,N/A,43,A,N,Fri,Nov,2012,2012-13
01/Dec/2012,12:30,Leicester,17,Bath,12,Welford Road,N/A,29,H,N,Sat,Dec,2012,2012-13
01/Dec/2012,13:00,London Welsh,15,London Irish,9,Kassam Stadium,N/A,24,H,N,Sat,Dec,2012,2012-13
01/Dec/2012,17:30,Exeter,30,Wasps,23,Sandy Park,N/A,53,H,N,Sat,Dec,2012,2012-13
02/Dec/2012,15:00,Saracens,28,Gloucester,23,Vicarage Road,N/A,51,H,N,Sun,Dec,2012,2012-13
21/Dec/2012,20:00,Worcester,13,London Welsh,6,Sixways,N/A,19,H,N,Fri,Dec,2012,2012-13
22/Dec/2012,14:15,Bath,0,Saracens,22,The Recreation Ground,N/A,22,A,N,Sat,Dec,2012,2012-13
22/Dec/2012,15:00,Gloucester,18,Exeter,16,Kingsholm,N/A,34,H,N,Sat,Dec,2012,2012-13
22/Dec/2012,15:00,London Irish,9,Leicester,31,Madejski Stadium,N/A,40,A,N,Sat,Dec,2012,2012-13
22/Dec/2012,15:00,Northampton,9,Harlequins,18,Franklin's Gardens,N/A,27,A,N,Sat,Dec,2012,2012-13
23/Dec/2012,15:00,Wasps,25,Sale,18,Adams Park,N/A,43,H,N,Sun,Dec,2012,2012-13
28/Dec/2012,20:00,Sale,33,Worcester,27,Salford City Stadium,N/A,60,H,N,Fri,Dec,2012,2012-13
29/Dec/2012,14:15,Harlequins,26,London Irish,15,Twickenham Stadium,N/A,41,H,N,Sat,Dec,2012,2012-13
29/Dec/2012,15:00,Exeter,12,Bath,12,Sandy Park,N/A,24,D,N,Sat,Dec,2012,2012-13
29/Dec/2012,15:00,London Welsh,15,Wasps,34,Kassam Stadium,N/A,49,A,N,Sat,Dec,2012,2012-13
29/Dec/2012,17:00,Leicester,17,Gloucester,12,Welford Road,N/A,29,H,N,Sat,Dec,2012,2012-13
30/Dec/2012,14:15,Saracens,17,Northampton,16,Stadium mk,N/A,33,H,N,Sun,Dec,2012,2012-13
04/Jan/2013,20:00,Worcester,14,Leicester,19,Sixways,JP Doyle,33,A,N,Fri,Jan,2013,2012-13
05/Jan/2013,15:00,Exeter,19,Northampton,30,Sandy Park,Greg Garner,49,A,N,Sat,Jan,2013,2012-13
05/Jan/2013,15:00,Gloucester,12,London Irish,18,Kingsholm,David Rose,30,A,N,Sat,Jan,2013,2012-13
06/Jan/2013,15:00,Wasps,29,Bath,15,Adams Park,Andrew Small,44,H,N,Sun,Jan,2013,2012-13
06/Jan/2013,15:00,London Welsh,26,Harlequins,31,Kassam Stadium,Llyr Apgeraint-Roberts,57,A,N,Sun,Jan,2013,2012-13
06/Jan/2013,15:00,Saracens,32,Sale,12,Vicarage Road,Tim Wigglesworth,44,H,N,Sun,Jan,2013,2012-13
08/Feb/2013,20:00,Sale,21,Exeter,16,Salford City Stadium,Greg Garner,37,H,N,Fri,Feb,2013,2012-13
09/Feb/2013,12:30,Northampton,11,Gloucester,27,Franklin's Gardens,Martin Fox,38,A,N,Sat,Feb,2013,2012-13
09/Feb/2013,14:15,Bath,32,Worcester,9,The Recreation Ground,Wayne Barnes,41,H,N,Sat,Feb,2013,2012-13
09/Feb/2013,15:00,Leicester,28,London Welsh,12,Welford Road,Tim Wigglesworth,40,H,N,Sat,Feb,2013,2012-13
09/Feb/2013,15:00,London Irish,29,Saracens,16,Madejski Stadium,Andrew Small,45,H,N,Sat,Feb,2013,2012-13
09/Feb/2013,20:00,Harlequins,16,Wasps,17,Twickenham Stoop,JP Doyle,33,A,N,Sat,Feb,2013,2012-13
16/Feb/2013,14:15,Bath,40,London Irish,16,The Recreation Ground,David Rose,56,H,N,Sat,Feb,2013,2012-13
16/Feb/2013,15:00,Saracens,31,Exeter,11,Allianz Park,Martin Fox,42,H,N,Sat,Feb,2013,2012-13
16/Feb/2013,15:00,Worcester,18,Northampton,27,Sixways,Greg Garner,45,A,N,Sat,Feb,2013,2012-13
16/Feb/2013,17:15,Harlequins,25,Leicester,21,Twickenham Stoop,Wayne Barnes,46,H,N,Sat,Feb,2013,2012-13
17/Feb/2013,13:00,Wasps,33,Gloucester,29,Adams Park,Andrew Small,62,H,N,Sun,Feb,2013,2012-13
17/Feb/2013,15:00,London Welsh,25,Sale,26,Kassam Stadium,JP Doyle,51,A,N,Sun,Feb,2013,2012-13
22/Feb/2013,19:45,Gloucester,29,Worcester,23,Kingsholm,David Rose,52,H,N,Fri,Feb,2013,2012-13
22/Feb/2013,20:00,Sale,21,Harlequins,30,Salford City Stadium,Martin Fox,51,A,N,Fri,Feb,2013,2012-13
23/Feb/2013,15:00,Exeter,47,London Welsh,16,Sandy Park,Andrew Small,63,H,N,Sat,Feb,2013,2012-13
23/Feb/2013,15:00,Northampton,25,Bath,23,Franklin's Gardens,Luke Pearce,48,H,N,Sat,Feb,2013,2012-13
23/Feb/2013,20:00,Leicester,27,Saracens,32,Welford Road,JP Doyle,59,A,N,Sat,Feb,2013,2012-13
24/Feb/2013,15:00,London Irish,30,Wasps,19,Madejski Stadium,Tim Wigglesworth,49,H,N,Sun,Feb,2013,2012-13
01/Mar/2013,20:00,Bath,31,Gloucester,25,The Recreation Ground,Tim Wigglesworth,56,H,N,Fri,Mar,2013,2012-13
01/Mar/2013,20:00,Worcester,29,Wasps,23,Sixways,Greg Garner,52,H,N,Fri,Mar,2013,2012-13
02/Mar/2013,15:00,Leicester,48,Sale,10,Welford Road,Wayne Barnes,58,H,N,Sat,Mar,2013,2012-13
02/Mar/2013,15:00,Northampton,40,London Irish,14,Franklin's Gardens,JP Doyle,54,H,N,Sat,Mar,2013,2012-13
02/Mar/2013,15:15,Harlequins,16,Exeter,27,Twickenham Stoop,David Rose,43,A,N,Sat,Mar,2013,2012-13
03/Mar/2013,14:15,Saracens,35,London Welsh,14,Allianz Park,Luke Pearce,49,H,N,Sun,Mar,2013,2012-13
22/Mar/2013,20:00,Sale,14,Bath,13,Salford City Stadium,JP Doyle,27,H,N,Fri,Mar,2013,2012-13
23/Mar/2013,15:00,Gloucester,15,London Welsh,14,Kingsholm,Martin Fox,29,H,N,Sat,Mar,2013,2012-13
23/Mar/2013,15:00,London Irish,26,Worcester,6,Madejski Stadium,Wayne Barnes,32,H,N,Sat,Mar,2013,2012-13
23/Mar/2013,15:15,Wasps,24,Northampton,26,Adams Park,David Rose,50,A,N,Sat,Mar,2013,2012-13
23/Mar/2013,17:00,Exeter,9,Leicester,12,Sandy Park,Tim Wigglesworth,21,A,N,Sat,Mar,2013,2012-13
24/Mar/2013,14:00,Saracens,27,Harlequins,12,Allianz Park,Greg Garner,39,H,N,Sun,Mar,2013,2012-13
29/Mar/2013,19:45,Gloucester,17,Harlequins,15,Kingsholm,JP Doyle,32,H,N,Fri,Mar,2013,2012-13
30/Mar/2013,14:15,Bath,40,London Welsh,25,The Recreation Ground,Tim Wigglesworth,65,H,N,Sat,Mar,2013,2012-13
30/Mar/2013,15:00,Wasps,13,Saracens,22,Adams Park,Martin Fox,35,A,N,Sat,Mar,2013,2012-13
30/Mar/2013,15:00,Northampton,8,Leicester,36,Franklin's Gardens,Wayne Barnes,44,A,N,Sat,Mar,2013,2012-13
30/Mar/2013,15:00,Worcester,18,Exeter,24,Sixways,David Rose,42,A,N,Sat,Mar,2013,2012-13
31/Mar/2013,14:15,London Irish,33,Sale,33,Madejski Stadium,Greg Garner,66,D,N,Sun,Mar,2013,2012-13
12/Apr/2013,19:45,Sale,32,Gloucester,9,Salford City Stadium,David Rose,41,H,N,Fri,Apr,2013,2012-13
13/Apr/2013,14:15,Harlequins,23,Bath,9,Twickenham Stoop,Wayne Barnes,32,H,N,Sat,Apr,2013,2012-13
13/Apr/2013,15:00,Exeter,27,London Irish,6,Sandy Park,Martin Fox,33,H,N,Sat,Apr,2013,2012-13
14/Apr/2013,15:00,London Welsh,14,Northampton,31,Kassam Stadium,Greg Garner,45,A,N,Sun,Apr,2013,2012-13
14/Apr/2013,15:00,Saracens,47,Worcester,17,Allianz Park,Tim Wigglesworth,64,H,N,Sun,Apr,2013,2012-13
14/Apr/2013,15:45,Leicester,35,Wasps,16,Welford Road,JP Doyle,51,H,N,Sun,Apr,2013,2012-13
20/Apr/2013,14:15,Bath,27,Leicester,26,The Recreation Ground,Tim Wigglesworth,53,H,N,Sat,Apr,2013,2012-13
20/Apr/2013,15:00,Gloucester,28,Saracens,23,Kingsholm,JP Doyle,51,H,N,Sat,Apr,2013,2012-13
20/Apr/2013,15:00,London Irish,47,London Welsh,28,Madejski Stadium,Dean Richards,75,H,N,Sat,Apr,2013,2012-13
20/Apr/2013,15:00,Worcester,26,Harlequins,42,Sixways,Martin Fox,68,A,N,Sat,Apr,2013,2012-13
20/Apr/2013,17:45,Northampton,47,Sale,7,Franklin's Gardens,Luke Pearce,54,H,N,Sat,Apr,2013,2012-13
21/Apr/2013,14:00,Wasps,24,Exeter,37,Adams Park,Wayne Barnes,61,A,N,Sun,Apr,2013,2012-13
04/May/2013,15:00,Exeter,40,Gloucester,39,Sandy Park,Greg Garner,79,H,N,Sat,May,2013,2012-13
04/May/2013,15:00,Harlequins,22,Northampton,19,Twickenham Stoop,Tim Wigglesworth,41,H,N,Sat,May,2013,2012-13
04/May/2013,15:00,Leicester,32,London Irish,20,Welford Road,Luke Pearce,52,H,N,Sat,May,2013,2012-13
04/May/2013,15:00,London Welsh,33,Worcester,22,Kassam Stadium,Matt Carley,55,H,N,Sat,May,2013,2012-13
04/May/2013,15:00,Sale,21,Wasps,20,Salford City Stadium,Dean Richards,41,H,N,Sat,May,2013,2012-13
04/May/2013,15:00,Saracens,23,Bath,14,Allianz Park,Martin Fox,37,H,N,Sat,May,2013,2012-13
11/May/2013,15:00,Leicester,33,Harlequins,16,Welford Road,Greg Garner,49,H,N,Sat,May,2013,2012-13
12/May/2013,15:00,Saracens,13,Northampton,27,Allianz Park,JP Doyle,40,A,N,Sun,May,2013,2012-13
25/May/2013,15:00,Leicester,37,Northampton,17,Twickenham Stadium,Wayne Barnes,54,H,N,Sat,May,2013,2012-13
06/Sep/2013,19:45,Newcastle,0,Bath,21,Kingston Park,Wayne Barnes,21,A,N,Fri,Sep,2013,2013-14
07/Sep/2013,14:00,London Irish,20,Saracens,42,Twickenham Stadium,Greg Garner,62,A,N,Sat,Sep,2013,2013-14
07/Sep/2013,15:00,Gloucester,16,Sale,22,Kingsholm,Andrew Small,38,A,N,Sat,Sep,2013,2013-14
07/Sep/2013,15:00,Northampton,38,Exeter,11,Franklin's Gardens,JP Doyle,49,H,N,Sat,Sep,2013,2013-14
07/Sep/2013,16:30,Wasps,15,Harlequins,16,Twickenham Stadium,Tim Wigglesworth,31,A,N,Sat,Sep,2013,2013-14
08/Sep/2013,14:00,Leicester,32,Worcester,15,Welford Road,Luke Pearce,47,H,N,Sun,Sep,2013,2013-14
13/Sep/2013,19:45,Harlequins,6,Northampton,13,Twickenham Stoop,Andrew Small,19,A,N,Fri,Sep,2013,2013-14
13/Sep/2013,20:00,Sale,14,Newcastle,15,Salford City Stadium,Luke Pearce,29,A,N,Fri,Sep,2013,2013-14
14/Sep/2013,15:00,Exeter,30,Wasps,26,Sandy Park,Martin Fox,56,H,N,Sat,Sep,2013,2013-14
14/Sep/2013,15:00,Worcester,18,London Irish,20,Sixways,Tim Wigglesworth,38,A,N,Sat,Sep,2013,2013-14
14/Sep/2013,15:15,Bath,27,Leicester,20,The Recreation Ground,Greg Garner,47,H,N,Sat,Sep,2013,2013-14
15/Sep/2013,14:00,Saracens,44,Gloucester,12,Allianz Park,Wayne Barnes,56,H,N,Sun,Sep,2013,2013-14
20/Sep/2013,19:45,Worcester,13,Harlequins,37,Sixways,Wayne Barnes,50,A,N,Fri,Sep,2013,2013-14
20/Sep/2013,20:00,Sale,26,Wasps,22,Salford City Stadium,Tim Wigglesworth,48,H,N,Fri,Sep,2013,2013-14
21/Sep/2013,15:00,Leicester,31,Newcastle,6,Welford Road,David Rose,37,H,N,Sat,Sep,2013,2013-14
21/Sep/2013,15:00,London Irish,23,Exeter,29,Madejski Stadium,Andrew Small,52,A,N,Sat,Sep,2013,2013-14
21/Sep/2013,15:15,Gloucester,26,Northampton,24,Kingsholm,Martin Fox,50,H,N,Sat,Sep,2013,2013-14
22/Sep/2013,14:00,Saracens,31,Bath,17,Allianz Park,JP Doyle,48,H,N,Sun,Sep,2013,2013-14
27/Sep/2013,19:45,Northampton,33,Sale,14,Franklin's Gardens,David Rose,47,H,N,Fri,Sep,2013,2013-14
28/Sep/2013,15:00,Bath,33,London Irish,18,The Recreation Ground,Luke Pearce,51,H,N,Sat,Sep,2013,2013-14
28/Sep/2013,15:00,Wasps,32,Worcester,16,Adams Park,Gregory Garner,48,H,N,Sat,Sep,2013,2013-14
28/Sep/2013,15:15,Harlequins,12,Saracens,22,Twickenham Stoop,Martin Fox,34,A,N,Sat,Sep,2013,2013-14
29/Sep/2013,14:00,Exeter,9,Leicester,21,Sandy Park,Tim Wigglesworth,30,A,N,Sun,Sep,2013,2013-14
29/Sep/2013,15:00,Newcastle,16,Gloucester,22,Kingston Park,Andrew Small,38,A,N,Sun,Sep,2013,2013-14
04/Oct/2013,19:45,Sale,19,Bath,13,Salford City Stadium,Andrew Small,32,H,N,Fri,Oct,2013,2013-14
05/Oct/2013,15:00,London Irish,18,Harlequins,13,Madejski Stadium,David Rose,31,H,N,Sat,Oct,2013,2013-14
05/Oct/2013,15:00,Saracens,19,Wasps,12,Allianz Park,Luke Pearce,31,H,N,Sat,Oct,2013,2013-14
05/Oct/2013,15:00,Worcester,11,Newcastle,16,Sixways,Martin Fox,27,A,N,Sat,Oct,2013,2013-14
05/Oct/2013,15:15,Leicester,19,Northampton,19,Welford Road,JP Doyle,38,D,N,Sat,Oct,2013,2013-14
06/Oct/2013,14:00,Gloucester,12,Exeter,29,Kingsholm,Matthew Carley,41,A,N,Sun,Oct,2013,2013-14
25/Oct/2013,19:45,Bath,15,Gloucester,13,The Recreation Ground,Wayne Barnes,28,H,N,Fri,Oct,2013,2013-14
