date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,day,month,year,season
11/Apr/2015,15:15,Saracens,22,Leicester,6,Allianz Park,Matthew Carley,28,H,N,Sat,Apr,2015,2014-15
12/Apr/2015,14:00,Exeter,21,Northampton,10,Sandy Park,Wayne Barnes,31,H,N,Sun,Apr,2015,2014-15
12/Apr/2015,14:30,London Welsh,13,Wasps,40,Kassam Stadium,Greg Garner,53,A,N,Sun,Apr,2015,2014-15
12/Apr/2015,15:00,London Irish,25,Sale,23,Madejski Stadium,Greg Macdonald,48,H,N,Sun,Apr,2015,2014-15
24/Apr/2015,19:45,Bath,43,London Irish,18,The Recreation Ground,Luke Pearce,61,H,N,Fri,Apr,2015,2014-15
25/Apr/2015,14:00,Sale,23,Harlequins,25,AJ Bell Stadium,Wayne Barnes,48,A,N,Sat,Apr,2015,2014-15
25/Apr/2015,15:00,Gloucester,42,Newcastle,40,Kingsholm,Ian Tempest,82,H,N,Sat,Apr,2015,2014-15
25/Apr/2015,15:00,Leicester,38,London Welsh,17,Welford Road,Tim Wigglesworth,55,H,N,Sat,Apr,2015,2014-15
25/Apr/2015,15:15,Northampton,25,Saracens,20,Stadium mk,Greg Garner,45,H,N,Sat,Apr,2015,2014-15
26/Apr/2015,14:00,Wasps,36,Exeter,29,Ricoh Arena,Matthew Carley,65,H,N,Sun,Apr,2015,2014-15
08/May/2015,19:45,Harlequins,26,Bath,27,Twickenham Stoop,Greg Garner,53,A,N,Fri,May,2015,2014-15
09/May/2015,14:00,Sale,34,Newcastle,28,AJ Bell Stadium,Matthew Carley,62,H,N,Sat,May,2015,2014-15
09/May/2015,15:00,Gloucester,35,London Irish,13,Kingsholm,Craig Maxwell-Keys,48,H,N,Sat,May,2015,2014-15
09/May/2015,15:15,Northampton,46,London Welsh,0,Franklin's Gardens,Andrew Small,46,H,N,Sat,May,2015,2014-15
09/May/2015,15:15,Wasps,21,Leicester,26,Ricoh Arena,Wayne Barnes,47,A,N,Sat,May,2015,2014-15
10/May/2015,14:00,Saracens,20,Exeter,24,Allianz Park,JP Doyle,44,A,N,Sun,May,2015,2014-15
16/May/2015,15:30,Bath,50,Gloucester,30,The Recreation Ground,Dean Richards,80,H,N,Sat,May,2015,2014-15
16/May/2015,15:30,Exeter,44,Sale,16,Sandy Park,Wayne Barnes,60,H,N,Sat,May,2015,2014-15
16/May/2015,15:30,Leicester,22,Northampton,14,Welford Road,Matthew Carley,36,H,N,Sat,May,2015,2014-15
16/May/2015,15:30,London Irish,40,Wasps,40,Madejski Stadium,JP Doyle,80,D,N,Sat,May,2015,2014-15
16/May/2015,15:30,London Welsh,17,Saracens,68,Kassam Stadium,Luke Pearce,85,A,N,Sat,May,2015,2014-15
16/May/2015,15:30,Newcastle,37,Harlequins,21,Kingston Park,Thomas Foley,58,H,N,Sat,May,2015,2014-15
23/May/2015,14:00,Northampton,24,Saracens,29,Franklin's Gardens,Greg Garner,53,A,N,Sat,May,2015,2014-15
23/May/2015,17:00,Bath,47,Leicester,10,The Recreation Ground,JP Doyle,57,H,N,Sat,May,2015,2014-15
30/May/2015,14:30,Bath,16,Saracens,28,Twickenham Stadium,Wayne Barnes,44,A,N,Sat,May,2015,2014-15
