,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason
857,19/Nov/2017,15:00,London Irish,18,Bath,22,Madejski Stadium,Tom Foley,40,A,N,Nov,2017,2017-18,25.53,20.8,46.33,22.73,27.56,26.46,24.29,18.47,21.88,22.11,20.11,41.2,49.44,48.57,18.33,22.83,19.64,19.21,18.55,20.91
858,26/Nov/2017,15:00,London Irish,13,Wasps,17,Madejski Stadium,Christophe Ridley,30,A,N,Nov,2017,2017-18,25.53,20.8,46.33,22.73,27.56,26.46,24.29,18.47,21.88,22.11,22.14,41.2,49.44,48.57,18.33,22.83,19.64,18.67,25.64,27.42
859,25/Nov/2017,17:30,Sale Sharks,18,Northampton Saints,15,AJ Bell Stadium,Karl Dickson,33,H,N,Nov,2017,2017-18,25.53,20.8,46.33,22.73,27.56,26.46,24.15,18.47,21.88,22.11,22.09,41.2,49.44,48.57,22.0,26.58,26.64,22.17,23.92,24.18
860,18/Nov/2017,13:00,Worcester Warriors,30,Northampton Saints,15,Sixways,Andrew Jackson,45,H,N,Nov,2017,2017-18,25.53,20.8,46.33,22.73,27.56,26.46,20.93,18.47,21.88,22.11,22.09,41.2,49.44,48.57,17.27,21.58,19.64,22.17,23.92,24.18
861,26/Nov/2017,15:00,Saracens,18,Exeter Chiefs,20,Allianz Park,Ian Tempest,38,A,N,Nov,2017,2017-18,25.53,20.8,46.33,22.73,27.56,26.46,31.18,18.47,21.88,22.11,24.01,41.2,49.44,48.57,29.31,36.73,39.25,25.67,27.58,24.82
862,19/Nov/2017,15:00,Leicester Tigers,35,Sale Sharks,27,Welford Road,Luke Pearce,62,H,N,Nov,2017,2017-18,25.53,20.8,46.33,22.73,27.56,26.46,26.91,18.47,21.88,22.11,19.99,41.2,49.44,48.57,25.44,27.33,23.45,16.07,21.7,23.91
863,25/Nov/2017,15:00,Leicester Tigers,27,Worcester Warriors,31,Welford Road,Greg MacDonald,58,A,N,Nov,2017,2017-18,25.53,20.8,46.33,22.73,27.56,26.46,26.91,18.47,21.88,22.11,16.41,41.2,49.44,48.57,25.44,27.33,23.45,16.58,22.09,19.64
864,30/Dec/2017,15:00,London Irish,15,Newcastle Falcons,20,Madejski Stadium,Tom Foley,35,A,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,24.29,19.75,21.88,22.11,17.24,43.78,49.44,48.57,21.82,22.83,19.64,16.5,20.09,18.25
865,01/Dec/2017,19:45,Northampton Saints,22,Newcastle Falcons,24,Franklin's Gardens,Craig Maxwell-Keys,46,A,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,27.63,19.75,21.88,22.11,17.24,43.78,49.44,48.57,25.33,24.55,23.0,16.5,20.09,18.25
866,23/Dec/2017,15:00,Newcastle Falcons,11,Harlequins,10,Kingston Park,Luke Pearce,21,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,18.92,19.75,21.88,22.11,22.21,43.78,49.44,48.57,18.3,21.0,21.91,20.31,21.33,17.82
867,03/Dec/2017,15:00,Harlequins,20,Saracens,19,Twickenham Stoop,Luke Pearce,39,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,26.66,19.75,21.88,22.11,24.17,43.78,49.44,48.57,27.19,33.36,25.73,20.83,22.31,28.67
868,24/Dec/2017,15:00,Leicester Tigers,17,Saracens,29,Welford Road,Matthew Carley,46,A,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,26.91,19.75,21.88,22.11,24.17,43.78,49.44,48.57,24.33,27.33,23.45,20.83,22.31,28.67
869,23/Dec/2017,15:00,Wasps,49,Gloucester,24,Ricoh Arena,Craig Maxwell-Keys,73,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,27.76,19.75,21.88,22.11,20.71,43.78,49.44,48.57,27.36,29.67,29.0,24.5,19.0,18.27
870,31/Dec/2017,15:00,Exeter Chiefs,30,Leicester Tigers,6,Sandy Park,Craig Maxwell-Keys,36,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,27.71,19.75,21.88,22.11,21.65,43.78,49.44,48.57,23.77,33.17,30.08,21.8,23.25,25.36
871,02/Dec/2017,16:30,Wasps,32,Leicester Tigers,25,Ricoh Arena,Thomas Foley,57,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,27.76,19.75,21.88,22.11,21.65,43.78,49.44,48.57,27.36,29.67,29.0,21.8,23.25,25.36
872,23/Dec/2017,15:00,Sale Sharks,32,Bath,9,AJ Bell Stadium,Ian Tempest,41,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,24.15,19.75,21.88,22.11,20.11,43.78,49.44,48.57,23.0,26.58,26.64,23.25,18.55,20.91
873,02/Dec/2017,14:00,Exeter Chiefs,42,Bath,29,Sandy Park,JP Doyle,71,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,27.71,19.75,21.88,22.11,20.11,43.78,49.44,48.57,23.77,33.17,30.08,23.25,18.55,20.91
874,29/Dec/2017,19:45,Bath,26,Wasps,31,Recreation Ground,Luke Pearce,57,A,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,24.21,19.75,21.88,22.11,22.14,43.78,49.44,48.57,15.71,27.73,31.09,22.36,25.64,27.42
875,02/Dec/2017,15:00,Gloucester,39,London Irish,15,Kingsholm,Ian Tempest,54,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,26.32,19.75,21.88,22.11,18.11,43.78,49.44,48.57,25.87,28.92,26.27,13.75,11.17,15.36
876,22/Dec/2017,19:45,Worcester Warriors,23,London Irish,8,Sixways,Wayne Barnes,31,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,20.93,19.75,21.88,22.11,18.11,43.78,49.44,48.57,16.18,21.58,19.64,13.75,11.17,15.36
877,30/Dec/2017,16:00,Harlequins,50,Northampton Saints,21,Twickenham,JP Doyle,71,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,26.66,19.75,21.88,22.11,22.09,43.78,49.44,48.57,27.19,33.36,25.73,20.93,23.92,24.18
878,23/Dec/2017,15:00,Northampton Saints,14,Exeter Chiefs,35,Franklin's Gardens,Thomas Foley,49,A,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,27.63,19.75,21.88,22.11,24.01,43.78,49.44,48.57,25.33,24.55,23.0,22.23,27.58,24.82
879,30/Dec/2017,15:00,Gloucester,20,Sale Sharks,16,Kingsholm,Andrew Jackson,36,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,26.32,19.75,21.88,22.11,19.99,43.78,49.44,48.57,25.87,28.92,26.27,17.31,21.7,23.91
880,01/Dec/2017,19:45,Worcester Warriors,14,Sale Sharks,18,Sixways,Matthew Carley,32,A,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,20.93,19.75,21.88,22.11,19.99,43.78,49.44,48.57,16.18,21.58,19.64,17.31,21.7,23.91
881,30/Dec/2017,15:00,Saracens,46,Worcester Warriors,31,Allianz Park,Christophe Ridley,77,H,N,Dec,2017,2017-18,25.53,20.8,46.33,24.03,27.56,26.46,31.18,19.75,21.88,22.11,16.41,43.78,49.44,48.57,35.0,36.73,39.25,16.55,22.09,19.64
882,06/Jan/2018,15:00,Sale Sharks,30,Harlequins,29,AJ Bell Stadium,Matthew Carley,59,H,N,Jan,2018,2017-18,25.53,20.8,46.33,23.57,26.3,26.46,24.15,19.12,22.3,22.11,22.21,42.69,48.6,48.57,27.91,23.1,26.64,21.86,17.5,17.82
883,07/Jan/2018,15:00,Wasps,15,Saracens,38,Ricoh Arena,Wayne Barnes,53,A,N,Jan,2018,2017-18,25.53,20.8,46.33,23.57,26.3,26.46,27.76,19.12,22.3,22.11,24.17,42.69,48.6,48.57,24.43,25.7,29.0,23.3,30.82,28.67
884,06/Jan/2018,15:00,Northampton Saints,22,Gloucester,19,Franklin’s Gardens,Ian Tempest,41,H,N,Jan,2018,2017-18,25.53,20.8,46.33,23.57,26.3,26.46,27.63,19.12,22.3,22.11,20.71,42.69,48.6,48.57,19.4,24.09,23.0,17.91,19.6,18.27
885,05/Jan/2018,19:45,Worcester Warriors,25,Bath,46,Sixways,JP Doyle,71,A,N,Jan,2018,2017-18,25.53,20.8,46.33,23.57,26.3,26.46,20.93,19.12,22.3,22.11,20.11,42.69,48.6,48.57,19.6,24.4,19.64,19.77,21.8,20.91
886,06/Jan/2018,15:00,Leicester Tigers,19,London Irish,15,Welford Road,Karl Dickson,34,H,N,Jan,2018,2017-18,25.53,20.8,46.33,23.57,26.3,26.46,26.91,19.12,22.3,22.11,18.11,42.69,48.6,48.57,25.08,27.4,23.45,13.22,20.4,15.36
887,07/Jan/2018,15:00,Newcastle Falcons,28,Exeter Chiefs,20,Kingston Park,Andrew Jackson,48,H,N,Jan,2018,2017-18,25.53,20.8,46.33,23.57,26.3,26.46,18.92,19.12,22.3,22.11,24.01,42.69,48.6,48.57,20.08,23.2,21.91,18.77,29.36,24.82
888,24/Feb/2018,14:30,Harlequins,10,Newcastle Falcons,28,Twickenham Stoop,Thomas Foley,38,A,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,26.66,19.15,22.3,22.11,17.24,43.21,48.6,48.57,23.43,22.27,25.73,15.47,17.42,18.25
889,10/Feb/2018,14:30,Saracens,25,Newcastle Falcons,3,Allianz Park,Christophe Ridley,28,H,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,31.18,19.15,22.3,22.11,17.24,43.21,48.6,48.57,26.94,37.17,39.25,15.47,17.42,18.25
890,17/Feb/2018,15:00,Leicester Tigers,33,Harlequins,18,Welford Road,Wayne Barnes,51,H,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,26.91,19.15,22.3,22.11,22.21,43.21,48.6,48.57,28.84,27.4,23.45,17.41,17.5,17.82
891,16/Feb/2018,19:45,Sale Sharks,3,Saracens,13,AJ Bell Stadium,Luke Pearce,16,A,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,24.15,19.15,22.3,22.11,24.17,43.21,48.6,48.57,23.26,23.1,26.64,21.06,30.82,28.67
892,17/Feb/2018,15:00,Worcester Warriors,25,Gloucester,15,Sixways,Thomas Foley,40,H,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,20.93,19.15,22.3,22.11,20.71,43.21,48.6,48.57,20.36,24.4,19.64,17.28,19.6,18.27
893,10/Feb/2018,14:30,Gloucester,24,Leicester Tigers,17,Kingsholm,JP Doyle,41,H,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,26.32,19.15,22.3,22.11,21.65,43.21,48.6,48.57,26.11,27.27,26.27,16.95,22.82,25.36
894,25/Feb/2018,15:30,Saracens,20,Leicester Tigers,28,Allianz Park,Craig Maxwell-Keys,48,A,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,31.18,19.15,22.3,22.11,21.65,43.21,48.6,48.57,26.94,37.17,39.25,16.95,22.82,25.36
895,16/Feb/2018,19:45,Newcastle Falcons,29,Bath,12,Kingston Park,Matthew Carley,41,H,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,18.92,19.15,22.3,22.11,20.11,43.21,48.6,48.57,22.58,23.2,21.91,18.56,21.8,20.91
896,11/Feb/2018,13:00,Harlequins,22,Wasps,44,Twickenham Stoop,Wayne Barnes,66,A,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,26.66,19.15,22.3,22.11,22.14,43.21,48.6,48.57,23.43,22.27,25.73,24.65,24.5,27.42
897,24/Feb/2018,14:30,Gloucester,25,Wasps,25,Kingsholm,Karl Dickson,50,D,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,26.32,19.15,22.3,22.11,22.14,43.21,48.6,48.57,26.11,27.27,26.27,24.65,24.5,27.42
898,17/Feb/2018,15:00,Northampton Saints,25,London Irish,17,Franklin's Gardens,Ian Tempest,42,H,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,27.63,19.15,22.3,22.11,18.11,43.21,48.6,48.57,25.16,24.09,23.0,19.82,20.4,15.36
899,24/Feb/2018,14:00,Exeter Chiefs,31,Northampton Saints,30,Sandy Park,Christophe Ridley,61,H,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,27.71,19.15,22.3,22.11,22.09,43.21,48.6,48.57,25.19,28.58,30.08,21.94,24.8,24.18
900,09/Feb/2018,19:45,Bath,32,Northampton Saints,19,Recreation Ground,Tom Foley,51,H,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,24.21,19.15,22.3,22.11,22.09,43.21,48.6,48.57,23.9,26.82,31.09,21.94,24.8,24.18
901,18/Feb/2018,15:00,Wasps,13,Exeter Chiefs,7,Ricoh Arena,JP Doyle,20,H,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,27.76,19.15,22.3,22.11,24.01,43.21,48.6,48.57,24.25,25.7,29.0,21.06,29.36,24.82
902,10/Feb/2018,15:00,London Irish,9,Sale Sharks,13,Madejski Stadium,Craig Maxwell-Keys,22,A,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,24.29,19.15,22.3,22.11,19.99,43.21,48.6,48.57,21.93,15.8,19.64,21.47,22.36,23.91
903,24/Feb/2018,14:30,Bath,33,Sale Sharks,32,Recreation Ground,Ian Tempest,65,H,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,24.21,19.15,22.3,22.11,19.99,43.21,48.6,48.57,23.9,26.82,31.09,21.47,22.36,23.91
904,25/Feb/2018,13:00,London Irish,22,Worcester Warriors,9,Madejski Stadium,JP Doyle,31,H,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,24.29,19.15,22.3,22.11,16.41,43.21,48.6,48.57,21.93,15.8,19.64,14.65,17.73,19.64
905,10/Feb/2018,14:00,Exeter Chiefs,5,Worcester Warriors,6,Sandy Park,Andrew Jackson,11,A,N,Feb,2018,2017-18,25.53,20.8,46.33,24.06,26.3,26.46,27.71,19.15,22.3,22.11,16.41,43.21,48.6,48.57,25.19,28.58,30.08,14.65,17.73,19.64
906,03/Mar/2018,15:00,Gloucester,20,Newcastle Falcons,21,Kingsholm,Craig Maxwell-Keys,41,A,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,26.32,20.79,22.3,22.11,17.24,46.7,48.6,48.57,24.86,27.27,26.27,17.54,17.42,18.25
907,24/Mar/2018,15:00,Saracens,24,Harlequins,11,London Stadium,Tom Foley,35,H,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,31.18,20.79,22.3,22.11,22.21,46.7,48.6,48.57,30.0,37.17,39.25,20.76,17.5,17.82
908,04/Mar/2018,15:00,Exeter Chiefs,24,Saracens,12,Sandy Park,Matthew Carley,36,H,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,27.71,20.79,22.3,22.11,24.17,46.7,48.6,48.57,29.12,28.58,30.08,24.64,30.82,28.67
909,24/Mar/2018,15:00,London Irish,29,Gloucester,33,Madejski Stadium,Matthew Carley,62,A,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,24.29,20.79,22.3,22.11,20.71,46.7,48.6,48.57,27.86,15.8,19.64,20.18,19.6,18.27
910,04/Mar/2018,15:00,Worcester Warriors,5,Leicester Tigers,34,Sixways,Luke Pearce,39,A,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,20.93,20.79,22.3,22.11,21.65,46.7,48.6,48.57,21.15,24.4,19.64,25.71,22.82,25.36
911,04/Mar/2018,15:00,Harlequins,20,Bath,5,Twickenham Stoop,JP Doyle,25,H,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,26.66,20.79,22.3,22.11,20.11,46.7,48.6,48.57,28.79,22.27,25.73,21.15,21.8,20.91
912,25/Mar/2018,15:00,Leicester Tigers,16,Wasps,15,Welford Road,Luke Pearce,31,H,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,26.91,20.79,22.3,22.11,22.14,46.7,48.6,48.57,28.93,27.4,23.45,19.53,24.5,27.42
913,04/Mar/2018,15:00,Wasps,24,London Irish,16,Ricoh Arena,Thomas Foley,40,H,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,27.76,20.79,22.3,22.11,18.11,46.7,48.6,48.57,25.65,25.7,29.0,14.14,20.4,15.36
914,24/Mar/2018,17:30,Newcastle Falcons,25,Northampton Saints,22,St James' Park,JP Doyle,47,H,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,18.92,20.79,22.3,22.11,22.09,46.7,48.6,48.57,19.27,23.2,21.91,24.22,24.8,24.18
915,23/Mar/2018,19:45,Bath,18,Exeter Chiefs,20,Recreation Ground,Wayne Barnes,38,A,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,24.21,20.79,22.3,22.11,24.01,46.7,48.6,48.57,21.39,26.82,31.09,24.53,29.36,24.82
916,03/Mar/2018,15:00,Northampton Saints,25,Sale Sharks,34,Franklin's Gardens,Wayne Barnes,59,A,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,27.63,20.79,22.3,22.11,19.99,46.7,48.6,48.57,28.4,24.09,23.0,17.94,22.36,23.91
917,24/Mar/2018,15:00,Sale Sharks,58,Worcester Warriors,25,AJ Bell Stadium,Andrew Jackson,83,H,N,Mar,2018,2017-18,25.53,20.8,46.33,25.91,26.3,26.46,24.15,20.79,22.3,22.11,16.41,46.7,48.6,48.57,25.93,23.1,26.64,17.93,17.73,19.64
918,27/Apr/2018,19:45,Leicester Tigers,23,Newcastle Falcons,25,Welford Road,Luke Pearce,48,A,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,26.91,23.7,22.3,22.11,17.24,50.51,48.6,48.57,31.14,27.4,23.45,22.0,17.42,18.25
919,07/Apr/2018,15:00,Worcester Warriors,27,Newcastle Falcons,13,Sixways,Christophe Ridley,40,H,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,20.93,23.7,22.3,22.11,17.24,50.51,48.6,48.57,27.38,24.4,19.64,22.0,17.42,18.25
920,14/Apr/2018,15:00,Gloucester,37,Harlequins,9,Kingsholm,Luke Pearce,46,H,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,26.32,23.7,22.3,22.11,22.21,50.51,48.6,48.57,29.73,27.27,26.27,23.5,17.5,17.82
921,28/Apr/2018,15:00,Worcester Warriors,44,Harlequins,13,Sixways,Craig Maxwell-Keys,57,H,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,20.93,23.7,22.3,22.11,22.21,50.51,48.6,48.57,27.38,24.4,19.64,23.5,17.5,17.82
922,29/Apr/2018,15:00,London Irish,14,Saracens,51,Madejski Stadium,Ian Tempest,65,A,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,24.29,23.7,22.3,22.11,24.17,50.51,48.6,48.57,22.27,15.8,19.64,29.64,30.82,28.67
923,07/Apr/2018,14:00,Northampton Saints,13,Saracens,63,Franklin’s Gardens,Craig Maxwell-Keys,76,A,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,27.63,23.7,22.3,22.11,24.17,50.51,48.6,48.57,31.15,24.09,23.0,29.64,30.82,28.67
924,08/Apr/2018,15:00,Exeter Chiefs,46,Gloucester,10,Sandy Park,Thomas Foley,56,H,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,27.71,23.7,22.3,22.11,20.71,50.51,48.6,48.57,29.43,28.58,30.08,23.06,19.6,18.27
925,07/Apr/2018,14:00,Bath,19,Leicester Tigers,34,Twickenham,Wayne Barnes,53,A,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,24.21,23.7,22.3,22.11,21.65,50.51,48.6,48.57,26.71,26.82,31.09,24.85,22.82,25.36
926,28/Apr/2018,15:00,Gloucester,20,Bath,43,Kingsholm,Wayne Barnes,63,A,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,26.32,23.7,22.3,22.11,20.11,50.51,48.6,48.57,29.73,27.27,26.27,18.06,21.8,20.91
927,15/Apr/2018,15:00,Saracens,41,Bath,6,Allianz Park,Karl Dickson,47,H,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,31.18,23.7,22.3,22.11,20.11,50.51,48.6,48.57,31.45,37.17,39.25,18.06,21.8,20.91
928,06/Apr/2018,19:45,Sale Sharks,28,Wasps,27,AJ Bell Stadium,JP Doyle,55,H,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,24.15,23.7,22.3,22.11,22.14,50.51,48.6,48.57,23.31,23.1,26.64,23.69,24.5,27.42
929,07/Apr/2018,15:00,Harlequins,5,London Irish,35,Twickenham Stoop,Ian Tempest,40,A,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,26.66,23.7,22.3,22.11,18.11,50.51,48.6,48.57,27.62,22.27,25.73,23.67,20.4,15.36
930,29/Apr/2018,15:00,Wasps,36,Northampton Saints,29,Ricoh Arena,Matthew Carley,65,H,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,27.76,23.7,22.3,22.11,22.09,50.51,48.6,48.57,30.93,25.7,29.0,22.5,24.8,24.18
931,14/Apr/2018,15:00,Leicester Tigers,21,Northampton Saints,27,Welford Road,Matthew Carley,48,A,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,26.91,23.7,22.3,22.11,22.09,50.51,48.6,48.57,31.14,27.4,23.45,22.5,24.8,24.18
932,15/Apr/2018,15:00,London Irish,5,Exeter Chiefs,45,Madejski Stadium,JP Doyle,50,A,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,24.29,23.7,22.3,22.11,24.01,50.51,48.6,48.57,22.27,15.8,19.64,30.15,29.36,24.82
933,28/Apr/2018,15:00,Exeter Chiefs,34,Sale Sharks,19,Sandy Park,Karl Dickson,53,H,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,27.71,23.7,22.3,22.11,19.99,50.51,48.6,48.57,29.43,28.58,30.08,26.0,22.36,23.91
934,13/Apr/2018,19:45,Newcastle Falcons,35,Sale Sharks,30,Kingston Park,Craig Maxwell-Keys,65,H,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,18.92,23.7,22.3,22.11,19.99,50.51,48.6,48.57,17.2,23.2,21.91,26.0,22.36,23.91
935,14/Apr/2018,15:00,Wasps,30,Worcester Warriors,15,Ricoh Arena,Ian Tempest,45,H,N,Apr,2018,2017-18,25.53,20.8,46.33,26.81,26.3,26.46,27.76,23.7,22.3,22.11,16.41,50.51,48.6,48.57,30.93,25.7,29.0,17.5,17.73,19.64
936,19/May/2018,15:30,Exeter Chiefs,36,Newcastle Falcons,5,Sandy Park,Matthew Carley,41,H,N,May,2018,2017-18,25.53,20.8,46.33,29.81,26.3,26.46,27.71,22.81,22.3,22.11,17.24,52.62,48.6,48.57,34.85,28.58,30.08,19.11,17.42,18.25
937,26/May/2018,15:00,Exeter Chiefs,10,Saracens,27,"Twickenham Stadium, London",Wayne Barnes,37,A,N,May,2018,2017-18,25.53,20.8,46.33,29.81,26.3,26.46,27.71,22.81,22.3,22.11,24.17,52.62,48.6,48.57,34.85,28.58,30.08,27.31,30.82,28.67
938,05/May/2018,16:00,Saracens,62,Gloucester,12,Allianz Park,Craig Maxwell-Keys,74,H,N,May,2018,2017-18,25.53,20.8,46.33,29.81,26.3,26.46,31.18,22.81,22.3,22.11,20.71,52.62,48.6,48.57,34.73,37.17,39.25,23.45,19.6,18.27
939,05/May/2018,16:00,Sale Sharks,13,Leicester Tigers,35,AJ Bell Stadium,Wayne Barnes,48,A,N,May,2018,2017-18,25.53,20.8,46.33,29.81,26.3,26.46,24.15,22.81,22.3,22.11,21.65,52.62,48.6,48.57,24.56,23.1,26.64,23.0,22.82,25.36
940,05/May/2018,16:00,Newcastle Falcons,22,Wasps,39,Kingston Park,Ian Tempest,61,A,N,May,2018,2017-18,25.53,20.8,46.33,29.81,26.3,26.46,18.92,22.81,22.3,22.11,22.14,52.62,48.6,48.57,21.75,23.2,21.91,25.75,24.5,27.42
941,19/May/2018,12:30,Saracens,57,Wasps,33,Allianz Park,JP Doyle,90,H,N,May,2018,2017-18,25.53,20.8,46.33,29.81,26.3,26.46,31.18,22.81,22.3,22.11,22.14,52.62,48.6,48.57,34.73,37.17,39.25,25.75,24.5,27.42
942,05/May/2018,16:00,Bath,63,London Irish,19,Recreation Ground,Matthew Carley,82,H,N,May,2018,2017-18,25.53,20.8,46.33,29.81,26.3,26.46,24.21,22.81,22.3,22.11,18.11,52.62,48.6,48.57,33.73,26.82,31.09,21.78,20.4,15.36
943,05/May/2018,16:00,Harlequins,17,Exeter Chiefs,41,Twickenham Stoop,Christophe Ridley,58,A,N,May,2018,2017-18,25.53,20.8,46.33,29.81,26.3,26.46,26.66,22.81,22.3,22.11,24.01,52.62,48.6,48.57,26.58,22.27,25.73,29.09,29.36,24.82
944,05/May/2018,16:00,Northampton Saints,32,Worcester Warriors,24,Franklin’s Gardens,Luke Pearce,56,H,N,May,2018,2017-18,25.53,20.8,46.33,29.81,26.3,26.46,27.63,22.81,22.3,22.11,16.41,52.62,48.6,48.57,32.58,24.09,23.0,17.0,17.73,19.64
945,10/Jan/2016,13:00,London Irish,20,Newcastle Falcons,15,Madejski Stadium,JP Doyle,35,H,N,Jan,2016,2015-16,25.53,20.8,46.33,23.57,24.56,23.9,24.29,19.12,19.5,19.54,17.24,42.69,44.06,43.44,24.0,19.14,18.55,16.83,13.08,15.0
946,31/Jan/2016,15:00,Newcastle Falcons,26,Harlequins,19,Kingston Park,Luke Pearce,45,H,N,Jan,2016,2015-16,25.53,20.8,46.33,23.57,24.56,23.9,18.92,19.12,19.5,19.54,22.21,42.69,44.06,43.44,20.08,21.21,17.45,21.86,18.46,21.0
947,03/Jan/2016,15:00,Worcester Warriors,20,Harlequins,24,Sixways Stadium,Andrew Small,44,A,N,Jan,2016,2015-16,25.53,20.8,46.33,23.57,24.56,23.9,20.93,19.12,19.5,19.54,22.21,42.69,44.06,43.44,19.6,20.85,21.36,21.86,18.46,21.0
948,09/Jan/2016,15:00,Harlequins,29,Saracens,23,Twickenham Stoop,Craig Maxwell-Keys,52,H,N,Jan,2016,2015-16,25.53,20.8,46.33,23.57,24.56,23.9,26.66,19.12,19.5,19.54,24.17,42.69,44.06,43.44,27.0,26.15,28.73,23.3,25.58,25.27
