,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason
346,28/Feb/2014,20:00,Bath,10,Saracens,23,The Recreation Ground,Luke Pearce,33,A,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,24.21,19.15,20.77,19.22,24.17,43.21,45.79,41.41,23.9,27.17,21.64,21.06,24.62,24.58
347,07/Feb/2014,20:00,Sale Sharks,24,Gloucester,19,Salford City Stadium,Matthew Carley,43,H,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,24.15,19.15,20.77,19.22,20.71,43.21,45.79,41.41,23.26,23.82,18.45,17.28,19.55,18.09
348,16/Feb/2014,14:00,Leicester Tigers,11,Gloucester,8,Welford Road,Dean Richards,19,H,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,26.91,19.15,20.77,19.22,20.71,43.21,45.79,41.41,28.84,25.7,26.27,17.28,19.55,18.09
349,23/Feb/2014,13:00,London Irish,15,Leicester Tigers,20,Madejski Stadium,JP Doyle,35,A,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,24.29,19.15,20.77,19.22,21.65,43.21,45.79,41.41,21.93,21.55,20.73,16.95,23.46,22.75
350,07/Feb/2014,19:45,Worcester Warriors,22,Leicester Tigers,23,Sixways,Andrew Small,45,A,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,20.93,19.15,20.77,19.22,21.65,43.21,45.79,41.41,20.36,21.2,15.64,16.95,23.46,22.75
351,15/Feb/2014,15:15,Exeter Chiefs,23,Bath,27,Sandy Park,Andrew Small,50,A,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,27.71,19.15,20.77,19.22,20.11,43.21,45.79,41.41,25.19,24.45,19.55,18.56,27.9,23.36
352,09/Feb/2014,13:00,Harlequins,11,Wasps,10,The Stoop,Luke Pearce,21,H,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,26.66,19.15,20.77,19.22,22.14,43.21,45.79,41.41,23.43,20.5,18.82,24.65,18.36,18.55
353,22/Feb/2014,14:00,Bath,32,Wasps,25,The Recreation Ground,Matthew Carley,57,H,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,24.21,19.15,20.77,19.22,22.14,43.21,45.79,41.41,23.9,27.17,21.64,24.65,18.36,18.55
354,15/Feb/2014,15:00,Wasps,20,London Irish,23,Adams Park,Tim Wigglesworth,43,A,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,27.76,19.15,20.77,19.22,18.11,43.21,45.79,41.41,24.25,32.82,22.45,19.82,17.73,15.27
355,08/Feb/2014,15:00,Saracens,13,London Irish,22,Allianz Park,Dean Richards,35,A,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,31.18,19.15,20.77,19.22,18.11,43.21,45.79,41.41,26.94,34.73,32.08,19.82,17.73,15.27
356,08/Feb/2014,19:00,Exeter Chiefs,16,Northampton Saints,17,Sandy Park,Greg Garner,33,A,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,27.71,19.15,20.77,19.22,22.09,43.21,45.79,41.41,25.19,24.45,19.55,21.94,23.82,19.36
357,23/Feb/2014,15:00,Newcastle Falcons,16,Northampton Saints,22,Kingston Park,Andrew Small,38,A,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,18.92,19.15,20.77,19.22,22.09,43.21,45.79,41.41,22.58,16.5,12.27,21.94,23.82,19.36
358,23/Feb/2014,15:15,Saracens,23,Exeter Chiefs,10,Allianz Park,Wayne Barnes,33,H,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,31.18,19.15,20.77,19.22,24.01,43.21,45.79,41.41,26.94,34.73,32.08,21.06,22.91,19.18
359,22/Feb/2014,14:00,Worcester Warriors,12,Sale Sharks,24,Sixways,Tim Wigglesworth,36,A,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,20.93,19.15,20.77,19.22,19.99,43.21,45.79,41.41,20.36,21.2,15.64,21.47,21.64,20.82
360,15/Feb/2014,15:00,Northampton Saints,30,Worcester Warriors,14,Franklin's Gardens,Wayne Barnes,44,H,N,Feb,2014,2013-14,25.53,20.8,46.33,24.06,25.02,22.19,27.63,19.15,20.77,19.22,16.41,43.21,45.79,41.41,25.16,33.15,33.54,14.65,16.67,13.91
361,22/Mar/2014,15:00,Gloucester,40,Newcastle Falcons,33,Kingsholm,Wayne Barnes,73,H,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,26.32,20.79,20.77,19.22,17.24,46.7,45.79,41.41,24.86,24.64,21.91,17.54,18.2,13.27
362,22/Mar/2014,15:15,Saracens,39,Harlequins,17,Wembley Stadium,JP Doyle,56,H,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,31.18,20.79,20.77,19.22,22.21,46.7,45.79,41.41,30.0,34.73,32.08,20.76,17.91,20.58
363,29/Mar/2014,15:00,Wasps,20,Saracens,32,Adams Park,Luke Pearce,52,A,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,27.76,20.79,20.77,19.22,24.17,46.7,45.79,41.41,25.65,32.82,22.45,24.64,24.62,24.58
364,29/Mar/2014,15:00,Exeter Chiefs,13,Gloucester,14,Sandy Park,Matthew Carley,27,A,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,27.71,20.79,20.77,19.22,20.71,46.7,45.79,41.41,29.12,24.45,19.55,20.18,19.55,18.09
365,01/Mar/2014,15:00,Northampton Saints,39,Gloucester,13,Franklin's Gardens,Tim Wigglesworth,52,H,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,27.63,20.79,20.77,19.22,20.71,46.7,45.79,41.41,28.4,33.15,33.54,20.18,19.55,18.09
366,29/Mar/2014,15:00,Northampton Saints,16,Leicester Tigers,22,Franklin's Gardens,Wayne Barnes,38,A,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,27.63,20.79,20.77,19.22,21.65,46.7,45.79,41.41,28.4,33.15,33.54,25.71,23.46,22.75
367,02/Mar/2014,15:00,Newcastle Falcons,18,Leicester Tigers,41,Kingston Park,Greg Garner,59,A,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,18.92,20.79,20.77,19.22,21.65,46.7,45.79,41.41,19.27,16.5,12.27,25.71,23.46,22.75
368,22/Mar/2014,17:30,London Irish,23,Bath,44,Madejski Stadium,Greg Garner,67,A,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,24.29,20.79,20.77,19.22,20.11,46.7,45.79,41.41,27.86,21.55,20.73,21.15,27.9,23.36
369,21/Mar/2014,19:45,Worcester Warriors,11,Wasps,13,Sixways,Andrew Small,24,A,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,20.93,20.79,20.77,19.22,22.14,46.7,45.79,41.41,21.15,21.2,15.64,19.53,18.36,18.55
370,01/Mar/2014,15:00,Exeter Chiefs,18,London Irish,0,Sandy Park,Matthew Carley,18,H,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,27.71,20.79,20.77,19.22,18.11,46.7,45.79,41.41,29.12,24.45,19.55,14.14,17.73,15.27
371,29/Mar/2014,15:00,Harlequins,23,London Irish,9,The Stoop,Andrew Small,32,H,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,26.66,20.79,20.77,19.22,18.11,46.7,45.79,41.41,28.79,20.5,18.82,14.14,17.73,15.27
372,22/Mar/2014,14:00,Sale Sharks,19,Northampton Saints,6,Salford City Stadium,Luke Pearce,25,H,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,24.15,20.79,20.77,19.22,22.09,46.7,45.79,41.41,25.93,23.82,18.45,24.22,23.82,19.36
373,23/Mar/2014,14:00,Leicester Tigers,45,Exeter Chiefs,15,Welford Road,Dean Richards,60,H,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,26.91,20.79,20.77,19.22,24.01,46.7,45.79,41.41,28.93,25.7,26.27,24.53,22.91,19.18
374,01/Mar/2014,15:00,Wasps,17,Sale Sharks,21,Adams Park,Dean Richards,38,A,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,27.76,20.79,20.77,19.22,19.99,46.7,45.79,41.41,25.65,32.82,22.45,17.94,21.64,20.82
375,28/Mar/2014,19:45,Bath,11,Sale Sharks,12,The Recreation Ground,Dean Richards,23,A,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,24.21,20.79,20.77,19.22,19.99,46.7,45.79,41.41,21.39,27.17,21.64,17.94,21.64,20.82
376,30/Mar/2014,15:00,Newcastle Falcons,12,Worcester Warriors,17,Kingston Park,Tim Wigglesworth,29,A,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,18.92,20.79,20.77,19.22,16.41,46.7,45.79,41.41,19.27,16.5,12.27,17.93,16.67,13.91
377,01/Mar/2014,15:00,Harlequins,21,Worcester Warriors,20,The Stoop,Wayne Barnes,41,H,N,Mar,2014,2013-14,25.53,20.8,46.33,25.91,25.02,22.19,26.66,20.79,20.77,19.22,16.41,46.7,45.79,41.41,28.79,20.5,18.82,17.93,16.67,13.91
378,13/Apr/2014,15:00,London Irish,40,Newcastle Falcons,12,Madejski Stadium,Luke Pearce,52,H,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,24.29,23.7,20.77,19.22,17.24,50.51,45.79,41.41,22.27,21.55,20.73,22.0,18.2,13.27
379,11/Apr/2014,20:00,Sale Sharks,12,Harlequins,27,Salford City Stadium,Wayne Barnes,39,A,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,24.15,23.7,20.77,19.22,22.21,50.51,45.79,41.41,23.31,23.82,18.45,23.5,17.91,20.58
380,20/Apr/2014,15:00,Newcastle Falcons,18,Saracens,23,Kingston Park,Andrew Small,41,A,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,18.92,23.7,20.77,19.22,24.17,50.51,45.79,41.41,17.2,16.5,12.27,29.64,24.62,24.58
381,19/Apr/2014,15:15,Wasps,38,Gloucester,30,Twickenham,Wayne Barnes,68,H,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,27.76,23.7,20.77,19.22,20.71,50.51,45.79,41.41,30.93,32.82,22.45,23.06,19.55,18.09
382,18/Apr/2014,19:45,Harlequins,24,Leicester Tigers,20,The Stoop,Tim Wigglesworth,44,H,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,26.66,23.7,20.77,19.22,21.65,50.51,45.79,41.41,27.62,20.5,18.82,24.85,23.46,22.75
383,12/Apr/2014,15:00,Gloucester,17,Bath,18,Kingsholm,Tim Wigglesworth,35,A,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,26.32,23.7,20.77,19.22,20.11,50.51,45.79,41.41,29.73,24.64,21.91,18.06,27.9,23.36
384,12/Apr/2014,15:00,Leicester Tigers,27,Wasps,15,Welford Road,Andrew Small,42,H,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,26.91,23.7,20.77,19.22,22.14,50.51,45.79,41.41,31.14,25.7,26.27,23.69,18.36,18.55
385,20/Apr/2014,14:00,Northampton Saints,36,London Irish,21,Franklin's Gardens,JP Doyle,57,H,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,27.63,23.7,20.77,19.22,18.11,50.51,45.79,41.41,31.15,33.15,33.54,23.67,17.73,15.27
386,13/Apr/2014,14:00,Saracens,28,Northampton Saints,24,Allianz Park,Matthew Carley,52,H,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,31.18,23.7,20.77,19.22,22.09,50.51,45.79,41.41,31.45,34.73,32.08,22.5,23.82,19.36
387,12/Apr/2014,15:00,Worcester Warriors,33,Exeter Chiefs,38,Sixways,JP Doyle,71,A,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,20.93,23.7,20.77,19.22,24.01,50.51,45.79,41.41,27.38,21.2,15.64,30.15,22.91,19.18
388,19/Apr/2014,15:00,Exeter Chiefs,12,Sale Sharks,55,Sandy Park,Dean Richards,67,A,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,27.71,23.7,20.77,19.22,19.99,50.51,45.79,41.41,29.43,24.45,19.55,26.0,21.64,20.82
389,19/Apr/2014,15:00,Bath,32,Worcester Warriors,20,The Recreation Ground,Matthew Carley,52,H,N,Apr,2014,2013-14,25.53,20.8,46.33,26.81,25.02,22.19,24.21,23.7,20.77,19.22,16.41,50.51,45.79,41.41,26.71,27.17,21.64,17.5,16.67,13.91
390,03/May/2014,15:00,Wasps,44,Newcastle Falcons,38,Adams Park,Dean Richards,82,H,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,27.76,22.81,20.77,19.22,17.24,52.62,45.79,41.41,24.6,32.82,22.45,19.11,18.2,13.27
391,04/May/2014,14:00,Exeter Chiefs,29,Harlequins,30,Sandy Park,Andrew Small,59,A,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,27.71,22.81,20.77,19.22,22.21,52.62,45.79,41.41,34.85,24.45,19.55,23.78,17.91,20.58
392,17/May/2014,14:00,Saracens,31,Harlequins,17,Allianz Park,Wayne Barnes,48,H,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,31.18,22.81,20.77,19.22,22.21,52.62,45.79,41.41,34.73,34.73,32.08,23.78,17.91,20.58
393,31/May/2014,15:00,Northampton Saints,24,Saracens,20,Twickenham,JP Doyle,44,H,Y,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,27.63,22.81,20.77,19.22,24.17,52.62,45.79,41.41,32.58,33.15,33.54,27.31,24.62,24.58
394,10/May/2014,15:15,Leicester Tigers,31,Saracens,27,Welford Road,Greg Garner,58,H,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,26.91,22.81,20.77,19.22,24.17,52.62,45.79,41.41,27.83,25.7,26.27,27.31,24.62,24.58
395,10/May/2014,15:15,Worcester Warriors,28,Gloucester,27,Sixways,JP Doyle,55,H,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,20.93,22.81,20.77,19.22,20.71,52.62,45.79,41.41,23.6,21.2,15.64,23.45,19.55,18.09
396,03/May/2014,15:15,Sale Sharks,22,Leicester Tigers,42,Salford City Stadium,JP Doyle,64,A,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,24.15,22.81,20.77,19.22,21.65,52.62,45.79,41.41,24.56,23.82,18.45,23.0,23.46,22.75
397,16/May/2014,19:45,Northampton Saints,21,Leicester Tigers,20,Franklin's Gardens,JP Doyle,41,H,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,27.63,22.81,20.77,19.22,21.65,52.62,45.79,41.41,32.58,33.15,33.54,23.0,23.46,22.75
398,10/May/2014,15:15,Harlequins,19,Bath,16,The Stoop,Wayne Barnes,35,H,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,26.66,22.81,20.77,19.22,20.11,52.62,45.79,41.41,26.58,20.5,18.82,21.29,27.9,23.36
399,10/May/2014,15:15,Northampton Saints,74,Wasps,13,Franklin's Gardens,Luke Pearce,87,H,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,27.63,22.81,20.77,19.22,22.14,52.62,45.79,41.41,32.58,33.15,33.54,25.75,18.36,18.55
400,03/May/2014,15:00,Gloucester,38,London Irish,30,Kingsholm,Steve Lee,68,H,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,26.32,22.81,20.77,19.22,18.11,52.62,45.79,41.41,34.14,24.64,21.91,21.78,17.73,15.27
401,02/May/2014,19:45,Bath,19,Northampton Saints,19,The Recreation Ground,Matthew Carley,38,D,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,24.21,22.81,20.77,19.22,22.09,52.62,45.79,41.41,33.73,27.17,21.64,19.25,23.82,19.36
402,10/May/2014,15:15,Newcastle Falcons,13,Exeter Chiefs,23,Kingston Park,Craig Maxwell-Keys,36,A,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,18.92,22.81,20.77,19.22,24.01,52.62,45.79,41.41,21.75,16.5,12.27,29.09,22.91,19.18
403,10/May/2014,15:15,London Irish,22,Sale Sharks,20,Madejski Stadium,Greg Macdonald,42,H,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,24.29,22.81,20.77,19.22,19.99,52.62,45.79,41.41,32.17,21.55,20.73,19.14,21.64,20.82
404,03/May/2014,15:00,Saracens,44,Worcester Warriors,20,Allianz Park,Tim Wigglesworth,64,H,N,May,2014,2013-14,25.53,20.8,46.33,29.81,25.02,22.19,31.18,22.81,20.77,19.22,16.41,52.62,45.79,41.41,34.73,34.73,32.08,17.0,16.67,13.91
405,06/Jan/2013,15:00,London Welsh,26,Harlequins,31,Kassam Stadium,Llyr Apgeraint-Roberts,57,A,N,Jan,2013,2012-13,25.53,20.8,46.33,23.57,23.78,24.81,15.59,19.12,18.95,19.37,22.21,42.69,42.72,44.19,19.5,24.5,20.91,21.86,22.75,25.42
406,04/Jan/2013,20:00,Worcester Warriors,14,Leicester Tigers,19,Sixways Stadium,JP Doyle,33,A,N,Jan,2013,2012-13,25.53,20.8,46.33,23.57,23.78,24.81,20.93,19.12,18.95,19.37,21.65,42.69,42.72,44.19,19.6,15.55,20.64,15.89,19.9,22.27
407,06/Jan/2013,15:00,Wasps,29,Bath,15,Adams Park,Andrew Small,44,H,N,Jan,2013,2012-13,25.53,20.8,46.33,23.57,23.78,24.81,27.76,19.12,18.95,19.37,20.11,42.69,42.72,44.19,24.43,21.2,25.82,19.77,18.09,14.82
408,05/Jan/2013,15:00,Gloucester,12,London Irish,18,Kingsholm,David Rose,30,A,N,Jan,2013,2012-13,25.53,20.8,46.33,23.57,23.78,24.81,26.32,19.12,18.95,19.37,18.11,42.69,42.72,44.19,23.67,19.45,21.73,13.22,13.7,12.27
409,05/Jan/2013,15:00,Exeter Chiefs,19,Northampton Saints,30,Sandy Park,Greg Garner,49,A,N,Jan,2013,2012-13,25.53,20.8,46.33,23.57,23.78,24.81,27.71,19.12,18.95,19.37,22.09,42.69,42.72,44.19,17.12,24.6,28.73,24.8,23.23,22.38
410,06/Jan/2013,15:00,Saracens,32,Sale Sharks,12,Vicarage Road,Tim Wigglesworth,44,H,N,Jan,2013,2012-13,25.53,20.8,46.33,23.57,23.78,24.81,31.18,19.12,18.95,19.37,19.99,42.69,42.72,44.19,25.1,31.92,27.58,19.55,16.9,14.09
411,22/Feb/2013,20:00,Sale Sharks,21,Harlequins,30,Salford City Stadium,Martin Fox,51,A,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,24.15,19.15,18.95,19.37,22.21,43.21,42.72,44.19,23.26,20.45,20.18,17.41,22.75,25.42
412,09/Feb/2013,15:00,London Irish,29,Saracens,16,Madejski Stadium,Andrew Small,45,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,24.29,19.15,18.95,19.37,24.17,43.21,42.72,44.19,21.93,24.64,29.45,21.06,24.33,19.55
413,23/Feb/2013,20:00,Leicester Tigers,27,Saracens,32,Welford Road,JP Doyle,59,A,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,26.91,19.15,18.95,19.37,24.17,43.21,42.72,44.19,28.84,29.85,27.92,21.06,24.33,19.55
414,17/Feb/2013,13:00,Wasps,33,Gloucester,29,Adams Park,Andrew Small,62,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,27.76,19.15,18.95,19.37,20.71,43.21,42.72,44.19,24.25,21.2,25.82,17.28,21.7,25.09
415,09/Feb/2013,12:30,Northampton Saints,11,Gloucester,27,Franklin’s Gardens,Martin Fox,38,A,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,27.63,19.15,18.95,19.37,20.71,43.21,42.72,44.19,25.16,30.4,23.09,17.28,21.7,25.09
416,16/Feb/2013,17:15,Harlequins,25,Leicester Tigers,21,Twickenham Stoop,Wayne Barnes,46,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,26.66,19.15,18.95,19.37,21.65,43.21,42.72,44.19,23.43,19.3,24.64,16.95,19.9,22.27
417,23/Feb/2013,15:00,Northampton Saints,25,Bath,23,Franklin’s Gardens,Luke Pearce,48,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,27.63,19.15,18.95,19.37,20.11,43.21,42.72,44.19,25.16,30.4,23.09,18.56,18.09,14.82
418,24/Feb/2013,15:00,London Irish,30,Wasps,19,Madejski Stadium,Tim Wigglesworth,49,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,24.29,19.15,18.95,19.37,22.14,43.21,42.72,44.19,21.93,24.64,29.45,24.65,20.27,20.64
419,09/Feb/2013,20:00,Harlequins,16,Wasps,17,Twickenham Stoop,JP Doyle,33,A,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,26.66,19.15,18.95,19.37,22.14,43.21,42.72,44.19,23.43,19.3,24.64,24.65,20.27,20.64
420,16/Feb/2013,14:15,Bath,40,London Irish,16,The Rec,David Rose,56,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,24.21,19.15,18.95,19.37,18.11,43.21,42.72,44.19,23.9,28.0,26.27,19.82,13.7,12.27
421,16/Feb/2013,15:00,Worcester Warriors,18,Northampton Saints,27,Sixways,Greg Garner,45,A,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,20.93,19.15,18.95,19.37,22.09,43.21,42.72,44.19,20.36,15.55,20.64,21.94,23.23,22.38
422,08/Feb/2013,20:00,Sale Sharks,21,Exeter Chiefs,16,Salford City Stadium,Greg Garner,37,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,24.15,19.15,18.95,19.37,24.01,43.21,42.72,44.19,23.26,20.45,20.18,21.06,20.36,20.55
423,16/Feb/2013,15:00,Saracens,31,Exeter Chiefs,11,Allianz Park,Martin Fox,42,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,31.18,19.15,18.95,19.37,24.01,43.21,42.72,44.19,26.94,31.92,27.58,21.06,20.36,20.55
424,17/Feb/2013,15:00,London Welsh,25,Sale Sharks,26,Kassam Stadium,JP Doyle,51,A,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,15.59,19.15,18.95,19.37,19.99,43.21,42.72,44.19,16.33,24.5,20.91,21.47,16.9,14.09
425,09/Feb/2013,14:15,Bath,32,Worcester Warriors,9,The Rec,Wayne Barnes,41,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,24.21,19.15,18.95,19.37,16.41,43.21,42.72,44.19,23.9,28.0,26.27,14.65,13.0,17.73
426,22/Feb/2013,19:45,Gloucester,29,Worcester Warriors,23,Kingsholm,David Rose,52,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,26.32,19.15,18.95,19.37,16.41,43.21,42.72,44.19,26.11,19.45,21.73,14.65,13.0,17.73
427,23/Feb/2013,15:00,Exeter Chiefs,47,London Welsh,16,Sandy Park,Andrew Small,63,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,27.71,19.15,18.95,19.37,13.27,43.21,42.72,44.19,25.19,24.6,28.73,12.67,18.17,16.55
428,09/Feb/2013,15:00,Leicester Tigers,28,London Welsh,12,Welford Road,Tim Wigglesworth,40,H,N,Feb,2013,2012-13,25.53,20.8,46.33,24.06,23.78,24.81,26.91,19.15,18.95,19.37,13.27,43.21,42.72,44.19,28.84,29.85,27.92,12.67,18.17,16.55
429,29/Mar/2013,19:45,Gloucester,17,Harlequins,15,Kingsholm,JP Doyle,32,H,N,Mar,2013,2012-13,25.53,20.8,46.33,25.91,23.78,24.81,26.32,20.79,18.95,19.37,22.21,46.7,42.72,44.19,24.86,19.45,21.73,20.76,22.75,25.42
430,24/Mar/2013,14:00,Saracens,27,Harlequins,12,Allianz Park,Greg Garner,39,H,N,Mar,2013,2012-13,25.53,20.8,46.33,25.91,23.78,24.81,31.18,20.79,18.95,19.37,22.21,46.7,42.72,44.19,30.0,31.92,27.58,20.76,22.75,25.42
431,30/Mar/2013,15:00,Wasps,13,Saracens,22,Adams Park,Martin Fox,35,A,N,Mar,2013,2012-13,25.53,20.8,46.33,25.91,23.78,24.81,27.76,20.79,18.95,19.37,24.17,46.7,42.72,44.19,25.65,21.2,25.82,24.64,24.33,19.55
432,01/Mar/2013,20:00,Bath,31,Gloucester,25,The Rec,Tim Wigglesworth,56,H,N,Mar,2013,2012-13,25.53,20.8,46.33,25.91,23.78,24.81,24.21,20.79,18.95,19.37,20.71,46.7,42.72,44.19,21.39,28.0,26.27,20.18,21.7,25.09
433,23/Mar/2013,17:00,Exeter Chiefs,9,Leicester Tigers,12,Sandy Park,Tim Wigglesworth,21,A,N,Mar,2013,2012-13,25.53,20.8,46.33,25.91,23.78,24.81,27.71,20.79,18.95,19.37,21.65,46.7,42.72,44.19,29.12,24.6,28.73,25.71,19.9,22.27
434,30/Mar/2013,15:00,Northampton Saints,8,Leicester Tigers,36,Franklin’s Gardens,Wayne Barnes,44,A,N,Mar,2013,2012-13,25.53,20.8,46.33,25.91,23.78,24.81,27.63,20.79,18.95,19.37,21.65,46.7,42.72,44.19,28.4,30.4,23.09,25.71,19.9,22.27
435,22/Mar/2013,20:00,Sale Sharks,14,Bath,13,Salford City Stadium,JP Doyle,27,H,N,Mar,2013,2012-13,25.53,20.8,46.33,25.91,23.78,24.81,24.15,20.79,18.95,19.37,20.11,46.7,42.72,44.19,25.93,20.45,20.18,21.15,18.09,14.82
436,01/Mar/2013,20:00,Worcester Warriors,29,Wasps,23,Sixways,Greg Garner,52,H,N,Mar,2013,2012-13,25.53,20.8,46.33,25.91,23.78,24.81,20.93,20.79,18.95,19.37,22.14,46.7,42.72,44.19,21.15,15.55,20.64,19.53,20.27,20.64
437,02/Mar/2013,15:00,Northampton Saints,40,London Irish,14,Franklin’s Gardens,JP Doyle,54,H,N,Mar,2013,2012-13,25.53,20.8,46.33,25.91,23.78,24.81,27.63,20.79,18.95,19.37,18.11,46.7,42.72,44.19,28.4,30.4,23.09,14.14,13.7,12.27
438,23/Mar/2013,15:15,Wasps,24,Northampton Saints,26,Adams Park,David Rose,50,A,N,Mar,2013,2012-13,25.53,20.8,46.33,25.91,23.78,24.81,27.76,20.79,18.95,19.37,22.09,46.7,42.72,44.19,25.65,21.2,25.82,24.22,23.23,22.38
