date,time,team1Name,team1Points,team2Name,team2Points,venue,teamType,referee,totalPoints,result,extraTime,hour,day,month,year,season,team1Bps,team2Bps,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
11/Sep/2016,16:30,Northampton,32,Bristol,10,Ashton Gate,away,Craig Maxwell-Keys,42,W,N,16,Sun,Sep,2016,2016-17,1,0,4,3,2,0,1,1,1,0
11/Sep/2016,15:00,Exeter,13,Saracens,34,Sandy Park,home,JP Doyle,47,L,N,15,Sun,Sep,2016,2016-17,0,1,1,1,2,0,5,3,1,0
11/Sep/2016,15:00,Saracens,34,Exeter,13,Sandy Park,away,JP Doyle,47,W,N,15,Sun,Sep,2016,2016-17,1,0,5,3,1,0,1,1,2,0
16/Sep/2016,19:45,Sale,13,Gloucester,26,AJ Bell Stadium,home,Ian Tempest,39,L,N,19,Fri,Sep,2016,2016-17,0,0,2,0,1,0,2,2,4,0
16/Sep/2016,19:45,Gloucester,26,Sale,13,AJ Bell Stadium,away,Ian Tempest,39,W,N,19,Fri,Sep,2016,2016-17,0,0,2,2,4,0,2,0,1,0
17/Sep/2016,15:00,Bath,37,Worcester,22,Recreation Ground,home,Craig Maxwell-Keys,59,W,N,15,Sat,Sep,2016,2016-17,1,0,4,4,3,0,3,2,1,0
17/Sep/2016,15:00,Worcester,22,Bath,37,Recreation Ground,away,Craig Maxwell-Keys,59,L,N,15,Sat,Sep,2016,2016-17,0,1,3,2,1,0,4,4,3,0
17/Sep/2016,15:00,Exeter,36,Harlequins,25,Sandy Park,home,Matthew Carley,61,W,N,15,Sat,Sep,2016,2016-17,1,0,5,4,1,0,3,2,2,0
17/Sep/2016,15:00,Harlequins,25,Exeter,36,Sandy Park,away,Matthew Carley,61,L,N,15,Sat,Sep,2016,2016-17,0,1,3,2,2,0,5,4,1,0
17/Sep/2016,15:00,Saracens,27,Northampton,12,Allianz Park,home,Greg Garner,39,W,N,15,Sat,Sep,2016,2016-17,0,0,2,1,5,0,0,0,4,0
17/Sep/2016,15:00,Northampton,12,Saracens,27,Allianz Park,away,Greg Garner,39,L,N,15,Sat,Sep,2016,2016-17,0,0,0,0,4,0,2,1,5,0
18/Sep/2016,14:30,Wasps,70,Bristol,22,Ricoh Arena,home,Tim Wigglesworth,92,W,N,14,Sun,Sep,2016,2016-17,1,0,10,7,2,0,3,2,1,0
18/Sep/2016,14:30,Bristol,22,Wasps,70,Ricoh Arena,away,Tim Wigglesworth,92,L,N,14,Sun,Sep,2016,2016-17,0,1,3,2,1,0,10,7,2,0
18/Sep/2016,15:00,Newcastle,13,Leicester,14,Kingston Park,home,JP Doyle,27,L,N,15,Sun,Sep,2016,2016-17,1,0,1,1,2,0,1,0,3,0
18/Sep/2016,15:00,Leicester,14,Newcastle,13,Kingston Park,away,JP Doyle,27,W,N,15,Sun,Sep,2016,2016-17,0,1,1,0,3,0,1,1,2,0
23/Sep/2016,19:45,Bristol,17,Exeter,41,Ashton Gate,home,Tom Foley,58,L,N,19,Fri,Sep,2016,2016-17,0,1,3,1,0,0,5,5,2,0
23/Sep/2016,19:45,Exeter,41,Bristol,17,Ashton Gate,away,Tom Foley,58,W,N,19,Fri,Sep,2016,2016-17,1,0,5,5,2,0,3,1,0,0
24/Sep/2016,15:00,Gloucester,13,Newcastle,18,Kingsholm,home,David Sainsbury,31,L,N,15,Sat,Sep,2016,2016-17,1,0,1,1,2,0,2,1,2,0
24/Sep/2016,15:00,Newcastle,18,Gloucester,13,Kingsholm,away,David Sainsbury,31,W,N,15,Sat,Sep,2016,2016-17,0,1,2,1,2,0,1,1,2,0
24/Sep/2016,15:00,Harlequins,17,Saracens,10,Twickenham Stoop,home,Craig Maxwell-Keys,27,W,N,15,Sat,Sep,2016,2016-17,0,1,2,2,1,0,1,1,1,0
24/Sep/2016,15:00,Saracens,10,Harlequins,17,Twickenham Stoop,away,Craig Maxwell-Keys,27,L,N,15,Sat,Sep,2016,2016-17,1,0,1,1,1,0,2,2,1,0
24/Sep/2016,15:00,Northampton,15,Wasps,20,Franklin's Gardens,home,Luke Pearce,35,L,N,15,Sat,Sep,2016,2016-17,1,0,2,1,1,0,2,2,2,0
24/Sep/2016,15:00,Wasps,20,Northampton,15,Franklin's Gardens,away,Luke Pearce,35,W,N,15,Sat,Sep,2016,2016-17,0,1,2,2,2,0,2,1,1,0
24/Sep/2016,15:00,Worcester,34,Sale,34,Sixways,home,JP Doyle,68,D,N,15,Sat,Sep,2016,2016-17,1,1,5,3,1,0,4,4,2,0
24/Sep/2016,15:00,Sale,34,Worcester,34,Sixways,away,JP Doyle,68,D,N,15,Sat,Sep,2016,2016-17,1,1,4,4,2,0,5,3,1,0
25/Sep/2016,15:00,Leicester,34,Bath,14,Welford Road,home,Matthew Carley,48,W,N,15,Sun,Sep,2016,2016-17,0,0,3,2,5,0,2,2,0,0
25/Sep/2016,15:00,Bath,14,Leicester,34,Welford Road,away,Matthew Carley,48,L,N,15,Sun,Sep,2016,2016-17,0,0,2,2,0,0,3,2,5,0
30/Sep/2016,19:45,Bristol,0,Saracens,39,Ashton Gate,home,Ian Tempest,39,L,N,19,Fri,Sep,2016,2016-17,0,1,0,0,0,0,5,4,2,0
30/Sep/2016,19:45,Saracens,39,Bristol,0,Ashton Gate,away,Ian Tempest,39,W,N,19,Fri,Sep,2016,2016-17,1,0,5,4,2,0,0,0,0,0
30/Sep/2016,19:45,Northampton,20,Exeter,19,Franklin's Gardens,home,Matthew Carley,39,W,N,19,Fri,Sep,2016,2016-17,0,1,2,2,2,0,1,1,4,0
30/Sep/2016,19:45,Exeter,19,Northampton,20,Franklin's Gardens,away,Matthew Carley,39,L,N,19,Fri,Sep,2016,2016-17,1,0,1,1,4,0,2,2,2,0
01/Oct/2016,14:30,Sale,34,Leicester,30,AJ Bell Stadium,home,Craig Maxwell-Keys,64,W,N,14,Sat,Oct,2016,2016-17,1,1,4,4,2,0,3,3,3,0
01/Oct/2016,14:30,Leicester,30,Sale,34,AJ Bell Stadium,away,Craig Maxwell-Keys,64,L,N,14,Sat,Oct,2016,2016-17,1,1,3,3,3,0,4,4,2,0
01/Oct/2016,15:00,Gloucester,6,Bath,15,Kingsholm,home,JP Doyle,21,L,N,15,Sat,Oct,2016,2016-17,0,0,0,0,2,0,2,1,0,1
01/Oct/2016,15:00,Bath,15,Gloucester,6,Kingsholm,away,JP Doyle,21,W,N,15,Sat,Oct,2016,2016-17,0,0,2,1,0,1,0,0,2,0
02/Oct/2016,14:30,Wasps,47,Harlequins,18,Ricoh Arena,home,Greg Garner,65,W,N,14,Sun,Oct,2016,2016-17,1,0,7,6,0,0,2,1,2,0
02/Oct/2016,14:30,Harlequins,18,Wasps,47,Ricoh Arena,away,Greg Garner,65,L,N,14,Sun,Oct,2016,2016-17,0,1,2,1,2,0,7,6,0,0
02/Oct/2016,15:00,Worcester,11,Newcastle,9,Sixways,home,Tom Foley,20,W,N,15,Sun,Oct,2016,2016-17,0,1,1,0,2,0,0,0,3,0
02/Oct/2016,15:00,Newcastle,9,Worcester,11,Sixways,away,Tom Foley,20,L,N,15,Sun,Oct,2016,2016-17,1,0,0,0,3,0,1,0,2,0
07/Oct/2016,19:45,Bath,30,Sale,3,Recreation Ground,home,Tom Foley,33,W,N,19,Fri,Oct,2016,2016-17,0,0,3,3,3,0,0,0,1,0
07/Oct/2016,19:45,Sale,3,Bath,30,Recreation Ground,away,Tom Foley,33,L,N,19,Fri,Oct,2016,2016-17,0,0,0,0,1,0,3,3,3,0
08/Oct/2016,15:00,Exeter,27,Gloucester,27,Sandy Park,home,Greg Garner,54,D,N,15,Sat,Oct,2016,2016-17,1,0,4,2,1,0,3,3,2,0
08/Oct/2016,15:00,Gloucester,27,Exeter,27,Sandy Park,away,Greg Garner,54,D,N,15,Sat,Oct,2016,2016-17,0,1,3,3,2,0,4,2,1,0
08/Oct/2016,15:00,Harlequins,20,Northampton,9,Twickenham Stoop,home,Ian Tempest,29,W,N,15,Sat,Oct,2016,2016-17,0,0,1,0,5,0,0,0,3,0
08/Oct/2016,15:00,Northampton,9,Harlequins,20,Twickenham Stoop,away,Ian Tempest,29,L,N,15,Sat,Oct,2016,2016-17,0,0,0,0,3,0,1,0,5,0
08/Oct/2016,15:00,Leicester,34,Worcester,13,Welford Road,home,Tim Wigglesworth,47,W,N,15,Sat,Oct,2016,2016-17,1,0,4,4,2,0,1,1,2,0
08/Oct/2016,15:00,Worcester,13,Leicester,34,Welford Road,away,Tim Wigglesworth,47,L,N,15,Sat,Oct,2016,2016-17,0,1,1,1,2,0,4,4,2,0
08/Oct/2016,15:00,Newcastle,19,Bristol,14,Kingston Park,home,Wayne Barnes,33,W,N,15,Sat,Oct,2016,2016-17,0,1,3,2,0,0,2,2,0,0
08/Oct/2016,15:00,Bristol,14,Newcastle,19,Kingston Park,away,Wayne Barnes,33,L,N,15,Sat,Oct,2016,2016-17,1,0,2,2,0,0,3,2,0,0
09/Oct/2016,15:00,Saracens,30,Wasps,14,Allianz Park,home,Matthew Carley,44,W,N,15,Sun,Oct,2016,2016-17,1,0,4,2,2,0,1,0,3,0
09/Oct/2016,15:00,Wasps,14,Saracens,30,Allianz Park,away,Matthew Carley,44,L,N,15,Sun,Oct,2016,2016-17,0,1,1,0,3,0,4,2,2,0
28/Oct/2016,19:45,Northampton,23,Gloucester,20,Franklin's Gardens,home,Tom Foley,43,W,N,19,Fri,Oct,2016,2016-17,0,1,2,2,3,0,2,2,2,0
28/Oct/2016,19:45,Gloucester,20,Northampton,23,Franklin's Gardens,away,Tom Foley,43,L,N,19,Fri,Oct,2016,2016-17,1,0,2,2,2,0,2,2,3,0
29/Oct/2016,15:00,Harlequins,36,Worcester,14,Twickenham Stoop,home,Luke Pearce,50,W,N,15,Sat,Oct,2016,2016-17,1,0,5,3,1,0,2,2,0,0
29/Oct/2016,15:00,Worcester,14,Harlequins,36,Twickenham Stoop,away,Luke Pearce,50,L,N,15,Sat,Oct,2016,2016-17,0,1,2,2,0,0,5,3,1,0
29/Oct/2016,15:00,Saracens,24,Leicester,10,Allianz Park,home,Wayne Barnes,34,W,N,15,Sat,Oct,2016,2016-17,0,0,3,3,1,0,1,1,1,0
29/Oct/2016,15:00,Leicester,10,Saracens,24,Allianz Park,away,Wayne Barnes,34,L,N,15,Sat,Oct,2016,2016-17,0,0,1,1,1,0,3,3,1,0
30/Oct/2016,14:30,Wasps,31,Newcastle,6,Ricoh Arena,home,Craig Maxwell-Keys,37,W,N,14,Sun,Oct,2016,2016-17,1,0,4,4,1,0,0,0,2,0
30/Oct/2016,14:30,Newcastle,6,Wasps,31,Ricoh Arena,away,Craig Maxwell-Keys,37,L,N,14,Sun,Oct,2016,2016-17,0,1,0,0,2,0,4,4,1,0
30/Oct/2016,15:00,Bristol,13,Sale,31,Ashton Gate,home,JP Doyle,44,L,N,15,Sun,Oct,2016,2016-17,0,1,1,1,2,0,5,3,0,0
30/Oct/2016,15:00,Sale,31,Bristol,13,Ashton Gate,away,JP Doyle,44,W,N,15,Sun,Oct,2016,2016-17,1,0,5,3,0,0,1,1,2,0
30/Oct/2016,15:00,Exeter,10,Bath,13,Sandy Park,home,Ian Tempest,23,L,N,15,Sun,Oct,2016,2016-17,1,0,1,1,1,0,1,1,2,0
30/Oct/2016,15:00,Bath,13,Exeter,10,Sandy Park,away,Ian Tempest,23,W,N,15,Sun,Oct,2016,2016-17,0,1,1,1,2,0,1,1,1,0
18/Nov/2016,19:45,Bath,16,Bristol,9,Recreation Ground,home,Ian Tempest,25,W,N,19,Fri,Nov,2016,2016-17,0,1,1,1,3,0,0,0,3,0
18/Nov/2016,19:45,Bristol,9,Bath,16,Recreation Ground,away,Ian Tempest,25,L,N,19,Fri,Nov,2016,2016-17,1,0,0,0,3,0,1,1,3,0
18/Nov/2016,19:45,Worcester,17,Northampton,18,Sixways,home,Greg MacDonald,35,L,N,19,Fri,Nov,2016,2016-17,1,0,2,2,1,0,0,0,6,0
18/Nov/2016,19:45,Northampton,18,Worcester,17,Sixways,away,Greg MacDonald,35,W,N,19,Fri,Nov,2016,2016-17,0,1,0,0,6,0,2,2,1,0
18/Nov/2016,20:00,Newcastle,19,Exeter,32,Kingston Park,home,Tim Wigglesworth,51,L,N,20,Fri,Nov,2016,2016-17,0,1,2,0,3,0,4,3,2,0
18/Nov/2016,20:00,Exeter,32,Newcastle,19,Kingston Park,away,Tim Wigglesworth,51,W,N,20,Fri,Nov,2016,2016-17,1,0,4,3,2,0,2,0,3,0
19/Nov/2016,15:00,Gloucester,36,Wasps,18,Kingsholm,home,Dean Richards,54,W,N,15,Sat,Nov,2016,2016-17,1,0,5,4,1,0,2,1,2,0
19/Nov/2016,15:00,Wasps,18,Gloucester,36,Kingsholm,away,Dean Richards,54,L,N,15,Sat,Nov,2016,2016-17,0,1,2,1,2,0,5,4,1,0
20/Nov/2016,13:00,Sale,13,Saracens,28,AJ Bell Stadium,home,Andrew Jackson,41,L,N,13,Sun,Nov,2016,2016-17,0,0,1,1,2,0,3,2,3,0
20/Nov/2016,13:00,Saracens,28,Sale,13,AJ Bell Stadium,away,Andrew Jackson,41,W,N,13,Sun,Nov,2016,2016-17,0,0,3,2,3,0,1,1,2,0
20/Nov/2016,15:00,Leicester,25,Harlequins,6,Welford Road,home,Craig Maxwell-Keys,31,W,N,15,Sun,Nov,2016,2016-17,0,0,1,1,5,1,0,0,2,0
20/Nov/2016,15:00,Harlequins,6,Leicester,25,Welford Road,away,Craig Maxwell-Keys,31,L,N,15,Sun,Nov,2016,2016-17,0,0,0,0,2,0,1,1,5,1
25/Nov/2016,19:45,Bristol,16,Leicester,21,Ashton Gate,home,Tim Wigglesworth,37,L,N,19,Fri,Nov,2016,2016-17,1,0,1,1,3,0,2,1,3,0
25/Nov/2016,19:45,Leicester,21,Bristol,16,Ashton Gate,away,Tim Wigglesworth,37,W,N,19,Fri,Nov,2016,2016-17,0,1,2,1,3,0,1,1,3,0
25/Nov/2016,19:45,Northampton,16,Newcastle,22,Franklin's Gardens,home,Andrew Jackson,38,L,N,19,Fri,Nov,2016,2016-17,1,0,1,1,3,0,3,2,1,0
25/Nov/2016,19:45,Newcastle,22,Northampton,16,Franklin's Gardens,away,Andrew Jackson,38,W,N,19,Fri,Nov,2016,2016-17,0,1,3,2,1,0,1,1,3,0
26/Nov/2016,16:30,Exeter,57,Worcester,22,Sandy Park,home,Matthew O’Grady,79,W,N,16,Sat,Nov,2016,2016-17,1,0,8,7,1,0,3,2,1,0
26/Nov/2016,16:30,Worcester,22,Exeter,57,Sandy Park,away,Matthew O’Grady,79,L,N,16,Sat,Nov,2016,2016-17,0,1,3,2,1,0,8,7,1,0
27/Nov/2016,13:00,Saracens,24,Gloucester,20,Allianz Park,home,Greg MacDonald,44,W,N,13,Sun,Nov,2016,2016-17,0,1,2,1,4,0,2,2,2,0
27/Nov/2016,13:00,Gloucester,20,Saracens,24,Allianz Park,away,Greg MacDonald,44,L,N,13,Sun,Nov,2016,2016-17,1,0,2,2,2,0,2,1,4,0
27/Nov/2016,14:30,Wasps,34,Sale,24,Ricoh Arena,home,Tom Foley,58,W,N,14,Sun,Nov,2016,2016-17,1,0,5,3,1,0,3,3,1,0
27/Nov/2016,14:30,Sale,24,Wasps,34,Ricoh Arena,away,Tom Foley,58,L,N,14,Sun,Nov,2016,2016-17,0,1,3,3,1,0,5,3,1,0
27/Nov/2016,15:00,Harlequins,21,Bath,20,Twickenham Stoop,home,Dean Richards,41,W,N,15,Sun,Nov,2016,2016-17,0,1,2,1,3,0,2,2,2,0
27/Nov/2016,15:00,Bath,20,Harlequins,21,Twickenham Stoop,away,Dean Richards,41,L,N,15,Sun,Nov,2016,2016-17,1,0,2,2,2,0,2,1,3,0
02/Dec/2016,19:45,Sale,3,Exeter,21,AJ Bell Stadium,home,Wayne Barnes,24,L,N,19,Fri,Dec,2016,2016-17,0,0,0,0,1,0,3,3,0,0
02/Dec/2016,19:45,Exeter,21,Sale,3,AJ Bell Stadium,away,Wayne Barnes,24,W,N,19,Fri,Dec,2016,2016-17,0,0,3,3,0,0,0,0,1,0
03/Dec/2016,12:15,Bath,14,Saracens,11,Recreation Ground,home,Greg Garner,25,W,N,12,Sat,Dec,2016,2016-17,0,1,1,0,3,0,1,0,1,1
03/Dec/2016,12:15,Saracens,11,Bath,14,Recreation Ground,away,Greg Garner,25,L,N,12,Sat,Dec,2016,2016-17,1,0,1,0,1,1,1,0,3,0
03/Dec/2016,16:30,Gloucester,26,Bristol,18,Kingsholm,home,Matthew Carley,44,W,N,16,Sat,Dec,2016,2016-17,1,0,4,3,0,0,2,1,2,0
03/Dec/2016,16:30,Bristol,18,Gloucester,26,Kingsholm,away,Matthew Carley,44,L,N,16,Sat,Dec,2016,2016-17,0,1,2,1,2,0,4,3,0,0
03/Dec/2016,17:00,Leicester,19,Northampton,11,Welford Road,home,JP Doyle,30,W,N,17,Sat,Dec,2016,2016-17,0,0,1,1,4,0,1,0,2,0
03/Dec/2016,17:00,Northampton,11,Leicester,19,Welford Road,away,JP Doyle,30,L,N,17,Sat,Dec,2016,2016-17,0,0,1,0,2,0,1,1,4,0
04/Dec/2016,15:00,Newcastle,38,Harlequins,32,Kingston Park,home,Ian Tempest,70,W,N,15,Sun,Dec,2016,2016-17,1,2,6,4,0,0,4,3,2,0
04/Dec/2016,15:00,Harlequins,32,Newcastle,38,Kingston Park,away,Ian Tempest,70,L,N,15,Sun,Dec,2016,2016-17,2,1,4,3,2,0,6,4,0,0
04/Dec/2016,15:00,Worcester,12,Wasps,26,Sixways,home,Craig Maxwell-Keys,38,L,N,15,Sun,Dec,2016,2016-17,0,0,0,0,4,0,2,2,4,0
04/Dec/2016,15:00,Wasps,26,Worcester,12,Sixways,away,Craig Maxwell-Keys,38,W,N,15,Sun,Dec,2016,2016-17,0,0,2,2,4,0,0,0,4,0
23/Dec/2016,19:45,Northampton,24,Sale,5,Franklin's Gardens,home,Greg Garner,29,W,N,19,Fri,Dec,2016,2016-17,0,0,3,3,1,0,1,0,0,0
23/Dec/2016,19:45,Sale,5,Northampton,24,Franklin's Gardens,away,Greg Garner,29,L,N,19,Fri,Dec,2016,2016-17,0,0,1,0,0,0,3,3,1,0
24/Dec/2016,13:30,Saracens,21,Newcastle,6,Allianz Park,home,Matthew Carley,27,W,N,13,Sat,Dec,2016,2016-17,0,0,2,1,3,0,0,0,2,0
24/Dec/2016,13:30,Newcastle,6,Saracens,21,Allianz Park,away,Matthew Carley,27,L,N,13,Sat,Dec,2016,2016-17,0,0,0,0,2,0,2,1,3,0
24/Dec/2016,14:00,Wasps,40,Bath,26,Ricoh Arena,home,Luke Pearce,66,W,N,14,Sat,Dec,2016,2016-17,1,1,4,4,4,0,4,3,0,0
24/Dec/2016,14:00,Bath,26,Wasps,40,Ricoh Arena,away,Luke Pearce,66,L,N,14,Sat,Dec,2016,2016-17,1,1,4,3,0,0,4,4,4,0
24/Dec/2016,15:00,Exeter,31,Leicester,10,Sandy Park,home,Tom Foley,41,W,N,15,Sat,Dec,2016,2016-17,1,0,4,4,1,0,2,0,0,0
24/Dec/2016,15:00,Leicester,10,Exeter,31,Sandy Park,away,Tom Foley,41,L,N,15,Sat,Dec,2016,2016-17,0,1,2,0,0,0,4,4,1,0
26/Dec/2016,15:00,Bristol,28,Worcester,20,Ashton Gate,home,Wayne Barnes,48,W,N,15,Mon,Dec,2016,2016-17,0,0,3,2,3,0,2,2,2,0
26/Dec/2016,15:00,Worcester,20,Bristol,28,Ashton Gate,away,Wayne Barnes,48,L,N,15,Mon,Dec,2016,2016-17,0,0,2,2,2,0,3,2,3,0
27/Dec/2016,16:00,Harlequins,28,Gloucester,24,Twickenham Stadium,home,JP Doyle,52,W,N,16,Tue,Dec,2016,2016-17,0,1,3,2,3,0,3,3,1,0
27/Dec/2016,16:00,Gloucester,24,Harlequins,28,Twickenham Stadium,away,JP Doyle,52,L,N,16,Tue,Dec,2016,2016-17,1,0,3,3,1,0,3,2,3,0
30/Dec/2016,19:45,Newcastle,30,Wasps,34,Kingston Park,home,Tom Foley,64,L,N,19,Fri,Dec,2016,2016-17,2,1,4,2,2,0,4,4,2,0
30/Dec/2016,19:45,Wasps,34,Newcastle,30,Kingston Park,away,Tom Foley,64,W,N,19,Fri,Dec,2016,2016-17,1,2,4,4,2,0,4,2,2,0
31/Dec/2016,15:00,Bath,11,Exeter,17,Recreation Ground,home,Craig Maxwell-Keys,28,L,N,15,Sat,Dec,2016,2016-17,1,0,1,0,2,0,2,2,1,0
31/Dec/2016,15:00,Exeter,17,Bath,11,Recreation Ground,away,Craig Maxwell-Keys,28,W,N,15,Sat,Dec,2016,2016-17,0,1,2,2,1,0,1,0,2,0
01/Jan/2017,14:30,Sale,23,Bristol,24,AJ Bell Stadium,home,Ian Tempest,47,L,N,14,Sun,Jan,2017,2016-17,1,0,3,1,2,0,3,3,1,0
01/Jan/2017,14:30,Bristol,24,Sale,23,AJ Bell Stadium,away,Ian Tempest,47,W,N,14,Sun,Jan,2017,2016-17,0,1,3,3,1,0,3,1,2,0
01/Jan/2017,15:00,Gloucester,12,Northampton,13,Kingsholm,home,Matthew Carley,25,L,N,15,Sun,Jan,2017,2016-17,1,0,0,0,4,0,1,1,2,0
01/Jan/2017,15:00,Northampton,13,Gloucester,12,Kingsholm,away,Matthew Carley,25,W,N,15,Sun,Jan,2017,2016-17,0,1,1,1,2,0,0,0,4,0
01/Jan/2017,15:00,Leicester,12,Saracens,16,Welford Road,home,JP Doyle,28,L,N,15,Sun,Jan,2017,2016-17,1,0,0,0,4,0,1,1,3,0
01/Jan/2017,15:00,Saracens,16,Leicester,12,Welford Road,away,JP Doyle,28,W,N,15,Sun,Jan,2017,2016-17,0,1,1,1,3,0,0,0,4,0
01/Jan/2017,15:00,Worcester,24,Harlequins,17,Sixways,home,Luke Pearce,41,W,N,15,Sun,Jan,2017,2016-17,0,1,2,1,4,0,2,2,1,0
01/Jan/2017,15:00,Harlequins,17,Worcester,24,Sixways,away,Luke Pearce,41,L,N,15,Sun,Jan,2017,2016-17,1,0,2,2,1,0,2,1,4,0
06/Jan/2017,19:45,Newcastle,24,Bath,22,Kingston Park,home,Greg Garner,46,W,N,19,Fri,Jan,2017,2016-17,0,1,3,3,1,0,3,2,1,0
06/Jan/2017,19:45,Bath,22,Newcastle,24,Kingston Park,away,Greg Garner,46,L,N,19,Fri,Jan,2017,2016-17,1,0,3,2,1,0,3,3,1,0
07/Jan/2017,15:00,Saracens,13,Exeter,13,Allianz Park,home,Ian Tempest,26,D,N,15,Sat,Jan,2017,2016-17,0,0,1,1,2,0,1,1,2,0
07/Jan/2017,15:00,Exeter,13,Saracens,13,Allianz Park,away,Ian Tempest,26,D,N,15,Sat,Jan,2017,2016-17,0,0,1,1,2,0,1,1,2,0
07/Jan/2017,15:00,Northampton,32,Bristol,26,Franklin's Gardens,home,Andrew Jackson,58,W,N,15,Sat,Jan,2017,2016-17,1,1,4,3,1,1,2,2,4,0
07/Jan/2017,15:00,Bristol,26,Northampton,32,Franklin's Gardens,away,Andrew Jackson,58,L,N,15,Sat,Jan,2017,2016-17,1,1,2,2,4,0,4,3,1,1
07/Jan/2017,15:00,Harlequins,29,Sale,26,Twickenham Stoop,home,JP Doyle,55,W,N,15,Sat,Jan,2017,2016-17,0,1,2,2,5,0,3,1,3,0
07/Jan/2017,15:00,Sale,26,Harlequins,29,Twickenham Stoop,away,JP Doyle,55,L,N,15,Sat,Jan,2017,2016-17,1,0,3,1,3,0,2,2,5,0
07/Jan/2017,15:00,Gloucester,55,Worcester,19,Kingsholm,home,Wayne Barnes,74,W,N,15,Sat,Jan,2017,2016-17,1,0,7,7,2,0,3,2,0,0
