,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgHomeScoreByTeamAgainstOpponent,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgAwayScoreByTeamAgainstOpponent,avgHomeLast5Results,avgAwayLast5Results,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent,homeWinPercentage,awayWinPercentage
10,2011-10-29,15:00,Northampton,44,Newcastle,15,Franklin's Gardens,N/A,59,H,Oct,2011,2011-12,23.66,18.72,42.38,21.94,23.01,22.71,26.85,26.85,18.72,18.59,18.7,17.45,15.59,40.66,41.59,41.41,44.3,28.8,27.92,28.27,26.85,39.0,11.25,14.42,16.55,14.0,14.0,26.2,18.2,39.0,14.0,72.72727272727273%,13.636363636363635%
11,2011-05-07,15:00,Bath,42,Newcastle,12,Recreation Ground,Wayne Barnes,54,H,May,2011,2010-11,23.66,18.72,42.38,28.26,23.01,23.46,20.5,22.42,17.96,18.59,18.07,17.64,15.59,46.22,41.59,41.53,38.14,42.0,22.55,20.0,20.5,36.0,13.0,14.42,14.64,18.0,18.0,34.0,18.2,36.0,18.0,66.66666666666666%,13.636363636363635%
12,2012-02-11,14:15,Bath,30,Newcastle,24,Recreation Ground,Dean Richards,54,H,Feb,2012,2011-12,23.66,18.72,42.38,22.33,22.83,22.71,20.5,22.42,17.78,18.33,18.7,17.64,15.59,40.11,41.17,41.41,38.14,30.2,20.75,21.0,20.5,36.0,18.75,18.2,16.55,18.0,18.0,34.0,18.2,36.0,18.0,66.66666666666666%,13.636363636363635%
13,2011-04-02,15:00,Gloucester,34,Newcastle,9,Kingsholm,Dean Richards,43,H,Apr,2011,2010-11,23.66,18.72,42.38,25.1,23.01,23.46,25.88,25.88,22.75,18.59,18.07,18.06,15.59,47.85,41.59,41.53,43.94,25.6,31.5,30.73,25.88,27.0,19.0,14.42,14.64,19.0,19.0,20.2,18.2,27.0,19.0,78.78787878787878%,13.636363636363635%
14,2012-04-14,15:00,Gloucester,20,Newcastle,29,Kingsholm,Tim Wigglesworth,49,A,Apr,2012,2011-12,23.66,18.72,42.38,25.1,22.83,22.71,25.88,25.88,22.75,18.33,18.7,18.06,15.59,47.85,41.17,41.41,43.94,25.6,23.64,25.18,25.88,27.0,19.0,18.2,16.55,19.0,19.0,20.2,18.2,27.0,19.0,78.78787878787878%,13.636363636363635%
15,2010-11-27,15:00,Leicester,44,Newcastle,19,Welford Road,N/A,63,H,Nov,2010,2010-11,23.66,18.72,42.38,21.95,23.75,23.46,28.86,28.79,16.26,18.05,18.07,18.0,15.59,38.21,41.8,41.53,46.86,25.5,37.0,29.69,28.86,43.0,13.5,15.8,14.64,17.0,17.0,37.0,18.2,43.0,17.0,76.31578947368422%,13.636363636363635%
16,2012-02-25,15:00,Leicester,42,Newcastle,15,Welford Road,Greg Garner,57,H,Feb,2012,2011-12,23.66,18.72,42.38,22.33,22.83,22.71,28.86,28.79,17.78,18.33,18.7,18.0,15.59,40.11,41.17,41.41,46.86,29.5,26.38,28.75,28.86,43.0,18.75,18.2,16.55,17.0,17.0,37.0,18.2,43.0,17.0,76.31578947368422%,13.636363636363635%
17,2010-10-02,15:00,Harlequins,23,Newcastle,12,Twickenham Stoop,N/A,35,H,Oct,2010,2010-11,23.66,18.72,42.38,21.94,23.75,23.46,26.55,26.23,18.72,18.05,18.07,16.61,15.59,40.66,41.8,41.53,43.16,24.0,27.33,25.55,26.55,31.0,11.25,15.8,14.64,10.0,10.0,20.4,18.2,31.0,10.0,74.28571428571429%,13.636363636363635%
18,2011-11-27,15:00,Harlequins,39,Newcastle,8,Twickenham Stoop,N/A,47,H,Nov,2011,2011-12,23.66,18.72,42.38,21.95,23.01,22.71,26.55,26.23,16.26,18.59,18.7,16.61,15.59,38.21,41.59,41.41,43.16,35.0,27.45,28.15,26.55,31.0,13.5,14.42,16.55,10.0,10.0,20.4,18.2,31.0,10.0,74.28571428571429%,13.636363636363635%
19,2011-03-27,15:00,Saracens,24,Newcastle,9,Vicarage Road,N/A,33,H,Mar,2011,2010-11,23.66,18.72,42.38,24.96,23.01,23.46,23.61,23.77,18.31,18.59,18.07,13.57,15.59,43.27,41.59,41.53,37.17,24.6,21.64,22.33,23.61,24.5,9.0,14.42,14.64,7.0,7.0,29.0,18.2,24.5,7.0,80.0%,13.636363636363635%
20,2011-10-09,15:00,Saracens,25,Newcastle,5,Vicarage Road,N/A,30,H,Oct,2011,2011-12,23.66,18.72,42.38,21.94,23.01,22.71,23.61,23.77,18.72,18.59,18.7,13.57,15.59,40.66,41.59,41.41,37.17,20.0,21.64,21.18,23.61,24.5,11.25,14.42,16.55,7.0,7.0,29.0,18.2,24.5,7.0,80.0%,13.636363636363635%
21,2012-03-23,19:45,Worcester,19,Newcastle,9,Sixways,N/A,28,H,Mar,2012,2011-12,23.66,18.72,42.38,24.96,22.83,22.71,18.64,18.64,18.31,18.33,18.7,17.59,15.59,43.27,41.17,41.41,36.23,22.0,20.0,16.64,18.64,19.0,9.0,18.2,16.55,9.0,9.0,21.0,18.2,19.0,9.0,50.0%,13.636363636363635%
22,2010-09-17,19:45,Sale,21,Harlequins,17,Edgeley Park,Dave Pearson,38,H,Sep,2010,2010-11,23.66,18.72,42.38,25.85,23.75,23.46,21.29,20.88,19.7,18.05,18.07,22.81,21.21,45.54,41.8,41.53,44.1,25.0,22.5,21.45,21.29,17.33,26.0,19.8,18.27,20.5,23.67,21.8,23.0,17.33,23.67,54.54545454545454%,50.0%
23,2012-05-05,14:00,Sale,10,Harlequins,24,Edgeley Park,Martin Fox,34,A,May,2012,2011-12,23.66,18.72,42.38,28.26,22.83,22.71,21.29,20.88,17.96,18.33,18.7,22.81,21.21,46.22,41.17,41.41,44.1,15.5,19.0,21.0,21.29,17.33,20.0,22.0,19.55,20.5,23.67,21.8,23.0,17.33,23.67,54.54545454545454%,50.0%
24,2013-02-22,20:00,Sale,21,Harlequins,30,Salford City Stadium,Martin Fox,51,A,Feb,2013,2012-13,23.66,18.72,42.38,22.33,26.89,24.81,20.18,20.88,17.78,20.49,19.37,20.27,21.21,40.11,47.38,44.19,40.45,21.0,21.8,20.18,20.18,17.33,17.0,24.33,25.42,30.0,23.67,21.8,23.0,17.33,23.67,54.54545454545454%,50.0%
25,2010-09-04,16:30,Wasps,29,Harlequins,29,Twickenham Stadium,Chris White,58,D,Sep,2010,2010-11,23.66,18.72,42.38,25.85,23.75,23.46,26.23,23.03,19.7,18.05,18.07,22.77,21.21,45.54,41.8,41.53,49.0,33.67,26.6,25.82,26.33,28.33,26.0,19.8,18.27,33.33,31.0,24.6,23.0,28.33,31.0,51.515151515151516%,50.0%
26,2011-12-04,16:00,Wasps,16,Harlequins,22,Adams Park,Dean Richards,38,A,Dec,2011,2011-12,23.66,18.72,42.38,20.06,23.01,22.71,22.7,23.03,18.17,18.59,18.7,20.67,21.21,38.22,41.59,41.41,43.37,21.67,23.64,17.45,22.7,28.33,16.25,19.5,19.55,22.0,31.0,24.6,23.0,28.33,31.0,51.515151515151516%,50.0%
27,2012-09-01,14:00,Wasps,40,Harlequins,42,Twickenham Stadium,N/A,82,A,Sep,2012,2012-13,23.66,18.72,42.38,25.85,22.83,24.81,26.23,23.03,19.7,18.33,19.37,22.77,21.21,45.54,41.17,44.19,49.0,33.67,20.33,25.82,26.33,28.33,26.0,22.0,25.42,33.33,31.0,24.6,23.0,28.33,31.0,51.515151515151516%,50.0%
28,2011-02-26,15:00,London Irish,15,Harlequins,9,Madejski Stadium,N/A,24,H,Feb,2011,2010-11,23.66,18.72,42.38,22.33,23.01,23.46,28.48,28.48,17.78,18.59,18.07,22.68,21.21,40.11,41.59,41.53,51.16,24.0,26.67,26.82,28.48,22.33,17.0,19.5,18.27,20.0,23.0,33.0,23.0,22.33,23.0,60.60606060606061%,50.0%
29,2011-09-03,14:00,London Irish,24,Harlequins,29,Twickenham Stadium,Greg Garner,53,A,Sep,2011,2011-12,23.66,18.72,42.38,25.85,23.01,22.71,26.23,28.48,19.7,18.59,18.7,22.77,21.21,45.54,41.59,41.41,49.0,31.0,26.67,29.18,28.5,22.33,26.0,19.5,19.55,33.33,23.0,33.0,23.0,22.33,23.0,60.60606060606061%,50.0%
30,2012-10-28,14:15,London Irish,28,Harlequins,31,Madejski Stadium,N/A,59,A,Oct,2012,2012-13,23.66,18.72,42.38,21.94,22.83,24.81,28.48,28.48,18.72,18.33,19.37,22.68,21.21,40.66,41.17,44.19,51.16,33.33,27.82,29.45,28.48,22.33,28.0,22.0,25.42,20.0,23.0,33.0,23.0,22.33,23.0,60.60606060606061%,50.0%
31,2011-02-12,15:00,Exeter,20,Harlequins,6,Sandy Park,N/A,26,H,Feb,2011,2010-11,23.66,18.72,42.38,22.33,23.01,23.46,21.88,21.88,17.78,18.59,18.07,15.18,21.21,40.11,41.59,41.53,37.06,20.8,18.0,18.09,21.88,23.67,17.0,19.5,18.27,15.0,15.0,28.4,23.0,23.67,15.0,63.63636363636363%,50.0%
32,2011-12-31,15:45,Exeter,9,Harlequins,11,Sandy Park,N/A,20,A,Dec,2011,2011-12,23.66,18.72,42.38,20.06,23.01,22.71,21.88,21.88,18.17,18.59,18.7,15.18,21.21,38.22,41.59,41.41,37.06,16.5,18.0,18.82,21.88,23.67,16.25,19.5,19.55,15.0,15.0,28.4,23.0,23.67,15.0,63.63636363636363%,50.0%
33,2012-10-06,15:00,Exeter,42,Harlequins,28,Sandy Park,N/A,70,H,Oct,2012,2012-13,23.66,18.72,42.38,21.94,22.83,24.81,21.88,21.88,18.72,18.33,19.37,15.18,21.21,40.66,41.17,44.19,37.06,21.33,24.73,28.73,21.88,23.67,28.0,22.0,25.42,15.0,15.0,28.4,23.0,23.67,15.0,63.63636363636363%,50.0%
34,2011-04-24,15:00,Leeds,3,Harlequins,38,Headingley,Martin Fox,41,A,Apr,2011,2010-11,23.66,18.72,42.38,25.1,23.01,23.46,12.73,12.73,22.75,18.59,18.07,21.18,21.21,47.85,41.59,41.53,33.91,15.0,14.14,12.73,12.73,3.0,31.67,19.5,18.27,38.0,38.0,15.0,23.0,3.0,38.0,27.27272727272727%,50.0%
35,2011-01-01,15:00,Northampton,13,Harlequins,16,Franklin's Gardens,N/A,29,A,Jan,2011,2010-11,23.66,18.72,42.38,20.79,23.01,23.46,26.85,26.85,16.29,18.59,18.07,17.45,21.21,37.07,41.59,41.53,44.3,18.5,27.92,29.18,26.85,15.33,16.67,19.5,18.27,12.33,12.33,26.2,23.0,15.33,12.33,72.72727272727273%,50.0%
36,2012-01-06,19:45,Northampton,24,Harlequins,3,Franklin's Gardens,Dave Pearson,27,H,Jan,2012,2011-12,23.66,18.72,42.38,20.79,22.83,22.71,26.85,26.85,16.29,18.33,18.7,17.45,21.21,37.07,41.17,41.41,44.3,18.5,24.18,28.27,26.85,15.33,16.67,22.0,19.55,12.33,12.33,26.2,23.0,15.33,12.33,72.72727272727273%,50.0%
37,2012-12-22,15:00,Northampton,9,Harlequins,18,Franklin's Gardens,N/A,27,A,Dec,2012,2012-13,23.66,18.72,42.38,20.06,22.83,24.81,26.85,26.85,18.17,18.33,19.37,17.45,21.21,38.22,41.17,44.19,44.3,15.5,24.18,23.09,26.85,15.33,16.25,22.0,25.42,12.33,12.33,26.2,23.0,15.33,12.33,72.72727272727273%,50.0%
38,2011-04-16,14:15,Bath,19,Harlequins,15,Recreation Ground,Dave Pearson,34,H,Apr,2011,2010-11,23.66,18.72,42.38,25.1,23.01,23.46,20.5,22.42,22.75,18.59,18.07,17.64,21.21,47.85,41.59,41.53,38.14,22.25,22.55,20.0,20.5,17.67,31.67,19.5,18.27,20.5,19.67,34.0,23.0,17.67,19.67,66.66666666666666%,50.0%
39,2011-11-05,14:15,Bath,13,Harlequins,26,Recreation Ground,Dean Richards,39,A,Nov,2011,2011-12,23.66,18.72,42.38,21.95,23.01,22.71,20.5,22.42,16.26,18.59,18.7,17.64,21.21,38.21,41.59,41.41,38.14,13.25,22.55,21.0,20.5,17.67,19.0,19.5,19.55,20.5,19.67,34.0,23.0,17.67,19.67,66.66666666666666%,50.0%
40,2012-11-23,19:45,Bath,21,Harlequins,18,The Recreation Ground,N/A,39,H,Nov,2012,2012-13,23.66,18.72,42.38,21.95,22.83,24.81,26.27,22.42,16.26,18.33,19.37,18.82,21.21,38.21,41.17,44.19,45.09,13.25,20.75,26.27,26.27,17.67,19.0,22.0,25.42,18.0,19.67,34.0,23.0,17.67,19.67,66.66666666666666%,50.0%
41,2010-10-23,15:00,Gloucester,33,Harlequins,26,Kingsholm,N/A,59,H,Oct,2010,2010-11,23.66,18.72,42.38,21.94,23.75,23.46,25.88,25.88,18.72,18.05,18.07,18.06,21.21,40.66,41.8,41.53,43.94,24.17,23.0,30.73,25.88,26.33,28.0,19.8,18.27,21.33,21.33,20.2,23.0,26.33,21.33,78.78787878787878%,50.0%
42,2012-02-25,18:00,Gloucester,29,Harlequins,23,Kingsholm,Dave Pearson,52,H,Feb,2012,2011-12,23.66,18.72,42.38,22.33,22.83,22.71,25.88,25.88,17.78,18.33,18.7,18.06,21.21,40.11,41.17,41.41,43.94,27.0,23.64,25.18,25.88,26.33,17.0,22.0,19.55,21.33,21.33,20.2,23.0,26.33,21.33,78.78787878787878%,50.0%
43,2013-03-29,19:45,Gloucester,17,Harlequins,15,Kingsholm,JP Doyle,32,H,Mar,2013,2012-13,23.66,18.72,42.38,24.96,26.89,24.81,25.88,25.88,18.31,20.49,19.37,18.06,21.21,43.27,47.38,44.19,43.94,23.25,20.2,21.73,25.88,26.33,15.6,24.33,25.42,21.33,21.33,20.2,23.0,26.33,21.33,78.78787878787878%,50.0%
44,2010-11-19,19:45,Leicester,18,Harlequins,13,Welford Road,N/A,31,H,Nov,2010,2010-11,23.66,18.72,42.38,21.95,23.75,23.46,28.86,28.79,16.26,18.05,18.07,18.0,21.21,38.21,41.8,41.53,46.86,25.5,37.0,29.69,28.86,19.5,19.0,19.8,18.27,19.5,19.5,37.0,23.0,20.0,21.67,76.31578947368422%,50.0%
45,2011-10-08,16:45,Leicester,18,Harlequins,27,Welford Road,N/A,45,A,Oct,2011,2011-12,23.66,18.72,42.38,21.94,23.01,22.71,28.86,28.79,18.72,18.59,18.7,18.0,21.21,40.66,41.59,41.41,46.86,19.5,24.08,28.75,28.86,19.5,28.0,19.5,19.55,19.5,19.5,37.0,23.0,20.0,21.67,76.31578947368422%,50.0%
46,2012-09-22,17:30,Leicester,9,Harlequins,22,Welford Road,N/A,31,A,Sep,2012,2012-13,23.66,18.72,42.38,25.85,22.83,24.81,28.86,28.79,19.7,18.33,19.37,18.0,21.21,45.54,41.17,44.19,46.86,30.14,26.38,27.92,28.86,19.5,26.0,22.0,25.42,19.5,19.5,37.0,23.0,20.0,21.67,76.31578947368422%,50.0%
47,2013-05-11,15:00,Leicester,33,Harlequins,16,Welford Road,Greg Garner,49,H,May,2013,2012-13,23.66,18.72,42.38,28.26,26.89,24.81,28.86,28.79,17.96,20.49,19.37,18.0,21.21,46.22,47.38,44.19,46.86,26.88,34.29,27.92,28.86,19.5,20.0,24.33,25.42,19.5,19.5,37.0,23.0,20.0,21.67,76.31578947368422%,50.0%
48,2010-12-05,15:00,Saracens,26,Harlequins,14,Vicarage Road,N/A,40,H,Dec,2010,2010-11,23.66,18.72,42.38,20.06,23.75,23.46,23.61,23.77,18.17,18.05,18.07,13.57,21.21,38.22,41.8,41.53,37.17,19.8,21.0,22.33,23.61,24.0,16.25,19.8,18.27,14.0,16.67,29.0,23.0,24.0,16.67,80.0%,50.0%
49,2012-03-31,15:00,Saracens,19,Harlequins,24,Wembley Stadium,Greg Garner,43,A,Mar,2012,2011-12,23.66,18.72,42.38,24.96,22.83,22.71,13.67,23.77,18.31,18.33,18.7,13.0,21.21,43.27,41.17,41.41,26.67,24.6,23.64,21.18,13.67,24.0,15.6,22.0,19.55,24.0,16.67,29.0,23.0,24.0,16.67,80.0%,50.0%
50,2013-03-24,14:00,Saracens,27,Harlequins,12,Allianz Park,Greg Garner,39,H,Mar,2013,2012-13,23.66,18.72,42.38,24.96,26.89,24.81,29.33,23.77,18.31,20.49,19.37,15.83,21.21,43.27,47.38,44.19,45.17,24.6,29.71,27.58,29.33,24.0,15.6,24.33,25.42,12.0,16.67,29.0,23.0,24.0,16.67,80.0%,50.0%
51,2011-09-24,15:00,Worcester,15,Harlequins,17,Sixways,Chris White,32,A,Sep,2011,2011-12,23.66,18.72,42.38,25.85,23.01,22.71,18.64,18.64,19.7,18.59,18.7,17.59,21.21,45.54,41.59,41.41,36.23,19.67,14.17,16.64,18.64,20.5,26.0,19.5,19.55,29.5,29.5,21.0,23.0,20.5,29.5,50.0%,50.0%
52,2013-04-20,15:00,Worcester,26,Harlequins,42,Sixways,Martin Fox,68,A,Apr,2013,2012-13,23.66,18.72,42.38,25.1,26.89,24.81,18.64,18.64,22.75,20.49,19.37,17.59,21.21,47.85,47.38,44.19,36.23,22.67,21.0,20.64,18.64,20.5,31.67,24.33,25.42,29.5,29.5,21.0,23.0,20.5,29.5,50.0%,50.0%
53,2011-03-04,20:00,Newcastle,33,Harlequins,18,Kingston Park,N/A,51,H,Mar,2011,2010-11,23.66,18.72,42.38,24.96,23.01,23.46,16.73,16.73,18.31,18.59,18.07,19.5,21.21,43.27,41.59,41.53,36.23,21.33,18.38,18.09,16.73,21.0,15.6,19.5,18.27,13.5,13.5,12.6,23.0,21.0,13.5,31.818181818181817%,50.0%
54,2012-03-02,19:45,Newcastle,9,Harlequins,9,Kingston Park,Andrew Small,18,D,Mar,2012,2011-12,23.66,18.72,42.38,24.96,22.83,22.71,16.73,16.73,18.31,18.33,18.7,19.5,21.21,43.27,41.17,41.41,36.23,21.33,12.6,15.36,16.73,21.0,15.6,22.0,19.55,13.5,13.5,12.6,23.0,21.0,13.5,31.818181818181817%,50.0%
55,2013-01-06,15:00,London Welsh,26,Harlequins,31,Kassam Stadium,Llyr Apgeraint-Roberts,57,A,Jan,2013,2012-13,23.66,18.72,42.38,20.79,26.89,24.81,20.91,20.91,16.29,20.49,19.37,25.73,21.21,37.07,47.38,44.19,46.64,26.0,24.5,20.91,20.91,26.0,16.67,24.33,25.42,31.0,31.0,22.6,23.0,26.0,31.0,36.36363636363637%,50.0%
56,2010-10-01,19:45,Sale,24,Wasps,25,Edgeley Park,N/A,49,A,Oct,2010,2010-11,23.66,18.72,42.38,21.94,23.75,23.46,21.29,20.88,18.72,18.05,18.07,22.81,16.33,40.66,41.8,41.53,44.1,14.5,22.5,21.45,21.29,30.33,16.5,16.0,12.82,29.5,26.33,21.8,19.0,30.33,26.33,54.54545454545454%,21.21212121212121%
57,2012-02-24,19:45,Sale,46,Wasps,34,Edgeley Park,Sean Davey,80,H,Feb,2012,2011-12,23.66,18.72,42.38,22.33,22.83,22.71,21.29,20.88,17.78,18.33,18.7,22.81,16.33,40.11,41.17,41.41,44.1,21.0,19.0,21.0,21.29,30.33,20.5,20.09,15.55,29.5,26.33,21.8,19.0,30.33,26.33,54.54545454545454%,21.21212121212121%
58,2013-05-04,15:00,Sale,21,Wasps,20,Salford City Stadium,Dean Richards,41,H,May,2013,2012-13,23.66,18.72,42.38,28.26,26.89,24.81,20.18,20.88,17.96,20.49,19.37,20.27,16.33,46.22,47.38,44.19,40.45,15.5,21.8,20.18,20.18,30.33,14.0,19.0,20.64,20.0,26.33,21.8,19.0,30.33,26.33,54.54545454545454%,21.21212121212121%
59,2011-04-03,15:00,London Irish,25,Wasps,12,Madejski Stadium,Chris White,37,H,Apr,2011,2010-11,23.66,18.72,42.38,25.1,23.01,23.46,28.48,28.48,22.75,18.59,18.07,22.68,16.33,47.85,41.59,41.53,51.16,27.75,26.67,26.82,28.48,25.33,14.25,11.55,12.82,16.0,16.0,33.0,19.0,25.33,16.0,60.60606060606061%,21.21212121212121%
60,2011-11-26,15:00,London Irish,21,Wasps,17,Madejski Stadium,Sean Davey,38,H,Nov,2011,2011-12,23.66,18.72,42.38,21.95,23.01,22.71,28.48,28.48,16.26,18.59,18.7,22.68,16.33,38.21,41.59,41.41,51.16,22.0,26.67,29.18,28.48,25.33,17.33,11.55,15.55,16.0,16.0,33.0,19.0,25.33,16.0,60.60606060606061%,21.21212121212121%
61,2013-02-24,15:00,London Irish,30,Wasps,19,Madejski Stadium,Tim Wigglesworth,49,H,Feb,2013,2012-13,23.66,18.72,42.38,22.33,26.89,24.81,28.48,28.48,17.78,20.49,19.37,22.68,16.33,40.11,47.38,44.19,51.16,24.0,33.0,29.45,28.48,25.33,20.5,19.0,20.64,16.0,16.0,33.0,19.0,25.33,16.0,60.60606060606061%,21.21212121212121%
62,2011-05-07,15:00,Exeter,21,Wasps,8,Sandy Park,Llyr Apgeraint-Roberts,29,H,May,2011,2010-11,23.66,18.72,42.38,28.26,23.01,23.46,21.88,21.88,17.96,18.59,18.07,15.18,16.33,46.22,41.59,41.53,37.06,30.5,18.0,18.09,21.88,24.0,14.0,11.55,12.82,14.0,14.0,28.4,19.0,24.0,14.0,63.63636363636363%,21.21212121212121%
63,2011-09-25,15:00,Exeter,21,Wasps,11,Sandy Park,Martin Fox,32,H,Sep,2011,2011-12,23.66,18.72,42.38,25.85,23.01,22.71,21.88,21.88,19.7,18.59,18.7,15.18,16.33,45.54,41.59,41.41,37.06,25.67,18.0,18.82,21.88,24.0,17.0,11.55,15.55,14.0,14.0,28.4,19.0,24.0,14.0,63.63636363636363%,21.21212121212121%
64,2012-12-01,17:30,Exeter,30,Wasps,23,Sandy Park,N/A,53,H,Dec,2012,2012-13,23.66,18.72,42.38,20.06,22.83,24.81,21.88,21.88,18.17,18.33,19.37,15.18,16.33,38.22,41.17,44.19,37.06,16.5,24.73,28.73,21.88,24.0,18.25,20.09,20.64,14.0,14.0,28.4,19.0,24.0,14.0,63.63636363636363%,21.21212121212121%
