,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgHomeScoreByTeamAgainstOpponent,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgAwayScoreByTeamAgainstOpponent,avgHomeLast5Results,avgAwayLast5Results,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent,homeWinPercentage,awayWinPercentage
0,2010-09-03,19:45,Sale,35,Newcastle,18,Edgeley Park,Dean Richards,53,H,Sep,2010,2010-11,25.43,20.61,46.04,26.76,23.75,23.46,21.29,24.05,21.81,18.05,18.07,22.81,17.11,48.56,41.8,41.53,44.1,24.65,22.5,21.45,21.29,24.9,18.67,15.8,14.64,18.5,18.2,28.4,26.4,28.67,16.67,65.9090909090909%,21.818181818181817%
1,2011-12-26,14:30,Sale,27,Newcastle,19,Edgeley Park,Dave Pearson,46,H,Dec,2011,2011-12,25.43,20.61,46.04,23.93,23.01,22.71,21.29,24.05,19.73,18.59,18.7,22.81,17.11,43.66,41.59,41.41,44.1,23.0,21.62,21.0,21.29,24.9,16.45,14.42,16.55,18.5,18.2,28.4,26.4,28.67,16.67,65.9090909090909%,21.818181818181817%
2,2013-09-13,20:00,Sale,14,Newcastle,15,Salford City Stadium,Luke Pearce,29,A,Sep,2013,2013-14,25.43,20.61,46.04,26.76,23.78,22.18,19.32,24.05,21.81,18.95,19.22,18.77,17.11,48.56,42.72,41.4,38.09,24.65,20.45,18.45,19.32,24.9,18.67,7.17,13.27,15.0,18.2,28.4,26.4,28.67,16.67,65.9090909090909%,21.818181818181817%
3,2015-05-09,14:00,Sale,34,Newcastle,28,AJ Bell Stadium,Matthew Carley,62,H,May,2015,2014-15,25.43,20.61,46.04,29.94,25.84,27.21,25.93,24.05,22.83,20.54,20.83,18.16,17.11,52.77,46.38,48.04,44.09,24.56,22.0,26.27,25.93,24.9,19.11,21.5,21.18,18.57,18.2,28.4,26.4,28.67,16.67,65.9090909090909%,21.818181818181817%
4,2015-11-28,14:30,Sale,15,Newcastle,15,AJ Bell Stadium,Craig Maxwell-Keys,30,D,Nov,2015,2015-16,25.43,20.61,46.04,22.67,25.84,23.9,25.93,24.05,18.22,20.54,19.54,18.16,17.11,40.89,46.38,43.44,44.09,21.47,22.0,24.55,25.93,24.9,12.67,21.5,15.0,18.57,18.2,28.4,26.4,28.67,16.67,65.9090909090909%,21.818181818181817%
5,2017-02-10,20:15,Sale,26,Newcastle,24,AJ Bell Stadium,Craig Maxwell-Keys,50,H,Feb,2017,2016-17,25.43,20.61,46.04,24.06,27.61,26.22,25.93,24.05,19.15,21.88,21.22,18.16,17.11,43.21,49.49,47.44,44.09,23.26,26.58,21.82,25.93,24.9,15.47,20.09,14.82,18.57,18.2,28.4,26.4,28.67,16.67,65.9090909090909%,21.818181818181817%
6,2017-09-08,19:45,Sale,12,Newcastle,13,AJ Bell Stadium,Andrew Jackson,25,A,Sep,2017,2017-18,25.43,20.61,46.04,26.76,27.61,26.46,25.93,24.05,21.81,21.88,22.11,18.16,17.11,48.56,49.49,48.57,44.09,24.65,26.58,26.64,25.93,24.9,18.67,20.09,18.25,18.57,18.2,28.4,26.4,28.67,16.67,65.9090909090909%,21.818181818181817%
7,2018-10-06,15:00,Sale,20,Newcastle,7,AJ Bell Stadium,Tom Foley,27,H,Oct,2018,2018-19,25.43,20.61,46.04,24.48,26.3,26.84,25.93,24.05,19.58,22.3,21.13,18.16,17.11,44.06,48.6,47.97,44.09,19.08,23.1,22.64,25.93,24.9,14.54,17.42,17.73,18.57,18.2,28.4,26.4,28.67,16.67,65.9090909090909%,21.818181818181817%
8,2021-03-05,20:00,Sale,31,Newcastle,16,AJ Bell Stadium,Andrew Jackson,47,H,Mar,2021,2020-21,25.43,20.61,46.04,25.91,27.48,26.85,25.93,24.05,20.79,23.14,22.77,18.16,17.11,46.7,50.62,49.62,44.09,25.93,26.92,28.36,25.93,24.9,17.54,18.25,18.44,18.57,18.2,28.4,26.4,28.67,16.67,65.9090909090909%,21.818181818181817%
9,2022-04-29,19:45,Sale,35,Newcastle,27,AJ Bell Stadium,Jack Makepeace,62,H,Apr,2022,2021-22,25.43,20.61,46.04,26.81,28.16,27.83,25.93,24.05,23.7,23.53,23.63,18.16,17.11,50.51,51.69,51.46,44.09,23.31,29.88,27.67,25.93,24.9,22.0,21.86,21.0,18.57,18.2,28.4,26.4,28.67,16.67,65.9090909090909%,21.818181818181817%
10,2011-02-12,12:30,London Irish,23,Newcastle,14,Madejski Stadium,N/A,37,H,Feb,2011,2010-11,25.43,20.61,46.04,24.06,23.01,23.46,23.59,23.79,19.15,18.59,18.07,24.28,17.11,43.21,41.59,41.53,47.87,21.93,26.67,26.82,23.59,30.0,15.47,14.42,14.64,18.5,19.25,30.6,26.4,29.67,21.0,41.284403669724774%,21.818181818181817%
11,2011-09-24,15:00,London Irish,46,Newcastle,29,Madejski Stadium,N/A,75,H,Sep,2011,2011-12,25.43,20.61,46.04,26.76,23.01,22.71,23.59,23.79,21.81,18.59,18.7,24.28,17.11,48.56,41.59,41.41,47.87,27.4,26.67,29.18,23.59,30.0,18.67,14.42,16.55,18.5,19.25,30.6,26.4,29.67,21.0,41.284403669724774%,21.818181818181817%
12,2014-04-13,15:00,London Irish,40,Newcastle,12,Madejski Stadium,Luke Pearce,52,H,Apr,2014,2013-14,25.43,20.61,46.04,26.81,25.03,22.18,23.59,23.79,23.7,20.78,19.22,24.28,17.11,50.51,45.81,41.4,47.87,22.27,21.55,20.73,23.59,30.0,22.0,18.2,13.27,18.5,19.25,30.6,26.4,29.67,21.0,41.284403669724774%,21.818181818181817%
13,2015-03-28,15:00,London Irish,22,Newcastle,21,Madejski Stadium,Greg Garner,43,H,Mar,2015,2014-15,25.43,20.61,46.04,25.91,25.84,27.21,23.59,23.79,20.79,20.54,20.83,24.28,17.11,46.7,46.38,48.04,47.87,27.86,21.22,21.45,23.59,30.0,17.54,21.5,21.18,18.5,19.25,30.6,26.4,29.67,21.0,41.284403669724774%,21.818181818181817%
14,2016-01-10,13:00,London Irish,20,Newcastle,15,Madejski Stadium,JP Doyle,35,H,Jan,2016,2015-16,25.43,20.61,46.04,23.57,24.56,23.9,23.59,23.79,19.12,19.5,19.54,24.28,17.11,42.69,44.06,43.44,47.87,24.0,19.14,18.55,23.59,30.0,16.83,13.08,15.0,18.5,19.25,30.6,26.4,29.67,21.0,41.284403669724774%,21.818181818181817%
15,2017-12-30,15:00,London Irish,15,Newcastle,20,Madejski Stadium,Tom Foley,35,A,Dec,2017,2017-18,25.43,20.61,46.04,23.93,27.61,26.46,23.59,23.79,19.73,21.88,22.11,24.28,17.11,43.66,49.49,48.57,47.87,20.1,22.83,19.64,23.59,30.0,16.45,20.09,18.25,18.5,19.25,30.6,26.4,29.67,21.0,41.284403669724774%,21.818181818181817%
16,2021-01-31,14:30,London Irish,31,Newcastle,22,Brentford Community Stadium,Matthew Carley,53,H,Jan,2021,2020-21,25.43,20.61,46.04,23.57,27.48,26.85,27.43,23.79,19.12,23.14,22.77,27.67,17.11,42.69,50.62,49.62,55.1,24.0,28.46,25.7,27.43,30.0,16.83,18.25,18.44,21.5,19.25,30.6,26.4,29.67,21.0,41.284403669724774%,21.818181818181817%
17,2021-12-04,15:00,London Irish,43,Newcastle,21,Brentford Community Stadium,Craig Maxwell-Keys,64,H,Dec,2021,2021-22,25.43,20.61,46.04,23.93,27.48,27.83,27.43,23.79,19.73,23.14,23.63,27.67,17.11,43.66,50.62,51.46,55.1,20.1,28.46,29.0,27.43,30.0,16.45,18.25,21.0,21.5,19.25,30.6,26.4,29.67,21.0,41.284403669724774%,21.818181818181817%
18,2011-01-02,14:45,Wasps,33,Newcastle,16,Adams Park,N/A,49,H,Jan,2011,2010-11,25.43,20.61,46.04,23.57,23.01,23.46,23.95,27.9,19.12,18.59,18.07,20.6,17.11,42.69,41.59,41.53,44.56,24.43,23.64,25.82,23.95,26.5,16.83,14.42,14.64,21.5,18.1,28.4,26.4,21.0,23.67,62.96296296296296%,21.818181818181817%
19,2012-05-05,14:00,Wasps,10,Newcastle,14,Adams Park,Wayne Barnes,24,A,May,2012,2011-12,25.43,20.61,46.04,29.94,22.83,22.71,23.95,27.9,22.83,18.33,18.7,20.6,17.11,52.77,41.17,41.41,44.56,25.11,20.33,17.45,23.95,26.5,19.11,18.2,16.55,21.5,18.1,28.4,26.4,21.0,23.67,62.96296296296296%,21.818181818181817%
