,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgHomeScoreByTeamAgainstOpponent,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgAwayScoreByTeamAgainstOpponent,avgHomeLast5Results,avgAwayLast5Results,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent,homeWinPercentage,awayWinPercentage
21,2010-11-27,15:00,Leicester,44,Newcastle,19,Welford Road,N/A,63,H,Nov,2010,2010-11,24.08,19.24,43.32,21.23,23.75,23.46,27.45,27.45,17.49,18.05,18.07,17.4,16.41,38.73,41.8,41.53,44.84,22.12,37.0,29.69,27.45,38.25,8.8,15.8,14.64,14.25,14.25,26.2,24.6,36.33,12.67,76.66666666666667%,13.636363636363635%
22,2012-02-25,15:00,Leicester,42,Newcastle,15,Welford Road,Greg Garner,57,H,Feb,2012,2011-12,24.08,19.24,43.32,21.59,22.83,22.71,27.45,27.45,18.08,18.33,18.7,17.4,16.41,39.67,41.17,41.41,44.84,25.0,26.38,28.75,27.45,38.25,16.12,18.2,16.55,14.25,14.25,26.2,24.6,36.33,12.67,76.66666666666667%,13.636363636363635%
23,2013-09-21,15:00,Leicester,31,Newcastle,6,Welford Road,David Rose,37,H,Sep,2013,2013-14,24.08,19.24,43.32,25.53,23.78,22.18,27.45,27.45,20.55,18.95,19.22,17.4,16.41,46.08,42.72,41.4,44.84,29.91,29.85,26.27,27.45,38.25,16.88,7.17,13.27,14.25,14.25,26.2,24.6,36.33,12.67,76.66666666666667%,13.636363636363635%
24,2014-09-06,15:00,Leicester,36,Newcastle,17,Welford Road,Luke Pearce,53,H,Sep,2014,2014-15,24.08,19.24,43.32,25.53,25.03,27.21,27.45,27.45,20.55,20.78,20.83,17.4,16.41,46.08,45.81,48.04,44.84,29.91,25.7,24.0,27.45,38.25,16.88,18.2,21.18,14.25,14.25,26.2,24.6,36.33,12.67,76.66666666666667%,13.636363636363635%
25,2011-04-02,15:00,Gloucester,34,Newcastle,9,Kingsholm,Dean Richards,43,H,Apr,2011,2010-11,24.08,19.24,43.32,25.81,23.01,23.46,25.82,25.82,23.31,18.59,18.07,20.71,16.41,49.11,41.59,41.53,46.53,26.71,31.5,30.73,25.82,34.0,22.5,14.42,14.64,27.75,27.75,36.4,24.6,34.0,34.0,67.27272727272727%,13.636363636363635%
26,2012-04-14,15:00,Gloucester,20,Newcastle,29,Kingsholm,Tim Wigglesworth,49,A,Apr,2012,2011-12,24.08,19.24,43.32,25.81,22.83,22.71,25.82,25.82,23.31,18.33,18.7,20.71,16.41,49.11,41.17,41.41,46.53,26.71,23.64,25.18,25.82,34.0,22.5,18.2,16.55,27.75,27.75,36.4,24.6,34.0,34.0,67.27272727272727%,13.636363636363635%
27,2014-03-22,15:00,Gloucester,40,Newcastle,33,Kingsholm,Wayne Barnes,73,H,Mar,2014,2013-14,24.08,19.24,43.32,25.22,25.03,22.18,25.82,25.82,18.77,20.78,19.22,20.71,16.41,43.99,45.81,41.4,46.53,27.67,24.64,21.91,25.82,34.0,18.0,18.2,13.27,27.75,27.75,36.4,24.6,34.0,34.0,67.27272727272727%,13.636363636363635%
28,2015-04-25,15:00,Gloucester,42,Newcastle,40,Kingsholm,Ian Tempest,82,H,Apr,2015,2014-15,24.08,19.24,43.32,25.81,27.81,27.21,25.82,25.82,23.31,21.01,20.83,20.71,16.41,49.11,48.83,48.04,46.53,26.71,36.4,29.55,25.82,34.0,22.5,25.67,21.18,27.75,27.75,36.4,24.6,34.0,34.0,67.27272727272727%,13.636363636363635%
29,2011-05-07,15:00,Bath,42,Newcastle,12,Recreation Ground,Wayne Barnes,54,H,May,2011,2010-11,24.08,19.24,43.32,29.95,23.01,23.46,20.5,24.49,21.45,18.59,18.07,17.64,16.41,51.39,41.59,41.53,38.14,34.8,22.55,20.0,20.5,29.75,23.0,14.42,14.64,18.0,14.0,33.6,24.6,25.67,14.67,71.9298245614035%,13.636363636363635%
30,2012-02-11,14:15,Bath,30,Newcastle,24,Recreation Ground,Dean Richards,54,H,Feb,2012,2011-12,24.08,19.24,43.32,21.59,22.83,22.71,20.5,24.49,18.08,18.33,18.7,17.64,16.41,39.67,41.17,41.41,38.14,25.56,20.75,21.0,20.5,29.75,16.12,18.2,16.55,18.0,14.0,33.6,24.6,25.67,14.67,71.9298245614035%,13.636363636363635%
31,2014-02-08,15:00,Bath,24,Newcastle,6,The Recreation Ground,Tim Wigglesworth,30,H,Feb,2014,2013-14,24.08,19.24,43.32,21.59,25.03,22.18,27.32,24.49,18.08,20.78,19.22,16.5,16.41,39.67,45.81,41.4,43.82,25.56,27.17,21.64,27.32,29.75,16.12,18.2,13.27,10.0,14.0,33.6,24.6,25.67,14.67,71.9298245614035%,13.636363636363635%
32,2014-11-15,17:00,Bath,23,Newcastle,14,The Recreation Ground,Ian Tempest,37,H,Nov,2014,2014-15,24.08,19.24,43.32,21.23,25.03,27.21,27.32,24.49,17.49,20.78,20.83,16.5,16.41,38.73,45.81,48.04,43.82,17.43,27.17,32.15,27.32,29.75,8.8,18.2,21.18,10.0,14.0,33.6,24.6,25.67,14.67,71.9298245614035%,13.636363636363635%
33,2010-10-02,15:00,Harlequins,23,Newcastle,12,Twickenham Stoop,N/A,35,H,Oct,2010,2010-11,24.08,19.24,43.32,22.89,23.75,23.46,24.45,24.37,17.56,18.05,18.07,16.92,16.41,40.45,41.8,41.53,41.37,28.67,27.33,25.55,24.45,23.75,14.0,15.8,14.64,10.25,10.25,26.8,24.6,24.0,9.67,71.9298245614035%,13.636363636363635%
34,2011-11-27,15:00,Harlequins,39,Newcastle,8,Twickenham Stoop,N/A,47,H,Nov,2011,2011-12,24.08,19.24,43.32,21.23,23.01,22.71,24.45,24.37,17.49,18.59,18.7,16.92,16.41,38.73,41.59,41.41,41.37,29.83,27.45,28.15,24.45,23.75,8.8,14.42,16.55,10.25,10.25,26.8,24.6,24.0,9.67,71.9298245614035%,13.636363636363635%
35,2014-02-15,15:00,Harlequins,18,Newcastle,14,Twickenham Stoop,JP Doyle,32,H,Feb,2014,2013-14,24.08,19.24,43.32,21.59,25.03,22.18,24.45,24.37,18.08,20.78,19.22,16.92,16.41,39.67,45.81,41.4,41.37,19.75,20.5,18.82,24.45,23.75,16.12,18.2,13.27,10.25,10.25,26.8,24.6,24.0,9.67,71.9298245614035%,13.636363636363635%
36,2014-12-20,15:00,Harlequins,15,Newcastle,7,Twickenham Stoop,Matthew Carley,22,H,Dec,2014,2014-15,24.08,19.24,43.32,21.97,25.03,27.21,24.45,24.37,17.85,20.78,20.83,16.92,16.41,39.82,45.81,48.04,41.37,21.17,20.5,24.0,24.45,23.75,9.67,18.2,21.18,10.25,10.25,26.8,24.6,24.0,9.67,71.9298245614035%,13.636363636363635%
37,2011-03-27,15:00,Saracens,24,Newcastle,9,Vicarage Road,N/A,33,H,Mar,2011,2010-11,24.08,19.24,43.32,25.22,23.01,23.46,23.61,27.29,18.77,18.59,18.07,13.57,16.41,43.99,41.59,41.53,37.17,29.14,21.64,22.33,23.61,27.75,18.0,14.42,14.64,7.0,8.5,28.0,24.6,29.0,8.33,82.75862068965517%,13.636363636363635%
38,2011-10-09,15:00,Saracens,25,Newcastle,5,Vicarage Road,N/A,30,H,Oct,2011,2011-12,24.08,19.24,43.32,22.89,23.01,22.71,23.61,27.29,17.56,18.59,18.7,13.57,16.41,40.45,41.59,41.41,37.17,21.4,21.64,21.18,23.61,27.75,14.0,14.42,16.55,7.0,8.5,28.0,24.6,29.0,8.33,82.75862068965517%,13.636363636363635%
39,2013-11-03,15:00,Saracens,40,Newcastle,3,Allianz Park,Matthew Carley,43,H,Nov,2013,2013-14,24.08,19.24,43.32,21.23,23.78,22.18,31.23,27.29,17.49,18.95,19.22,16.0,16.41,38.73,42.72,41.4,47.23,28.0,31.92,32.08,31.23,27.75,8.8,7.17,13.27,10.0,8.5,28.0,24.6,29.0,8.33,82.75862068965517%,13.636363636363635%
40,2015-02-28,15:00,Saracens,22,Newcastle,17,Allianz Park,Andrew Small,39,H,Feb,2015,2014-15,24.08,19.24,43.32,21.59,27.81,27.21,31.23,27.29,18.08,21.01,20.83,16.0,16.41,39.67,48.83,48.04,47.23,25.86,27.0,33.27,31.23,27.75,16.12,25.67,21.18,10.0,8.5,28.0,24.6,29.0,8.33,82.75862068965517%,13.636363636363635%
41,2012-03-23,19:45,Worcester,19,Newcastle,9,Sixways,N/A,28,H,Mar,2012,2011-12,24.08,19.24,43.32,25.22,22.83,22.71,17.64,17.64,18.77,18.33,18.7,20.15,16.41,43.99,41.17,41.41,37.79,19.25,20.0,16.64,17.64,15.0,18.0,18.2,16.55,12.5,12.5,21.2,24.6,15.0,12.5,36.36363636363637%,13.636363636363635%
42,2013-10-05,15:00,Worcester,11,Newcastle,16,Sixways,Martin Fox,27,A,Oct,2013,2013-14,24.08,19.24,43.32,22.89,23.78,22.18,17.64,17.64,17.56,18.95,19.22,20.15,16.41,40.45,42.72,41.4,37.79,15.33,15.55,15.64,17.64,15.0,14.0,7.17,13.27,12.5,12.5,21.2,24.6,15.0,12.5,36.36363636363637%,13.636363636363635%
43,2014-10-11,14:30,London Welsh,3,Newcastle,23,Kassam Stadium,Wayne Barnes,26,A,Oct,2014,2014-15,24.08,19.24,43.32,22.89,25.03,27.21,15.59,15.59,17.56,20.78,20.83,33.45,16.41,40.45,45.81,48.04,49.05,13.0,6.4,10.27,15.59,3.0,14.0,18.2,21.18,23.0,23.0,13.6,24.6,3.0,23.0,18.181818181818183%,13.636363636363635%
44,2010-09-17,19:45,Sale,21,Harlequins,17,Edgeley Park,Dave Pearson,38,H,Sep,2010,2010-11,24.08,19.24,43.32,25.53,23.75,23.46,21.29,21.47,20.55,18.05,18.07,22.81,20.14,46.08,41.8,41.53,44.1,25.6,22.5,21.45,21.29,17.4,24.2,19.8,18.27,20.5,24.6,22.8,15.8,18.67,27.33,58.18181818181818%,47.368421052631575%
45,2012-05-05,14:00,Sale,10,Harlequins,24,Edgeley Park,Martin Fox,34,A,May,2012,2011-12,24.08,19.24,43.32,29.95,22.83,22.71,21.29,21.47,21.45,18.33,18.7,22.81,20.14,51.39,41.17,41.41,44.1,21.75,19.0,21.0,21.29,17.4,21.6,22.0,19.55,20.5,24.6,22.8,15.8,18.67,27.33,58.18181818181818%,47.368421052631575%
46,2013-02-22,20:00,Sale,21,Harlequins,30,Salford City Stadium,Martin Fox,51,A,Feb,2013,2012-13,24.08,19.24,43.32,21.59,23.78,24.81,19.32,21.47,18.08,18.95,19.37,18.77,20.14,39.67,42.72,44.19,38.09,19.33,20.45,20.18,19.32,17.4,15.29,22.75,25.42,28.5,24.6,22.8,15.8,18.67,27.33,58.18181818181818%,47.368421052631575%
47,2014-04-11,20:00,Sale,12,Harlequins,27,Salford City Stadium,Wayne Barnes,39,A,Apr,2014,2013-14,24.08,19.24,43.32,25.81,25.03,22.18,19.32,21.47,23.31,20.78,19.22,18.77,20.14,49.11,45.81,41.4,38.09,23.29,23.82,18.45,19.32,17.4,29.4,17.91,20.58,28.5,24.6,22.8,15.8,18.67,27.33,58.18181818181818%,47.368421052631575%
48,2015-04-25,14:00,Sale,23,Harlequins,25,AJ Bell Stadium,Wayne Barnes,48,A,Apr,2015,2014-15,24.08,19.24,43.32,25.81,27.81,27.21,26.27,21.47,23.31,21.01,20.83,16.18,20.14,49.11,48.83,48.04,42.45,23.29,22.8,26.27,26.27,17.4,29.4,17.17,16.36,25.0,24.6,22.8,15.8,18.67,27.33,58.18181818181818%,47.368421052631575%
49,2010-09-04,16:30,Wasps,29,Harlequins,29,Twickenham Stadium,Chris White,58,D,Sep,2010,2010-11,24.08,19.24,43.32,25.53,23.75,23.46,25.05,25.35,20.55,18.05,18.07,23.62,20.14,46.08,41.8,41.53,48.67,30.4,26.6,25.82,26.4,27.4,24.2,19.8,18.27,27.2,23.0,28.6,15.8,30.67,21.33,56.36363636363636%,47.368421052631575%
50,2011-12-04,16:00,Wasps,16,Harlequins,22,Adams Park,Dean Richards,38,A,Dec,2011,2011-12,24.08,19.24,43.32,21.97,23.01,22.71,23.95,25.35,17.85,18.59,18.7,20.6,20.14,39.82,41.59,41.41,44.56,25.6,23.64,17.45,23.95,27.4,17.17,19.5,19.55,22.0,23.0,28.6,15.8,30.67,21.33,56.36363636363636%,47.368421052631575%
51,2012-09-01,14:00,Wasps,40,Harlequins,42,Twickenham Stadium,N/A,82,A,Sep,2012,2012-13,24.08,19.24,43.32,25.53,22.83,24.81,25.05,25.35,20.55,18.33,19.37,23.62,20.14,46.08,41.17,44.19,48.67,30.4,20.33,25.82,26.4,27.4,24.2,22.0,25.42,27.2,23.0,28.6,15.8,30.67,21.33,56.36363636363636%,47.368421052631575%
52,2013-09-07,16:30,Wasps,15,Harlequins,16,Twickenham Stadium,Tim Wigglesworth,31,A,Sep,2013,2013-14,24.08,19.24,43.32,25.53,23.78,22.18,25.05,25.35,20.55,18.95,19.22,23.62,20.14,46.08,42.72,41.4,48.67,30.4,21.2,22.45,26.4,27.4,24.2,22.75,20.58,27.2,23.0,28.6,15.8,30.67,21.33,56.36363636363636%,47.368421052631575%
53,2015-02-15,14:00,Wasps,37,Harlequins,6,Ricoh Arena,Greg Garner,43,H,Feb,2015,2014-15,24.08,19.24,43.32,21.59,27.81,27.21,33.14,25.35,18.08,21.01,20.83,20.0,20.14,39.67,48.83,48.04,53.14,20.43,30.67,35.18,33.14,27.4,15.29,17.17,16.36,6.0,23.0,28.6,15.8,30.67,21.33,56.36363636363636%,47.368421052631575%
54,2011-02-26,15:00,London Irish,15,Harlequins,9,Madejski Stadium,N/A,24,H,Feb,2011,2010-11,24.08,19.24,43.32,21.59,23.01,23.46,25.73,25.53,18.08,18.59,18.07,22.55,20.14,39.67,41.59,41.53,48.27,20.14,26.67,26.82,25.73,20.0,15.29,19.5,18.27,17.67,20.4,24.2,15.8,20.33,21.33,50.90909090909091%,47.368421052631575%
55,2011-09-03,14:00,London Irish,24,Harlequins,29,Twickenham Stadium,Greg Garner,53,A,Sep,2011,2011-12,24.08,19.24,43.32,25.53,23.01,22.71,25.05,25.53,20.55,18.59,18.7,23.62,20.14,46.08,41.59,41.41,48.67,27.6,26.67,29.18,23.0,20.0,24.2,19.5,19.55,27.2,20.4,24.2,15.8,20.33,21.33,50.90909090909091%,47.368421052631575%
56,2012-10-28,14:15,London Irish,28,Harlequins,31,Madejski Stadium,N/A,59,A,Oct,2012,2012-13,24.08,19.24,43.32,22.89,22.83,24.81,25.73,25.53,17.56,18.33,19.37,22.55,20.14,40.45,41.17,44.19,48.27,28.75,27.82,29.45,25.73,20.0,23.5,22.0,25.42,17.67,20.4,24.2,15.8,20.33,21.33,50.90909090909091%,47.368421052631575%
57,2013-10-05,15:00,London Irish,18,Harlequins,13,Madejski Stadium,David Rose,31,H,Oct,2013,2013-14,24.08,19.24,43.32,22.89,23.78,22.18,25.73,25.53,17.56,18.95,19.22,22.55,20.14,40.45,42.72,41.4,48.27,28.75,24.64,20.73,25.73,20.0,23.5,22.75,20.58,17.67,20.4,24.2,15.8,20.33,21.33,50.90909090909091%,47.368421052631575%
58,2014-09-06,16:30,London Irish,15,Harlequins,20,Twickenham Stadium,Greg Garner,35,A,Sep,2014,2014-15,24.08,19.24,43.32,25.53,25.03,27.21,25.05,25.53,20.55,20.78,20.83,23.62,20.14,46.08,45.81,48.04,48.67,27.6,21.55,21.45,23.0,20.0,24.2,17.91,16.36,27.2,20.4,24.2,15.8,20.33,21.33,50.90909090909091%,47.368421052631575%
59,2011-02-12,15:00,Exeter,20,Harlequins,6,Sandy Park,N/A,26,H,Feb,2011,2010-11,24.08,19.24,43.32,21.59,23.01,23.46,24.02,24.02,18.08,18.59,18.07,16.45,20.14,39.67,41.59,41.53,40.47,22.78,18.0,18.09,24.02,27.2,15.29,19.5,18.27,17.6,17.6,40.2,15.8,35.67,23.67,61.81818181818181%,47.368421052631575%
60,2011-12-31,15:45,Exeter,9,Harlequins,11,Sandy Park,N/A,20,A,Dec,2011,2011-12,24.08,19.24,43.32,21.97,23.01,22.71,24.02,24.02,17.85,18.59,18.7,16.45,20.14,39.82,41.59,41.41,40.47,16.4,18.0,18.82,24.02,27.2,17.17,19.5,19.55,17.6,17.6,40.2,15.8,35.67,23.67,61.81818181818181%,47.368421052631575%
61,2012-10-06,15:00,Exeter,42,Harlequins,28,Sandy Park,N/A,70,H,Oct,2012,2012-13,24.08,19.24,43.32,22.89,22.83,24.81,24.02,24.02,17.56,18.33,19.37,16.45,20.14,40.45,41.17,44.19,40.47,29.6,24.73,28.73,24.02,27.2,23.5,22.0,25.42,17.6,17.6,40.2,15.8,35.67,23.67,61.81818181818181%,47.368421052631575%
62,2014-05-04,14:00,Exeter,29,Harlequins,30,Sandy Park,Andrew Small,59,A,May,2014,2013-14,24.08,19.24,43.32,29.95,25.03,22.18,24.02,24.02,21.45,20.78,19.22,16.45,20.14,51.39,45.81,41.4,40.47,33.5,24.45,19.55,24.02,27.2,21.6,17.91,20.58,17.6,17.6,40.2,15.8,35.67,23.67,61.81818181818181%,47.368421052631575%
63,2014-09-28,14:00,Exeter,36,Harlequins,13,Sandy Park,Andrew Small,49,H,Sep,2014,2014-15,24.08,19.24,43.32,25.53,25.03,27.21,24.02,24.02,20.55,20.78,20.83,16.45,20.14,46.08,45.81,48.04,40.47,24.9,24.45,34.91,24.02,27.2,24.2,17.91,16.36,17.6,17.6,40.2,15.8,35.67,23.67,61.81818181818181%,47.368421052631575%
