,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,day,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgHomeScoreByTeamAgainstOpponent,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgAwayScoreByTeamAgainstOpponent,avgHomeLast5Scores,avgHomeLast5ScoresAgainst,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent,homeWinPercentage,awayWinPercentage
365,2018-04-15,15:00,Saracens,41,Bath,6,Allianz Park,Karl Dickson,47,H,Sun,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,32.22,31.18,23.7,22.3,22.11,16.42,20.11,50.51,48.6,48.57,48.64,31.45,37.17,39.25,32.22,32.58,18.06,21.8,20.91,16.0,15.83,26.6,18.6,31.33,17.0,85.38461538461539%,36.15384615384615%
366,2018-09-29,15:00,Saracens,50,Bath,27,Allianz Park,Tom Foley,77,H,Sat,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,32.22,31.18,22.25,22.3,21.13,16.42,20.11,49.28,48.6,47.97,48.64,33.6,37.17,35.08,32.22,32.58,23.1,21.8,19.91,16.0,15.83,48.4,17.8,31.33,17.0,85.38461538461539%,36.15384615384615%
367,2020-10-04,15:00,Saracens,17,Bath,17,Allianz Park,Wayne Barnes,34,D,Sun,Oct,2020,2019-20,25.53,20.79,46.32,24.99,26.97,26.4,32.22,31.18,20.42,21.69,20.47,16.42,20.11,45.42,48.65,46.87,48.64,31.33,33.88,32.64,32.22,32.58,17.22,22.73,24.17,16.0,15.83,31.2,20.4,31.33,17.0,85.38461538461539%,36.15384615384615%
368,2022-02-05,15:00,Saracens,40,Bath,3,StoneX Stadium,Sara Cox,43,H,Sat,Feb,2022,2021-22,25.53,20.79,46.32,24.06,28.22,27.83,38.29,31.18,19.15,24.39,23.63,23.88,20.11,43.21,52.61,51.46,62.18,26.94,35.77,36.23,38.29,32.58,18.56,22.1,18.55,17.0,15.83,40.0,23.4,31.33,17.0,85.38461538461539%,36.15384615384615%
369,2022-10-15,15:00,Saracens,37,Bath,31,StoneX Stadium,Luke Pearce,68,H,Sat,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,38.29,31.18,20.42,24.39,25.77,23.88,20.11,45.42,52.61,54.09,62.18,31.33,35.77,41.4,38.29,32.58,17.22,22.1,28.75,17.0,15.83,41.2,26.8,31.33,17.0,85.38461538461539%,36.15384615384615%
370,2012-05-05,14:00,Leicester,28,Bath,3,Welford Road,Dean Richards,31,H,Sat,May,2012,2011-12,25.53,20.79,46.32,29.94,22.83,22.71,26.99,26.91,22.83,18.33,18.7,19.49,20.11,52.77,41.17,41.41,46.47,27.83,26.38,28.75,26.99,25.92,21.29,12.55,12.18,20.08,20.08,33.6,13.0,30.67,30.67,71.73913043478261%,36.15384615384615%
371,2012-12-01,12:30,Leicester,17,Bath,12,Welford Road,N/A,29,H,Sat,Dec,2012,2012-13,25.53,20.79,46.32,24.03,22.83,24.81,26.99,26.91,19.75,18.33,19.37,19.49,20.11,43.78,41.17,44.19,46.47,24.33,26.38,27.92,26.99,25.92,23.25,12.55,14.82,20.08,20.08,22.6,16.6,30.67,30.67,71.73913043478261%,36.15384615384615%
372,2014-01-05,14:00,Leicester,27,Bath,27,Welford Road,JP Doyle,54,D,Sun,Jan,2014,2013-14,25.53,20.79,46.32,23.57,25.03,22.18,26.99,26.91,19.12,20.78,19.22,19.49,20.11,42.69,45.81,41.4,46.47,25.08,25.7,26.27,26.99,25.92,19.77,27.9,23.36,20.08,20.08,23.2,16.4,30.67,30.67,71.73913043478261%,36.15384615384615%
373,2015-01-04,14:00,Leicester,17,Bath,8,Welford Road,Matthew Carley,25,H,Sun,Jan,2015,2014-15,25.53,20.79,46.32,23.57,25.84,27.21,26.99,26.91,19.12,20.54,20.83,19.49,20.11,42.69,46.38,48.04,46.47,25.08,23.7,24.0,26.99,25.92,19.77,20.89,24.55,20.08,20.08,23.2,18.4,30.67,30.67,71.73913043478261%,36.15384615384615%
374,2015-11-29,15:00,Leicester,21,Bath,11,Welford Road,JP Doyle,32,H,Sun,Nov,2015,2015-16,25.53,20.79,46.32,22.73,25.84,23.9,26.99,26.91,18.47,20.54,19.54,19.49,20.11,41.2,46.38,43.44,46.47,25.44,23.7,26.09,26.99,25.92,19.21,20.89,18.27,20.08,20.08,26.2,16.8,30.67,30.67,71.73913043478261%,36.15384615384615%
375,2016-09-25,15:00,Leicester,34,Bath,14,Welford Road,Matthew Carley,48,H,Sun,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,26.99,26.91,22.25,19.5,21.22,19.49,20.11,49.28,44.06,47.44,46.47,29.83,27.67,28.73,26.99,25.92,23.1,17.29,17.45,20.08,20.08,28.0,24.2,30.67,30.67,71.73913043478261%,36.15384615384615%
376,2017-09-03,15:00,Leicester,23,Bath,27,Welford Road,Luke Pearce,50,A,Sun,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,26.99,26.91,22.25,21.88,22.11,19.49,20.11,49.28,49.49,48.57,46.47,29.83,27.33,23.45,26.99,25.92,23.1,18.55,20.91,20.08,20.08,34.0,16.2,30.67,30.67,71.73913043478261%,36.15384615384615%
377,2019-05-18,16:00,Leicester,31,Bath,32,Welford Road,Craig Maxwell-Keys,63,A,Sat,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,26.99,26.91,22.83,20.14,21.13,19.49,20.11,52.77,45.52,47.97,46.47,27.83,20.78,27.36,26.99,25.92,21.29,21.0,19.91,20.08,20.08,21.6,26.8,30.67,30.67,71.73913043478261%,36.15384615384615%
378,2020-08-22,16:30,Leicester,16,Bath,38,Welford Road,Karl Dickson,54,A,Sat,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,26.99,26.91,21.72,21.69,20.47,19.49,20.11,45.88,48.65,46.87,46.47,14.5,22.8,20.45,26.99,25.92,22.0,22.73,24.17,20.08,20.08,20.2,15.8,30.67,30.67,71.73913043478261%,36.15384615384615%
379,2021-01-03,15:00,Leicester,36,Bath,31,Welford Road,Wayne Barnes,67,H,Sun,Jan,2021,2020-21,25.53,20.79,46.32,23.57,27.48,26.85,26.99,26.91,19.12,23.14,22.77,19.49,20.11,42.69,50.62,49.62,46.47,25.08,26.86,27.73,26.99,25.92,19.77,24.23,25.3,20.08,20.08,27.2,29.2,30.67,30.67,71.73913043478261%,36.15384615384615%
380,2021-11-05,19:45,Leicester,40,Bath,23,Welford Road,Matthew Carley,63,H,Fri,Nov,2021,2021-22,25.53,20.79,46.32,22.73,27.48,27.83,26.99,26.91,18.47,23.14,23.63,19.49,20.11,41.2,50.62,51.46,46.47,25.44,26.86,30.29,26.99,25.92,19.21,24.23,18.55,20.08,20.08,24.8,19.4,30.67,30.67,71.73913043478261%,36.15384615384615%
381,2012-03-24,14:15,Harlequins,14,Bath,6,Twickenham Stoop,Wayne Barnes,20,H,Sat,Mar,2012,2011-12,25.53,20.79,46.32,25.91,22.83,22.71,25.92,26.66,20.79,18.33,18.7,21.85,20.11,46.7,41.17,41.41,47.76,28.79,26.92,28.15,26.45,24.83,21.15,12.55,12.18,20.42,20.42,23.0,15.4,34.0,30.33,68.88888888888889%,36.15384615384615%
382,2013-04-13,14:15,Harlequins,23,Bath,9,Twickenham Stoop,Wayne Barnes,32,H,Sat,Apr,2013,2012-13,25.53,20.79,46.32,26.81,23.78,24.81,25.92,26.66,23.7,18.95,19.37,21.85,20.11,50.51,42.72,44.19,47.76,27.62,19.3,24.64,26.45,24.83,18.06,18.09,14.82,20.42,20.42,21.0,19.8,34.0,30.33,68.88888888888889%,36.15384615384615%
383,2014-05-10,15:15,Harlequins,19,Bath,16,Twickenham Stoop,Wayne Barnes,35,H,Sat,May,2014,2013-14,25.53,20.79,46.32,29.94,25.03,22.18,25.92,26.66,22.83,20.78,19.22,21.85,20.11,52.77,45.81,41.4,47.76,26.58,20.5,18.82,26.45,24.83,21.29,27.9,23.36,20.42,20.42,19.4,14.6,34.0,30.33,68.88888888888889%,36.15384615384615%
384,2015-05-08,19:45,Harlequins,26,Bath,27,Twickenham Stoop,Greg Garner,53,A,Fri,May,2015,2014-15,25.53,20.79,46.32,29.94,25.84,27.21,25.92,26.66,22.83,20.54,20.83,21.85,20.11,52.77,46.38,48.04,47.76,26.58,28.11,24.0,26.45,24.83,21.29,20.89,24.55,20.42,20.42,26.6,24.0,34.0,30.33,68.88888888888889%,36.15384615384615%
385,2016-03-11,19:45,Harlequins,35,Bath,28,Twickenham Stoop,Dean Richards,63,H,Fri,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,25.92,26.66,20.79,19.5,19.54,21.85,20.11,46.7,44.06,43.44,47.76,28.79,26.15,28.73,26.45,24.83,21.15,17.29,18.27,20.42,20.42,30.8,23.0,34.0,30.33,68.88888888888889%,36.15384615384615%
386,2016-11-27,15:00,Harlequins,21,Bath,20,Twickenham Stoop,Dean Richards,41,H,Sun,Nov,2016,2016-17,25.53,20.79,46.32,22.73,24.56,26.22,25.92,26.66,18.47,19.5,21.22,21.85,20.11,41.2,44.06,47.44,47.76,22.93,26.15,27.36,26.45,24.83,19.21,17.29,17.45,20.42,20.42,23.6,22.8,34.0,30.33,68.88888888888889%,36.15384615384615%
387,2018-03-04,15:00,Harlequins,20,Bath,5,Twickenham Stoop,JP Doyle,25,H,Sun,Mar,2018,2017-18,25.53,20.79,46.32,25.91,26.3,26.46,25.92,26.66,20.79,22.3,22.11,21.85,20.11,46.7,48.6,48.57,47.76,28.79,22.27,25.73,26.45,24.83,21.15,21.8,20.91,20.42,20.42,28.6,29.4,34.0,30.33,68.88888888888889%,36.15384615384615%
388,2018-09-15,15:00,Harlequins,32,Bath,37,Twickenham Stoop,Matthew Carley,69,A,Sat,Sep,2018,2018-19,25.53,20.79,46.32,27.03,26.3,26.84,25.92,26.66,22.25,22.3,21.13,21.85,20.11,49.28,48.6,47.97,47.76,26.19,22.27,27.55,26.45,24.83,23.1,21.8,19.91,20.42,20.42,20.6,26.4,34.0,30.33,68.88888888888889%,36.15384615384615%
389,2020-09-05,14:00,Harlequins,27,Bath,41,Twickenham Stoop,Tom Foley,68,A,Sat,Sep,2020,2019-20,25.53,20.79,46.32,27.03,26.97,26.4,25.92,26.66,22.25,21.69,20.47,21.85,20.11,49.28,48.65,46.87,47.76,26.19,23.11,25.0,26.45,24.83,23.1,22.73,24.17,20.42,20.42,27.2,20.0,34.0,30.33,68.88888888888889%,36.15384615384615%
390,2021-05-29,14:00,Harlequins,44,Bath,33,Twickenham Stoop,Tom Foley,77,H,Sat,May,2021,2020-21,25.53,20.79,46.32,29.94,27.48,26.85,25.92,26.66,22.83,23.14,22.77,21.85,20.11,52.77,50.62,49.62,47.76,26.58,38.67,36.55,26.45,24.83,21.29,24.23,25.3,20.42,20.42,43.6,25.4,34.0,30.33,68.88888888888889%,36.15384615384615%
391,2021-10-23,15:00,Harlequins,31,Bath,17,Twickenham Stoop,Luke Pearce,48,H,Sat,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,25.92,26.66,20.42,23.14,23.63,21.85,20.11,45.42,50.62,51.46,47.76,29.68,38.67,27.92,26.45,24.83,17.22,24.23,18.55,20.42,20.42,46.6,31.6,34.0,30.33,68.88888888888889%,36.15384615384615%
392,2011-01-01,15:00,London Irish,24,Bath,25,Madejski Stadium,N/A,49,A,Sat,Jan,2011,2010-11,25.53,20.79,46.32,23.57,23.01,23.46,23.59,24.29,19.12,18.59,18.07,24.28,20.11,42.69,41.59,41.53,47.87,24.0,26.67,26.82,23.59,23.6,19.77,17.62,18.82,30.25,31.3,29.8,21.0,31.0,36.33,40.74074074074074%,36.15384615384615%
393,2011-10-29,14:30,London Irish,12,Bath,13,Madejski Stadium,N/A,25,A,Sat,Oct,2011,2011-12,25.53,20.79,46.32,24.99,23.01,22.71,23.59,24.29,20.42,18.59,18.7,24.28,20.11,45.42,41.59,41.41,47.87,25.24,26.67,29.18,23.59,23.6,17.22,17.62,12.18,30.25,31.3,31.4,24.0,31.0,36.33,40.74074074074074%,36.15384615384615%
394,2012-09-22,15:00,London Irish,29,Bath,22,Madejski Stadium,N/A,51,H,Sat,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,23.59,24.29,22.25,18.33,19.37,24.28,20.11,49.28,41.17,44.19,47.87,28.5,27.82,29.45,23.59,23.6,23.1,12.55,14.82,30.25,31.3,31.4,31.4,31.0,36.33,40.74074074074074%,36.15384615384615%
395,2014-03-22,17:30,London Irish,23,Bath,44,Madejski Stadium,Greg Garner,67,A,Sat,Mar,2014,2013-14,25.53,20.79,46.32,25.91,25.03,22.18,23.59,24.29,20.79,20.78,19.22,24.28,20.11,46.7,45.81,41.4,47.87,27.86,21.55,20.73,23.59,23.6,21.15,27.9,23.36,30.25,31.3,16.4,17.8,31.0,36.33,40.74074074074074%,36.15384615384615%
396,2014-11-22,15:00,London Irish,23,Bath,33,Madejski Stadium,Andrew Small,56,A,Sat,Nov,2014,2014-15,25.53,20.79,46.32,22.73,25.03,27.21,23.59,24.29,18.47,20.78,20.83,24.28,20.11,41.2,45.81,48.04,47.87,18.33,21.55,21.45,23.59,23.6,19.21,27.9,24.55,30.25,31.3,24.2,21.4,31.0,36.33,40.74074074074074%,36.15384615384615%
397,2015-11-07,15:00,London Irish,14,Bath,45,Madejski Stadium,Thomas Foley,59,A,Sat,Nov,2015,2015-16,25.53,20.79,46.32,22.73,25.84,23.9,23.59,24.29,18.47,20.54,19.54,24.28,20.11,41.2,46.38,43.44,47.87,18.33,21.22,18.55,23.59,23.6,19.21,20.89,18.27,30.25,31.3,21.8,24.8,31.0,36.33,40.74074074074074%,36.15384615384615%
398,2017-11-19,15:00,London Irish,18,Bath,22,Madejski Stadium,Tom Foley,40,A,Sun,Nov,2017,2017-18,25.53,20.79,46.32,22.73,27.61,26.46,23.59,24.29,18.47,21.88,22.11,24.28,20.11,41.2,49.49,48.57,47.87,18.33,22.83,19.64,23.59,23.6,19.21,18.55,20.91,30.25,31.3,26.2,31.8,31.0,36.33,40.74074074074074%,36.15384615384615%
399,2019-12-22,15:00,London Irish,10,Bath,38,Madejski Stadium,Karl Dickson,48,A,Sun,Dec,2019,2019-20,25.53,20.79,46.32,24.03,25.38,26.4,23.59,24.29,19.75,20.14,20.47,24.28,20.11,43.78,45.52,46.87,47.87,21.82,17.67,17.55,23.59,23.6,23.25,21.0,24.17,30.25,31.3,18.2,36.2,31.0,36.33,40.74074074074074%,36.15384615384615%
400,2021-03-27,15:00,London Irish,36,Bath,33,Brentford Community Stadium,Craig Maxwell-Keys,69,H,Sat,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,27.43,24.29,20.79,23.14,22.77,27.67,20.11,46.7,50.62,49.62,55.1,27.86,28.46,25.7,27.43,23.6,21.15,24.23,25.3,33.0,31.3,26.0,24.0,31.0,36.33,40.74074074074074%,36.15384615384615%
401,2022-10-01,15:00,London Irish,47,Bath,38,Gtech Community Stadium,Karl Dickson,85,H,Sat,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,38.0,24.29,20.42,24.39,25.77,22.75,20.11,45.42,52.61,54.09,60.75,25.24,32.3,38.0,38.0,23.6,17.22,22.1,28.75,38.0,31.3,33.2,30.2,31.0,36.33,40.74074074074074%,36.15384615384615%
402,2011-12-24,15:15,Northampton,22,Bath,13,Franklin's Gardens,N/A,35,H,Sat,Dec,2011,2011-12,25.53,20.79,46.32,24.03,23.01,22.71,27.68,27.65,19.75,18.59,18.7,20.67,20.11,43.78,41.59,41.41,48.35,25.33,27.92,28.27,27.68,24.75,23.25,17.62,12.18,18.25,18.25,29.2,12.8,21.67,20.0,64.66165413533834%,36.15384615384615%
403,2013-02-23,15:00,Northampton,25,Bath,23,Franklin's Gardens,Luke Pearce,48,H,Sat,Feb,2013,2012-13,25.53,20.79,46.32,24.06,23.78,24.81,27.68,27.65,19.15,18.95,19.37,20.67,20.11,43.21,42.72,44.19,48.35,25.16,30.4,23.09,27.68,24.75,18.56,18.09,14.82,18.25,18.25,14.6,16.6,21.67,20.0,64.66165413533834%,36.15384615384615%
404,2013-12-28,15:00,Northampton,43,Bath,25,Franklin's Gardens,Luke Pearce,68,H,Sat,Dec,2013,2013-14,25.53,20.79,46.32,24.03,23.78,22.18,27.68,27.65,19.75,18.95,19.22,20.67,20.11,43.78,42.72,41.4,48.35,25.33,30.4,34.33,27.68,24.75,23.25,18.09,23.36,18.25,18.25,35.4,10.4,21.67,20.0,64.66165413533834%,36.15384615384615%
405,2014-09-27,15:15,Northampton,31,Bath,24,Franklin's Gardens,Tim Wigglesworth,55,H,Sat,Sep,2014,2014-15,25.53,20.79,46.32,27.03,25.03,27.21,27.68,27.65,22.25,20.78,20.83,20.67,20.11,49.28,45.81,48.04,48.35,26.75,33.92,32.17,27.68,24.75,23.1,27.9,24.55,18.25,18.25,40.0,16.4,21.67,20.0,64.66165413533834%,36.15384615384615%
406,2016-04-30,15:15,Northampton,15,Bath,14,Franklin's Gardens,Wayne Barnes,29,H,Sat,Apr,2016,2015-16,25.53,20.79,46.32,26.81,24.56,23.9,27.68,27.65,23.7,19.5,19.54,20.67,20.11,50.51,44.06,43.44,48.35,31.15,21.29,22.64,27.68,24.75,18.06,17.29,18.27,18.25,18.25,30.4,17.8,21.67,20.0,64.66165413533834%,36.15384615384615%
407,2016-09-03,15:30,Northampton,14,Bath,18,Franklin's Gardens,JP Doyle,32,A,Sat,Sep,2016,2016-17,25.53,20.79,46.32,27.03,24.56,26.22,27.68,27.65,22.25,19.5,21.22,20.67,20.11,49.28,44.06,47.44,48.35,26.75,21.29,22.36,27.68,24.75,23.1,17.29,17.45,18.25,18.25,26.4,19.2,21.67,20.0,64.66165413533834%,36.15384615384615%
408,2017-09-15,19:45,Northampton,24,Bath,6,Franklin's Gardens,Tom Foley,30,H,Fri,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,27.68,27.65,22.25,21.88,22.11,20.67,20.11,49.28,49.49,48.57,48.35,26.75,24.55,23.0,27.68,24.75,23.1,18.55,20.91,18.25,18.25,25.2,21.6,21.67,20.0,64.66165413533834%,36.15384615384615%
409,2019-02-23,14:45,Northampton,27,Bath,26,Franklin's Gardens,Ian Tempest,53,H,Sat,Feb,2019,2018-19,25.53,20.79,46.32,24.06,25.38,26.84,27.68,27.65,19.15,20.14,21.13,20.67,20.11,43.21,45.52,47.97,48.35,25.16,36.78,30.45,27.68,24.75,18.56,21.0,19.91,18.25,18.25,32.6,20.2,21.67,20.0,64.66165413533834%,36.15384615384615%
410,2020-08-26,19:45,Northampton,3,Bath,18,Franklin's Gardens,Christophe Ridley,21,A,Wed,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,27.68,27.65,21.72,21.69,20.47,20.67,20.11,45.88,48.65,46.87,48.35,12.0,18.44,22.91,27.68,24.75,22.0,22.73,24.17,18.25,18.25,21.0,25.4,21.67,20.0,64.66165413533834%,36.15384615384615%
411,2021-02-28,13:00,Northampton,22,Bath,23,Franklin's Gardens,Ian Tempest,45,A,Sun,Feb,2021,2020-21,25.53,20.79,46.32,24.06,27.48,26.85,27.68,27.65,19.15,23.14,22.77,20.67,20.11,43.21,50.62,49.62,48.35,25.16,29.67,25.0,27.68,24.75,18.56,24.23,25.3,18.25,18.25,18.8,26.6,21.67,20.0,64.66165413533834%,36.15384615384615%
412,2021-12-04,15:00,Northampton,40,Bath,19,Franklin's Gardens,Karl Dickson,59,H,Sat,Dec,2021,2021-22,25.53,20.79,46.32,24.03,27.48,27.83,27.68,27.65,19.75,23.14,23.63,20.67,20.11,43.78,50.62,51.46,48.35,25.33,29.67,34.17,27.68,24.75,23.25,24.23,18.55,18.25,18.25,35.0,27.0,21.67,20.0,64.66165413533834%,36.15384615384615%
413,2011-02-26,15:00,Exeter,9,Bath,12,Sandy Park,N/A,21,A,Sat,Feb,2011,2010-11,25.53,20.79,46.32,24.06,23.01,23.46,27.78,27.71,19.15,18.59,18.07,16.66,20.11,43.21,41.59,41.53,44.44,25.19,18.0,18.09,27.78,26.92,18.56,17.62,18.82,14.54,14.54,16.6,13.6,39.0,10.33,71.12676056338029%,36.15384615384615%
414,2012-02-25,18:00,Exeter,9,Bath,12,Sandy Park,N/A,21,A,Sat,Feb,2012,2011-12,25.53,20.79,46.32,24.06,22.83,22.71,27.78,27.71,19.15,18.33,18.7,16.66,20.11,43.21,41.17,41.41,44.44,25.19,24.73,18.82,27.78,26.92,18.56,12.55,12.18,14.54,14.54,15.0,14.4,39.0,10.33,71.12676056338029%,36.15384615384615%
415,2012-12-29,15:00,Exeter,12,Bath,12,Sandy Park,N/A,24,D,Sat,Dec,2012,2012-13,25.53,20.79,46.32,24.03,22.83,24.81,27.78,27.71,19.75,18.33,19.37,16.66,20.11,43.78,41.17,44.19,44.44,23.77,24.73,28.73,27.78,26.92,23.25,12.55,14.82,14.54,14.54,32.4,15.6,39.0,10.33,71.12676056338029%,36.15384615384615%
416,2014-02-15,15:15,Exeter,23,Bath,27,Sandy Park,Andrew Small,50,A,Sat,Feb,2014,2013-14,25.53,20.79,46.32,24.06,25.03,22.18,27.78,27.71,19.15,20.78,19.22,16.66,20.11,43.21,45.81,41.4,44.44,25.19,24.45,19.55,27.78,26.92,18.56,27.9,23.36,14.54,14.54,18.0,12.6,39.0,10.33,71.12676056338029%,36.15384615384615%
417,2015-02-28,15:15,Exeter,16,Bath,6,Sandy Park,Dean Richards,22,H,Sat,Feb,2015,2014-15,25.53,20.79,46.32,24.06,25.84,27.21,27.78,27.71,19.15,20.54,20.83,16.66,20.11,43.21,46.38,48.04,44.44,25.19,34.2,34.91,27.78,26.92,18.56,20.89,24.55,14.54,14.54,34.6,20.2,39.0,10.33,71.12676056338029%,36.15384615384615%
418,2016-02-28,13:00,Exeter,26,Bath,17,Sandy Park,Greg Garner,43,H,Sun,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,27.78,27.71,19.15,19.5,19.54,16.66,20.11,43.21,44.06,43.44,44.44,25.19,27.86,27.67,27.78,26.92,18.56,17.29,18.27,14.54,14.54,21.6,14.4,39.0,10.33,71.12676056338029%,36.15384615384615%
419,2016-10-30,15:00,Exeter,10,Bath,13,Sandy Park,Ian Tempest,23,A,Sun,Oct,2016,2016-17,25.53,20.79,46.32,24.99,24.56,26.22,27.78,27.71,20.42,19.5,21.22,16.66,20.11,45.42,44.06,47.44,44.44,27.73,27.86,30.58,27.78,26.92,17.22,17.29,17.45,14.54,14.54,26.8,22.4,39.0,10.33,71.12676056338029%,36.15384615384615%
420,2017-12-02,14:00,Exeter,42,Bath,29,Sandy Park,JP Doyle,71,H,Sat,Dec,2017,2017-18,25.53,20.79,46.32,24.03,27.61,26.46,27.78,27.71,19.75,21.88,22.11,16.66,20.11,43.78,49.49,48.57,44.44,23.77,33.17,30.08,27.78,26.92,23.25,18.55,20.91,14.54,14.54,30.2,16.2,39.0,10.33,71.12676056338029%,36.15384615384615%
421,2019-03-24,15:00,Exeter,29,Bath,10,Sandy Park,Karl Dickson,39,H,Sun,Mar,2019,2018-19,25.53,20.79,46.32,25.91,25.38,26.84,27.78,27.71,20.79,20.14,21.13,16.66,20.11,46.7,45.52,47.97,44.44,29.12,26.75,29.77,27.78,26.92,21.15,21.0,19.91,14.54,14.54,26.2,11.2,39.0,10.33,71.12676056338029%,36.15384615384615%
422,2020-03-07,14:30,Exeter,57,Bath,20,Sandy Park,Luke Pearce,77,H,Sat,Mar,2020,2019-20,25.53,20.79,46.32,25.91,26.97,26.4,27.78,27.71,20.79,21.69,20.47,16.66,20.11,46.7,48.65,46.87,44.44,29.12,36.31,32.08,27.78,26.92,21.15,22.73,24.17,14.54,14.54,29.0,11.8,39.0,10.33,71.12676056338029%,36.15384615384615%
423,2020-10-10,16:30,Exeter,35,Bath,6,Sandy Park,Luke Pearce,41,H,Sat,Oct,2020,2019-20,25.53,20.79,46.32,24.99,26.97,26.4,27.78,27.71,20.42,21.69,20.47,16.66,20.11,45.42,48.65,46.87,44.44,27.73,36.31,32.08,27.78,26.92,17.22,22.73,24.17,14.54,14.54,35.4,20.8,39.0,10.33,71.12676056338029%,36.15384615384615%
424,2020-11-28,17:30,Exeter,40,Bath,3,Sandy Park,Christophe Ridley,43,H,Sat,Nov,2020,2020-21,25.53,20.79,46.32,22.73,26.97,26.85,27.78,27.71,18.47,21.69,22.77,16.66,20.11,41.2,48.65,49.62,44.44,26.18,36.31,33.62,27.78,26.92,19.21,22.73,25.3,14.54,14.54,33.4,14.0,39.0,10.33,71.12676056338029%,36.15384615384615%
425,2022-04-02,15:00,Exeter,42,Bath,22,Sandy Park,Wayne Barnes,64,H,Sat,Apr,2022,2021-22,25.53,20.79,46.32,26.81,28.22,27.83,27.78,27.71,23.7,24.39,23.63,16.66,20.11,50.51,52.61,51.46,44.44,29.43,27.55,26.08,27.78,26.92,18.06,22.1,18.55,14.54,14.54,21.0,17.8,39.0,10.33,71.12676056338029%,36.15384615384615%
426,2011-04-23,17:30,Wasps,10,Bath,43,Twickenham Stadium,Wayne Barnes,53,A,Sat,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,27.67,27.82,23.7,18.59,18.07,23.38,20.11,50.51,41.59,41.53,51.05,30.93,23.64,25.82,26.4,24.08,18.06,17.62,18.82,43.0,24.25,28.2,19.2,36.67,25.0,62.121212121212125%,36.15384615384615%
427,2011-10-09,15:00,Wasps,27,Bath,24,Adams Park,Andrew Small,51,H,Sun,Oct,2011,2011-12,25.53,20.79,46.32,24.99,23.01,22.71,23.95,27.82,20.42,18.59,18.7,20.6,20.11,45.42,41.59,41.41,44.56,26.76,23.64,17.45,23.95,24.08,17.22,17.62,12.18,22.25,24.25,29.4,29.0,36.67,25.0,62.121212121212125%,36.15384615384615%
428,2013-01-06,15:00,Wasps,29,Bath,15,Adams Park,Andrew Small,44,H,Sun,Jan,2013,2012-13,25.53,20.79,46.32,23.57,23.78,24.81,23.95,27.82,19.12,18.95,19.37,20.6,20.11,42.69,42.72,44.19,44.56,24.43,21.2,25.82,23.95,24.08,19.77,18.09,14.82,22.25,24.25,24.2,13.8,36.67,25.0,62.121212121212125%,36.15384615384615%
429,2013-11-24,14:00,Wasps,5,Bath,28,Adams Park,Luke Pearce,33,A,Sun,Nov,2013,2013-14,25.53,20.79,46.32,22.73,23.78,22.18,23.95,27.82,18.47,18.95,19.22,20.6,20.11,41.2,42.72,41.4,44.56,28.23,21.2,22.45,23.95,24.08,19.21,18.09,23.36,22.25,24.25,21.2,20.6,36.67,25.0,62.121212121212125%,36.15384615384615%
430,2014-10-12,14:00,Wasps,29,Bath,22,Adams Park,JP Doyle,51,H,Sun,Oct,2014,2014-15,25.53,20.79,46.32,24.99,25.03,27.21,23.95,27.82,20.42,20.78,20.83,20.6,20.11,45.42,45.81,48.04,44.56,26.76,32.82,35.18,23.95,24.08,17.22,27.9,24.55,22.25,24.25,31.4,26.8,36.67,25.0,62.121212121212125%,36.15384615384615%
