,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgHomeScoreByTeamAgainstOpponent,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgAwayScoreByTeamAgainstOpponent,avgHomeLast5Results,avgAwayLast5Results,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent,homeWinPercentage,awayWinPercentage
0,2010-09-03,19:45,Sale,35,Newcastle,18,Edgeley Park,Dean Richards,53,H,Sep,2010,2010-11,24.36,19.56,43.92,25.35,23.75,23.46,21.29,21.96,20.78,18.05,18.07,22.81,15.91,46.12,41.8,41.53,44.1,24.0,22.5,21.45,21.29,25.17,15.8,15.8,14.64,18.5,19.83,27.0,19.4,25.0,22.33,59.74025974025974%,13.636363636363635%
1,2011-12-26,14:30,Sale,27,Newcastle,19,Edgeley Park,Dave Pearson,46,H,Dec,2011,2011-12,24.36,19.56,43.92,22.33,23.01,22.71,21.29,21.96,18.69,18.59,18.7,22.81,15.91,41.02,41.59,41.41,44.1,21.0,21.62,21.0,21.29,25.17,9.0,14.42,16.55,18.5,19.83,27.0,19.4,25.0,22.33,59.74025974025974%,13.636363636363635%
2,2013-09-13,20:00,Sale,14,Newcastle,15,Salford City Stadium,Luke Pearce,29,A,Sep,2013,2013-14,24.36,19.56,43.92,25.35,23.78,22.18,19.32,21.96,20.78,18.95,19.22,18.77,15.91,46.12,42.72,41.4,38.09,24.0,20.45,18.45,19.32,25.17,15.8,7.17,13.27,15.0,19.83,27.0,19.4,25.0,22.33,59.74025974025974%,13.636363636363635%
3,2015-05-09,14:00,Sale,34,Newcastle,28,AJ Bell Stadium,Matthew Carley,62,H,May,2015,2014-15,24.36,19.56,43.92,28.97,25.84,27.21,24.21,21.96,22.36,20.54,20.83,19.27,15.91,51.33,46.38,48.04,43.48,22.8,22.0,26.27,24.21,25.17,24.17,21.5,21.18,22.33,19.83,27.0,19.4,25.0,22.33,59.74025974025974%,13.636363636363635%
4,2015-11-28,14:30,Sale,15,Newcastle,15,AJ Bell Stadium,Craig Maxwell-Keys,30,D,Nov,2015,2015-16,24.36,19.56,43.92,21.37,25.84,23.9,24.21,21.96,17.92,20.54,19.54,19.27,15.91,39.29,46.38,43.44,43.48,19.6,22.0,24.55,24.21,25.17,12.62,21.5,15.0,22.33,19.83,27.0,19.4,25.0,22.33,59.74025974025974%,13.636363636363635%
5,2017-02-10,20:15,Sale,26,Newcastle,24,AJ Bell Stadium,Craig Maxwell-Keys,50,H,Feb,2017,2016-17,24.36,19.56,43.92,23.17,28.24,26.22,24.21,21.96,18.89,23.14,21.22,19.27,15.91,42.05,51.38,47.44,43.48,22.54,26.33,21.82,24.21,25.17,15.08,19.4,14.82,22.33,19.83,27.0,19.4,25.0,22.33,59.74025974025974%,13.636363636363635%
6,2011-02-12,12:30,London Irish,23,Newcastle,14,Madejski Stadium,N/A,37,H,Feb,2011,2010-11,24.36,19.56,43.92,23.17,23.01,23.46,24.75,24.36,18.89,18.59,18.07,22.93,15.91,42.05,41.59,41.53,47.68,19.56,26.67,26.82,24.75,30.2,15.08,14.42,14.64,18.2,18.2,18.8,19.4,27.33,16.0,48.484848484848484%,13.636363636363635%
7,2011-09-24,15:00,London Irish,46,Newcastle,29,Madejski Stadium,N/A,75,H,Sep,2011,2011-12,24.36,19.56,43.92,25.35,23.01,22.71,24.75,24.36,20.78,18.59,18.7,22.93,15.91,46.12,41.59,41.41,47.68,27.6,26.67,29.18,24.75,30.2,15.8,14.42,16.55,18.2,18.2,18.8,19.4,27.33,16.0,48.484848484848484%,13.636363636363635%
8,2014-04-13,15:00,London Irish,40,Newcastle,12,Madejski Stadium,Luke Pearce,52,H,Apr,2014,2013-14,24.36,19.56,43.92,26.61,25.03,22.18,24.75,24.36,22.57,20.78,19.22,22.93,15.91,49.18,45.81,41.4,47.68,27.29,21.55,20.73,24.75,30.2,19.67,18.2,13.27,18.2,18.2,18.8,19.4,27.33,16.0,48.484848484848484%,13.636363636363635%
9,2015-03-28,15:00,London Irish,22,Newcastle,21,Madejski Stadium,Greg Garner,43,H,Mar,2015,2014-15,24.36,19.56,43.92,25.33,25.84,27.21,24.75,24.36,19.71,20.54,20.83,22.93,15.91,45.04,46.38,48.04,47.68,26.75,21.22,21.45,24.75,30.2,17.86,21.5,21.18,18.2,18.2,18.8,19.4,27.33,16.0,48.484848484848484%,13.636363636363635%
10,2016-01-10,13:00,London Irish,20,Newcastle,15,Madejski Stadium,JP Doyle,35,H,Jan,2016,2015-16,24.36,19.56,43.92,22.53,24.4,23.9,24.75,24.36,17.1,19.4,19.54,22.93,15.91,39.63,43.8,43.44,47.68,23.0,19.14,18.55,24.75,30.2,20.67,13.08,15.0,18.2,18.2,18.8,19.4,27.33,16.0,48.484848484848484%,13.636363636363635%
11,2011-01-02,14:45,Wasps,33,Newcastle,16,Adams Park,N/A,49,H,Jan,2011,2010-11,24.36,19.56,43.92,22.53,23.01,23.46,23.95,27.33,17.1,18.59,18.07,20.6,15.91,39.63,41.59,41.53,44.56,25.14,23.64,25.82,23.95,27.0,20.67,14.42,14.64,21.5,16.67,32.6,19.4,25.0,10.67,66.66666666666666%,13.636363636363635%
12,2012-05-05,14:00,Wasps,10,Newcastle,14,Adams Park,Wayne Barnes,24,A,May,2012,2011-12,24.36,19.56,43.92,28.97,22.83,22.71,23.95,27.33,22.36,18.33,18.7,20.6,15.91,51.33,41.17,41.41,44.56,28.17,20.33,17.45,23.95,27.0,24.17,18.2,16.55,21.5,16.67,32.6,19.4,25.0,10.67,66.66666666666666%,13.636363636363635%
13,2014-05-03,15:00,Wasps,44,Newcastle,38,Adams Park,Dean Richards,82,H,May,2014,2013-14,24.36,19.56,43.92,28.97,25.03,22.18,23.95,27.33,22.36,20.78,19.22,20.6,15.91,51.33,45.81,41.4,44.56,28.17,32.82,22.45,23.95,27.0,24.17,18.2,13.27,21.5,16.67,32.6,19.4,25.0,10.67,66.66666666666666%,13.636363636363635%
