,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgHomeScoreByTeamAgainstOpponent,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgAwayScoreByTeamAgainstOpponent,avgHomeLast5Results,avgAwayLast5Results,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent,homeWinPercentage,awayWinPercentage
0,2010-09-03,19:45,Sale,35,Newcastle,18,Edgeley Park,Dean Richards,53,H,Sep,2010,2010-11,23.29,18.84,42.13,25.12,23.75,23.46,21.29,20.27,19.78,18.05,18.07,22.81,14.82,44.89,41.8,41.53,44.1,23.75,22.5,21.45,21.29,25.33,16.67,15.8,14.64,18.5,17.33,17.4,20.6,25.33,17.33,54.54545454545454%,15.151515151515152%
1,2011-12-26,14:30,Sale,27,Newcastle,19,Edgeley Park,Dave Pearson,46,H,Dec,2011,2011-12,23.29,18.84,42.13,20.12,23.01,22.71,21.29,20.27,17.35,18.59,18.7,22.81,14.82,37.47,41.59,41.41,44.1,25.0,21.62,21.0,21.29,25.33,11.0,14.42,16.55,18.5,17.33,17.4,20.6,25.33,17.33,54.54545454545454%,15.151515151515152%
2,2013-09-13,20:00,Sale,14,Newcastle,15,Salford City Stadium,Luke Pearce,29,A,Sep,2013,2013-14,23.29,18.84,42.13,25.12,23.78,22.18,19.32,20.27,19.78,18.95,19.22,18.77,14.82,44.89,42.72,41.4,38.09,23.75,20.45,18.45,19.32,25.33,16.67,7.17,13.27,15.0,17.33,17.4,20.6,25.33,17.33,54.54545454545454%,15.151515151515152%
3,2011-02-12,12:30,London Irish,23,Newcastle,14,Madejski Stadium,N/A,37,H,Feb,2011,2010-11,23.29,18.84,42.13,21.38,23.01,23.46,26.61,26.55,17.84,18.59,18.07,22.2,14.82,39.22,41.59,41.53,48.8,22.5,26.67,26.82,26.61,36.33,15.83,14.42,14.64,18.33,18.33,24.4,20.6,36.33,18.33,54.54545454545454%,15.151515151515152%
4,2011-09-24,15:00,London Irish,46,Newcastle,29,Madejski Stadium,N/A,75,H,Sep,2011,2011-12,23.29,18.84,42.13,25.12,23.01,22.71,26.61,26.55,19.78,18.59,18.7,22.2,14.82,44.89,41.59,41.41,48.8,28.62,26.67,29.18,26.61,36.33,16.67,14.42,16.55,18.33,18.33,24.4,20.6,36.33,18.33,54.54545454545454%,15.151515151515152%
5,2014-04-13,15:00,London Irish,40,Newcastle,12,Madejski Stadium,Luke Pearce,52,H,Apr,2014,2013-14,23.29,18.84,42.13,25.37,23.51,22.18,26.61,26.55,23.25,20.91,19.22,22.2,14.82,48.62,44.43,41.4,48.8,30.2,24.4,20.73,26.61,36.33,16.67,20.6,13.27,18.33,18.33,24.4,20.6,36.33,18.33,54.54545454545454%,15.151515151515152%
6,2011-01-02,14:45,Wasps,33,Newcastle,16,Adams Park,N/A,49,H,Jan,2011,2010-11,23.29,18.84,42.13,20.26,23.01,23.46,22.44,22.89,16.53,18.59,18.07,21.1,14.82,36.79,41.59,41.53,43.54,20.25,23.64,25.82,22.44,29.0,16.0,14.42,14.64,22.67,22.67,27.8,20.6,29.0,22.67,50.0%,15.151515151515152%
7,2012-05-05,14:00,Wasps,10,Newcastle,14,Adams Park,Wayne Barnes,24,A,May,2012,2011-12,23.29,18.84,42.13,29.22,22.83,22.71,22.44,22.89,20.17,18.33,18.7,21.1,14.82,49.39,41.17,41.41,43.54,27.0,20.33,17.45,22.44,29.0,21.33,18.2,16.55,22.67,22.67,27.8,20.6,29.0,22.67,50.0%,15.151515151515152%
8,2014-05-03,15:00,Wasps,44,Newcastle,38,Adams Park,Dean Richards,82,H,May,2014,2013-14,23.29,18.84,42.13,29.22,23.51,22.18,22.44,22.89,20.17,20.91,19.22,21.1,14.82,49.39,44.43,41.4,43.54,27.0,26.33,22.45,22.44,29.0,21.33,20.6,13.27,22.67,22.67,27.8,20.6,29.0,22.67,50.0%,15.151515151515152%
9,2010-09-18,15:00,Exeter,22,Newcastle,17,Sandy Park,Greg Garner,39,H,Sep,2010,2010-11,23.29,18.84,42.13,25.12,23.75,23.46,21.3,21.3,19.78,18.05,18.07,16.27,14.82,44.89,41.8,41.53,37.57,24.12,18.4,18.09,21.3,23.33,16.67,15.8,14.64,11.67,11.67,19.0,20.6,23.33,11.67,56.81818181818182%,15.151515151515152%
10,2011-09-10,15:00,Exeter,32,Newcastle,15,Sandy Park,Chris White,47,H,Sep,2011,2011-12,23.29,18.84,42.13,25.12,23.01,22.71,21.3,21.3,19.78,18.59,18.7,16.27,14.82,44.89,41.59,41.41,37.57,24.12,18.0,18.82,21.3,23.33,16.67,14.42,16.55,11.67,11.67,19.0,20.6,23.33,11.67,56.81818181818182%,15.151515151515152%
