date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
17/Sep/2021,19:45,Bristol,9,Saracens,26,Ashton Gate,Wayne Barnes,35,A,N,Sep,2021,2021-22
18/Sep/2021,15:00,Leicester Tigers,34,Exeter Chiefs,19,Mattioli Woods Welford Road,Ian Tempest,53,H,N,Sep,2021,2021-22
18/Sep/2021,15:00,Northampton Saints,34,Gloucester,20,cinch Stadium at Franklin's Gardens,Karl Dickson,54,H,N,Sep,2021,2021-22
18/Sep/2021,15:00,Worcester Warriors,36,London Irish,24,Sixways,Craig Maxwell-Keys,60,H,N,Sep,2021,2021-22
18/Sep/2021,17:00,Sale Sharks,20,Bath,19,AJ Bell Stadium,Christophe Ridley,39,H,N,Sep,2021,2021-22
19/Sep/2021,15:00,Newcastle Falcons,20,Harlequins,26,Kingston Park,Tom Foley,46,A,N,Sep,2021,2021-22
24/Sep/2021,19:45,Gloucester,26,Leicester Tigers,33,Kingsholm,Tom Foley,59,A,N,Sep,2021,2021-22
25/Sep/2021,15:00,Bath,13,Newcastle Falcons,20,Recreation Ground,Craig Maxwell-Keys,33,A,N,Sep,2021,2021-22
25/Sep/2021,15:00,Exeter Chiefs,24,Northampton Saints,26,Sandy Park,Christophe Ridley,50,A,N,Sep,2021,2021-22
25/Sep/2021,15:00,Harlequins,35,Worcester Warriors,29,Twickenham Stoop,Sara Cox,64,H,N,Sep,2021,2021-22
25/Sep/2021,15:00,Wasps,44,Bristol,8,Coventry Building Society Arena,Karl Dickson,52,H,N,Sep,2021,2021-22
26/Sep/2021,15:00,London Irish,31,Sale Sharks,31,Brentford Community Stadium,Wayne Barnes,62,D,N,Sep,2021,2021-22
01/Oct/2021,19:45,Bristol,25,Bath,20,Ashton Gate,Ian Tempest,45,H,N,Oct,2021,2021-22
02/Oct/2021,14:00,Northampton Saints,23,London Irish,21,cinch Stadium at Franklin's Gardens,Tom Foley,44,H,N,Oct,2021,2021-22
02/Oct/2021,15:00,Leicester Tigers,13,Saracens,12,Mattioli Woods Welford Road,Christophe Ridley,25,H,N,Oct,2021,2021-22
02/Oct/2021,15:00,Newcastle Falcons,18,Wasps,14,Kingston Park,Anthony Woodthorpe,32,H,N,Oct,2021,2021-22
02/Oct/2021,15:00,Worcester Warriors,23,Gloucester,31,Sixways,Andrew Jackson,54,A,N,Oct,2021,2021-22
03/Oct/2021,15:00,Sale Sharks,15,Exeter Chiefs,25,AJ Bell Stadium,Craig Maxwell-Keys,40,A,N,Oct,2021,2021-22
08/Oct/2021,19:45,Harlequins,52,Bristol,24,Twickenham Stoop,Wayne Barnes,76,H,N,Oct,2021,2021-22
09/Oct/2021,15:00,Exeter Chiefs,42,Worcester Warriors,5,Sandy Park,Tom Foley,47,H,N,Oct,2021,2021-22
09/Oct/2021,15:00,Gloucester,33,Sale Sharks,32,Kingsholm,Christophe Ridley,65,H,N,Oct,2021,2021-22
09/Oct/2021,15:00,London Irish,16,Leicester Tigers,21,Brentford Community Stadium,Adam Leal,37,A,N,Oct,2021,2021-22
09/Oct/2021,15:00,Saracens,37,Newcastle Falcons,23,StoneX Stadium,Ian Tempest,60,H,N,Oct,2021,2021-22
10/Oct/2021,15:00,Wasps,26,Northampton Saints,20,Coventry Building Society Arena,Craig Maxwell-Keys,46,H,N,Oct,2021,2021-22
15/Oct/2021,19:45,Sale Sharks,28,Harlequins,22,AJ Bell Stadium,Tom Foley,50,H,N,Oct,2021,2021-22
16/Oct/2021,15:00,Newcastle Falcons,13,Bristol,5,Kingston Park,Christophe Ridley,18,H,N,Oct,2021,2021-22
16/Oct/2021,15:00,Wasps,23,Exeter Chiefs,27,Coventry Building Society Arena,Wayne Barnes,50,A,N,Oct,2021,2021-22
16/Oct/2021,15:00,Worcester Warriors,3,Leicester Tigers,48,Sixways,Luke Pearce,51,A,N,Oct,2021,2021-22
17/Oct/2021,15:00,Bath,17,Saracens,71,Recreation Ground,Jack Makepeace,88,A,N,Oct,2021,2021-22
17/Oct/2021,15:00,London Irish,25,Gloucester,25,Brentford Community Stadium,Karl Dickson,50,D,N,Oct,2021,2021-22
22/Oct/2021,19:45,Northampton Saints,66,Worcester Warriors,10,cinch Stadium at Franklin's Gardens,Ian Tempest,76,H,N,Oct,2021,2021-22
23/Oct/2021,15:00,Exeter Chiefs,21,London Irish,33,Sandy Park,Hamish Smales,54,A,N,Oct,2021,2021-22
23/Oct/2021,15:00,Gloucester,29,Newcastle Falcons,20,Kingsholm,Wayne Barnes,49,H,N,Oct,2021,2021-22
23/Oct/2021,15:00,Harlequins,31,Bath,17,Twickenham Stoop,Luke Pearce,48,H,N,Oct,2021,2021-22
23/Oct/2021,15:00,Leicester Tigers,19,Sale Sharks,11,Mattioli Woods Welford Road,Karl Dickson,30,H,N,Oct,2021,2021-22
24/Oct/2021,15:00,Saracens,56,Wasps,15,StoneX Stadium,Matthew Carley,71,H,N,Oct,2021,2021-22
29/Oct/2021,19:45,Gloucester,13,Exeter Chiefs,16,Kingsholm,Christophe Ridley,29,A,N,Oct,2021,2021-22
30/Oct/2021,15:00,Bath,17,Wasps,27,Recreation Ground,Ian Tempest,44,A,N,Oct,2021,2021-22
30/Oct/2021,15:00,London Irish,33,Bristol,45,Brentford Community Stadium,Matthew Carley,78,A,N,Oct,2021,2021-22
30/Oct/2021,15:00,Northampton Saints,26,Leicester Tigers,55,cinch Stadium at Franklin's Gardens,Tom Foley,81,A,N,Oct,2021,2021-22
30/Oct/2021,15:00,Worcester Warriors,27,Sale Sharks,14,Sixways,Luke Pearce,41,H,N,Oct,2021,2021-22
31/Oct/2021,15:00,Harlequins,22,Saracens,29,Twickenham Stoop,Craig Maxwell-Keys,51,A,N,Oct,2021,2021-22
05/Nov/2021,19:45,Leicester Tigers,40,Bath,23,Mattioli Woods Welford Road,Matthew Carley,63,H,N,Nov,2021,2021-22
06/Nov/2021,15:00,Bristol,27,Worcester Warriors,5,Ashton Gate,Craig Maxwell-Keys,32,H,N,Nov,2021,2021-22
06/Nov/2021,15:00,Saracens,34,London Irish,34,StoneX Stadium,Ian Tempest,68,D,N,Nov,2021,2021-22
