date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
02/Sep/2016,19:45,Gloucester,31,Leicester Tigers,38,Kingsholm,Wayne Barnes,69,A,N,Sep,2016,2016-17
02/Sep/2016,20:00,Newcastle Falcons,19,Sale Sharks,17,Kingston Park,Greg Garner,36,H,N,Sep,2016,2016-17
03/Sep/2016,14:00,Saracens,35,Worcester Warriors,3,Twickenham Stadium,Matthew Carley,38,H,N,Sep,2016,2016-17
03/Sep/2016,15:30,Northampton Saints,14,Bath,18,Franklin's Gardens,JP Doyle,32,A,N,Sep,2016,2016-17
03/Sep/2016,16:30,Harlequins,21,Bristol,19,Twickenham Stadium,Luke Pearce,40,H,N,Sep,2016,2016-17
04/Sep/2016,15:00,Wasps,25,Exeter Chiefs,20,Ricoh Arena,Tom Foley,45,H,N,Sep,2016,2016-17
09/Sep/2016,19:45,Worcester Warriors,23,Gloucester,23,Sixways,Luke Pearce,46,D,N,Sep,2016,2016-17
09/Sep/2016,20:15,Sale Sharks,19,Harlequins,10,AJ Bell Stadium,Tom Foley,29,H,N,Sep,2016,2016-17
10/Sep/2016,15:00,Bath,58,Newcastle Falcons,5,Recreation Ground,Ian Tempest,63,H,N,Sep,2016,2016-17
10/Sep/2016,15:00,Leicester Tigers,22,Wasps,34,Welford Road,Greg Garner,56,A,N,Sep,2016,2016-17
11/Sep/2016,16:30,Bristol,10,Northampton Saints,32,Ashton Gate,Craig Maxwell-Keys,42,A,N,Sep,2016,2016-17
11/Sep/2016,15:00,Exeter Chiefs,13,Saracens,34,Sandy Park,JP Doyle,47,A,N,Sep,2016,2016-17
16/Sep/2016,19:45,Sale Sharks,13,Gloucester,26,AJ Bell Stadium,Ian Tempest,39,A,N,Sep,2016,2016-17
17/Sep/2016,15:00,Bath,37,Worcester Warriors,22,Recreation Ground,Craig Maxwell-Keys,59,H,N,Sep,2016,2016-17
17/Sep/2016,15:00,Exeter Chiefs,36,Harlequins,25,Sandy Park,Matthew Carley,61,H,N,Sep,2016,2016-17
17/Sep/2016,15:00,Saracens,27,Northampton Saints,12,Allianz Park,Greg Garner,39,H,N,Sep,2016,2016-17
18/Sep/2016,14:30,Wasps,70,Bristol,22,Ricoh Arena,Tim Wigglesworth,92,H,N,Sep,2016,2016-17
18/Sep/2016,15:00,Newcastle Falcons,13,Leicester Tigers,14,Kingston Park,JP Doyle,27,A,N,Sep,2016,2016-17
23/Sep/2016,19:45,Bristol,17,Exeter Chiefs,41,Ashton Gate,Tom Foley,58,A,N,Sep,2016,2016-17
24/Sep/2016,15:00,Gloucester,13,Newcastle Falcons,18,Kingsholm,David Sainsbury,31,A,N,Sep,2016,2016-17
24/Sep/2016,15:00,Harlequins,17,Saracens,10,Twickenham Stoop,Craig Maxwell-Keys,27,H,N,Sep,2016,2016-17
24/Sep/2016,15:00,Northampton Saints,15,Wasps,20,Franklin's Gardens,Luke Pearce,35,A,N,Sep,2016,2016-17
