date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
31/Aug/2018,19:45,Bristol,17,Bath,10,Ashton Gate,JP Doyle,27,H,N,Aug,2018,2018-19
01/Sep/2018,14:00,Gloucester,27,Northampton Saints,16,Kingsholm,Matthew Carley,43,H,N,Sep,2018,2018-19
01/Sep/2018,15:00,Harlequins,51,Sale Sharks,23,Twickenham Stoop,Craig Maxwell-Keys,74,H,N,Sep,2018,2018-19
01/Sep/2018,15:00,Worcester Warriors,20,Wasps,21,Sixways,Karl Dickson,41,A,N,Sep,2018,2018-19
01/Sep/2018,16:30,Exeter Chiefs,40,Leicester Tigers,6,Sandy Park,Wayne Barnes,46,H,N,Sep,2018,2018-19
02/Sep/2018,15:00,Newcastle Falcons,21,Saracens,32,Kingston Park,Ian Tempest,53,A,N,Sep,2018,2018-19
07/Sep/2018,19:45,Northampton Saints,25,Harlequins,18,Franklin's Gardens,Tom Foley,43,H,N,Sep,2018,2018-19
08/Sep/2018,14:00,Wasps,31,Exeter Chiefs,42,Ricoh Arena,Christophe Ridley,73,A,N,Sep,2018,2018-19
08/Sep/2018,15:00,Leicester Tigers,49,Newcastle Falcons,33,Welford Road,Matthew Carley,82,H,N,Sep,2018,2018-19
08/Sep/2018,15:00,Saracens,44,Bristol,23,Allianz Park,Andrew Jackson,67,H,N,Sep,2018,2018-19
08/Sep/2018,16:30,Bath,31,Gloucester,31,Recreation Ground,Luke Pearce,62,D,N,Sep,2018,2018-19
09/Sep/2018,15:00,Sale Sharks,21,Worcester Warriors,15,AJ Bell Stadium,JP Doyle,36,H,N,Sep,2018,2018-19
14/Sep/2018,19:45,Gloucester,35,Bristol,13,Kingsholm,Tom Foley,48,H,N,Sep,2018,2018-19
15/Sep/2018,15:00,Exeter Chiefs,35,Sale Sharks,18,Sandy Park,Karl Dickson,53,H,N,Sep,2018,2018-19
15/Sep/2018,15:00,Harlequins,32,Bath,37,Twickenham Stoop,Matthew Carley,69,A,N,Sep,2018,2018-19
15/Sep/2018,15:00,Northampton Saints,27,Saracens,38,Franklin's Gardens,JP Doyle,65,A,N,Sep,2018,2018-19
15/Sep/2018,15:00,Worcester Warriors,20,Newcastle Falcons,23,Sixways,Wayne Barnes,43,A,N,Sep,2018,2018-19
16/Sep/2018,15:00,Wasps,41,Leicester Tigers,35,Ricoh Arena,Ian Tempest,76,H,N,Sep,2018,2018-19
21/Sep/2018,19:45,Newcastle Falcons,17,Exeter Chiefs,24,Kingston Park,Andrew Jackson,41,A,N,Sep,2018,2018-19
22/Sep/2018,15:00,Sale Sharks,13,Wasps,31,AJ Bell Stadium,Wayne Barnes,44,A,N,Sep,2018,2018-19
22/Sep/2018,15:00,Bristol,20,Harlequins,13,Ashton Gate,Ian Tempest,33,H,N,Sep,2018,2018-19
22/Sep/2018,15:00,Bath,17,Northampton Saints,15,Recreation Ground,Karl Dickson,32,H,N,Sep,2018,2018-19
23/Sep/2018,15:00,Leicester Tigers,37,Worcester Warriors,44,Welford Road,Luke Pearce,81,A,N,Sep,2018,2018-19
23/Sep/2018,15:00,Saracens,38,Gloucester,15,Allianz Park,Christophe Ridley,53,H,N,Sep,2018,2018-19
28/Sep/2018,19:45,Newcastle Falcons,22,Wasps,23,Kingston Park,Karl Dickson,45,A,N,Sep,2018,2018-19
29/Sep/2018,15:00,Bristol,40,Northampton Saints,45,Ashton Gate,Luke Pearce,85,A,N,Sep,2018,2018-19
29/Sep/2018,15:00,Exeter Chiefs,28,Worcester Warriors,11,Sandy Park,Ian Tempest,39,H,N,Sep,2018,2018-19
29/Sep/2018,15:00,Gloucester,25,Harlequins,27,Kingsholm,JP Doyle,52,A,N,Sep,2018,2018-19
29/Sep/2018,15:00,Saracens,50,Bath,27,Allianz Park,Tom Foley,77,H,N,Sep,2018,2018-19
30/Sep/2018,15:00,Leicester Tigers,19,Sale Sharks,15,Welford Road,Craig Maxwell-Keys,34,H,N,Sep,2018,2018-19
05/Oct/2018,19:45,Bath,24,Exeter Chiefs,39,Recreation Ground,Christophe Ridley,63,A,N,Oct,2018,2018-19
06/Oct/2018,15:00,Northampton Saints,15,Leicester Tigers,23,Twickenham Stadium,JP Doyle,38,A,N,Oct,2018,2018-19
06/Oct/2018,15:00,Sale Sharks,20,Newcastle Falcons,7,AJ Bell Stadium,Tom Foley,27,H,N,Oct,2018,2018-19
06/Oct/2018,15:00,Wasps,21,Gloucester,35,Ricoh Arena,Craig Maxwell-Keys,56,A,N,Oct,2018,2018-19
