date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
15/Feb/2020,15:00,Leicester Tigers,18,Wasps,9,Welford Road,Karl Dickson,27,H,N,Feb,2020,2019-20
15/Feb/2020,15:00,Saracens,36,Sale Sharks,22,Allianz Park,Wayne Barnes,58,H,N,Feb,2020,2019-20
15/Feb/2020,15:00,Worcester Warriors,21,Bath,22,Sixways,Christophe Ridley,43,A,N,Feb,2020,2019-20
16/Feb/2020,15:00,Northampton Saints,14,Bristol,20,Franklin's Gardens,Tom Foley,34,A,N,Feb,2020,2019-20
21/Feb/2020,19:45,Sale Sharks,36,Leicester Tigers,3,AJ Bell Stadium,Ian Tempest,39,H,N,Feb,2020,2019-20
21/Feb/2020,19:45,Wasps,60,Saracens,10,Ricoh Arena,Christophe Ridley,70,H,N,Feb,2020,2019-20
22/Feb/2020,15:00,Bath,19,Harlequins,12,Recreation Ground,Tom Foley,31,H,N,Feb,2020,2019-20
22/Feb/2020,15:00,London Irish,24,Gloucester,20,Madejski Stadium,Luke Pearce,44,H,N,Feb,2020,2019-20
23/Feb/2020,13:00,Bristol,13,Worcester Warriors,10,Ashton Gate,JP Doyle,23,H,N,Feb,2020,2019-20
23/Feb/2020,13:00,Exeter Chiefs,57,Northampton Saints,7,Sandy Park,Jack Makepeace,64,H,N,Feb,2020,2019-20
28/Feb/2020,19:45,Gloucester,17,Sale Sharks,23,Kingsholm,Wayne Barnes,40,A,N,Feb,2020,2019-20
29/Feb/2020,15:00,Harlequins,34,Exeter Chiefs,30,Twickenham Stoop,Christophe Ridley,64,H,N,Feb,2020,2019-20
29/Feb/2020,15:00,Leicester Tigers,14,Worcester Warriors,8,Welford Road,Adam Leal,22,H,N,Feb,2020,2019-20
29/Feb/2020,15:00,Northampton Saints,21,Saracens,27,Franklin's Gardens,Matthew Carley,48,A,N,Feb,2020,2019-20
01/Mar/2020,14:30,London Irish,26,Wasps,36,Madejski Stadium,Tom Foley,62,A,N,Mar,2020,2019-20
01/Mar/2020,15:00,Bath,13,Bristol,19,Recreation Ground,Ian Tempest,32,A,N,Mar,2020,2019-20
06/Mar/2020,19:45,Worcester Warriors,10,Northampton Saints,16,Sixways,Andrew Jackson,26,A,N,Mar,2020,2019-20
06/Mar/2020,20:00,Sale Sharks,39,London Irish,0,AJ Bell Stadium,Anthony Woodthorpe,39,H,N,Mar,2020,2019-20
07/Mar/2020,13:00,Saracens,24,Leicester Tigers,13,Allianz Park,J P Doyle,37,H,N,Mar,2020,2019-20
07/Mar/2020,14:30,Exeter Chiefs,57,Bath,20,Sandy Park,Luke Pearce,77,H,N,Mar,2020,2019-20
07/Mar/2020,14:30,Wasps,39,Gloucester,22,Ricoh Arena,Ian Tempest,61,H,N,Mar,2020,2019-20
08/Mar/2020,13:00,Bristol,28,Harlequins,15,Ashton Gate,Craig Maxwell-Keys,43,H,N,Mar,2020,2019-20
14/Aug/2020,19:45,Harlequins,16,Sale Sharks,10,Twickenham Stoop,Luke Pearce,26,H,N,Aug,2020,2019-20
15/Aug/2020,12:30,Worcester Warriors,15,Gloucester,44,Sixways,Cristophe Ridley,59,A,N,Aug,2020,2019-20
15/Aug/2020,14:00,Exeter Chiefs,26,Leicester Tigers,13,Sandy Park,Tom Foley,39,H,N,Aug,2020,2019-20
15/Aug/2020,15:00,Bath,34,London Irish,17,Recreation Ground,Craig Maxwell-Keys,51,H,N,Aug,2020,2019-20
15/Aug/2020,16:30,Bristol,16,Saracens,12,Ashton Gate,Matthew Carley,28,H,N,Aug,2020,2019-20
16/Aug/2020,15:00,Northampton Saints,21,Wasps,34,Franklin's Gardens,Karl Dickson,55,A,N,Aug,2020,2019-20
21/Aug/2020,18:00,Sale Sharks,22,Exeter Chiefs,32,AJ Bell Stadium,Matthew Carley,54,A,N,Aug,2020,2019-20
21/Aug/2020,19:45,Gloucester,24,Bristol,33,Kingsholm,Luke Pearce,57,A,N,Aug,2020,2019-20
21/Aug/2020,19:45,Wasps,32,Worcester Warriors,17,Ricoh Arena,Craig Maxwell-Keys,49,H,N,Aug,2020,2019-20
22/Aug/2020,12:30,Saracens,38,Harlequins,24,Allianz Park,Christophe Ridley,62,H,N,Aug,2020,2019-20
22/Aug/2020,14:00,London Irish,3,Northampton Saints,27,Twickenham Stoop,Ian Tempest,30,A,N,Aug,2020,2019-20
22/Aug/2020,16:30,Leicester Tigers,16,Bath,38,Welford Road,Karl Dickson,54,A,N,Aug,2020,2019-20
25/Aug/2020,17:30,Wasps,11,Sale Sharks,20,Ricoh Arena,Matthew Carley,31,A,N,Aug,2020,2019-20
25/Aug/2020,19:45,Bristol,22,Exeter Chiefs,25,Ashton Gate,Wayne Barnes,47,A,N,Aug,2020,2019-20
26/Aug/2020,18:00,Leicester Tigers,13,London Irish,7,Welford Road,Ian Tempest,20,H,N,Aug,2020,2019-20
26/Aug/2020,18:00,Saracens,36,Gloucester,20,Allianz Park,Jack Makepeace,56,H,N,Aug,2020,2019-20
26/Aug/2020,18:00,Worcester Warriors,29,Harlequins,14,Sixways,Luke Pearce,43,H,N,Aug,2020,2019-20
26/Aug/2020,19:45,Northampton Saints,3,Bath,18,Franklin's Gardens,Christophe Ridley,21,A,N,Aug,2020,2019-20
29/Aug/2020,15:00,Sale Sharks,40,Bristol,7,AJ Bell Stadium,Karl Dickson,47,H,N,Aug,2020,2019-20
30/Aug/2020,14:00,Harlequins,30,Northampton Saints,17,Twickenham Stoop,Craig Maxwell-Keys,47,H,N,Aug,2020,2019-20
30/Aug/2020,15:00,Exeter Chiefs,59,Worcester Warriors,7,Sandy Park,Adam Leal,66,H,N,Aug,2020,2019-20
30/Aug/2020,16:30,Gloucester,46,Leicester Tigers,30,Kingsholm,Matthew Carley,76,H,N,Aug,2020,2019-20
31/Aug/2020,13:00,London Irish,12,Saracens,40,Twickenham Stoop,Tom Foley,52,A,N,Aug,2020,2019-20
31/Aug/2020,15:00,Bath,23,Wasps,27,Recreation Ground,Wayne Barnes,50,A,N,Aug,2020,2019-20
04/Sep/2020,18:00,Worcester Warriors,13,Bristol,36,Sixways,Wayne Barnes,49,A,N,Sep,2020,2019-20
04/Sep/2020,19:45,Northampton Saints,19,Exeter Chiefs,22,Franklin's Gardens,Luke Pearce,41,A,N,Sep,2020,2019-20
05/Sep/2020,12:30,Saracens,18,Wasps,28,Allianz Park,Christophe Ridley,46,A,N,Sep,2020,2019-20
05/Sep/2020,14:00,Harlequins,27,Bath,41,Twickenham Stoop,Tom Foley,68,A,N,Sep,2020,2019-20
05/Sep/2020,15:00,Leicester Tigers,31,Sale Sharks,40,Welford Road,Ian Tempest,71,A,N,Sep,2020,2019-20
05/Sep/2020,16:30,Gloucester,36,London Irish,23,Kingsholm,Hamish Smales,59,H,N,Sep,2020,2019-20
08/Sep/2020,19:45,Bristol,47,Northampton Saints,10,Ashton Gate,Tom Foley,57,H,N,Sep,2020,2019-20
09/Sep/2020,17:30,Wasps,54,Leicester Tigers,7,Ricoh Arena,Karl Dickson,61,H,N,Sep,2020,2019-20
09/Sep/2020,17:30,Exeter Chiefs,35,Gloucester,22,Sandy Park,Christophe Ridley,57,H,N,Sep,2020,2019-20
09/Sep/2020,18:00,Sale Sharks,24,Saracens,17,AJ Bell Stadium,Craig Maxwell-Keys,41,H,N,Sep,2020,2019-20
09/Sep/2020,19:45,Bath,40,Worcester Warriors,15,Recreation Ground,Andrew Jackson,55,H,N,Sep,2020,2019-20
09/Sep/2020,19:45,London Irish,15,Harlequins,38,Twickenham Stoop,Matthew Carley,53,A,N,Sep,2020,2019-20
13/Sep/2020,12:30,Wasps,59,Bristol,35,Ricoh Arena,Ian Tempest,94,H,N,Sep,2020,2019-20
13/Sep/2020,14:00,Leicester Tigers,28,Northampton Saints,24,Welford Road,Wayne Barnes,52,H,N,Sep,2020,2019-20
13/Sep/2020,15:00,London Irish,25,Worcester Warriors,40,Twickenham Stoop,Craig Maxwell-Keys,65,A,N,Sep,2020,2019-20
13/Sep/2020,15:00,Sale Sharks,22,Bath,37,AJ Bell Stadium,Matthew Carley,59,A,N,Sep,2020,2019-20
13/Sep/2020,16:30,Saracens,40,Exeter Chiefs,17,Allianz Park,Adam Leal,57,H,N,Sep,2020,2019-20
14/Sep/2020,19:45,Gloucester,15,Harlequins,28,Kingsholm,Karl Dickson,43,A,N,Sep,2020,2019-20
22/Sep/2020,17:30,Bath,31,Gloucester,20,Recreation Ground,Craig Maxwell-Keys,51,H,N,Sep,2020,2019-20
28/Sep/2020,19:45,Harlequins,23,Wasps,32,Twickenham Stoop,Luke Pearce,55,A,N,Sep,2020,2019-20
29/Sep/2020,17:30,Northampton Saints,14,Sale Sharks,34,Franklin's Gardens,Wayne Barnes,48,A,N,Sep,2020,2019-20
30/Sep/2020,17:30,Bristol,40,Leicester Tigers,3,Ashton Gate,Christophe Ridley,43,H,N,Sep,2020,2019-20
30/Sep/2020,17:30,Exeter Chiefs,19,London Irish,22,Sandy Park,Ian Tempest,41,A,N,Sep,2020,2019-20
30/Sep/2020,17:30,Worcester Warriors,40,Saracens,27,Sixways,Karl Dickson,67,H,N,Sep,2020,2019-20
04/Oct/2020,15:00,Gloucester,Cancelled,Northampton Saints,Cancelled,Kingsholm,Jack Makepeace,N/A,N/A,N,Oct,2020,2019-20
04/Oct/2020,15:00,Leicester Tigers,26,Harlequins,32,Welford Road,Matthew Carley,58,A,N,Oct,2020,2019-20
04/Oct/2020,15:00,London Irish,7,Bristol,36,Twickenham Stoop,Karl Dickson,43,A,N,Oct,2020,2019-20
04/Oct/2020,15:00,Saracens,17,Bath,17,Allianz Park,Wayne Barnes,34,D,N,Oct,2020,2019-20
04/Oct/2020,15:00,Wasps,46,Exeter Chiefs,5,Ricoh Arena,Tom Foley,51,H,N,Oct,2020,2019-20
07/Oct/2020,19:45,Sale Sharks,Cancelled,Worcester Warriors,Cancelled,AJ Bell Stadium,Ian Tempest,N/A,N/A,N,Oct,2020,2019-20
10/Oct/2020,13:30,Wasps,47,Bristol,24,Ricoh Arena,Matthew Carley,71,H,N,Oct,2020,2019-20
10/Oct/2020,16:30,Exeter Chiefs,35,Bath,6,Sandy Park,Luke Pearce,41,H,N,Oct,2020,2019-20
24/Oct/2020,18:00,Exeter Chiefs,19,Wasps,13,Twickenham Stadium,Craig Maxwell-Keys,32,H,N,Oct,2020,2019-20
