date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
20/Nov/2020,19:45,Harlequins,3,Exeter Chiefs,33,Twickenham Stoop,Christophe Ridley,36,A,N,Nov,2020,2020-21
20/Nov/2020,20:00,Sale Sharks,32,Northampton Saints,23,AJ Bell Stadium,Ian Tempest,55,H,N,Nov,2020,2020-21
21/Nov/2020,12:30,Bath,12,Newcastle Falcons,19,Recreation Ground,Craig Maxwell-Keys,31,A,N,Nov,2020,2020-21
21/Nov/2020,15:00,Leicester Tigers,38,Gloucester,15,Welford Road,Jack Makepeace,53,H,N,Nov,2020,2020-21
21/Nov/2020,15:00,Worcester Warriors,11,London Irish,10,Sixways,Adam Leal,21,H,N,Nov,2020,2020-21
22/Nov/2020,13:00,Wasps,23,Bristol,20,Ricoh Arena,Tom Foley,43,H,N,Nov,2020,2020-21
27/Nov/2020,19:45,Newcastle Falcons,15,Sale Sharks,13,Kingston Park,Wayne Barnes,28,H,N,Nov,2020,2020-21
28/Nov/2020,14:00,Northampton Saints,29,Harlequins,49,Franklin's Gardens,Tom Foley,78,A,N,Nov,2020,2020-21
28/Nov/2020,15:00,Bristol,30,Worcester Warriors,13,Ashton Gate,Ian Tempest,43,H,N,Nov,2020,2020-21
28/Nov/2020,15:00,Gloucester,40,Wasps,24,Kingsholm,Hamish Smales,64,H,N,Nov,2020,2020-21
28/Nov/2020,17:30,Exeter Chiefs,40,Bath,3,Sandy Park,Christophe Ridley,43,H,N,Nov,2020,2020-21
29/Nov/2020,16:15,London Irish,22,Leicester Tigers,9,Brentford Community Stadium,Karl Dickson,31,H,N,Nov,2020,2020-21
04/Dec/2020,19:45,Bristol,18,Northampton Saints,17,Ashton Gate,Luke Pearce,35,H,N,Dec,2020,2020-21
05/Dec/2020,15:00,Leicester Tigers,13,Exeter Chiefs,35,Welford Road,Craig Maxwell-Keys,48,A,N,Dec,2020,2020-21
05/Dec/2020,15:00,Wasps,17,Newcastle Falcons,27,Ricoh Arena,Andrew Jackson,44,A,N,Dec,2020,2020-21
05/Dec/2020,15:00,Worcester Warriors,17,Bath,33,Sixways,Tom Foley,50,A,N,Dec,2020,2020-21
06/Dec/2020,14:30,London Irish,13,Sale Sharks,21,Brentford Community Stadium,Christophe Ridley,34,A,N,Dec,2020,2020-21
06/Dec/2020,16:15,Gloucester,24,Harlequins,34,Kingsholm,Ian Tempest,58,A,N,Dec,2020,2020-21
26/Dec/2020,14:00,Bath,Cancelled,London Irish,Cancelled,Recreation Ground,N/A,N/A,N/A,N,Dec,2020,2020-21
26/Dec/2020,14:00,Harlequins,19,Bristol,27,Twickenham Stoop,Matthew Carley,46,A,N,Dec,2020,2020-21
26/Dec/2020,14:00,Newcastle Falcons,Cancelled,Leicester Tigers,Cancelled,Kingston Park,N/A,N/A,N/A,N,Dec,2020,2020-21
26/Dec/2020,15:00,Exeter Chiefs,28,Gloucester,20,Sandy Park,Tom Foley,48,H,N,Dec,2020,2020-21
26/Dec/2020,16:30,Northampton Saints,29,Worcester Warriors,10,Franklin's Gardens,Christophe Ridley,39,H,N,Dec,2020,2020-21
27/Dec/2020,15:00,Sale Sharks,23,Wasps,26,AJ Bell Stadium,Craig Maxwell-Keys,49,A,N,Dec,2020,2020-21
01/Jan/2021,15:00,Bristol,29,Newcastle Falcons,17,Ashton Gate,Christophe Ridley,46,H,N,Jan,2021,2020-21
01/Jan/2021,19:45,Worcester Warriors,Cancelled,Harlequins,Cancelled,Sixways,N/A,N/A,N/A,N,Jan,2021,2020-21
02/Jan/2021,14:00,Wasps,34,Exeter Chiefs,5,Ricoh Arena,Ian Tempest,39,H,N,Jan,2021,2020-21
02/Jan/2021,16:30,Gloucester,19,Sale Sharks,22,Kingsholm,Karl Dickson,41,A,N,Jan,2021,2020-21
03/Jan/2021,14:30,London Irish,Cancelled,Northampton Saints,Cancelled,Brentford Community Stadium,N/A,N/A,N/A,N,Jan,2021,2020-21
03/Jan/2021,15:00,Leicester Tigers,36,Bath,31,Welford Road,Wayne Barnes,67,H,N,Jan,2021,2020-21
08/Jan/2021,19:45,Bath,44,Wasps,52,Recreation Ground,Matthew Carley,96,A,N,Jan,2021,2020-21
08/Jan/2021,20:00,Sale Sharks,20,Worcester Warriors,13,AJ Bell Stadium,Wayne Barnes,33,H,N,Jan,2021,2020-21
09/Jan/2021,14:00,Newcastle Falcons,22,Gloucester,10,Kingston Park,Craig Maxwell-Keys,32,H,N,Jan,2021,2020-21
09/Jan/2021,16:30,Exeter Chiefs,7,Bristol,20,Sandy Park,Karl Dickson,27,A,N,Jan,2021,2020-21
09/Jan/2021,16:30,Northampton Saints,Cancelled,Leicester Tigers,Cancelled,Franklin's Gardens,N/A,N/A,N/A,N,Jan,2021,2020-21
10/Jan/2021,15:00,Harlequins,27,London Irish,27,Twickenham Stoop,Tom Foley,54,D,N,Jan,2021,2020-21
29/Jan/2021,19:45,Bristol,48,Bath,3,Ashton Gate,Wayne Barnes,51,H,N,Jan,2021,2020-21
29/Jan/2021,19:45,Leicester Tigers,15,Sale Sharks,25,Welford Road,Ian Tempest,40,A,N,Jan,2021,2020-21
30/Jan/2021,15:00,Gloucester,26,Northampton Saints,31,Kingsholm,Karl Dickson,57,A,N,Jan,2021,2020-21
30/Jan/2021,15:00,Worcester Warriors,17,Exeter Chiefs,21,Sixways,Tom Foley,38,A,N,Jan,2021,2020-21
31/Jan/2021,14:30,London Irish,31,Newcastle Falcons,22,Brentford Community Stadium,Matthew Carley,53,H,N,Jan,2021,2020-21
31/Jan/2021,15:00,Wasps,17,Harlequins,49,Ricoh Arena,Luke Pearce,66,A,N,Jan,2021,2020-21
05/Feb/2021,19:45,Bristol,13,Sale Sharks,20,Ashton Gate,Luke Pearce,33,A,N,Feb,2021,2020-21
06/Feb/2021,13:00,Wasps,17,Northampton Saints,22,Ricoh Arena,Adam Leal,39,A,N,Feb,2021,2020-21
06/Feb/2021,14:15,Bath,15,Harlequins,28,Recreation Ground,Craig Maxwell-Keys,43,A,N,Feb,2021,2020-21
06/Feb/2021,15:00,Leicester Tigers,41,Worcester Warriors,24,Welford Road,Andrew Jackson,65,H,N,Feb,2021,2020-21
06/Feb/2021,15:00,London Irish,32,Gloucester,26,Brentford Community Stadium,Ian Tempest,58,H,N,Feb,2021,2020-21
07/Feb/2021,13:00,Newcastle Falcons,9,Exeter Chiefs,15,Kingston Park,Anthony Woodthorpe,24,A,N,Feb,2021,2020-21
12/Feb/2021,19:45,Gloucester,17,Bristol,18,Kingsholm,Tom Foley,35,A,N,Feb,2021,2020-21
12/Feb/2021,20:00,Sale Sharks,22,Bath,27,AJ Bell Stadium,Christophe Ridley,49,A,N,Feb,2021,2020-21
13/Feb/2021,16:00,Harlequins,37,Leicester Tigers,24,Twickenham Stoop,Anthony Woodthorpe,61,H,N,Feb,2021,2020-21
13/Feb/2021,16:15,Exeter Chiefs,26,London Irish,3,Sandy Park,Jack Makepeace,29,H,N,Feb,2021,2020-21
13/Feb/2021,16:30,Northampton Saints,Cancelled,Newcastle Falcons,Cancelled,Franklin's Gardens,N/A,N/A,N/A,N,Feb,2021,2020-21
14/Feb/2021,13:00,Worcester Warriors,13,Wasps,17,Sixways,Ian Tempest,30,A,N,Feb,2021,2020-21
19/Feb/2021,19:45,Bath,16,Gloucester,14,Recreation Ground,Wayne Barnes,30,H,N,Feb,2021,2020-21
20/Feb/2021,13:00,Harlequins,24,Sale Sharks,12,Twickenham Stoop,Ian Tempest,36,H,N,Feb,2021,2020-21
20/Feb/2021,15:00,Leicester Tigers,27,Wasps,8,Welford Road,Craig Maxwell-Keys,35,H,N,Feb,2021,2020-21
20/Feb/2021,15:00,Exeter Chiefs,12,Northampton Saints,13,Sandy Park,Christophe Ridley,25,A,N,Feb,2021,2020-21
20/Feb/2021,15:00,Worcester Warriors,Cancelled,Newcastle Falcons,Cancelled,Sixways,N/A,N/A,N/A,N,Feb,2021,2020-21
21/Feb/2021,15:00,London Irish,34,Bristol,34,Brentford Community Stadium,Karl Dickson,68,D,N,Feb,2021,2020-21
26/Feb/2021,19:45,Sale Sharks,25,Exeter Chiefs,20,AJ Bell Stadium,Karl Dickson,45,H,N,Feb,2021,2020-21
27/Feb/2021,13:00,Bristol,17,Leicester Tigers,3,Ashton Gate,Christophe Ridley,20,H,N,Feb,2021,2020-21
27/Feb/2021,15:00,Newcastle Falcons,25,Harlequins,22,Kingston Park,Jack Makepeace,47,H,N,Feb,2021,2020-21
27/Feb/2021,15:00,Wasps,10,London Irish,16,Ricoh Arena,Hamish Smales,26,A,N,Feb,2021,2020-21
27/Feb/2021,15:15,Gloucester,22,Worcester Warriors,14,Kingsholm,Luke Pearce,36,H,N,Feb,2021,2020-21
28/Feb/2021,13:00,Northampton Saints,22,Bath,23,Franklin's Gardens,Ian Tempest,45,A,N,Feb,2021,2020-21
05/Mar/2021,19:45,Leicester Tigers,33,London Irish,32,Welford Road,Wayne Barnes,65,H,N,Mar,2021,2020-21
05/Mar/2021,20:00,Sale Sharks,31,Newcastle Falcons,16,AJ Bell Stadium,Andrew Jackson,47,H,N,Mar,2021,2020-21
