date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
06/Mar/2021,15:00,Bath,16,Exeter Chiefs,38,Recreation Ground,Tom Foley,54,A,N,Mar,2021,2020-21
06/Mar/2021,15:00,Wasps,19,Gloucester,20,Ricoh Arena,Matthew Carley,39,A,N,Mar,2021,2020-21
06/Mar/2021,17:15,Worcester Warriors,23,Bristol,24,Sixways,Craig Maxwell-Keys,47,A,N,Mar,2021,2020-21
07/Mar/2021,15:00,Harlequins,37,Northampton Saints,19,Twickenham Stoop,Luke Pearce,56,H,N,Mar,2021,2020-21
12/Mar/2021,19:45,Bristol,37,Wasps,20,Ashton Gate,Karl Dickson,57,H,N,Mar,2021,2020-21
13/Mar/2021,12:30,Exeter Chiefs,21,Harlequins,20,Sandy Park,Craig Maxwell-Keys,41,H,N,Mar,2021,2020-21
13/Mar/2021,12:30,Newcastle Falcons,19,Bath,38,Kingston Park,Ian Tempest,57,A,N,Mar,2021,2020-21
13/Mar/2021,14:45,Northampton Saints,17,Sale Sharks,14,Franklin's Gardens,Matthew Carley,31,H,N,Mar,2021,2020-21
13/Mar/2021,15:00,Gloucester,14,Leicester Tigers,20,Kingsholm,Adam Leal,34,A,N,Mar,2021,2020-21
14/Mar/2021,13:00,London Irish,20,Worcester Warriors,17,Brentford Community Stadium,Luke Pearce,37,H,N,Mar,2021,2020-21
19/Mar/2021,19:45,Newcastle Falcons,18,Wasps,20,Kingston Park,Anthony Woodthorpe,38,A,N,Mar,2021,2020-21
20/Mar/2021,14:00,Bath,47,Worcester Warriors,22,Recreation Ground,Adam Leal,69,H,N,Mar,2021,2020-21
20/Mar/2021,14:00,Harlequins,59,Gloucester,24,Twickenham Stoop,Ian Tempest,83,H,N,Mar,2021,2020-21
20/Mar/2021,14:30,Exeter Chiefs,47,Leicester Tigers,31,Sandy Park,Jack Makepeace,78,H,N,Mar,2021,2020-21
21/Mar/2021,15:00,Northampton Saints,21,Bristol,28,Franklin's Gardens,Tom Foley,49,A,N,Mar,2021,2020-21
21/Mar/2021,15:00,Sale Sharks,41,London Irish,13,AJ Bell Stadium,Craig Maxwell-Keys,54,H,N,Mar,2021,2020-21
26/Mar/2021,17:30,Gloucester,34,Exeter Chiefs,18,Kingsholm,Luke Pearce,52,H,N,Mar,2021,2020-21
27/Mar/2021,14:00,Bristol,35,Harlequins,33,Ashton Gate,Hamish Smales,68,H,N,Mar,2021,2020-21
27/Mar/2021,15:00,London Irish,36,Bath,33,Brentford Community Stadium,Craig Maxwell-Keys,69,H,N,Mar,2021,2020-21
27/Mar/2021,15:00,Worcester Warriors,14,Northampton Saints,62,Sixways,Andrew Jackson,76,A,N,Mar,2021,2020-21
27/Mar/2021,16:30,Wasps,19,Sale Sharks,20,Ricoh Arena,Christophe Ridley,39,A,N,Mar,2021,2020-21
28/Mar/2021,15:00,Leicester Tigers,26,Newcastle Falcons,12,Welford Road,Karl Dickson,38,H,N,Mar,2021,2020-21
16/Apr/2021,19:45,Northampton Saints,44,London Irish,26,Franklin's Gardens,Wayne Barnes,70,H,N,Apr,2021,2020-21
17/Apr/2021,12:30,Exeter Chiefs,43,Wasps,13,Sandy Park,Tom Foley,56,H,N,Apr,2021,2020-21
17/Apr/2021,12:30,Sale Sharks,25,Gloucester,22,AJ Bell Stadium,Adam Leal,47,H,N,Apr,2021,2020-21
17/Apr/2021,17:00,Harlequins,50,Worcester Warriors,26,Twickenham Stoop,Craig Maxwell-Keys,76,H,N,Apr,2021,2020-21
17/Apr/2021,17:00,Newcastle Falcons,17,Bristol,34,Kingston Park,Christophe Ridley,51,A,N,Apr,2021,2020-21
18/Apr/2021,15:00,Bath,21,Leicester Tigers,20,Recreation Ground,Luke Pearce,41,H,N,Apr,2021,2020-21
23/Apr/2021,19:45,Bristol,12,Exeter Chiefs,20,Ashton Gate,N/A,32,A,N,Apr,2021,2020-21
24/Apr/2021,12:30,London Irish,21,Harlequins,25,Brentford Community Stadium,N/A,46,A,N,Apr,2021,2020-21
24/Apr/2021,15:00,Gloucester,35,Newcastle Falcons,24,Kingsholm,N/A,59,H,N,Apr,2021,2020-21
24/Apr/2021,15:00,Leicester Tigers,18,Northampton Saints,23,Welford Road,N/A,41,A,N,Apr,2021,2020-21
24/Apr/2021,15:00,Worcester Warriors,32,Sale Sharks,35,Sixways,N/A,67,A,N,Apr,2021,2020-21
25/Apr/2021,15:00,Wasps,39,Bath,29,Ricoh Arena,N/A,68,H,N,Apr,2021,2020-21
07/May/2021,19:45,Sale Sharks,26,Leicester Tigers,10,AJ Bell Stadium,Tom Foley,36,H,N,May,2021,2020-21
08/May/2021,14:00,Northampton Saints,7,Gloucester,31,Franklin's Gardens,Ian Tempest,38,A,N,May,2021,2020-21
08/May/2021,15:00,Exeter Chiefs,41,Worcester Warriors,10,Sandy Park,Anthony Woodthorpe,51,H,N,May,2021,2020-21
08/May/2021,15:00,Newcastle Falcons,52,London Irish,27,Kingston Park,Jack Makepeace,79,H,N,May,2021,2020-21
08/May/2021,16:30,Bath,20,Bristol,40,Recreation Ground,Luke Pearce,60,A,N,May,2021,2020-21
09/May/2021,15:00,Harlequins,48,Wasps,46,Twickenham Stoop,Wayne Barnes,94,H,N,May,2021,2020-21
14/May/2021,19:45,Bath,20,Sale Sharks,24,Recreation Ground,Karl Dickson,44,A,N,May,2021,2020-21
15/May/2021,15:00,Wasps,23,Worcester Warriors,19,Ricoh Arena,Ian Tempest,42,H,N,May,2021,2020-21
15/May/2021,15:30,Leicester Tigers,35,Harlequins,29,Welford Road,Luke Pearce,64,H,N,May,2021,2020-21
17/May/2021,19:30,Newcastle Falcons,18,Northampton Saints,10,Kingston Park,Matthew Carley,28,H,N,May,2021,2020-21
17/May/2021,19:45,Bristol,39,Gloucester,7,Ashton Gate,Craig Maxwell-Keys,46,H,N,May,2021,2020-21
18/May/2021,19:45,London Irish,12,Exeter Chiefs,31,Brentford Community Stadium,Christophe Ridley,43,A,N,May,2021,2020-21
28/May/2021,19:45,Sale Sharks,22,Bristol,12,AJ Bell Stadium,Christophe Ridley,34,H,N,May,2021,2020-21
28/May/2021,19:45,Gloucester,30,London Irish,28,Kingsholm,Matthew Carley,58,H,N,May,2021,2020-21
29/May/2021,14:00,Harlequins,44,Bath,33,Twickenham Stoop,Tom Foley,77,H,N,May,2021,2020-21
30/May/2021,15:00,Worcester Warriors,17,Leicester Tigers,18,Sixways,Karl Dickson,35,A,N,May,2021,2020-21
29/May/2021,16:30,Northampton Saints,30,Wasps,25,Franklin's Gardens,Adam Leal,55,H,N,May,2021,2020-21
30/May/2021,13:30,Exeter Chiefs,74,Newcastle Falcons,3,Sandy Park,Andrew Jackson,77,H,N,May,2021,2020-21
04/Jun/2021,19:45,Sale Sharks,45,Harlequins,12,AJ Bell Stadium,Wayne Barnes,57,H,N,Jun,2021,2020-21
05/Jun/2021,14:00,Gloucester,Cancelled,Bath,Cancelled,Kingsholm,N/A,N/A,N/A,N,Jun,2021,2020-21
05/Jun/2021,15:00,Leicester Tigers,23,Bristol,26,Welford Road,Ian Tempest,49,A,N,Jun,2021,2020-21
05/Jun/2021,15:00,Newcastle Falcons,24,Worcester Warriors,14,Kingston Park,Luke Pearce,38,H,N,Jun,2021,2020-21
05/Jun/2021,16:30,London Irish,36,Wasps,39,Brentford Community Stadium,Tom Foley,75,A,N,Jun,2021,2020-21
06/Jun/2021,15:00,Northampton Saints,26,Exeter Chiefs,29,Franklin's Gardens,Craig Maxwell-Keys,55,A,N,Jun,2021,2020-21
12/Jun/2021,15:00,Bath,30,Northampton Saints,24,Recreation Ground,N/A,54,H,N,Jun,2021,2020-21
12/Jun/2021,15:00,Bristol,Cancelled,London Irish,Cancelled,Ashton Gate,N/A,N/A,N/A,N,Jun,2021,2020-21
12/Jun/2021,15:00,Exeter Chiefs,20,Sale Sharks,19,Sandy Park,N/A,39,H,N,Jun,2021,2020-21
12/Jun/2021,15:00,Harlequins,54,Newcastle Falcons,26,Twickenham Stoop,N/A,80,H,N,Jun,2021,2020-21
12/Jun/2021,15:00,Wasps,31,Leicester Tigers,38,Ricoh Arena,N/A,69,A,N,Jun,2021,2020-21
12/Jun/2021,15:00,Worcester Warriors,Cancelled,Gloucester,Cancelled,Sixways,N/A,N/A,N/A,N,Jun,2021,2020-21
19/Jun/2020,13:30,Bristol,36,Harlequins,43,Ashton Gate,Wayne Barnes,79,A,Y,Jun,2020,2020-21
19/Jun/2020,16:30,Exeter Chiefs,40,Sale Sharks,30,Sandy Park,Tom Foley,70,H,N,Jun,2020,2020-21
26/Jun/2020,17:30,Exeter Chiefs,38,Harlequins,40,Twickenham Stadium,Matthew Carley,78,A,N,Jun,2020,2020-21
