date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
25/Nov/2012,14:30,Wasps,14,Leicester Tigers,12,Adams Park,N/A,26,H,N,Nov,2012,2012-13
25/Nov/2012,15:00,London Irish,23,Exeter Chiefs,27,Madejski Stadium,N/A,50,A,N,Nov,2012,2012-13
30/Nov/2012,19:45,Harlequins,22,Worcester Warriors,19,Twickenham Stoop,N/A,41,H,N,Nov,2012,2012-13
30/Nov/2012,20:00,Sale Sharks,16,Northampton Saints,27,Salford City Stadium,N/A,43,A,N,Nov,2012,2012-13
01/Dec/2012,12:30,Leicester Tigers,17,Bath,12,Welford Road,N/A,29,H,N,Dec,2012,2012-13
01/Dec/2012,13:00,London Welsh,15,London Irish,9,Kassam Stadium,N/A,24,H,N,Dec,2012,2012-13
01/Dec/2012,17:30,Exeter Chiefs,30,Wasps,23,Sandy Park,N/A,53,H,N,Dec,2012,2012-13
02/Dec/2012,15:00,Saracens,28,Gloucester,23,Vicarage Road,N/A,51,H,N,Dec,2012,2012-13
21/Dec/2012,20:00,Worcester Warriors,13,London Welsh,6,Sixways,N/A,19,H,N,Dec,2012,2012-13
22/Dec/2012,14:15,Bath,0,Saracens,22,The Recreation Ground,N/A,22,A,N,Dec,2012,2012-13
22/Dec/2012,15:00,Gloucester,18,Exeter Chiefs,16,Kingsholm,N/A,34,H,N,Dec,2012,2012-13
22/Dec/2012,15:00,London Irish,9,Leicester Tigers,31,Madejski Stadium,N/A,40,A,N,Dec,2012,2012-13
22/Dec/2012,15:00,Northampton Saints,9,Harlequins,18,Franklin's Gardens,N/A,27,A,N,Dec,2012,2012-13
23/Dec/2012,15:00,Wasps,25,Sale Sharks,18,Adams Park,N/A,43,H,N,Dec,2012,2012-13
28/Dec/2012,20:00,Sale Sharks,33,Worcester Warriors,27,Salford City Stadium,N/A,60,H,N,Dec,2012,2012-13
29/Dec/2012,14:15,Harlequins,26,London Irish,15,Twickenham Stadium,N/A,41,H,N,Dec,2012,2012-13
29/Dec/2012,15:00,Exeter Chiefs,12,Bath,12,Sandy Park,N/A,24,D,N,Dec,2012,2012-13
29/Dec/2012,15:00,London Welsh,15,Wasps,34,Kassam Stadium,N/A,49,A,N,Dec,2012,2012-13
29/Dec/2012,17:00,Leicester Tigers,17,Gloucester,12,Welford Road,N/A,29,H,N,Dec,2012,2012-13
30/Dec/2012,14:15,Saracens,17,Northampton Saints,16,Stadium mk,N/A,33,H,N,Dec,2012,2012-13
04/Jan/2013,20:00,Worcester Warriors,14,Leicester Tigers,19,Sixways,JP Doyle,33,A,N,Jan,2013,2012-13
05/Jan/2013,15:00,Exeter Chiefs,19,Northampton Saints,30,Sandy Park,Greg Garner,49,A,N,Jan,2013,2012-13
05/Jan/2013,15:00,Gloucester,12,London Irish,18,Kingsholm,David Rose,30,A,N,Jan,2013,2012-13
06/Jan/2013,15:00,Wasps,29,Bath,15,Adams Park,Andrew Small,44,H,N,Jan,2013,2012-13
06/Jan/2013,15:00,London Welsh,26,Harlequins,31,Kassam Stadium,Llyr Apgeraint-Roberts,57,A,N,Jan,2013,2012-13
06/Jan/2013,15:00,Saracens,32,Sale Sharks,12,Vicarage Road,Tim Wigglesworth,44,H,N,Jan,2013,2012-13
08/Feb/2013,20:00,Sale Sharks,21,Exeter Chiefs,16,Salford City Stadium,Greg Garner,37,H,N,Feb,2013,2012-13
09/Feb/2013,12:30,Northampton Saints,11,Gloucester,27,Franklin's Gardens,Martin Fox,38,A,N,Feb,2013,2012-13
09/Feb/2013,14:15,Bath,32,Worcester Warriors,9,The Recreation Ground,Wayne Barnes,41,H,N,Feb,2013,2012-13
09/Feb/2013,15:00,Leicester Tigers,28,London Welsh,12,Welford Road,Tim Wigglesworth,40,H,N,Feb,2013,2012-13
09/Feb/2013,15:00,London Irish,29,Saracens,16,Madejski Stadium,Andrew Small,45,H,N,Feb,2013,2012-13
09/Feb/2013,20:00,Harlequins,16,Wasps,17,Twickenham Stoop,JP Doyle,33,A,N,Feb,2013,2012-13
16/Feb/2013,14:15,Bath,40,London Irish,16,The Recreation Ground,David Rose,56,H,N,Feb,2013,2012-13
16/Feb/2013,15:00,Saracens,31,Exeter Chiefs,11,Allianz Park,Martin Fox,42,H,N,Feb,2013,2012-13
16/Feb/2013,15:00,Worcester Warriors,18,Northampton Saints,27,Sixways,Greg Garner,45,A,N,Feb,2013,2012-13
16/Feb/2013,17:15,Harlequins,25,Leicester Tigers,21,Twickenham Stoop,Wayne Barnes,46,H,N,Feb,2013,2012-13
17/Feb/2013,13:00,Wasps,33,Gloucester,29,Adams Park,Andrew Small,62,H,N,Feb,2013,2012-13
17/Feb/2013,15:00,London Welsh,25,Sale Sharks,26,Kassam Stadium,JP Doyle,51,A,N,Feb,2013,2012-13
22/Feb/2013,19:45,Gloucester,29,Worcester Warriors,23,Kingsholm,David Rose,52,H,N,Feb,2013,2012-13
22/Feb/2013,20:00,Sale Sharks,21,Harlequins,30,Salford City Stadium,Martin Fox,51,A,N,Feb,2013,2012-13
23/Feb/2013,15:00,Exeter Chiefs,47,London Welsh,16,Sandy Park,Andrew Small,63,H,N,Feb,2013,2012-13
23/Feb/2013,15:00,Northampton Saints,25,Bath,23,Franklin's Gardens,Luke Pearce,48,H,N,Feb,2013,2012-13
23/Feb/2013,20:00,Leicester Tigers,27,Saracens,32,Welford Road,JP Doyle,59,A,N,Feb,2013,2012-13
24/Feb/2013,15:00,London Irish,30,Wasps,19,Madejski Stadium,Tim Wigglesworth,49,H,N,Feb,2013,2012-13
01/Mar/2013,20:00,Bath,31,Gloucester,25,The Recreation Ground,Tim Wigglesworth,56,H,N,Mar,2013,2012-13
01/Mar/2013,20:00,Worcester Warriors,29,Wasps,23,Sixways,Greg Garner,52,H,N,Mar,2013,2012-13
02/Mar/2013,15:00,Leicester Tigers,48,Sale Sharks,10,Welford Road,Wayne Barnes,58,H,N,Mar,2013,2012-13
02/Mar/2013,15:00,Northampton Saints,40,London Irish,14,Franklin's Gardens,JP Doyle,54,H,N,Mar,2013,2012-13
02/Mar/2013,15:15,Harlequins,16,Exeter Chiefs,27,Twickenham Stoop,David Rose,43,A,N,Mar,2013,2012-13
03/Mar/2013,14:15,Saracens,35,London Welsh,14,Allianz Park,Luke Pearce,49,H,N,Mar,2013,2012-13
22/Mar/2013,20:00,Sale Sharks,14,Bath,13,Salford City Stadium,JP Doyle,27,H,N,Mar,2013,2012-13
23/Mar/2013,15:00,Gloucester,15,London Welsh,14,Kingsholm,Martin Fox,29,H,N,Mar,2013,2012-13
23/Mar/2013,15:00,London Irish,26,Worcester Warriors,6,Madejski Stadium,Wayne Barnes,32,H,N,Mar,2013,2012-13
23/Mar/2013,15:15,Wasps,24,Northampton Saints,26,Adams Park,David Rose,50,A,N,Mar,2013,2012-13
23/Mar/2013,17:00,Exeter Chiefs,9,Leicester Tigers,12,Sandy Park,Tim Wigglesworth,21,A,N,Mar,2013,2012-13
24/Mar/2013,14:00,Saracens,27,Harlequins,12,Allianz Park,Greg Garner,39,H,N,Mar,2013,2012-13
29/Mar/2013,19:45,Gloucester,17,Harlequins,15,Kingsholm,JP Doyle,32,H,N,Mar,2013,2012-13
30/Mar/2013,14:15,Bath,40,London Welsh,25,The Recreation Ground,Tim Wigglesworth,65,H,N,Mar,2013,2012-13
30/Mar/2013,15:00,Wasps,13,Saracens,22,Adams Park,Martin Fox,35,A,N,Mar,2013,2012-13
30/Mar/2013,15:00,Northampton Saints,8,Leicester Tigers,36,Franklin's Gardens,Wayne Barnes,44,A,N,Mar,2013,2012-13
30/Mar/2013,15:00,Worcester Warriors,18,Exeter Chiefs,24,Sixways,David Rose,42,A,N,Mar,2013,2012-13
31/Mar/2013,14:15,London Irish,33,Sale Sharks,33,Madejski Stadium,Greg Garner,66,D,N,Mar,2013,2012-13
12/Apr/2013,19:45,Sale Sharks,32,Gloucester,9,Salford City Stadium,David Rose,41,H,N,Apr,2013,2012-13
13/Apr/2013,14:15,Harlequins,23,Bath,9,Twickenham Stoop,Wayne Barnes,32,H,N,Apr,2013,2012-13
13/Apr/2013,15:00,Exeter Chiefs,27,London Irish,6,Sandy Park,Martin Fox,33,H,N,Apr,2013,2012-13
14/Apr/2013,15:00,London Welsh,14,Northampton Saints,31,Kassam Stadium,Greg Garner,45,A,N,Apr,2013,2012-13
14/Apr/2013,15:00,Saracens,47,Worcester Warriors,17,Allianz Park,Tim Wigglesworth,64,H,N,Apr,2013,2012-13
14/Apr/2013,15:45,Leicester Tigers,35,Wasps,16,Welford Road,JP Doyle,51,H,N,Apr,2013,2012-13
20/Apr/2013,14:15,Bath,27,Leicester Tigers,26,The Recreation Ground,Tim Wigglesworth,53,H,N,Apr,2013,2012-13
20/Apr/2013,15:00,Gloucester,28,Saracens,23,Kingsholm,JP Doyle,51,H,N,Apr,2013,2012-13
20/Apr/2013,15:00,London Irish,47,London Welsh,28,Madejski Stadium,Dean Richards,75,H,N,Apr,2013,2012-13
20/Apr/2013,15:00,Worcester Warriors,26,Harlequins,42,Sixways,Martin Fox,68,A,N,Apr,2013,2012-13
20/Apr/2013,17:45,Northampton Saints,47,Sale Sharks,7,Franklin's Gardens,Luke Pearce,54,H,N,Apr,2013,2012-13
21/Apr/2013,14:00,Wasps,24,Exeter Chiefs,37,Adams Park,Wayne Barnes,61,A,N,Apr,2013,2012-13
04/May/2013,15:00,Exeter Chiefs,40,Gloucester,39,Sandy Park,Greg Garner,79,H,N,May,2013,2012-13
04/May/2013,15:00,Harlequins,22,Northampton Saints,19,Twickenham Stoop,Tim Wigglesworth,41,H,N,May,2013,2012-13
04/May/2013,15:00,Leicester Tigers,32,London Irish,20,Welford Road,Luke Pearce,52,H,N,May,2013,2012-13
04/May/2013,15:00,London Welsh,33,Worcester Warriors,22,Kassam Stadium,Matt Carley,55,H,N,May,2013,2012-13
04/May/2013,15:00,Sale Sharks,21,Wasps,20,Salford City Stadium,Dean Richards,41,H,N,May,2013,2012-13
04/May/2013,15:00,Saracens,23,Bath,14,Allianz Park,Martin Fox,37,H,N,May,2013,2012-13
11/May/2013,15:00,Leicester Tigers,33,Harlequins,16,Welford Road,Greg Garner,49,H,N,May,2013,2012-13
12/May/2013,15:00,Saracens,13,Northampton Saints,27,Allianz Park,JP Doyle,40,A,N,May,2013,2012-13
25/May/2013,15:00,Leicester Tigers,37,Northampton Saints,17,Twickenham Stadium,Wayne Barnes,54,H,N,May,2013,2012-13
