date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
01/Sep/2012,14:00,Wasps,40,Harlequins,42,Twickenham Stadium,N/A,82,A,N,Sep,2012,2012-13
01/Sep/2012,15:00,Exeter Chiefs,43,Sale Sharks,6,Sandy Park,N/A,49,H,N,Sep,2012,2012-13
01/Sep/2012,15:00,Gloucester,19,Northampton Saints,24,Kingsholm,N/A,43,A,N,Sep,2012,2012-13
01/Sep/2012,15:00,Worcester Warriors,23,Bath,24,Sixways,N/A,47,A,N,Sep,2012,2012-13
01/Sep/2012,16:30,Saracens,40,London Irish,3,Twickenham Stadium,N/A,43,H,N,Sep,2012,2012-13
02/Sep/2012,14:00,London Welsh,13,Leicester Tigers,38,Kassam Stadium,N/A,51,A,N,Sep,2012,2012-13
07/Sep/2012,19:45,Harlequins,40,London Welsh,3,Twickenham Stoop,N/A,43,H,N,Sep,2012,2012-13
08/Sep/2012,14:15,Bath,30,Wasps,23,The Recreation Ground,N/A,53,H,N,Sep,2012,2012-13
08/Sep/2012,15:00,Leicester Tigers,34,Worcester Warriors,26,Welford Road,N/A,60,H,N,Sep,2012,2012-13
08/Sep/2012,15:00,London Irish,31,Gloucester,40,Madejski Stadium,N/A,71,A,N,Sep,2012,2012-13
08/Sep/2012,16:30,Sale Sharks,16,Saracens,23,Salford City Stadium,N/A,39,A,N,Sep,2012,2012-13
09/Sep/2012,15:00,Northampton Saints,24,Exeter Chiefs,21,Franklin's Gardens,N/A,45,H,N,Sep,2012,2012-13
14/Sep/2012,19:45,Bath,14,Northampton Saints,18,The Recreation Ground,N/A,32,A,N,Sep,2012,2012-13
15/Sep/2012,13:30,Worcester Warriors,16,Gloucester,16,Sixways,N/A,32,D,N,Sep,2012,2012-13
15/Sep/2012,15:00,Harlequins,37,Sale Sharks,14,Twickenham Stoop,N/A,51,H,N,Sep,2012,2012-13
15/Sep/2012,15:00,Wasps,43,London Irish,14,Adams Park,N/A,57,H,N,Sep,2012,2012-13
15/Sep/2012,15:30,Saracens,9,Leicester Tigers,9,Wembley Stadium,N/A,18,D,N,Sep,2012,2012-13
16/Sep/2012,15:00,London Welsh,25,Exeter Chiefs,24,Kassam Stadium,N/A,49,H,N,Sep,2012,2012-13
21/Sep/2012,20:00,Sale Sharks,19,London Welsh,29,Salford City Stadium,N/A,48,A,N,Sep,2012,2012-13
22/Sep/2012,15:00,London Irish,29,Bath,22,Madejski Stadium,N/A,51,H,N,Sep,2012,2012-13
22/Sep/2012,15:00,Northampton Saints,37,Worcester Warriors,31,Franklin's Gardens,N/A,68,H,N,Sep,2012,2012-13
22/Sep/2012,15:15,Gloucester,29,Wasps,22,Kingsholm,N/A,51,H,N,Sep,2012,2012-13
22/Sep/2012,17:30,Leicester Tigers,9,Harlequins,22,Welford Road,N/A,31,A,N,Sep,2012,2012-13
23/Sep/2012,14:15,Exeter Chiefs,14,Saracens,12,Sandy Park,N/A,26,H,N,Sep,2012,2012-13
28/Sep/2012,19:45,Northampton Saints,24,Wasps,6,Franklin's Gardens,N/A,30,H,N,Sep,2012,2012-13
28/Sep/2012,20:00,Worcester Warriors,35,London Irish,11,Sixways,N/A,46,H,N,Sep,2012,2012-13
29/Sep/2012,14:15,Bath,31,Sale Sharks,10,The Recreation Ground,N/A,41,H,N,Sep,2012,2012-13
29/Sep/2012,14:15,Leicester Tigers,30,Exeter Chiefs,8,Welford Road,N/A,38,H,N,Sep,2012,2012-13
30/Sep/2012,14:00,Harlequins,16,Saracens,18,Twickenham Stoop,N/A,34,A,N,Sep,2012,2012-13
30/Sep/2012,15:00,London Welsh,25,Gloucester,31,Kassam Stadium,N/A,56,A,N,Sep,2012,2012-13
05/Oct/2012,20:00,Sale Sharks,8,Leicester Tigers,20,Salford City Stadium,N/A,28,A,N,Oct,2012,2012-13
06/Oct/2012,14:15,Gloucester,16,Bath,10,Kingsholm,N/A,26,H,N,Oct,2012,2012-13
06/Oct/2012,15:00,Exeter Chiefs,42,Harlequins,28,Sandy Park,N/A,70,H,N,Oct,2012,2012-13
06/Oct/2012,15:00,London Irish,39,Northampton Saints,17,Madejski Stadium,N/A,56,H,N,Oct,2012,2012-13
07/Oct/2012,14:15,London Welsh,23,Saracens,28,Kassam Stadium,N/A,51,A,N,Oct,2012,2012-13
07/Oct/2012,15:00,Wasps,10,Worcester Warriors,6,Adams Park,N/A,16,H,N,Oct,2012,2012-13
26/Oct/2012,20:00,Worcester Warriors,23,Sale Sharks,16,Sixways,N/A,39,H,N,Oct,2012,2012-13
27/Oct/2012,14:30,Bath,23,Exeter Chiefs,15,The Recreation Ground,N/A,38,H,N,Oct,2012,2012-13
27/Oct/2012,15:00,Northampton Saints,6,Saracens,16,Franklin's Gardens,N/A,22,A,N,Oct,2012,2012-13
27/Oct/2012,16:45,Gloucester,27,Leicester Tigers,21,Kingsholm,N/A,48,H,N,Oct,2012,2012-13
28/Oct/2012,14:15,London Irish,28,Harlequins,31,Madejski Stadium,N/A,59,A,N,Oct,2012,2012-13
28/Oct/2012,15:00,Wasps,29,London Welsh,19,Adams Park,N/A,48,H,N,Oct,2012,2012-13
02/Nov/2012,20:00,Sale Sharks,21,London Irish,9,Salford City Stadium,N/A,30,H,N,Nov,2012,2012-13
03/Nov/2012,14:15,Leicester Tigers,16,Northampton Saints,12,Welford Road,N/A,28,H,N,Nov,2012,2012-13
03/Nov/2012,15:00,Exeter Chiefs,33,Worcester Warriors,9,Sandy Park,N/A,42,H,N,Nov,2012,2012-13
03/Nov/2012,17:15,Harlequins,28,Gloucester,25,Twickenham Stoop,N/A,53,H,N,Nov,2012,2012-13
04/Nov/2012,14:15,Saracens,29,Wasps,24,Vicarage Road,N/A,53,H,N,Nov,2012,2012-13
04/Nov/2012,15:00,London Welsh,16,Bath,9,Kassam Stadium,N/A,25,H,N,Nov,2012,2012-13
23/Nov/2012,19:45,Bath,21,Harlequins,18,The Recreation Ground,N/A,39,H,N,Nov,2012,2012-13
23/Nov/2012,20:00,Worcester Warriors,12,Saracens,3,Sixways,N/A,15,H,N,Nov,2012,2012-13
24/Nov/2012,12:00,Gloucester,29,Sale Sharks,3,Kingsholm,N/A,32,H,N,Nov,2012,2012-13
24/Nov/2012,13:00,Northampton Saints,23,London Welsh,16,Franklin's Gardens,N/A,39,H,N,Nov,2012,2012-13
