date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,extraTime,month,year,season
03/Sep/2011,14:00,London Irish,24,Harlequins,29,Twickenham Stadium,Greg Garner,53,A,N,Sep,2011,2011-12
03/Sep/2011,15:00,Leicester Tigers,28,Exeter Chiefs,30,Welford Road,Tim Wigglesworth,58,A,N,Sep,2011,2011-12
03/Sep/2011,15:00,Worcester Warriors,17,Sale Sharks,12,Sixways,N/A,29,H,N,Sep,2011,2011-12
03/Sep/2011,16:30,Saracens,15,Wasps,20,Twickenham Stadium,N/A,35,A,N,Sep,2011,2011-12
03/Sep/2011,18:30,Newcastle Falcons,9,Bath,22,Kingston Park,Martin Fox,31,A,N,Sep,2011,2011-12
04/Sep/2011,15:30,Northampton Saints,26,Gloucester,24,Franklin's Gardens,Andrew Small,50,H,N,Sep,2011,2011-12
09/Sep/2011,19:45,Harlequins,26,Northampton Saints,13,Twickenham Stoop,Greg Garner,39,H,N,Sep,2011,2011-12
09/Sep/2011,19:45,Sale Sharks,30,London Irish,29,Edgeley Park,Sean Davey,59,H,N,Sep,2011,2011-12
10/Sep/2011,15:00,Exeter Chiefs,32,Newcastle Falcons,15,Sandy Park,Chris White,47,H,N,Sep,2011,2011-12
10/Sep/2011,15:00,Gloucester,29,Worcester Warriors,8,Kingsholm,N/A,37,H,N,Sep,2011,2011-12
10/Sep/2011,15:15,Bath,26,Saracens,28,Recreation Ground,Greg Garner,54,A,N,Sep,2011,2011-12
11/Sep/2011,14:15,Wasps,35,Leicester Tigers,29,Adams Park,Andrew Small,64,H,N,Sep,2011,2011-12
17/Sep/2011,15:00,Harlequins,42,Gloucester,6,Twickenham Stoop,Tim Wigglesworth,48,H,N,Sep,2011,2011-12
17/Sep/2011,15:00,Wasps,18,Sale Sharks,29,Adams Park,Greg Garner,47,A,N,Sep,2011,2011-12
17/Sep/2011,15:00,Northampton Saints,13,London Irish,14,Franklin's Gardens,Martin Fox,27,A,N,Sep,2011,2011-12
17/Sep/2011,15:05,Newcastle Falcons,26,Leicester Tigers,27,Kingston Park,N/A,53,A,N,Sep,2011,2011-12
17/Sep/2011,17:30,Bath,23,Exeter Chiefs,19,Recreation Ground,N/A,42,H,N,Sep,2011,2011-12
18/Sep/2011,14:15,Saracens,18,Worcester Warriors,6,Vicarage Road,Llyr ApGeraint-Roberts,24,H,N,Sep,2011,2011-12
23/Sep/2011,19:45,Sale Sharks,29,Northampton Saints,21,Edgeley Park,Tim Wigglesworth,50,H,N,Sep,2011,2011-12
24/Sep/2011,14:30,Leicester Tigers,25,Saracens,50,Welford Road,Greg Garner,75,A,N,Sep,2011,2011-12
24/Sep/2011,15:00,Gloucester,23,Bath,6,Kingsholm,N/A,29,H,N,Sep,2011,2011-12
24/Sep/2011,15:00,London Irish,46,Newcastle Falcons,29,Madejski Stadium,N/A,75,H,N,Sep,2011,2011-12
