,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,hour,day,month,year,season,avgHomeLast5Scores,avgHomeLast5ScoresAgainst,homeTeamCode,awayTeamCode,monthCode,venueCode,dayCode,targetCode
883,2016-12-30,19:45,Newcastle,30,Wasps,34,Kingston Park,Tom Foley,64,A,19,Fri,Dec,2016,2016-17,21.6,21.8,9,13,2,11,0,0
884,2016-12-31,15:00,Bath,11,Exeter,17,Recreation Ground,Craig Maxwell-Keys,28,A,15,Sat,Dec,2016,2016-17,31.0,10.0,0,2,2,14,2,0
885,2017-01-01,14:30,Sale,23,Bristol,24,AJ Bell Stadium,Ian Tempest,47,A,14,Sun,Jan,2017,2016-17,16.4,23.0,11,1,4,0,3,0
887,2017-01-01,15:00,Leicester,12,Saracens,16,Welford Road,JP Doyle,28,A,15,Sun,Jan,2017,2016-17,26.8,15.6,6,12,4,31,3,0
888,2017-01-01,15:00,Worcester,24,Harlequins,17,Sixways,Luke Pearce,41,H,15,Sun,Jan,2017,2016-17,19.4,22.0,14,4,4,20,3,1
886,2017-01-01,15:00,Gloucester,12,Northampton,13,Kingsholm,Matthew Carley,25,A,15,Sun,Jan,2017,2016-17,22.4,21.4,3,10,4,10,3,0
889,2017-01-06,19:45,Newcastle,24,Bath,22,Kingston Park,Greg Garner,46,H,19,Fri,Jan,2017,2016-17,23.8,25.2,9,0,4,11,0,1
891,2017-01-07,15:00,Northampton,32,Bristol,26,Franklin's Gardens,Andrew Jackson,58,H,15,Sat,Jan,2017,2016-17,19.6,17.2,10,1,4,7,2,1
890,2017-01-07,15:00,Saracens,13,Exeter,13,Allianz Park,Ian Tempest,26,D,15,Sat,Jan,2017,2016-17,25.2,12.4,12,2,4,2,2,0
893,2017-01-07,15:00,Gloucester,55,Worcester,19,Kingsholm,Wayne Barnes,74,H,15,Sat,Jan,2017,2016-17,18.6,16.4,3,14,4,10,2,1
892,2017-01-07,15:00,Harlequins,29,Sale,26,Twickenham Stoop,JP Doyle,55,H,15,Sat,Jan,2017,2016-17,24.4,15.4,4,11,4,29,2,1
894,2017-01-08,15:00,Wasps,22,Leicester,16,Ricoh Arena,Craig Maxwell-Keys,38,H,15,Sun,Jan,2017,2016-17,44.4,19.2,13,6,4,17,3,1
897,2017-02-10,20:15,Sale,26,Newcastle,24,AJ Bell Stadium,Craig Maxwell-Keys,50,H,20,Fri,Feb,2017,2016-17,17.2,25.8,11,9,3,0,0,1
896,2017-02-10,19:45,Bristol,8,Harlequins,42,Ashton Gate,Matthew Carley,50,A,19,Fri,Feb,2017,2016-17,14.8,30.4,1,4,3,3,0,0
895,2017-02-10,19:45,Bath,32,Northampton,30,Recreation Ground,Wayne Barnes,62,H,19,Fri,Feb,2017,2016-17,21.6,12.4,0,10,3,14,0,1
898,2017-02-11,15:00,Leicester,34,Gloucester,9,Welford Road,Ian Tempest,43,H,15,Sat,Feb,2017,2016-17,24.8,12.0,6,3,3,31,2,1
899,2017-02-11,15:00,Worcester,24,Saracens,18,Sixways,Tom Foley,42,H,15,Sat,Feb,2017,2016-17,19.6,20.8,14,12,3,20,2,1
900,2017-02-12,13:00,Exeter,35,Wasps,35,Sandy Park,Greg Garner,70,D,13,Sun,Feb,2017,2016-17,32.2,19.4,2,13,3,19,3,0
901,2017-02-17,19:45,Gloucester,31,Saracens,23,Kingsholm,Wayne Barnes,54,H,19,Fri,Feb,2017,2016-17,27.0,16.6,3,12,3,10,0,1
904,2017-02-18,15:00,Worcester,32,Exeter,48,Sixways,JP Doyle,80,A,15,Sat,Feb,2017,2016-17,17.6,17.6,14,2,3,20,2,0
903,2017-02-18,15:00,Leicester,50,Bristol,17,Welford Road,Tom Foley,67,H,15,Sat,Feb,2017,2016-17,24.8,11.0,6,1,3,31,2,1
902,2017-02-18,15:00,Bath,22,Harlequins,12,Recreation Ground,Craig Maxwell-Keys,34,H,15,Sat,Feb,2017,2016-17,20.6,14.0,0,4,3,14,2,1
906,2017-02-19,15:00,Sale,34,Wasps,28,AJ Bell Stadium,Matthew Carley,62,H,15,Sun,Feb,2017,2016-17,19.8,25.4,11,13,3,0,3,1
905,2017-02-19,15:00,Newcastle,46,Northampton,31,Kingston Park,Greg Garner,77,H,15,Sun,Feb,2017,2016-17,26.0,26.8,9,10,3,11,3,1
907,2017-02-24,19:45,Harlequins,18,Leicester,27,Twickenham Stoop,Dean Richards,45,A,19,Fri,Feb,2017,2016-17,26.8,18.6,4,6,3,29,0,0
908,2017-02-25,14:45,Saracens,29,Sale,18,Allianz Park,Tim Wigglesworth,47,H,14,Sat,Feb,2017,2016-17,22.4,12.6,12,11,3,2,2,1
909,2017-02-25,15:00,Exeter,36,Newcastle,14,Sandy Park,Ian Tempest,50,H,15,Sat,Feb,2017,2016-17,32.0,21.4,2,9,3,19,2,1
910,2017-02-25,15:00,Northampton,24,Worcester,14,Franklin's Gardens,Craig Maxwell-Keys,38,H,15,Sat,Feb,2017,2016-17,23.0,18.4,10,14,3,7,2,1
911,2017-02-26,13:00,Bristol,12,Bath,11,Ashton Gate,Greg Garner,23,H,13,Sun,Feb,2017,2016-17,13.0,30.6,1,0,3,3,3,1
912,2017-02-26,13:00,Wasps,35,Gloucester,22,Ricoh Arena,Andrew Jackson,57,H,13,Sun,Feb,2017,2016-17,34.8,18.0,13,3,3,17,3,1
913,2017-03-03,19:45,Leicester,15,Exeter,34,Welford Road,Matthew Carley,49,A,19,Fri,Mar,2017,2016-17,28.0,11.8,6,2,6,31,0,0
914,2017-03-03,20:15,Sale,12,Northampton,32,AJ Bell Stadium,Tom Foley,44,A,20,Fri,Mar,2017,2016-17,19.8,25.0,11,10,6,0,0,0
916,2017-03-04,15:00,Gloucester,27,Harlequins,30,Kingsholm,Greg Garner,57,A,15,Sat,Mar,2017,2016-17,32.0,18.2,3,4,6,10,2,0
915,2017-03-04,15:00,Bath,3,Wasps,24,Recreation Ground,JP Doyle,27,A,15,Sat,Mar,2017,2016-17,19.0,15.8,0,13,6,14,2,0
917,2017-03-05,14:00,Newcastle,27,Saracens,35,Kingston Park,Craig Maxwell-Keys,62,A,14,Sun,Mar,2017,2016-17,31.4,30.2,9,12,6,11,3,0
918,2017-03-05,15:00,Worcester,41,Bristol,24,Sixways,Wayne Barnes,65,H,15,Sun,Mar,2017,2016-17,21.8,25.4,14,1,6,20,3,1
919,2017-03-24,19:45,Bristol,14,Gloucester,32,Ashton Gate,JP Doyle,46,A,19,Fri,Mar,2017,2016-17,15.4,25.0,1,3,6,3,0,0
921,2017-03-25,15:00,Harlequins,53,Newcastle,17,Twickenham Stoop,Tom Foley,70,H,15,Sat,Mar,2017,2016-17,26.4,22.2,4,9,6,29,2,1
920,2017-03-25,15:00,Exeter,30,Sale,25,Sandy Park,Craig Maxwell-Keys,55,H,15,Sat,Mar,2017,2016-17,33.8,18.8,2,11,6,19,2,1
922,2017-03-25,15:00,Northampton,31,Leicester,36,Franklin's Gardens,Greg Garner,67,A,15,Sat,Mar,2017,2016-17,23.8,17.4,10,6,6,7,2,0
924,2017-03-26,15:00,Saracens,53,Bath,10,Allianz Park,Wayne Barnes,63,H,15,Sun,Mar,2017,2016-17,22.2,13.4,12,0,6,2,3,1
923,2017-03-26,14:30,Wasps,40,Worcester,33,Ricoh Arena,Luke Pearce,73,H,14,Sun,Mar,2017,2016-17,32.4,18.8,13,14,6,17,3,1
925,2017-04-07,19:45,Sale,36,Worcester,26,AJ Bell Stadium,Matthew Carley,62,H,19,Fri,Apr,2017,2016-17,19.6,25.8,11,14,0,0,0,1
926,2017-04-07,20:00,Newcastle,16,Gloucester,14,Kingston Park,Luke Pearce,30,H,20,Fri,Apr,2017,2016-17,33.0,30.8,9,3,0,11,0,1
927,2017-04-08,14:00,Bath,27,Leicester,21,Twickenham Stadium,JP Doyle,48,H,14,Sat,Apr,2017,2016-17,16.4,18.8,0,6,0,27,2,1
929,2017-04-08,16:30,Saracens,40,Harlequins,19,Wembley Stadium,Ian Tempest,59,H,16,Sat,Apr,2017,2016-17,28.0,13.4,12,4,0,32,2,1
928,2017-04-08,15:00,Exeter,38,Bristol,34,Sandy Park,Tom Foley,72,H,15,Sat,Apr,2017,2016-17,37.8,21.2,2,1,0,19,2,1
930,2017-04-09,14:30,Wasps,32,Northampton,30,Ricoh Arena,Craig Maxwell-Keys,62,H,14,Sun,Apr,2017,2016-17,34.2,24.2,13,10,0,17,3,1
931,2017-04-14,19:45,Harlequins,26,Exeter,39,Twickenham Stoop,Wayne Barnes,65,A,19,Fri,Apr,2017,2016-17,29.8,22.8,4,2,0,29,0,0
934,2017-04-15,15:00,Worcester,25,Bath,19,Sixways,Luke Pearce,44,H,15,Sat,Apr,2017,2016-17,26.6,26.6,14,0,0,20,2,1
933,2017-04-15,15:00,Leicester,30,Newcastle,3,Welford Road,Ian Tempest,33,H,15,Sat,Apr,2017,2016-17,26.0,17.4,6,9,0,31,2,1
932,2017-04-15,15:00,Gloucester,39,Sale,30,Kingsholm,Tom Foley,69,H,15,Sat,Apr,2017,2016-17,30.2,20.6,3,11,0,10,2,1
935,2017-04-16,15:00,Bristol,21,Wasps,36,Ashton Gate,Greg Garner,57,A,15,Sun,Apr,2017,2016-17,15.6,25.2,1,13,0,3,3,0
936,2017-04-16,15:00,Northampton,25,Saracens,27,Stadium mk,Matthew Carley,52,A,15,Sun,Apr,2017,2016-17,25.4,20.6,10,12,0,22,3,0
937,2017-04-28,19:45,Harlequins,32,Wasps,13,Twickenham Stoop,Wayne Barnes,45,H,19,Fri,Apr,2017,2016-17,30.8,26.6,4,13,0,29,0,1
938,2017-04-28,20:00,Newcastle,16,Worcester,14,Kingston Park,Greg Garner,30,H,20,Fri,Apr,2017,2016-17,28.6,27.2,9,14,0,11,0,1
940,2017-04-29,15:00,Leicester,41,Sale,18,Welford Road,Craig Maxwell-Keys,59,H,15,Sat,Apr,2017,2016-17,28.2,15.8,6,11,0,31,2,1
939,2017-04-29,15:00,Exeter,36,Northampton,12,Sandy Park,JP Doyle,48,H,15,Sat,Apr,2017,2016-17,34.0,23.6,2,10,0,19,2,1
941,2017-04-29,15:00,Saracens,27,Bristol,9,Allianz Park,Andrew Jackson,36,H,15,Sat,Apr,2017,2016-17,31.2,13.2,12,1,0,2,2,1
942,2017-04-30,15:00,Bath,44,Gloucester,20,Recreation Ground,Matthew Carley,64,H,15,Sun,Apr,2017,2016-17,19.0,20.8,0,3,0,14,3,1
946,2017-05-06,16:00,Sale,27,Bath,24,AJ Bell Stadium,Greg Garner,51,H,16,Sat,May,2017,2016-17,26.2,26.8,11,0,7,0,2,1
944,2017-05-06,16:00,Gloucester,20,Exeter,34,Kingsholm,Ian Tempest,54,A,16,Sat,May,2017,2016-17,32.8,23.0,3,2,7,10,2,0
943,2017-05-06,16:00,Bristol,27,Newcastle,39,Ashton Gate,Luke Pearce,66,A,16,Sat,May,2017,2016-17,16.6,28.2,1,9,7,3,2,0
948,2017-05-06,16:00,Worcester,23,Leicester,28,Sixways,Tom Foley,51,A,16,Sat,May,2017,2016-17,29.2,25.2,14,6,7,20,2,0
945,2017-05-06,16:00,Northampton,22,Harlequins,20,Franklin's Gardens,JP Doyle,42,H,16,Sat,May,2017,2016-17,27.2,21.6,10,4,7,7,2,1
947,2017-05-06,16:00,Wasps,35,Saracens,15,Ricoh Arena,Wayne Barnes,50,H,16,Sat,May,2017,2016-17,33.8,25.4,13,12,7,17,2,1
949,2017-05-20,14:30,Exeter,18,Saracens,16,Sandy Park,Wayne Barnes,34,H,14,Sat,May,2017,2016-17,35.0,24.0,2,12,7,19,2,1
950,2017-05-20,17:15,Wasps,21,Leicester,20,Ricoh Arena,Matthew Carley,41,H,17,Sat,May,2017,2016-17,32.8,23.2,13,6,7,17,2,1
952,2017-09-01,19:45,Gloucester,28,Exeter,21,Kingsholm,Matthew Carley,49,H,19,Fri,Sep,2017,2017-18,34.4,27.2,3,2,10,10,0,1
953,2017-09-01,19:45,Newcastle,35,Worcester,8,Kingston Park,Wayne Barnes,43,H,19,Fri,Sep,2017,2017-18,25.8,23.2,9,14,10,11,0,1
956,2017-09-02,16:45,London Irish,39,Harlequins,29,Twickenham Stadium,Tom Foley,68,H,16,Sat,Sep,2017,2017-18,18.8,25.6,7,4,10,27,2,1
954,2017-09-02,14:00,Saracens,55,Northampton,24,Twickenham Stadium,Craig Maxwell-Keys,79,H,14,Sat,Sep,2017,2017-18,32.4,13.8,12,10,10,27,2,1
957,2017-09-03,15:00,Leicester,23,Bath,27,Welford Road,Luke Pearce,50,A,15,Sun,Sep,2017,2017-18,34.0,16.2,6,0,10,31,3,0
958,2017-09-08,19:45,Sale,12,Newcastle,13,AJ Bell Stadium,Andrew Jackson,25,A,19,Fri,Sep,2017,2017-18,27.0,26.8,11,9,10,0,0,0
962,2017-09-09,16:30,Northampton,24,Leicester,11,Franklin's Gardens,JP Doyle,35,H,16,Sat,Sep,2017,2017-18,26.8,24.6,10,6,10,7,2,1
961,2017-09-09,15:00,Harlequins,28,Gloucester,17,Twickenham Stoop,Luke Pearce,45,H,15,Sat,Sep,2017,2017-18,31.6,24.4,4,3,10,29,2,1
960,2017-09-09,15:00,Exeter,37,London Irish,7,Sandy Park,Craig Maxwell-Keys,44,H,15,Sat,Sep,2017,2017-18,31.6,20.2,2,7,10,19,2,1
959,2017-09-09,14:00,Bath,31,Saracens,21,Recreation Ground,Wayne Barnes,52,H,14,Sat,Sep,2017,2017-18,25.6,21.4,0,12,10,14,2,1
963,2017-09-10,15:00,Worcester,10,Wasps,24,Sixways,Tom Foley,34,A,15,Sun,Sep,2017,2017-18,29.0,27.4,14,13,10,20,3,0
965,2017-09-15,19:45,Worcester,10,Exeter,41,Sixways,Ian Tempest,51,A,19,Fri,Sep,2017,2017-18,26.2,28.6,14,2,10,20,0,0
966,2017-09-15,20:00,Sale,36,London Irish,7,AJ Bell Stadium,Wayne Barnes,43,H,20,Fri,Sep,2017,2017-18,24.2,24.6,11,7,10,0,0,1
964,2017-09-15,19:45,Northampton,24,Bath,6,Franklin's Gardens,Tom Foley,30,H,19,Fri,Sep,2017,2017-18,25.2,21.6,10,0,10,7,0,1
968,2017-09-16,17:10,Newcastle,7,Saracens,29,Talen Energy Stadium,JP Doyle,36,A,17,Sat,Sep,2017,2017-18,28.0,20.4,9,12,10,24,2,0
967,2017-09-16,15:00,Leicester,24,Gloucester,10,Welford Road,Craig Maxwell-Keys,34,H,15,Sat,Sep,2017,2017-18,31.8,19.8,6,3,10,31,2,1
969,2017-09-17,15:00,Wasps,21,Harlequins,24,Ricoh Arena,Andrew Jackson,45,A,15,Sun,Sep,2017,2017-18,32.6,24.0,13,4,10,17,3,0
970,2017-09-22,19:45,Gloucester,24,Worcester,19,Kingsholm,Wayne Barnes,43,H,19,Fri,Sep,2017,2017-18,29.0,27.6,3,14,10,10,0,1
971,2017-09-23,15:00,Bath,32,Newcastle,33,Recreation Ground,Craig Maxwell-Keys,65,A,15,Sat,Sep,2017,2017-18,25.4,19.6,0,9,10,14,2,0
973,2017-09-23,15:00,Saracens,41,Sale,13,Allianz Park,Tom Foley,54,H,15,Sat,Sep,2017,2017-18,40.8,16.0,12,11,10,2,2,1
972,2017-09-23,15:00,Harlequins,28,Leicester,31,Twickenham Stoop,Ian Tempest,59,A,15,Sat,Sep,2017,2017-18,31.4,22.6,4,6,10,29,2,0
975,2017-09-24,15:00,London Irish,25,Northampton,40,Madejski Stadium,Matthew Carley,65,A,15,Sun,Sep,2017,2017-18,23.6,27.0,7,10,10,13,3,0
974,2017-09-24,15:00,Exeter,31,Wasps,17,Sandy Park,JP Doyle,48,H,15,Sun,Sep,2017,2017-18,31.8,18.8,2,13,10,19,3,1
977,2017-09-29,19:45,Worcester,3,Saracens,25,Sixways,Craig Maxwell-Keys,28,A,19,Fri,Sep,2017,2017-18,21.8,27.2,14,12,10,20,0,0
978,2017-09-29,20:00,Sale,57,Gloucester,10,AJ Bell Stadium,JP Doyle,67,H,20,Fri,Sep,2017,2017-18,24.6,20.4,11,3,10,0,0,1
976,2017-09-29,19:45,Newcastle,29,London Irish,17,Kingston Park,Ian Tempest,46,H,19,Fri,Sep,2017,2017-18,20.2,20.0,9,7,10,11,0,1
980,2017-09-30,15:00,Northampton,30,Harlequins,22,Franklin's Gardens,Luke Pearce,52,H,15,Sat,Sep,2017,2017-18,25.2,20.0,10,4,10,7,2,1
979,2017-09-30,15:00,Leicester,20,Exeter,13,Welford Road,Tom Foley,33,H,15,Sat,Sep,2017,2017-18,26.6,18.4,6,2,10,31,2,1
981,2017-10-01,15:00,Wasps,9,Bath,25,Ricoh Arena,Matthew Carley,34,A,15,Sun,Oct,2017,2017-18,29.8,24.4,13,0,9,17,3,0
982,2017-10-06,19:45,Harlequins,42,Sale,26,Twickenham Stoop,Matthew Carley,68,H,19,Fri,Oct,2017,2017-18,33.4,23.4,4,11,9,29,0,1
985,2017-10-07,15:00,Gloucester,29,Northampton,24,Kingsholm,Wayne Barnes,53,H,15,Sat,Oct,2017,2017-18,27.6,26.8,3,10,9,10,2,1
984,2017-10-07,15:00,Exeter,34,Newcastle,24,Sandy Park,Andrew Jackson,58,H,15,Sat,Oct,2017,2017-18,32.0,17.2,2,9,9,19,2,1
983,2017-10-07,15:00,Bath,29,Worcester,13,Recreation Ground,Luke Pearce,42,H,15,Sat,Oct,2017,2017-18,27.4,23.8,0,14,9,14,2,1
986,2017-10-07,15:00,London Irish,27,Leicester,28,Madejski Stadium,JP Doyle,55,A,15,Sat,Oct,2017,2017-18,25.4,29.8,7,6,9,13,2,0
987,2017-10-08,15:00,Saracens,38,Wasps,19,Allianz Park,Ian Tempest,57,H,15,Sun,Oct,2017,2017-18,43.2,15.0,12,13,9,2,3,1
988,2017-10-27,19:45,Sale,6,Exeter,10,AJ Bell Stadium,Craig Maxwell-Keys,16,A,19,Fri,Oct,2017,2017-18,33.6,16.0,11,2,9,0,0,0
991,2017-10-28,15:00,Saracens,44,London Irish,13,Allianz Park,Andrew Jackson,57,H,15,Sat,Oct,2017,2017-18,40.2,16.8,12,7,9,2,2,1
989,2017-10-28,15:00,Northampton,22,Wasps,38,Franklin's Gardens,Luke Pearce,60,A,15,Sat,Oct,2017,2017-18,25.0,17.2,10,13,9,7,2,0
990,2017-10-28,15:00,Harlequins,41,Worcester,35,Twickenham Stoop,JP Doyle,76,H,15,Sat,Oct,2017,2017-18,31.2,25.2,4,14,9,29,2,1
993,2017-10-29,15:00,Bath,21,Gloucester,22,Recreation Ground,Tom Foley,43,A,15,Sun,Oct,2017,2017-18,32.6,21.6,0,3,9,14,3,0
992,2017-10-29,15:00,Newcastle,13,Leicester,30,Kingston Park,Wayne Barnes,43,A,15,Sun,Oct,2017,2017-18,20.6,16.4,9,6,9,11,3,0
994,2017-11-17,19:45,Gloucester,23,Saracens,17,Kingsholm,Karl Dickson,40,H,19,Fri,Nov,2017,2017-18,28.0,25.6,3,12,8,10,0,1
996,2017-11-18,17:15,Wasps,40,Newcastle,10,Ricoh Arena,Matthew O'Grady,50,H,17,Sat,Nov,2017,2017-18,23.6,22.8,13,9,8,17,2,1
995,2017-11-18,13:00,Worcester,30,Northampton,15,Sixways,Andrew Jackson,45,H,13,Sat,Nov,2017,2017-18,14.2,27.4,14,10,8,20,2,1
998,2017-11-19,15:00,Leicester,35,Sale,27,Welford Road,Luke Pearce,62,H,15,Sun,Nov,2017,2017-18,27.6,14.2,6,11,8,31,3,1
999,2017-11-19,15:00,London Irish,18,Bath,22,Madejski Stadium,Tom Foley,40,A,15,Sun,Nov,2017,2017-18,26.2,31.8,7,0,8,13,3,0
997,2017-11-19,15:00,Exeter,31,Harlequins,17,Sandy Park,JP Doyle,48,H,15,Sun,Nov,2017,2017-18,31.2,15.2,2,4,8,19,3,1
1000,2017-11-24,19:45,Newcastle,7,Gloucester,29,Kingston Park,JP Doyle,36,A,19,Fri,Nov,2017,2017-18,20.0,19.6,9,3,8,11,0,0
1003,2017-11-25,17:30,Sale,18,Northampton,15,AJ Bell Stadium,Karl Dickson,33,H,17,Sat,Nov,2017,2017-18,27.6,12.8,11,10,8,0,2,1
1002,2017-11-25,15:00,Leicester,27,Worcester,31,Welford Road,Greg MacDonald,58,A,15,Sat,Nov,2017,2017-18,28.6,19.0,6,14,8,31,2,0
1001,2017-11-25,12:15,Bath,38,Harlequins,14,Recreation Ground,Craig Maxwell-Keys,52,H,12,Sat,Nov,2017,2017-18,31.4,21.8,0,4,8,14,2,1
1004,2017-11-26,15:00,London Irish,13,Wasps,17,Madejski Stadium,Christophe Ridley,30,A,15,Sun,Nov,2017,2017-18,26.8,30.2,7,13,8,13,3,0
1005,2017-11-26,15:00,Saracens,18,Exeter,20,Allianz Park,Ian Tempest,38,A,15,Sun,Nov,2017,2017-18,41.0,15.6,12,2,8,2,3,0
1006,2017-12-01,19:45,Northampton,22,Newcastle,24,Franklin's Gardens,Craig Maxwell-Keys,46,A,19,Fri,Dec,2017,2017-18,24.4,19.4,10,9,2,7,0,0
1007,2017-12-01,19:45,Worcester,14,Sale,18,Sixways,Matthew Carley,32,A,19,Fri,Dec,2017,2017-18,15.2,26.6,14,11,2,20,0,0
1010,2017-12-02,16:30,Wasps,32,Leicester,25,Ricoh Arena,Thomas Foley,57,H,16,Sat,Dec,2017,2017-18,25.2,18.8,13,6,2,17,2,1
1008,2017-12-02,14:00,Exeter,42,Bath,29,Sandy Park,JP Doyle,71,H,14,Sat,Dec,2017,2017-18,30.2,16.2,2,0,2,19,2,1
1009,2017-12-02,15:00,Gloucester,39,London Irish,15,Kingsholm,Ian Tempest,54,H,15,Sat,Dec,2017,2017-18,24.8,23.0,3,7,2,10,2,1
1011,2017-12-03,15:00,Harlequins,20,Saracens,19,Twickenham Stoop,Luke Pearce,39,H,15,Sun,Dec,2017,2017-18,34.2,24.4,4,12,2,29,3,1
1012,2017-12-22,19:45,Worcester,23,London Irish,8,Sixways,Wayne Barnes,31,H,19,Fri,Dec,2017,2017-18,13.4,24.6,14,7,2,20,0,1
1013,2017-12-23,15:00,Newcastle,11,Harlequins,10,Kingston Park,Luke Pearce,21,H,15,Sat,Dec,2017,2017-18,18.2,22.6,9,4,2,11,2,1
1014,2017-12-23,15:00,Northampton,14,Exeter,35,Franklin's Gardens,Thomas Foley,49,A,15,Sat,Dec,2017,2017-18,24.4,20.2,10,2,2,7,2,0
1016,2017-12-23,15:00,Wasps,49,Gloucester,24,Ricoh Arena,Craig Maxwell-Keys,73,H,15,Sat,Dec,2017,2017-18,24.6,20.8,13,3,2,17,2,1
1015,2017-12-23,15:00,Sale,32,Bath,9,AJ Bell Stadium,Ian Tempest,41,H,15,Sat,Dec,2017,2017-18,25.8,11.0,11,0,2,0,2,1
1017,2017-12-24,15:00,Leicester,17,Saracens,29,Welford Road,Matthew Carley,46,A,15,Sun,Dec,2017,2017-18,25.8,21.6,6,12,2,31,3,0
1018,2017-12-29,19:45,Bath,26,Wasps,31,Recreation Ground,Luke Pearce,57,A,19,Fri,Dec,2017,2017-18,30.2,20.6,0,13,2,14,0,0
1019,2017-12-30,15:00,Gloucester,20,Sale,16,Kingsholm,Andrew Jackson,36,H,15,Sat,Dec,2017,2017-18,28.6,19.2,3,11,2,10,2,1
1020,2017-12-30,15:00,London Irish,15,Newcastle,20,Madejski Stadium,Tom Foley,35,A,15,Sat,Dec,2017,2017-18,24.4,27.2,7,9,2,13,2,0
1022,2017-12-30,16:00,Harlequins,50,Northampton,21,Twickenham Stadium,JP Doyle,71,H,16,Sat,Dec,2017,2017-18,31.8,25.6,4,10,2,27,2,1
1021,2017-12-30,15:00,Saracens,46,Worcester,31,Allianz Park,Christophe Ridley,77,H,15,Sat,Dec,2017,2017-18,39.2,17.8,12,14,2,2,2,1
1023,2017-12-31,15:00,Exeter,30,Leicester,6,Sandy Park,Craig Maxwell-Keys,36,H,15,Sun,Dec,2017,2017-18,35.0,18.8,2,6,2,19,3,1
1024,2018-01-05,19:45,Worcester,25,Bath,46,Sixways,JP Doyle,71,A,19,Fri,Jan,2018,2017-18,16.0,21.4,14,0,4,20,0,0
1027,2018-01-06,15:00,Sale,30,Harlequins,29,AJ Bell Stadium,Matthew Carley,59,H,15,Sat,Jan,2018,2017-18,29.8,10.2,11,4,4,0,2,1
1025,2018-01-06,15:00,Leicester,19,London Irish,15,Welford Road,Karl Dickson,34,H,15,Sat,Jan,2018,2017-18,24.6,22.0,6,7,4,31,2,1
1026,2018-01-06,15:00,Northampton,22,Gloucester,19,Franklin's Gardens,Ian Tempest,41,H,15,Sat,Jan,2018,2017-18,22.4,25.0,10,3,4,7,2,1
1029,2018-01-07,15:00,Wasps,15,Saracens,38,Ricoh Arena,Wayne Barnes,53,A,15,Sun,Jan,2018,2017-18,30.2,21.6,13,12,4,17,3,0
1028,2018-01-07,15:00,Newcastle,28,Exeter,20,Kingston Park,Andrew Jackson,48,H,15,Sun,Jan,2018,2017-18,13.4,23.0,9,2,4,11,3,1
1030,2018-02-09,19:45,Bath,32,Northampton,19,Recreation Ground,Tom Foley,51,H,19,Fri,Feb,2018,2017-18,29.2,22.6,0,10,3,14,0,1
1033,2018-02-10,14:30,Saracens,25,Newcastle,3,Allianz Park,Christophe Ridley,28,H,14,Sat,Feb,2018,2017-18,37.4,19.2,12,9,3,2,2,1
1034,2018-02-10,15:00,London Irish,9,Sale,13,Madejski Stadium,Craig Maxwell-Keys,22,A,15,Sat,Feb,2018,2017-18,19.6,25.4,7,11,3,13,2,0
1032,2018-02-10,14:30,Gloucester,24,Leicester,17,Kingsholm,JP Doyle,41,H,14,Sat,Feb,2018,2017-18,27.0,18.2,3,6,3,10,2,1
1031,2018-02-10,14:00,Exeter,5,Worcester,6,Sandy Park,Andrew Jackson,11,A,14,Sat,Feb,2018,2017-18,33.6,18.6,2,14,3,19,2,0
1035,2018-02-11,13:00,Harlequins,22,Wasps,44,Twickenham Stoop,Wayne Barnes,66,A,13,Sun,Feb,2018,2017-18,36.2,26.4,4,13,3,29,3,0
1036,2018-02-16,19:45,Newcastle,29,Bath,12,Kingston Park,Matthew Carley,41,H,19,Fri,Feb,2018,2017-18,17.6,21.2,9,0,3,11,0,1
1037,2018-02-16,19:45,Sale,3,Saracens,13,AJ Bell Stadium,Luke Pearce,16,A,19,Fri,Feb,2018,2017-18,28.6,14.6,11,12,3,0,0,0
1038,2018-02-17,15:00,Leicester,33,Harlequins,18,Welford Road,Wayne Barnes,51,H,15,Sat,Feb,2018,2017-18,23.6,23.0,6,4,3,31,2,1
1040,2018-02-17,15:00,Worcester,25,Gloucester,15,Sixways,Thomas Foley,40,H,15,Sat,Feb,2018,2017-18,19.0,22.4,14,3,3,20,2,1
1039,2018-02-17,15:00,Northampton,25,London Irish,17,Franklin's Gardens,Ian Tempest,42,H,15,Sat,Feb,2018,2017-18,22.0,27.6,10,7,3,7,2,1
1041,2018-02-18,15:00,Wasps,13,Exeter,7,Ricoh Arena,JP Doyle,20,H,15,Sun,Feb,2018,2017-18,29.0,24.4,13,2,3,17,3,1
1042,2018-02-24,14:00,Exeter,31,Northampton,30,Sandy Park,Christophe Ridley,61,H,14,Sat,Feb,2018,2017-18,28.4,16.4,2,10,3,19,2,1
1043,2018-02-24,14:30,Bath,33,Sale,32,Recreation Ground,Ian Tempest,65,H,14,Sat,Feb,2018,2017-18,29.2,19.8,0,11,3,14,2,1
1044,2018-02-24,14:30,Gloucester,25,Wasps,25,Kingsholm,Karl Dickson,50,D,14,Sat,Feb,2018,2017-18,27.0,17.8,3,13,3,10,2,0
1045,2018-02-24,14:30,Harlequins,10,Newcastle,28,Twickenham Stoop,Thomas Foley,38,A,14,Sat,Feb,2018,2017-18,35.0,29.0,4,9,3,29,2,0
