,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,hour,day,month,year,season,avgHomeLast5Scores,avgHomeLast5ScoresAgainst,homeTeamCode,awayTeamCode,monthCode,venueCode,dayCode,targetCode
465,2013-12-20,20:00,Sale,15,London Irish,3,Salford City Stadium,Tim Wigglesworth,18,H,20,Fri,Dec,2013,2013-14,20.2,15.6,11,7,2,18,0,1
469,2013-12-21,15:00,Saracens,49,Leicester,10,Allianz Park,Wayne Barnes,59,H,15,Sat,Dec,2013,2013-14,31.6,12.6,12,6,2,2,2,1
468,2013-12-21,15:00,Wasps,15,Northampton,17,Adams Park,Matthew Carley,32,A,15,Sat,Dec,2013,2013-14,19.6,21.8,13,10,2,1,2,0
467,2013-12-21,15:00,Exeter,16,Newcastle,3,Sandy Park,Greg Garner,19,H,15,Sat,Dec,2013,2013-14,25.6,21.6,2,9,2,19,2,1
466,2013-12-21,15:00,Bath,14,Harlequins,3,The Recreation Ground,Martin Fox,17,H,15,Sat,Dec,2013,2013-14,24.6,18.6,0,4,2,25,2,1
470,2013-12-22,15:00,Gloucester,12,Worcester,6,Kingsholm,JP Doyle,18,H,15,Sun,Dec,2013,2013-14,20.2,25.8,3,14,2,10,3,1
471,2013-12-27,19:45,Newcastle,12,Wasps,17,Kingston Park,Wayne Barnes,29,A,19,Fri,Dec,2013,2013-14,8.2,19.6,9,13,2,11,0,0
472,2013-12-28,15:00,Leicester,30,Sale,23,Welford Road,Matthew Carley,53,H,15,Sat,Dec,2013,2013-14,23.6,14.8,6,11,2,31,2,1
475,2013-12-28,15:00,Harlequins,22,Exeter,6,Twickenham Stadium,JP Doyle,28,H,15,Sat,Dec,2013,2013-14,18.2,15.2,4,2,2,27,2,1
474,2013-12-28,15:00,Worcester,8,Saracens,26,Sixways,Gregory Garner,34,A,15,Sat,Dec,2013,2013-14,11.6,25.4,14,12,2,20,2,0
473,2013-12-28,15:00,Northampton,43,Bath,25,Franklin's Gardens,Luke Pearce,68,H,15,Sat,Dec,2013,2013-14,35.4,10.4,10,0,2,7,2,1
476,2013-12-29,15:00,London Irish,19,Gloucester,22,Madejski Stadium,Andrew Small,41,A,15,Sun,Dec,2013,2013-14,17.4,24.4,7,3,2,13,3,0
477,2014-01-03,19:45,Newcastle,8,Sale,16,Kingston Park,Andrew Small,24,A,19,Fri,Jan,2014,2013-14,10.0,21.2,9,11,4,11,0,0
478,2014-01-03,19:45,Northampton,23,Harlequins,9,Franklin's Gardens,Greg Garner,32,H,19,Fri,Jan,2014,2013-14,34.6,14.0,10,4,4,7,0,1
479,2014-01-04,15:00,London Irish,22,Worcester,9,Madejski Stadium,Wayne Barnes,31,H,15,Sat,Jan,2014,2013-14,17.2,20.4,7,14,4,13,2,1
480,2014-01-04,15:15,Gloucester,8,Saracens,29,Kingsholm,Luke Pearce,37,A,15,Sat,Jan,2014,2013-14,19.4,22.6,3,12,4,10,2,0
482,2014-01-05,15:00,Wasps,19,Exeter,16,Adams Park,Andrew Small,35,H,15,Sun,Jan,2014,2013-14,17.8,17.8,13,2,4,1,3,1
481,2014-01-05,14:00,Leicester,27,Bath,27,Welford Road,JP Doyle,54,D,14,Sun,Jan,2014,2013-14,23.2,16.4,6,0,4,31,3,0
483,2014-02-07,19:45,Worcester,22,Leicester,23,Sixways,Andrew Small,45,A,19,Fri,Feb,2014,2013-14,9.6,26.6,14,6,3,20,0,0
484,2014-02-07,20:00,Sale,24,Gloucester,19,Salford City Stadium,Matthew Carley,43,H,20,Fri,Feb,2014,2013-14,20.4,13.2,11,3,3,18,0,1
485,2014-02-08,15:00,Bath,24,Newcastle,6,The Recreation Ground,Tim Wigglesworth,30,H,15,Sat,Feb,2014,2013-14,22.0,14.0,0,9,3,25,2,1
486,2014-02-08,15:00,Saracens,13,London Irish,22,Allianz Park,Dean Richards,35,A,15,Sat,Feb,2014,2013-14,32.6,12.2,12,7,3,2,2,0
487,2014-02-08,19:00,Exeter,16,Northampton,17,Sandy Park,Greg Garner,33,A,19,Sat,Feb,2014,2013-14,20.8,14.4,2,10,3,19,2,0
488,2014-02-09,13:00,Harlequins,11,Wasps,10,Twickenham Stoop,Luke Pearce,21,H,13,Sun,Feb,2014,2013-14,18.2,12.6,4,13,3,29,3,1
489,2014-02-14,20:00,Sale,10,Saracens,15,Salford City Stadium,Greg Garner,25,A,20,Fri,Feb,2014,2013-14,20.0,12.6,11,12,3,18,0,0
491,2014-02-15,15:00,Wasps,20,London Irish,23,Adams Park,Tim Wigglesworth,43,A,15,Sat,Feb,2014,2013-14,18.6,17.8,13,7,3,1,2,0
492,2014-02-15,15:00,Northampton,30,Worcester,14,Franklin's Gardens,Wayne Barnes,44,H,15,Sat,Feb,2014,2013-14,31.6,13.6,10,14,3,7,2,1
490,2014-02-15,15:00,Harlequins,18,Newcastle,14,Twickenham Stoop,JP Doyle,32,H,15,Sat,Feb,2014,2013-14,19.2,12.0,4,9,3,29,2,1
493,2014-02-15,15:15,Exeter,23,Bath,27,Sandy Park,Andrew Small,50,A,15,Sat,Feb,2014,2013-14,18.0,12.6,2,0,3,19,2,0
494,2014-02-16,14:00,Leicester,11,Gloucester,8,Welford Road,Dean Richards,19,H,14,Sun,Feb,2014,2013-14,22.4,20.6,6,3,3,31,3,1
496,2014-02-22,14:00,Gloucester,25,Harlequins,20,Kingsholm,Gregory Garner,45,H,14,Sat,Feb,2014,2013-14,15.8,23.6,3,4,3,10,2,1
495,2014-02-22,14:00,Bath,32,Wasps,25,The Recreation Ground,Matthew Carley,57,H,14,Sat,Feb,2014,2013-14,21.4,11.2,0,13,3,25,2,1
497,2014-02-22,14:00,Worcester,12,Sale,24,Sixways,Tim Wigglesworth,36,A,14,Sat,Feb,2014,2013-14,11.4,23.8,14,11,3,20,2,0
499,2014-02-23,15:00,Newcastle,16,Northampton,22,Kingston Park,Andrew Small,38,A,15,Sun,Feb,2014,2013-14,11.6,20.2,9,10,3,11,3,0
500,2014-02-23,15:15,Saracens,23,Exeter,10,Allianz Park,Wayne Barnes,33,H,15,Sun,Feb,2014,2013-14,29.0,13.2,12,2,3,2,3,1
498,2014-02-23,13:00,London Irish,15,Leicester,20,Madejski Stadium,JP Doyle,35,A,13,Sun,Feb,2014,2013-14,17.0,16.4,7,6,3,13,3,0
501,2014-02-28,20:00,Bath,10,Saracens,23,The Recreation Ground,Luke Pearce,33,A,20,Fri,Feb,2014,2013-14,21.2,12.6,0,12,3,25,0,0
505,2014-03-01,15:00,Northampton,39,Gloucester,13,Franklin's Gardens,Tim Wigglesworth,52,H,15,Sat,Mar,2014,2013-14,31.0,13.6,10,3,6,7,2,1
504,2014-03-01,15:00,Wasps,17,Sale,21,Adams Park,Dean Richards,38,A,15,Sat,Mar,2014,2013-14,16.2,19.2,13,11,6,1,2,0
502,2014-03-01,15:00,Exeter,18,London Irish,0,Sandy Park,Matthew Carley,18,H,15,Sat,Mar,2014,2013-14,20.8,13.8,2,7,6,19,2,1
503,2014-03-01,15:00,Harlequins,21,Worcester,20,Twickenham Stoop,Wayne Barnes,41,H,15,Sat,Mar,2014,2013-14,20.4,10.4,4,14,6,29,2,1
506,2014-03-02,15:00,Newcastle,18,Leicester,41,Kingston Park,Greg Garner,59,A,15,Sun,Mar,2014,2013-14,11.6,20.2,9,6,6,11,3,0
507,2014-03-21,19:45,Worcester,11,Wasps,13,Sixways,Andrew Small,24,A,19,Fri,Mar,2014,2013-14,11.6,25.4,14,13,6,20,0,0
511,2014-03-22,17:30,London Irish,23,Bath,44,Madejski Stadium,Greg Garner,67,A,17,Sat,Mar,2014,2013-14,16.4,17.8,7,0,6,13,2,0
510,2014-03-22,15:15,Saracens,39,Harlequins,17,Wembley Stadium,JP Doyle,56,H,15,Sat,Mar,2014,2013-14,29.8,12.8,12,4,6,32,2,1
509,2014-03-22,15:00,Gloucester,40,Newcastle,33,Kingsholm,Wayne Barnes,73,H,15,Sat,Mar,2014,2013-14,18.4,21.8,3,9,6,10,2,1
508,2014-03-22,14:00,Sale,19,Northampton,6,Salford City Stadium,Luke Pearce,25,H,14,Sat,Mar,2014,2013-14,18.2,13.0,11,10,6,18,2,1
512,2014-03-23,14:00,Leicester,45,Exeter,15,Welford Road,Dean Richards,60,H,14,Sun,Mar,2014,2013-14,20.8,18.4,6,2,6,31,3,1
513,2014-03-28,19:45,Bath,11,Sale,12,The Recreation Ground,Dean Richards,23,A,19,Fri,Mar,2014,2013-14,20.2,14.6,0,11,6,25,0,0
517,2014-03-29,15:00,Northampton,16,Leicester,22,Franklin's Gardens,Wayne Barnes,38,A,15,Sat,Mar,2014,2013-14,30.6,12.2,10,6,6,7,2,0
516,2014-03-29,15:00,Wasps,20,Saracens,32,Adams Park,Luke Pearce,52,A,15,Sat,Mar,2014,2013-14,15.2,21.0,13,12,6,1,2,0
514,2014-03-29,15:00,Exeter,13,Gloucester,14,Sandy Park,Matthew Carley,27,A,15,Sat,Mar,2014,2013-14,16.4,12.6,2,3,6,19,2,0
515,2014-03-29,15:00,Harlequins,23,London Irish,9,Twickenham Stoop,Andrew Small,32,H,15,Sat,Mar,2014,2013-14,19.8,13.8,4,7,6,29,2,1
518,2014-03-30,15:00,Newcastle,12,Worcester,17,Kingston Park,Tim Wigglesworth,29,A,15,Sun,Mar,2014,2013-14,12.6,26.2,9,14,6,11,3,0
519,2014-04-11,20:00,Sale,12,Harlequins,27,Salford City Stadium,Wayne Barnes,39,A,20,Fri,Apr,2014,2013-14,18.8,10.6,11,4,0,18,0,0
522,2014-04-12,15:00,Worcester,33,Exeter,38,Sixways,JP Doyle,71,A,15,Sat,Apr,2014,2013-14,12.6,23.8,14,2,0,20,2,0
521,2014-04-12,15:00,Leicester,27,Wasps,15,Welford Road,Andrew Small,42,H,15,Sat,Apr,2014,2013-14,26.6,16.8,6,13,0,31,2,1
520,2014-04-12,15:00,Gloucester,17,Bath,18,Kingsholm,Tim Wigglesworth,35,A,15,Sat,Apr,2014,2013-14,20.4,22.0,3,0,0,10,2,0
523,2014-04-13,14:00,Saracens,28,Northampton,24,Allianz Park,Matthew Carley,52,H,14,Sun,Apr,2014,2013-14,29.6,15.6,12,10,0,2,3,1
524,2014-04-13,15:00,London Irish,40,Newcastle,12,Madejski Stadium,Luke Pearce,52,H,15,Sun,Apr,2014,2013-14,18.2,22.8,7,9,0,13,3,1
525,2014-04-18,19:45,Harlequins,24,Leicester,20,Twickenham Stoop,Tim Wigglesworth,44,H,19,Fri,Apr,2014,2013-14,19.0,11.8,4,6,0,29,0,1
527,2014-04-19,15:00,Exeter,12,Sale,55,Sandy Park,Dean Richards,67,A,15,Sat,Apr,2014,2013-14,17.2,12.2,2,11,0,19,2,0
528,2014-04-19,15:15,Wasps,38,Gloucester,30,Twickenham Stadium,Wayne Barnes,68,H,15,Sat,Apr,2014,2013-14,18.2,21.8,13,3,0,27,2,1
526,2014-04-19,15:00,Bath,32,Worcester,20,The Recreation Ground,Matthew Carley,52,H,15,Sat,Apr,2014,2013-14,18.2,13.8,0,14,0,25,2,1
530,2014-04-20,15:00,Newcastle,18,Saracens,23,Kingston Park,Andrew Small,41,A,15,Sun,Apr,2014,2013-14,13.2,22.6,9,12,0,11,3,0
529,2014-04-20,14:00,Northampton,36,London Irish,21,Franklin's Gardens,JP Doyle,57,H,14,Sun,Apr,2014,2013-14,30.2,16.6,10,7,0,7,3,1
531,2014-05-02,19:45,Bath,19,Northampton,19,The Recreation Ground,Matthew Carley,38,D,19,Fri,May,2014,2013-14,21.8,17.2,0,10,7,25,0,0
532,2014-05-03,15:00,Gloucester,38,London Irish,30,Kingsholm,Steve Lee,68,H,15,Sat,May,2014,2013-14,20.4,21.2,3,7,7,10,2,1
533,2014-05-03,15:00,Wasps,44,Newcastle,38,Adams Park,Dean Richards,82,H,15,Sat,May,2014,2013-14,22.8,24.4,13,9,7,1,2,1
535,2014-05-03,15:15,Sale,22,Leicester,42,Salford City Stadium,JP Doyle,64,A,15,Sat,May,2014,2013-14,16.0,14.0,11,6,7,18,2,0
534,2014-05-03,15:00,Saracens,44,Worcester,20,Allianz Park,Tim Wigglesworth,64,H,15,Sat,May,2014,2013-14,30.4,16.6,12,14,7,2,2,1
536,2014-05-04,14:00,Exeter,29,Harlequins,30,Sandy Park,Andrew Small,59,A,14,Sun,May,2014,2013-14,16.4,22.6,2,4,7,19,3,0
537,2014-05-10,15:15,Harlequins,19,Bath,16,Twickenham Stoop,Wayne Barnes,35,H,15,Sat,May,2014,2013-14,19.4,14.6,4,0,7,29,2,1
541,2014-05-10,15:15,Northampton,74,Wasps,13,Franklin's Gardens,Luke Pearce,87,H,15,Sat,May,2014,2013-14,28.8,15.8,10,13,7,7,2,1
539,2014-05-10,15:15,London Irish,22,Sale,20,Madejski Stadium,Greg Macdonald,42,H,15,Sat,May,2014,2013-14,23.8,21.4,7,11,7,13,2,1
542,2014-05-10,15:15,Worcester,28,Gloucester,27,Sixways,JP Doyle,55,H,15,Sat,May,2014,2013-14,17.2,24.8,14,3,7,20,2,1
538,2014-05-10,15:15,Leicester,31,Saracens,27,Welford Road,Greg Garner,58,H,15,Sat,May,2014,2013-14,28.0,17.6,6,12,7,31,2,1
540,2014-05-10,15:15,Newcastle,13,Exeter,23,Kingston Park,Craig Maxwell-Keys,36,A,15,Sat,May,2014,2013-14,14.4,23.8,9,2,7,11,2,0
543,2014-05-16,19:45,Northampton,21,Leicester,20,Franklin's Gardens,JP Doyle,41,H,19,Fri,May,2014,2013-14,39.0,16.6,10,6,7,7,0,1
544,2014-05-17,14:00,Saracens,31,Harlequins,17,Allianz Park,Wayne Barnes,48,H,14,Sat,May,2014,2013-14,29.4,18.6,12,4,7,2,2,1
546,2014-09-05,19:45,Northampton,53,Gloucester,6,Franklin's Gardens,Wayne Barnes,59,H,19,Fri,Sep,2014,2014-15,37.2,17.8,10,3,10,7,0,1
549,2014-09-06,15:00,Leicester,36,Newcastle,17,Welford Road,Luke Pearce,53,H,15,Sat,Sep,2014,2014-15,28.2,18.4,6,9,10,31,2,1
550,2014-09-06,16:30,London Irish,15,Harlequins,20,Twickenham Stadium,Greg Garner,35,A,16,Sat,Sep,2014,2014-15,24.4,21.0,7,4,10,27,2,0
548,2014-09-06,14:00,Saracens,34,Wasps,28,Twickenham Stadium,Andrew Small,62,H,14,Sat,Sep,2014,2014-15,33.0,17.6,12,13,10,27,2,1
547,2014-09-06,14:00,Sale,20,Bath,29,AJ Bell Stadium,JP Doyle,49,A,14,Sat,Sep,2014,2014-15,17.4,21.8,11,0,10,0,2,0
551,2014-09-07,14:00,London Welsh,0,Exeter,52,Kassam Stadium,Dean Richards,52,A,14,Sun,Sep,2014,2014-15,22.6,28.8,8,2,10,9,3,0
552,2014-09-12,19:45,Harlequins,0,Saracens,39,Twickenham Stoop,Wayne Barnes,39,A,19,Fri,Sep,2014,2014-15,21.0,15.8,4,12,10,29,0,0
553,2014-09-13,15:00,Bath,53,London Welsh,26,The Recreation Ground,Matthew Carley,79,H,15,Sat,Sep,2014,2014-15,20.8,19.8,0,8,10,25,2,1
554,2014-09-13,15:00,Gloucester,34,Sale,27,Kingsholm,Greg Garner,61,H,15,Sat,Sep,2014,2014-15,25.6,26.0,3,11,10,10,2,1
555,2014-09-13,15:15,Exeter,20,Leicester,24,Sandy Park,JP Doyle,44,A,15,Sat,Sep,2014,2014-15,19.0,25.2,2,6,10,19,2,0
557,2014-09-14,15:00,Newcastle,18,London Irish,20,Kingston Park,Andrew Small,38,A,15,Sun,Sep,2014,2014-15,15.4,25.2,9,7,10,11,3,0
556,2014-09-14,14:00,Wasps,20,Northampton,16,Adams Park,Luke Pearce,36,H,14,Sun,Sep,2014,2014-15,27.8,28.8,13,10,10,1,3,1
558,2014-09-19,19:45,Gloucester,22,Exeter,25,Kingsholm,Matthew Carley,47,A,19,Fri,Sep,2014,2014-15,30.8,25.6,3,2,10,10,0,0
559,2014-09-20,14:00,Sale,46,London Welsh,8,AJ Bell Stadium,Andrew Small,54,H,14,Sat,Sep,2014,2014-15,16.6,23.8,11,8,10,0,2,1
562,2014-09-20,15:15,Bath,45,Leicester,0,The Recreation Ground,Wayne Barnes,45,H,15,Sat,Sep,2014,2014-15,25.0,20.0,0,6,10,25,2,1
560,2014-09-20,15:00,Harlequins,26,Wasps,23,Twickenham Stoop,JP Doyle,49,H,15,Sat,Sep,2014,2014-15,17.4,20.8,4,13,10,29,2,1
561,2014-09-20,15:00,London Irish,32,Saracens,36,Madejski Stadium,Luke Pearce,68,A,15,Sat,Sep,2014,2014-15,23.0,23.2,7,12,10,13,2,0
563,2014-09-21,14:00,Newcastle,10,Northampton,35,Kingston Park,Greg Garner,45,A,14,Sun,Sep,2014,2014-15,15.8,24.8,9,10,10,11,3,0
564,2014-09-26,19:45,London Welsh,10,Gloucester,46,Kassam Stadium,Luke Pearce,56,A,19,Fri,Sep,2014,2014-15,19.6,32.4,8,3,10,9,0,0
567,2014-09-27,15:15,Northampton,31,Bath,24,Franklin's Gardens,Tim Wigglesworth,55,H,15,Sat,Sep,2014,2014-15,40.0,16.4,10,0,10,7,2,1
565,2014-09-27,15:00,Leicester,19,London Irish,22,Welford Road,Greg Garner,41,A,15,Sat,Sep,2014,2014-15,30.0,16.4,6,7,10,31,2,0
566,2014-09-27,15:00,Saracens,40,Sale,19,Allianz Park,JP Doyle,59,H,15,Sat,Sep,2014,2014-15,35.2,21.2,12,11,10,2,2,1
568,2014-09-28,14:00,Exeter,36,Harlequins,13,Sandy Park,Andrew Small,49,H,14,Sun,Sep,2014,2014-15,18.4,24.6,2,4,10,19,3,1
569,2014-09-28,14:00,Wasps,35,Newcastle,18,Adams Park,Dean Richards,53,H,14,Sun,Sep,2014,2014-15,27.8,27.4,13,9,10,1,3,1
570,2014-10-03,19:45,Bath,21,Saracens,11,The Recreation Ground,Greg Garner,32,H,19,Fri,Oct,2014,2014-15,32.0,15.4,0,12,9,25,0,1
572,2014-10-04,15:00,London Irish,12,Northampton,19,Madejski Stadium,Matthew Carley,31,A,15,Sat,Oct,2014,2014-15,26.4,26.4,7,10,9,13,2,0
573,2014-10-04,15:15,Gloucester,33,Leicester,16,Kingsholm,Andrew Small,49,H,15,Sat,Oct,2014,2014-15,30.2,26.6,3,6,9,10,2,1
571,2014-10-04,15:00,Harlequins,52,London Welsh,0,Twickenham Stoop,Dean Richards,52,H,15,Sat,Oct,2014,2014-15,18.4,21.4,4,8,9,29,2,1
574,2014-10-05,14:00,Sale,25,Wasps,14,AJ Bell Stadium,Luke Pearce,39,H,14,Sun,Oct,2014,2014-15,23.8,22.4,11,13,9,0,3,1
575,2014-10-05,15:00,Newcastle,29,Exeter,24,Kingston Park,Tim Wigglesworth,53,H,15,Sun,Oct,2014,2014-15,14.2,23.6,9,2,9,11,3,1
576,2014-10-10,19:45,Leicester,22,Harlequins,16,Welford Road,Tim Wigglesworth,38,H,19,Fri,Oct,2014,2014-15,31.6,19.2,6,4,9,31,0,1
578,2014-10-11,15:00,Exeter,44,London Irish,24,Sandy Park,Ian Tempest,68,H,15,Sat,Oct,2014,2014-15,22.0,27.2,2,7,9,19,2,1
579,2014-10-11,15:00,Saracens,28,Gloucester,21,Allianz Park,Dean Richards,49,H,15,Sat,Oct,2014,2014-15,35.4,21.6,12,3,9,2,2,1
580,2014-10-11,15:15,Northampton,43,Sale,10,Franklin's Gardens,Andrew Small,53,H,15,Sat,Oct,2014,2014-15,43.0,16.8,10,11,9,7,2,1
577,2014-10-11,14:30,London Welsh,3,Newcastle,23,Kassam Stadium,Wayne Barnes,26,A,14,Sat,Oct,2014,2014-15,16.4,35.4,8,9,9,9,2,0
581,2014-10-12,14:00,Wasps,29,Bath,22,Adams Park,JP Doyle,51,H,14,Sun,Oct,2014,2014-15,31.4,26.8,13,0,9,1,3,1
582,2014-11-14,19:45,Gloucester,15,Harlequins,22,Kingsholm,Andrew Small,37,A,19,Fri,Nov,2014,2014-15,28.8,23.2,3,4,8,10,0,0
583,2014-11-14,19:45,Northampton,18,Exeter,24,Franklin's Gardens,Dean Richards,42,A,19,Fri,Nov,2014,2014-15,44.4,14.6,10,2,8,7,0,0
585,2014-11-15,17:00,Bath,23,Newcastle,14,The Recreation Ground,Ian Tempest,37,H,17,Sat,Nov,2014,2014-15,34.0,15.2,0,9,8,25,2,1
584,2014-11-15,12:00,Sale,36,London Irish,8,AJ Bell Stadium,Matthew Carley,44,H,12,Sat,Nov,2014,2014-15,25.0,24.0,11,7,8,0,2,1
587,2014-11-16,15:15,Wasps,71,London Welsh,7,Adams Park,Thomas Foley,78,H,15,Sun,Nov,2014,2014-15,33.2,24.8,13,8,8,1,3,1
586,2014-11-16,13:00,Leicester,21,Saracens,21,Welford Road,Tim Wigglesworth,42,D,13,Sun,Nov,2014,2014-15,27.0,19.4,6,12,8,31,3,0
589,2014-11-21,20:00,Newcastle,20,Gloucester,10,Kingston Park,Tim Wigglesworth,30,H,20,Fri,Nov,2014,2014-15,17.6,25.0,9,3,8,11,0,1
588,2014-11-21,19:45,Harlequins,12,Sale,16,Twickenham Stoop,Thomas Foley,28,A,19,Fri,Nov,2014,2014-15,24.2,19.6,4,11,8,29,0,0
591,2014-11-22,15:00,London Irish,23,Bath,33,Madejski Stadium,Andrew Small,56,A,15,Sat,Nov,2014,2014-15,24.2,21.4,7,0,8,13,2,0
590,2014-11-22,15:00,Exeter,31,Wasps,15,Sandy Park,Ian Tempest,46,H,15,Sat,Nov,2014,2014-15,28.2,29.2,2,13,8,19,2,1
593,2014-11-23,15:15,London Welsh,5,Leicester,26,Kassam Stadium,Dean Richards,31,A,15,Sun,Nov,2014,2014-15,12.0,34.8,8,6,8,9,3,0
592,2014-11-23,13:00,Saracens,24,Northampton,31,Allianz Park,Matthew Carley,55,A,13,Sun,Nov,2014,2014-15,35.4,21.0,12,10,8,2,3,0
594,2014-11-28,19:45,Bath,25,Harlequins,6,The Recreation Ground,Wayne Barnes,31,H,19,Fri,Nov,2014,2014-15,32.2,14.0,0,4,8,25,0,1
595,2014-11-29,15:00,Leicester,18,Wasps,16,Welford Road,Luke Pearce,34,H,15,Sat,Nov,2014,2014-15,25.8,20.6,6,13,8,31,2,1
596,2014-11-29,16:30,Exeter,27,Saracens,19,Sandy Park,Greg Garner,46,H,16,Sat,Nov,2014,2014-15,32.0,21.2,2,12,8,19,2,1
598,2014-11-30,14:30,London Welsh,14,Northampton,43,Kassam Stadium,Tim Wigglesworth,57,A,14,Sun,Nov,2014,2014-15,10.2,33.8,8,10,8,9,3,0
597,2014-11-30,13:00,London Irish,9,Gloucester,21,Madejski Stadium,Matthew Carley,30,A,13,Sun,Nov,2014,2014-15,20.8,25.6,7,3,8,13,3,0
599,2014-11-30,15:15,Newcastle,13,Sale,18,Kingston Park,Dean Richards,31,A,15,Sun,Nov,2014,2014-15,18.0,22.4,9,11,8,11,3,0
600,2014-12-19,19:45,Sale,18,Exeter,11,AJ Bell Stadium,Wayne Barnes,29,H,19,Fri,Dec,2014,2014-15,29.8,20.2,11,2,2,0,0,1
601,2014-12-20,15:00,Harlequins,15,Newcastle,7,Twickenham Stoop,Matthew Carley,22,H,15,Sat,Dec,2014,2014-15,21.8,18.8,4,9,2,29,2,1
604,2014-12-20,17:30,Gloucester,16,Bath,39,Kingsholm,Greg Garner,55,A,17,Sat,Dec,2014,2014-15,28.4,24.0,3,0,2,10,2,0
602,2014-12-20,15:00,Saracens,78,London Welsh,7,Allianz Park,Ian Tempest,85,H,15,Sat,Dec,2014,2014-15,31.4,23.2,12,8,2,2,2,1
603,2014-12-20,15:15,Northampton,23,Leicester,19,Franklin's Gardens,JP Doyle,42,H,15,Sat,Dec,2014,2014-15,33.2,16.8,10,6,2,7,2,1
605,2014-12-21,14:00,Wasps,48,London Irish,16,Ricoh Arena,Thomas Foley,64,H,14,Sun,Dec,2014,2014-15,39.8,20.2,13,7,2,17,3,1
606,2014-12-26,15:00,London Irish,24,London Welsh,9,Madejski Stadium,Greg Garner,33,H,15,Fri,Dec,2014,2014-15,18.2,25.8,7,8,2,13,0,1
609,2014-12-27,15:00,Newcastle,23,Saracens,25,Kingston Park,Luke Pearce,48,A,15,Sat,Dec,2014,2014-15,18.0,21.4,9,12,2,11,2,0
608,2014-12-27,14:00,Sale,30,Leicester,32,AJ Bell Stadium,Tim Wigglesworth,62,A,14,Sat,Dec,2014,2014-15,29.0,14.0,11,6,2,0,2,0
607,2014-12-27,14:00,Bath,31,Exeter,14,The Recreation Ground,JP Doyle,45,H,14,Sat,Dec,2014,2014-15,33.4,11.4,0,2,2,25,2,1
610,2014-12-27,16:30,Harlequins,25,Northampton,30,Twickenham Stadium,Wayne Barnes,55,A,16,Sat,Dec,2014,2014-15,21.0,17.0,4,10,2,27,2,0
611,2014-12-28,14:30,Gloucester,23,Wasps,30,Kingsholm,Dean Richards,53,A,14,Sun,Dec,2014,2014-15,24.0,25.8,3,13,2,10,3,0
612,2015-01-02,19:45,Northampton,39,Newcastle,31,Franklin's Gardens,Ian Tempest,70,H,19,Fri,Jan,2015,2014-15,33.6,16.6,10,9,4,7,0,1
614,2015-01-03,16:30,Exeter,25,Gloucester,26,Sandy Park,Andrew Small,51,A,16,Sat,Jan,2015,2014-15,31.6,19.0,2,3,4,19,2,0
613,2015-01-03,14:00,Saracens,22,London Irish,6,Allianz Park,Tim Wigglesworth,28,H,14,Sat,Jan,2015,2014-15,40.8,21.2,12,7,4,2,2,1
616,2015-01-04,14:00,Wasps,41,Sale,16,Ricoh Arena,Greg Garner,57,H,14,Sun,Jan,2015,2014-15,40.6,15.8,13,11,4,17,3,1
615,2015-01-04,14:00,Leicester,17,Bath,8,Welford Road,Matthew Carley,25,H,14,Sun,Jan,2015,2014-15,23.2,18.4,6,0,4,31,3,1
617,2015-01-04,14:30,London Welsh,13,Harlequins,24,Kassam Stadium,JP Doyle,37,A,14,Sun,Jan,2015,2014-15,6.4,38.0,8,4,4,9,3,0
618,2015-01-09,19:45,Gloucester,24,Saracens,23,Kingsholm,JP Doyle,47,H,19,Fri,Jan,2015,2014-15,21.8,26.4,3,12,4,10,0,1
620,2015-01-10,15:00,Bath,39,Wasps,26,The Recreation Ground,Andrew Small,65,H,15,Sat,Jan,2015,2014-15,29.0,9.0,0,13,4,25,2,1
621,2015-01-10,15:15,Harlequins,32,Leicester,12,Twickenham Stoop,Luke Pearce,44,H,15,Sat,Jan,2015,2014-15,26.0,15.2,4,6,4,29,2,1
619,2015-01-10,14:00,Sale,20,Northampton,7,AJ Bell Stadium,Matthew Carley,27,H,14,Sat,Jan,2015,2014-15,31.0,14.6,11,10,4,0,2,1
623,2015-01-11,15:00,London Irish,28,Exeter,26,Madejski Stadium,Dean Richards,54,H,15,Sun,Jan,2015,2014-15,20.0,23.6,7,2,4,13,3,1
622,2015-01-11,14:00,Newcastle,38,London Welsh,7,Kingston Park,Wayne Barnes,45,H,14,Sun,Jan,2015,2014-15,19.0,22.4,9,8,4,11,3,1
624,2015-02-13,19:45,Leicester,18,Gloucester,15,Welford Road,JP Doyle,33,H,19,Fri,Feb,2015,2014-15,19.4,16.6,6,3,3,31,0,1
625,2015-02-13,19:45,Northampton,15,London Irish,9,Franklin's Gardens,Andrew Small,24,H,19,Fri,Feb,2015,2014-15,30.8,21.6,10,7,3,7,0,1
626,2015-02-14,16:30,Exeter,46,Newcastle,17,Sandy Park,Thomas Foley,63,H,16,Sat,Feb,2015,2014-15,32.6,19.4,2,9,3,19,2,1
628,2015-02-15,13:00,Saracens,34,Bath,24,Allianz Park,Luke Pearce,58,H,13,Sun,Feb,2015,2014-15,38.4,16.8,12,0,3,2,3,1
627,2015-02-15,13:00,London Welsh,12,Sale,52,Kassam Stadium,Tim Wigglesworth,64,A,13,Sun,Feb,2015,2014-15,9.0,32.4,8,11,3,9,3,0
