,date,time,team1Name,team1Score,team1Bps,team2Name,team2Score,team2Bps,venue,referee,totalScore,winner,hour,day,month,year,season,avgLast5Scores,avgLast5ScoresAgainst,avgLast5Bps,avgLast5BpsAgainst,team1Code,team2Code,monthCode,venueCode,dayCode,refereeCode,seasonCode,targetCode
810,2013-05-04,15:00,London Welsh,33,0,Worcester,22,0,Kassam Stadium,Matt Carley,55,H,15,Sat,May,2013,2012-13,19.0,33.6,0.0,0.0,7,13,5,5,2,14,2,1
804,2013-05-04,15:00,Exeter,40,0,Gloucester,39,0,Sandy Park,Greg Garner,79,H,15,Sat,May,2013,2012-13,24.8,15.2,0.0,0.0,1,2,5,12,2,8,2,1
814,2013-05-04,15:00,Saracens,23,0,Bath,14,0,Allianz Park,Martin Fox,37,H,15,Sat,May,2013,2012-13,30.8,16.8,0.0,0.0,11,0,5,1,2,13,2,1
812,2013-05-04,15:00,Sale,21,0,Wasps,20,0,Salford City Stadium,Dean Richards,41,H,15,Sat,May,2013,2012-13,19.2,30.0,0.0,0.0,10,12,5,11,2,6,2,1
817,2013-05-11,15:00,Harlequins,16,0,Leicester,33,0,Welford Road,Greg Garner,49,H,15,Sat,May,2013,2012-13,22.8,19.6,0.0,0.0,3,5,5,19,2,8,2,1
816,2013-05-11,15:00,Leicester,33,0,Harlequins,16,0,Welford Road,Greg Garner,49,H,15,Sat,May,2013,2012-13,28.2,16.0,0.0,0.0,5,3,5,19,2,8,2,1
819,2013-05-12,15:00,Northampton,27,0,Saracens,13,0,Allianz Park,JP Doyle,40,A,15,Sun,May,2013,2012-13,26.2,20.6,0.0,0.0,9,11,5,1,3,9,2,0
818,2013-05-12,15:00,Saracens,13,0,Northampton,27,0,Allianz Park,JP Doyle,40,A,15,Sun,May,2013,2012-13,28.4,16.8,0.0,0.0,11,9,5,1,3,9,2,0
820,2013-05-25,15:00,Leicester,37,0,Northampton,17,0,Twickenham Stadium,Wayne Barnes,54,H,15,Sat,May,2013,2012-13,32.4,17.4,0.0,0.0,5,9,5,16,2,20,2,1
821,2013-05-25,15:00,Northampton,17,0,Leicester,37,0,Twickenham Stadium,Wayne Barnes,54,H,15,Sat,May,2013,2012-13,26.4,18.4,0.0,0.0,9,5,5,16,2,20,2,1
