,date,team1Name,team2Name,venue,referee,result,day,month,season,avgLast5Scores,avgLast5ScoresAgainst,avgLast5Bps,avgLast5BpsAgainst,avgLast5Tries,avgLast5Conversions,avgLast5Penalties,avgLast5DropGoals,avgLast5TriesAgainst,avgLast5ConversionsAgainst,avgLast5PenaltiesAgainst,avgLast5DropGoalsAgainst,targetCode,wonLastTeam1,wonLastTeam2
924,2017-12-02,Exeter,Bath,Sandy Park,JP Doyle,W,Sat,Dec,2017-18,21.6,17.0,0.6,0.6,2.4,2.0,1.6,0.0,2.0,1.4,1.2,0.2,1,1.0,1
925,2017-12-02,Bath,Exeter,Sandy Park,JP Doyle,L,Sat,Dec,2017-18,27.0,15.2,0.6,0.2,2.4,1.8,3.4,0.4,1.8,1.0,1.4,0.0,0,1.0,1
930,2017-12-03,Harlequins,Saracens,Twickenham Stoop,Luke Pearce,W,Sun,Dec,2017-18,27.2,32.0,0.4,1.2,3.4,3.0,1.4,0.0,4.4,2.6,1.6,0.0,1,0.0,0
931,2017-12-03,Saracens,Harlequins,Twickenham Stoop,Luke Pearce,L,Sun,Dec,2017-18,28.4,15.6,0.8,0.0,3.2,2.0,2.8,0.0,1.6,1.4,1.6,0.0,0,0.0,0
932,2017-12-22,Worcester,London Irish,Sixways,Wayne Barnes,W,Fri,Dec,2017-18,24.6,26.0,1.0,0.6,3.6,1.2,1.4,0.0,3.2,2.6,1.6,0.0,1,0.0,0
933,2017-12-22,London Irish,Worcester,Sixways,Wayne Barnes,L,Fri,Dec,2017-18,17.2,30.0,0.6,0.4,1.8,1.4,1.8,0.0,3.6,2.4,2.2,0.2,0,0.0,0
939,2017-12-23,Bath,Sale,AJ Bell Stadium,Ian Tempest,L,Sat,Dec,2017-18,27.8,21.8,0.8,0.4,3.0,2.2,2.6,0.2,3.0,2.2,0.8,0.0,0,0.0,1
941,2017-12-23,Gloucester,Wasps,Ricoh Arena,Craig Maxwell-Keys,L,Sat,Dec,2017-18,28.4,16.8,0.6,0.6,3.8,2.6,1.4,0.0,1.8,1.2,1.8,0.0,0,1.0,1
934,2017-12-23,Newcastle,Harlequins,Kingston Park,Luke Pearce,W,Sat,Dec,2017-18,15.6,31.0,0.2,0.8,2.0,1.6,0.8,0.0,4.0,3.0,1.4,0.0,1,1.0,1
936,2017-12-23,Northampton,Exeter,Franklin's Gardens,Thomas Foley,L,Sat,Dec,2017-18,19.6,27.8,0.6,0.6,2.4,1.2,1.6,0.0,3.6,2.2,1.8,0.0,0,0.0,1
935,2017-12-23,Harlequins,Newcastle,Kingston Park,Luke Pearce,L,Sat,Dec,2017-18,26.8,29.8,0.4,1.2,3.4,2.8,1.4,0.0,3.8,2.4,2.0,0.0,0,1.0,1
938,2017-12-23,Sale,Bath,AJ Bell Stadium,Ian Tempest,W,Sat,Dec,2017-18,19.0,23.2,0.6,0.8,2.4,1.4,1.4,0.0,2.6,1.6,2.2,0.0,1,1.0,0
940,2017-12-23,Wasps,Gloucester,Ricoh Arena,Craig Maxwell-Keys,W,Sat,Dec,2017-18,29.2,21.6,0.6,0.6,4.0,2.8,1.2,0.0,2.2,1.4,2.6,0.0,1,1.0,1
937,2017-12-23,Exeter,Northampton,Franklin's Gardens,Thomas Foley,W,Sat,Dec,2017-18,27.4,18.8,0.6,0.8,3.4,3.2,1.2,0.0,2.4,1.6,1.2,0.0,1,1.0,0
943,2017-12-24,Saracens,Leicester,Welford Road,Matthew Carley,W,Sun,Dec,2017-18,27.2,19.0,1.0,0.0,2.8,1.8,3.2,0.0,2.2,1.6,1.6,0.0,1,0.0,0
942,2017-12-24,Leicester,Saracens,Welford Road,Matthew Carley,L,Sun,Dec,2017-18,29.0,26.0,0.6,0.8,3.2,2.4,2.6,0.0,3.4,2.4,1.4,0.0,0,0.0,0
945,2017-12-29,Wasps,Bath,Recreation Ground,Luke Pearce,W,Fri,Dec,2017-18,35.2,18.8,0.8,0.6,4.6,3.2,1.8,0.0,2.2,1.2,1.8,0.0,1,1.0,0
944,2017-12-29,Bath,Wasps,Recreation Ground,Luke Pearce,L,Fri,Dec,2017-18,23.8,25.6,0.6,0.6,2.2,1.6,3.0,0.2,3.4,2.8,1.0,0.0,0,0.0,1
948,2017-12-30,London Irish,Newcastle,Madejski Stadium,Tom Foley,L,Sat,Dec,2017-18,13.4,29.0,0.4,0.4,1.4,0.8,1.6,0.0,3.4,2.4,2.2,0.2,0,0.0,1
946,2017-12-30,Gloucester,Sale,Kingsholm,Andrew Jackson,W,Sat,Dec,2017-18,27.4,21.8,0.6,0.6,3.6,2.6,1.4,0.0,2.4,1.4,2.2,0.0,1,0.0,1
949,2017-12-30,Newcastle,London Irish,Madejski Stadium,Tom Foley,W,Sat,Dec,2017-18,13.0,26.2,0.0,0.8,1.4,1.2,1.2,0.0,3.4,2.6,1.2,0.0,1,1.0,0
950,2017-12-30,Saracens,Worcester,Allianz Park,Christophe Ridley,W,Sat,Dec,2017-18,25.4,18.6,0.8,0.0,2.4,1.4,3.2,0.2,2.0,1.4,1.8,0.0,1,1.0,1
951,2017-12-30,Worcester,Saracens,Allianz Park,Christophe Ridley,L,Sat,Dec,2017-18,26.6,21.8,1.0,0.4,3.6,1.6,1.8,0.0,2.6,2.0,1.6,0.0,0,1.0,1
953,2017-12-30,Northampton,Harlequins,Twickenham Stadium,JP Doyle,L,Sat,Dec,2017-18,17.6,29.0,0.4,0.6,2.2,1.0,1.4,0.0,3.4,2.4,2.4,0.0,0,0.0,0
952,2017-12-30,Harlequins,Northampton,Twickenham Stadium,JP Doyle,W,Sat,Dec,2017-18,20.4,26.8,0.4,1.0,2.6,2.2,1.0,0.0,3.2,1.8,2.4,0.0,1,0.0,0
947,2017-12-30,Sale,Gloucester,Kingsholm,Andrew Jackson,L,Sat,Dec,2017-18,20.2,16.6,0.6,0.6,2.4,1.4,1.8,0.0,1.6,0.8,2.2,0.0,0,1.0,0
954,2017-12-31,Exeter,Leicester,Sandy Park,Craig Maxwell-Keys,W,Sun,Dec,2017-18,27.6,16.8,0.6,0.6,3.4,3.2,1.4,0.0,2.0,1.6,1.2,0.0,1,1.0,0
955,2017-12-31,Leicester,Exeter,Sandy Park,Craig Maxwell-Keys,L,Sun,Dec,2017-18,26.8,26.4,0.6,0.6,3.0,2.2,2.2,0.0,3.2,2.0,1.8,0.2,0,0.0,1
957,2018-01-05,Bath,Worcester,Sixways,JP Doyle,W,Fri,Jan,2017-18,24.8,27.4,0.8,0.8,2.6,2.0,2.4,0.2,3.8,3.0,0.8,0.0,1,0.0,0
956,2018-01-05,Worcester,Bath,Sixways,JP Doyle,L,Fri,Jan,2017-18,25.8,22.8,0.8,0.4,3.2,2.2,1.8,0.0,2.8,2.0,1.6,0.0,0,0.0,0
960,2018-01-06,Northampton,Gloucester,Franklin's Gardens,Ian Tempest,W,Sat,Jan,2017-18,17.4,31.4,0.4,0.6,2.4,1.6,0.6,0.0,4.0,3.0,1.8,0.0,1,0.0,1
958,2018-01-06,Leicester,London Irish,Welford Road,Karl Dickson,W,Sat,Jan,2017-18,22.0,29.8,0.6,0.8,2.4,1.6,2.0,0.0,3.8,2.2,1.8,0.2,1,0.0,0
963,2018-01-06,Harlequins,Sale,AJ Bell Stadium,Matthew Carley,L,Sat,Jan,2017-18,22.2,24.0,0.4,0.6,3.0,2.4,0.8,0.0,2.6,2.2,2.2,0.0,0,1.0,0
959,2018-01-06,London Irish,Leicester,Welford Road,Karl Dickson,L,Sat,Jan,2017-18,13.8,24.2,0.6,0.2,1.2,0.6,2.2,0.0,2.8,1.8,2.0,0.2,0,0.0,0
961,2018-01-06,Gloucester,Northampton,Franklin's Gardens,Ian Tempest,L,Sat,Jan,2017-18,27.0,20.8,0.6,0.6,3.4,2.6,1.6,0.0,2.2,1.4,2.2,0.0,0,1.0,0
962,2018-01-06,Sale,Harlequins,AJ Bell Stadium,Matthew Carley,W,Sat,Jan,2017-18,22.2,18.6,0.6,0.6,2.6,1.6,2.0,0.0,1.8,1.0,2.4,0.0,1,0.0,1
966,2018-01-07,Wasps,Saracens,Ricoh Arena,Wayne Barnes,L,Sun,Jan,2017-18,33.8,19.6,0.8,1.0,4.8,3.2,1.0,0.0,2.6,1.8,1.0,0.0,0,1.0,1
967,2018-01-07,Saracens,Wasps,Ricoh Arena,Wayne Barnes,W,Sun,Jan,2017-18,25.8,22.2,0.8,0.2,2.4,1.6,3.2,0.2,2.6,2.0,1.6,0.0,1,1.0,1
965,2018-01-07,Exeter,Newcastle,Kingston Park,Andrew Jackson,L,Sun,Jan,2017-18,31.6,16.8,0.8,0.4,4.0,3.4,1.6,0.0,2.0,1.6,1.2,0.0,0,1.0,1
964,2018-01-07,Newcastle,Exeter,Kingston Park,Andrew Jackson,W,Sun,Jan,2017-18,14.4,23.2,0.0,1.0,1.8,1.2,1.0,0.0,2.8,2.0,1.6,0.0,1,1.0,1
969,2018-02-09,Northampton,Bath,Recreation Ground,Tom Foley,L,Fri,Feb,2017-18,18.8,29.2,0.4,0.6,2.6,1.6,0.6,0.0,3.8,2.8,1.4,0.0,0,1.0,1
968,2018-02-09,Bath,Northampton,Recreation Ground,Tom Foley,W,Fri,Feb,2017-18,29.6,28.8,1.0,0.6,3.6,2.8,2.0,0.0,4.0,3.2,0.8,0.0,1,1.0,1
977,2018-02-10,Sale,London Irish,Madejski Stadium,Craig Maxwell-Keys,W,Sat,Feb,2017-18,22.8,17.4,0.4,0.8,2.4,1.8,2.4,0.0,1.8,1.2,2.0,0.0,1,1.0,0
971,2018-02-10,Worcester,Exeter,Sandy Park,Andrew Jackson,W,Sat,Feb,2017-18,24.8,29.0,0.6,0.6,3.0,2.2,1.8,0.0,3.6,2.8,1.8,0.0,1,0.0,0
975,2018-02-10,Newcastle,Saracens,Allianz Park,Christophe Ridley,L,Sat,Feb,2017-18,18.0,19.2,0.0,0.8,2.2,1.4,1.4,0.0,2.2,1.2,1.8,0.0,0,1.0,1
974,2018-02-10,Saracens,Newcastle,Allianz Park,Christophe Ridley,W,Sat,Feb,2017-18,30.0,20.6,0.8,0.2,3.2,2.0,3.0,0.2,2.6,1.6,1.2,0.0,1,1.0,1
972,2018-02-10,Gloucester,Leicester,Kingsholm,JP Doyle,W,Sat,Feb,2017-18,26.2,21.8,0.8,0.4,3.6,2.4,1.0,0.0,2.6,1.6,1.6,0.0,1,0.0,1
970,2018-02-10,Exeter,Worcester,Sandy Park,Andrew Jackson,L,Sat,Feb,2017-18,29.4,19.0,0.6,0.4,3.8,2.8,1.6,0.0,2.2,1.6,1.6,0.0,0,0.0,0
976,2018-02-10,London Irish,Sale,Madejski Stadium,Craig Maxwell-Keys,L,Sat,Feb,2017-18,13.2,23.6,0.6,0.2,1.2,0.6,2.0,0.0,3.2,2.0,1.2,0.0,0,0.0,1
973,2018-02-10,Leicester,Gloucester,Kingsholm,JP Doyle,L,Sat,Feb,2017-18,18.8,27.4,0.4,0.8,2.2,1.6,1.4,0.0,3.4,2.0,1.8,0.2,0,1.0,0
978,2018-02-11,Harlequins,Wasps,Twickenham Stoop,Wayne Barnes,L,Sun,Feb,2017-18,24.6,23.8,0.8,0.4,3.4,2.6,0.8,0.0,2.4,2.0,2.6,0.0,0,0.0,0
979,2018-02-11,Wasps,Harlequins,Twickenham Stoop,Wayne Barnes,W,Sun,Feb,2017-18,28.8,25.2,0.6,1.2,4.0,2.2,1.2,0.0,3.4,2.0,1.4,0.0,1,0.0,0
983,2018-02-16,Saracens,Sale,AJ Bell Stadium,Luke Pearce,W,Fri,Feb,2017-18,31.4,17.2,0.6,0.2,3.4,2.0,3.0,0.2,2.2,1.2,1.0,0.0,1,1.0,1
980,2018-02-16,Newcastle,Bath,Kingston Park,Matthew Carley,W,Fri,Feb,2017-18,17.2,18.4,0.0,0.6,2.0,1.2,1.6,0.0,2.0,0.8,2.0,0.0,1,0.0,1
982,2018-02-16,Sale,Saracens,AJ Bell Stadium,Luke Pearce,L,Fri,Feb,2017-18,21.8,16.2,0.4,0.8,2.2,1.8,2.4,0.0,1.4,1.0,2.4,0.0,0,1.0,1
981,2018-02-16,Bath,Newcastle,Kingston Park,Matthew Carley,L,Fri,Feb,2017-18,28.4,27.8,0.8,0.6,3.4,2.4,2.2,0.0,3.6,2.8,1.4,0.0,0,1.0,0
987,2018-02-17,London Irish,Northampton,Franklin's Gardens,Ian Tempest,L,Sat,Feb,2017-18,12.4,22.8,0.6,0.2,1.0,0.4,2.2,0.0,2.8,2.0,1.6,0.0,0,0.0,0
984,2018-02-17,Leicester,Harlequins,Welford Road,Wayne Barnes,W,Sat,Feb,2017-18,16.8,26.0,0.4,0.6,2.0,1.4,1.2,0.0,3.0,2.0,2.0,0.2,1,0.0,0
986,2018-02-17,Northampton,London Irish,Franklin's Gardens,Ian Tempest,W,Sat,Feb,2017-18,17.6,32.0,0.2,0.6,2.2,1.4,1.0,0.0,4.0,2.8,2.0,0.0,1,0.0,0
988,2018-02-17,Worcester,Gloucester,Sixways,Thomas Foley,W,Sat,Feb,2017-18,19.8,24.6,0.4,0.6,2.0,1.6,2.2,0.0,3.2,2.2,1.4,0.0,1,1.0,1
985,2018-02-17,Harlequins,Leicester,Welford Road,Wayne Barnes,L,Sat,Feb,2017-18,26.2,25.0,0.8,0.4,3.6,2.6,1.0,0.0,2.8,2.2,2.2,0.0,0,0.0,0
989,2018-02-17,Gloucester,Worcester,Sixways,Thomas Foley,L,Sat,Feb,2017-18,25.2,23.8,0.6,0.6,3.4,2.4,1.0,0.0,2.8,1.8,1.8,0.0,0,1.0,1
991,2018-02-18,Exeter,Wasps,Ricoh Arena,JP Doyle,L,Sun,Feb,2017-18,26.4,16.6,0.8,0.2,3.6,2.4,1.2,0.0,1.8,1.4,1.6,0.0,0,0.0,1
990,2018-02-18,Wasps,Exeter,Ricoh Arena,JP Doyle,W,Sun,Feb,2017-18,34.2,27.0,0.8,1.0,4.6,2.8,1.6,0.0,3.8,2.2,1.2,0.0,1,1.0,0
992,2018-02-24,Exeter,Northampton,Sandy Park,Christophe Ridley,W,Sat,Feb,2017-18,19.4,13.4,0.8,0.0,2.6,1.4,1.2,0.0,1.2,1.0,1.8,0.0,1,0.0,1
999,2018-02-24,Newcastle,Harlequins,Twickenham Stoop,Thomas Foley,W,Sat,Feb,2017-18,18.2,16.4,0.2,0.4,2.2,1.2,1.6,0.0,1.8,0.8,1.8,0.0,1,1.0,0
997,2018-02-24,Wasps,Gloucester,Kingsholm,Karl Dickson,D,Sat,Feb,2017-18,30.4,23.4,0.6,1.0,4.0,2.4,1.6,0.0,3.4,2.0,0.8,0.0,0,1.0,0
996,2018-02-24,Gloucester,Wasps,Kingsholm,Karl Dickson,D,Sat,Feb,2017-18,20.4,25.8,0.4,0.6,2.8,1.8,0.8,0.0,3.0,2.0,2.0,0.0,0,0.0,1
998,2018-02-24,Harlequins,Newcastle,Twickenham Stoop,Thomas Foley,L,Sat,Feb,2017-18,25.8,27.8,0.8,0.2,3.6,2.4,1.0,0.0,3.2,2.6,2.2,0.0,0,0.0,1
994,2018-02-24,Bath,Sale,Recreation Ground,Ian Tempest,W,Sat,Feb,2017-18,25.0,25.2,0.6,0.6,3.0,2.0,2.0,0.0,3.2,2.2,1.6,0.0,1,0.0,0
993,2018-02-24,Northampton,Exeter,Sandy Park,Christophe Ridley,L,Sat,Feb,2017-18,18.2,30.6,0.0,0.6,2.2,1.6,1.0,0.2,3.8,2.6,2.0,0.0,0,1.0,0
995,2018-02-24,Sale,Bath,Recreation Ground,Ian Tempest,L,Sat,Feb,2017-18,18.8,16.0,0.4,0.6,1.8,1.6,2.2,0.0,1.4,1.2,2.2,0.0,0,0.0,0
1003,2018-02-25,Leicester,Saracens,Allianz Park,Craig Maxwell-Keys,W,Sun,Feb,2017-18,18.4,23.2,0.2,0.4,2.0,1.6,1.6,0.0,2.8,1.4,1.8,0.2,1,1.0,1
1002,2018-02-25,Saracens,Leicester,Allianz Park,Craig Maxwell-Keys,L,Sun,Feb,2017-18,30.2,13.8,0.4,0.2,3.4,2.0,2.6,0.2,1.6,1.0,1.0,0.0,0,1.0,1
1000,2018-02-25,London Irish,Worcester,Madejski Stadium,JP Doyle,W,Sun,Feb,2017-18,12.8,20.0,0.6,0.0,1.0,0.6,2.2,0.0,2.4,1.6,1.4,0.2,1,0.0,1
1001,2018-02-25,Worcester,London Irish,Madejski Stadium,JP Doyle,L,Sun,Feb,2017-18,22.0,24.0,0.2,0.6,2.4,2.0,2.0,0.0,3.2,2.2,1.2,0.0,0,1.0,0
1007,2018-03-03,Sale,Northampton,Franklin's Gardens,Wayne Barnes,W,Sat,Mar,2017-18,18.8,20.8,0.4,0.6,1.6,1.2,2.8,0.0,2.0,1.8,2.4,0.0,1,0.0,0
1004,2018-03-03,Gloucester,Newcastle,Kingsholm,Craig Maxwell-Keys,L,Sat,Mar,2017-18,20.6,21.0,0.2,0.4,2.6,1.8,1.2,0.0,2.4,1.6,1.8,0.0,0,0.0,1
1005,2018-03-03,Newcastle,Gloucester,Kingsholm,Craig Maxwell-Keys,W,Sat,Mar,2017-18,21.6,16.4,0.4,0.2,2.8,2.0,1.2,0.0,1.8,0.8,1.8,0.0,1,1.0,1
1006,2018-03-03,Northampton,Sale,Franklin's Gardens,Wayne Barnes,L,Sat,Mar,2017-18,21.4,29.8,0.2,0.6,2.4,1.8,1.6,0.2,3.8,2.6,1.6,0.0,0,0.0,0
1011,2018-03-04,Bath,Harlequins,Twickenham Stoop,JP Doyle,L,Sun,Mar,2017-18,29.8,25.2,0.6,0.6,3.6,2.6,2.2,0.0,3.0,1.8,2.2,0.0,0,1.0,0
1010,2018-03-04,Harlequins,Bath,Twickenham Stoop,JP Doyle,W,Sun,Mar,2017-18,25.8,31.2,0.6,0.4,3.6,2.4,1.0,0.0,3.8,3.4,1.8,0.0,1,0.0,1
1014,2018-03-04,Worcester,Leicester,Sixways,Luke Pearce,L,Sun,Mar,2017-18,19.2,26.8,0.2,0.6,2.0,1.6,2.0,0.0,3.2,2.4,2.0,0.0,0,0.0,1
1015,2018-03-04,Leicester,Worcester,Sixways,Luke Pearce,W,Sun,Mar,2017-18,20.6,21.4,0.4,0.4,2.4,2.2,1.4,0.0,2.8,1.6,1.4,0.0,1,1.0,0
1009,2018-03-04,Saracens,Exeter,Sandy Park,Matthew Carley,L,Sun,Mar,2017-18,28.4,16.0,0.4,0.4,3.4,2.2,2.2,0.0,2.0,1.6,0.8,0.0,0,0.0,1
1013,2018-03-04,London Irish,Wasps,Ricoh Arena,Thomas Foley,L,Sun,Mar,2017-18,15.6,17.2,0.6,0.0,1.0,0.8,3.0,0.0,2.0,1.2,1.4,0.2,0,1.0,1
1012,2018-03-04,Wasps,London Irish,Ricoh Arena,Thomas Foley,W,Sun,Mar,2017-18,25.6,23.6,0.4,0.8,3.4,2.0,1.4,0.0,3.2,2.0,1.2,0.0,1,0.0,1
1008,2018-03-04,Exeter,Saracens,Sandy Park,Matthew Carley,W,Sun,Mar,2017-18,18.6,16.6,0.8,0.2,2.6,1.4,0.8,0.0,1.4,1.2,2.4,0.0,1,1.0,0
1017,2018-03-23,Exeter,Bath,Recreation Ground,Wayne Barnes,W,Fri,Mar,2017-18,17.4,17.8,0.6,0.2,2.2,1.0,1.2,0.0,1.8,1.4,2.0,0.0,1,1.0,0
1016,2018-03-23,Bath,Exeter,Recreation Ground,Wayne Barnes,L,Fri,Mar,2017-18,25.6,23.0,0.2,0.4,3.0,2.0,2.2,0.0,2.4,1.6,2.6,0.0,0,0.0,1
1020,2018-03-24,Sale,Worcester,AJ Bell Stadium,Andrew Jackson,W,Sat,Mar,2017-18,22.4,21.8,0.4,0.6,2.2,1.8,2.6,0.0,2.2,1.8,2.4,0.0,1,1.0,0
1025,2018-03-24,Northampton,Newcastle,St James' Park,JP Doyle,L,Sat,Mar,2017-18,22.2,26.6,0.2,0.6,2.4,1.6,2.0,0.2,3.2,2.2,1.8,0.0,0,0.0,1
1022,2018-03-24,Saracens,Harlequins,London Stadium,Tom Foley,W,Sat,Mar,2017-18,21.6,14.6,0.2,0.2,2.6,1.4,1.8,0.0,1.6,0.8,1.4,0.0,1,0.0,1
1023,2018-03-24,Harlequins,Saracens,London Stadium,Tom Foley,L,Sat,Mar,2017-18,19.8,28.0,0.4,0.4,2.6,1.6,1.2,0.0,3.4,2.8,1.8,0.0,0,1.0,0
1019,2018-03-24,Gloucester,London Irish,Madejski Stadium,Matthew Carley,W,Sat,Mar,2017-18,20.6,22.0,0.6,0.2,3.0,1.4,0.8,0.0,2.6,1.6,1.8,0.0,1,0.0,0
1018,2018-03-24,London Irish,Gloucester,Madejski Stadium,Matthew Carley,L,Sat,Mar,2017-18,15.8,18.0,0.4,0.0,1.4,0.8,2.4,0.0,2.0,1.6,1.4,0.2,0,0.0,0
1024,2018-03-24,Newcastle,Northampton,St James' Park,JP Doyle,W,Sat,Mar,2017-18,21.8,17.4,0.4,0.4,2.6,2.0,1.6,0.0,2.6,0.8,0.8,0.0,1,1.0,0
1021,2018-03-24,Worcester,Sale,AJ Bell Stadium,Andrew Jackson,L,Sat,Mar,2017-18,14.0,24.4,0.0,0.6,1.4,0.8,1.8,0.0,3.0,2.0,1.8,0.0,0,0.0,1
1027,2018-03-25,Wasps,Leicester,Welford Road,Luke Pearce,L,Sun,Mar,2017-18,24.2,21.6,0.2,0.4,3.0,2.0,1.6,0.0,2.8,1.4,1.6,0.0,0,1.0,1
1026,2018-03-25,Leicester,Wasps,Welford Road,Luke Pearce,W,Sun,Mar,2017-18,26.2,16.4,0.6,0.2,3.4,2.8,1.2,0.0,2.2,1.2,1.0,0.0,1,1.0,1
1029,2018-04-06,Wasps,Sale,AJ Bell Stadium,JP Doyle,L,Fri,Apr,2017-18,24.2,17.2,0.4,0.2,3.0,2.2,1.6,0.0,2.0,1.2,1.6,0.0,0,0.0,1
1028,2018-04-06,Sale,Wasps,AJ Bell Stadium,JP Doyle,W,Fri,Apr,2017-18,28.0,21.0,0.6,0.2,3.2,2.4,2.4,0.0,2.0,1.6,2.6,0.0,1,1.0,0
1034,2018-04-07,Harlequins,London Irish,Twickenham Stoop,Ian Tempest,L,Sat,Apr,2017-18,16.2,26.8,0.0,0.4,2.0,1.0,1.4,0.0,3.2,2.4,2.0,0.0,0,0.0,0
1035,2018-04-07,London Irish,Harlequins,Twickenham Stoop,Ian Tempest,W,Sat,Apr,2017-18,18.6,20.8,0.6,0.2,1.8,1.2,2.4,0.0,2.4,2.0,1.4,0.2,1,0.0,0
1032,2018-04-07,Northampton,Saracens,Franklin's Gardens,Craig Maxwell-Keys,L,Sat,Apr,2017-18,22.2,27.8,0.4,0.4,2.4,1.8,2.0,0.2,2.8,2.2,3.0,0.0,0,0.0,1
1036,2018-04-07,Worcester,Newcastle,Sixways,Christophe Ridley,W,Sat,Apr,2017-18,14.0,26.8,0.0,0.6,1.4,0.8,1.8,0.0,3.4,2.2,1.8,0.0,1,0.0,1
1031,2018-04-07,Leicester,Bath,Twickenham Stadium,Wayne Barnes,W,Sat,Apr,2017-18,25.6,16.4,0.6,0.2,3.0,2.6,1.8,0.0,2.2,1.2,1.0,0.0,1,1.0,0
1037,2018-04-07,Newcastle,Worcester,Sixways,Christophe Ridley,L,Sat,Apr,2017-18,21.2,17.8,0.4,0.6,2.2,1.8,2.2,0.0,2.6,1.0,0.8,0.0,0,1.0,0
1033,2018-04-07,Saracens,Northampton,Franklin's Gardens,Craig Maxwell-Keys,W,Sat,Apr,2017-18,18.8,13.8,0.0,0.2,2.0,1.2,2.0,0.0,1.4,0.8,1.6,0.0,1,1.0,0
1030,2018-04-07,Bath,Leicester,Twickenham Stadium,Wayne Barnes,L,Sat,Apr,2017-18,20.0,22.0,0.2,0.4,2.2,1.2,2.2,0.0,2.2,1.6,2.6,0.0,0,0.0,1
1039,2018-04-08,Gloucester,Exeter,Sandy Park,Thomas Foley,L,Sun,Apr,2017-18,23.4,23.4,0.6,0.6,3.4,2.0,0.8,0.0,2.8,2.0,1.8,0.0,0,1.0,1
1038,2018-04-08,Exeter,Gloucester,Sandy Park,Thomas Foley,W,Sun,Apr,2017-18,17.4,15.8,0.6,0.4,2.0,1.2,1.4,0.0,1.6,1.2,1.8,0.0,1,1.0,1
1041,2018-04-13,Sale,Newcastle,Kingston Park,Craig Maxwell-Keys,L,Fri,Apr,2017-18,31.0,24.6,0.8,0.2,3.8,2.4,2.4,0.0,2.6,2.2,2.4,0.0,0,1.0,0
1040,2018-04-13,Newcastle,Sale,Kingston Park,Craig Maxwell-Keys,W,Fri,Apr,2017-18,23.2,18.2,0.4,0.6,2.4,2.0,2.4,0.0,2.6,1.4,0.8,0.0,1,0.0,1
1044,2018-04-14,Leicester,Northampton,Welford Road,Matthew Carley,L,Sat,Apr,2017-18,29.0,15.4,0.6,0.2,3.6,2.8,1.8,0.0,1.8,0.8,1.6,0.0,0,1.0,0
1045,2018-04-14,Northampton,Leicester,Welford Road,Matthew Carley,W,Sat,Apr,2017-18,23.0,34.0,0.4,0.6,2.6,2.0,1.8,0.2,4.0,3.2,2.4,0.0,1,0.0,1
1046,2018-04-14,Wasps,Worcester,Ricoh Arena,Ian Tempest,W,Sat,Apr,2017-18,20.8,18.4,0.4,0.4,2.4,2.0,1.6,0.0,2.2,1.0,1.8,0.0,1,0.0,1
1042,2018-04-14,Gloucester,Harlequins,Kingsholm,Luke Pearce,W,Sat,Apr,2017-18,20.6,29.2,0.6,0.6,3.0,1.6,0.8,0.0,3.6,2.6,2.0,0.0,1,0.0,0
1043,2018-04-14,Harlequins,Gloucester,Kingsholm,Luke Pearce,L,Sat,Apr,2017-18,12.8,25.0,0.0,0.4,1.6,0.6,1.2,0.0,2.8,2.2,2.2,0.0,0,0.0,0
1047,2018-04-14,Worcester,Wasps,Ricoh Arena,Ian Tempest,L,Sat,Apr,2017-18,18.2,28.4,0.0,0.4,2.0,1.4,1.8,0.0,3.4,2.4,2.2,0.0,0,1.0,0
1050,2018-04-15,Saracens,Bath,Allianz Park,Karl Dickson,W,Sun,Apr,2017-18,26.4,15.8,0.2,0.2,3.2,2.2,2.0,0.0,1.6,1.0,1.8,0.0,1,1.0,0
1048,2018-04-15,London Irish,Exeter,Madejski Stadium,JP Doyle,L,Sun,Apr,2017-18,23.8,19.2,0.6,0.2,2.6,1.8,2.4,0.0,2.4,1.8,1.0,0.2,0,1.0,1
1051,2018-04-15,Bath,Saracens,Allianz Park,Karl Dickson,L,Sun,Apr,2017-18,17.4,27.0,0.2,0.6,1.8,1.2,2.0,0.0,3.2,2.2,2.2,0.0,0,0.0,1
1049,2018-04-15,Exeter,London Irish,Madejski Stadium,JP Doyle,W,Sun,Apr,2017-18,25.6,16.6,0.6,0.4,3.0,2.2,1.8,0.0,1.8,1.4,1.6,0.0,1,1.0,1
1052,2018-04-27,Leicester,Newcastle,Welford Road,Luke Pearce,L,Fri,Apr,2017-18,26.6,17.2,0.8,0.2,3.4,2.4,1.6,0.0,1.8,1.4,1.8,0.0,0,0.0,1
1053,2018-04-27,Newcastle,Leicester,Welford Road,Luke Pearce,W,Fri,Apr,2017-18,24.4,21.8,0.4,0.8,2.6,1.8,2.6,0.0,2.8,1.8,1.4,0.0,1,1.0,0
1057,2018-04-28,Bath,Gloucester,Kingsholm,Wayne Barnes,W,Sat,Apr,2017-18,16.2,29.4,0.2,0.6,1.4,1.0,2.4,0.0,3.6,2.4,2.2,0.0,1,0.0,1
1055,2018-04-28,Sale,Exeter,Sandy Park,Karl Dickson,L,Sat,Apr,2017-18,36.4,29.0,1.0,0.4,4.4,3.0,2.8,0.0,3.4,2.4,2.4,0.0,0,0.0,1
