,date,team1Name,team2Name,venue,referee,result,day,month,season,avgLast5ScoresTeam1,avgLast5ScoresAgainstTeam1,avgLast5ScoresTeam2,avgLast5ScoresAgainstTeam2,avgLast5BpsTeam1,avgLast5BpsAgainstTeam1,avgLast5BpsTeam2,avgLast5BpsAgainstTeam2,avgLast5TriesTeam1,avgLast5ConversionsTeam1,avgLast5PenaltiesTeam1,avgLast5DropGoalsTeam1,avgLast5TriesAgainstTeam1,avgLast5ConversionsAgainstTeam1,avgLast5PenaltiesAgainstTeam1,avgLast5DropGoalsAgainstTeam1,avgLast5TriesTeam2,avgLast5ConversionsTeam2,avgLast5PenaltiesTeam2,avgLast5DropGoalsTeam2,avgLast5TriesAgainstTeam2,avgLast5ConversionsAgainstTeam2,avgLast5PenaltiesAgainstTeam2,avgLast5DropGoalsAgainstTeam2,targetCode,wonLastGameTeam1,wonLastGameTeam2,team1LastSeasonStanding,team2LastSeasonStanding
1656,2016-09-24,Harlequins,Saracens,Twickenham Stoop,Craig Maxwell-Keys,W,Sat,Sep,2016-17,22.4,32.2,33.6,13.0,0.2,0.8,0.4,0.0,2.6,2.0,1.8,0.0,4.4,3.0,1.4,0.0,3.8,2.8,3.0,0.0,1.0,1.0,2.0,0.0,1,0.0,1,7,1
1968,2016-09-24,Sale,Worcester,Sixways,JP Doyle,D,Sat,Sep,2016-17,21.0,24.0,16.8,33.8,0.4,0.4,0.0,0.8,2.4,1.8,1.8,0.0,2.8,2.0,2.0,0.0,2.2,1.4,1.0,0.0,4.0,3.6,2.2,0.0,0,0.0,0,6,10
849,2016-09-25,Bath,Leicester,Welford Road,Matthew Carley,L,Sun,Sep,2016-17,33.0,16.6,23.6,32.0,0.8,0.4,0.4,1.0,3.8,3.4,1.8,0.6,2.4,1.4,0.6,0.0,2.8,1.8,2.0,0.0,3.8,3.8,1.8,0.0,0,1.0,1,9,4
44,2016-09-25,Leicester,Bath,Welford Road,Matthew Carley,W,Sun,Sep,2016-17,23.6,32.0,33.0,16.6,0.4,1.0,0.8,0.4,2.8,1.8,2.0,0.0,3.8,3.8,1.8,0.0,3.8,3.4,1.8,0.6,2.4,1.4,0.6,0.0,1,1.0,1,4,9
1312,2016-09-30,Exeter,Northampton,Franklin's Gardens,Matthew Carley,L,Fri,Sep,2016-17,26.0,25.8,20.2,19.0,0.6,0.2,0.6,0.0,3.0,2.8,1.8,0.0,3.4,2.0,1.6,0.0,2.2,1.6,2.0,0.0,1.4,1.2,2.8,0.4,0,1.0,0,2,5
324,2016-09-30,Northampton,Exeter,Franklin's Gardens,Matthew Carley,W,Fri,Sep,2016-17,20.2,19.0,26.0,25.8,0.6,0.0,0.6,0.2,2.2,1.6,2.0,0.0,1.4,1.2,2.8,0.4,3.0,2.8,1.8,0.0,3.4,2.0,1.6,0.0,1,0.0,1,5,2
505,2016-10-01,Bath,Gloucester,Kingsholm,JP Doyle,W,Sat,Oct,2016-17,33.0,20.4,22.6,24.0,0.6,0.4,0.6,0.2,3.8,3.4,1.8,0.6,2.6,1.6,1.4,0.0,2.2,2.2,2.4,0.0,3.0,1.8,1.8,0.0,1,0.0,0,9,8
850,2016-10-01,Sale,Leicester,AJ Bell Stadium,Craig Maxwell-Keys,W,Sat,Oct,2016-17,23.6,27.8,25.0,27.2,0.6,0.4,0.2,0.8,2.8,2.4,1.6,0.0,3.2,2.6,2.2,0.0,2.6,1.8,2.8,0.0,3.2,3.2,1.6,0.0,1,0.0,1,6,4
45,2016-10-01,Gloucester,Bath,Kingsholm,JP Doyle,L,Sat,Oct,2016-17,22.6,24.0,33.0,20.4,0.6,0.2,0.6,0.4,2.2,2.2,2.4,0.0,3.0,1.8,1.8,0.0,3.8,3.4,1.8,0.6,2.6,1.6,1.4,0.0,0,0.0,0,8,9
1483,2016-10-01,Leicester,Sale,AJ Bell Stadium,Craig Maxwell-Keys,L,Sat,Oct,2016-17,25.0,27.2,23.6,27.8,0.2,0.8,0.6,0.4,2.6,1.8,2.8,0.0,3.2,3.2,1.6,0.0,2.8,2.4,1.6,0.0,3.2,2.6,2.2,0.0,0,1.0,1,4,6
1969,2016-10-02,Newcastle,Worcester,Sixways,Tom Foley,L,Sun,Oct,2016-17,14.0,24.6,20.2,34.4,0.4,0.6,0.2,0.8,1.6,0.6,1.6,0.0,2.8,2.0,2.0,0.2,2.8,1.6,1.0,0.0,4.0,3.6,2.4,0.0,0,1.0,1,11,10
674,2016-10-02,Wasps,Harlequins,Ricoh Arena,Greg Garner,W,Sun,Oct,2016-17,39.8,22.8,19.4,29.2,0.6,0.6,0.0,0.8,5.2,4.2,1.8,0.0,2.8,2.0,1.6,0.0,2.2,1.8,1.6,0.0,4.0,2.8,1.2,0.0,1,1.0,1,3,7
1815,2016-10-02,Harlequins,Wasps,Ricoh Arena,Greg Garner,L,Sun,Oct,2016-17,19.4,29.2,39.8,22.8,0.0,0.8,0.6,0.6,2.2,1.8,1.6,0.0,4.0,2.8,1.2,0.0,5.2,4.2,1.8,0.0,2.8,2.0,1.6,0.0,0,1.0,1,7,3
1165,2016-10-02,Worcester,Newcastle,Sixways,Tom Foley,W,Sun,Oct,2016-17,20.2,34.4,14.0,24.6,0.2,0.8,0.4,0.6,2.8,1.6,1.0,0.0,4.0,3.6,2.4,0.0,1.6,0.6,1.6,0.0,2.8,2.0,2.0,0.2,1,0.0,1,10,11
1484,2016-10-07,Bath,Sale,Recreation Ground,Tom Foley,W,Fri,Oct,2016-17,28.4,16.2,23.4,23.8,0.4,0.2,0.6,0.4,3.2,2.6,1.6,0.8,1.8,1.2,1.6,0.0,2.6,2.2,2.0,0.0,2.4,2.0,2.6,0.0,1,1.0,1,9,6
46,2016-10-07,Sale,Bath,Recreation Ground,Tom Foley,L,Fri,Oct,2016-17,27.0,30.0,28.4,16.2,0.6,0.4,0.4,0.2,2.6,2.2,2.0,0.0,2.4,2.0,2.6,0.0,3.2,2.6,1.6,0.8,1.8,1.2,1.6,0.0,0,1.0,1,6,9
1970,2016-10-08,Leicester,Worcester,Welford Road,Tim Wigglesworth,W,Sat,Oct,2016-17,27.6,25.2,18.6,27.6,0.4,1.0,0.2,0.8,2.8,2.0,3.2,0.0,3.0,3.0,1.4,0.0,2.4,1.2,1.4,0.0,2.8,2.6,2.8,0.0,1,0.0,1,4,10
173,2016-10-08,Newcastle,Bristol,Kingston Park,Wayne Barnes,W,Sat,Oct,2016-17,12.8,22.6,13.6,40.6,0.4,0.6,0.2,0.8,1.0,0.6,2.2,0.0,2.6,1.8,1.8,0.2,2.0,1.2,0.4,0.0,5.2,4.0,2.2,0.0,1,0.0,0,11,13
1166,2016-10-08,Bristol,Newcastle,Kingston Park,Wayne Barnes,L,Sat,Oct,2016-17,13.6,40.6,12.8,22.6,0.2,0.8,0.4,0.6,2.0,1.2,0.4,0.0,5.2,4.0,2.2,0.0,1.0,0.6,2.2,0.0,2.6,1.8,1.8,0.2,0,0.0,0,13,11
506,2016-10-08,Exeter,Gloucester,Sandy Park,Greg Garner,D,Sat,Oct,2016-17,25.8,24.2,19.8,21.4,0.8,0.2,0.6,0.2,2.8,2.6,2.2,0.0,3.2,2.0,1.4,0.0,1.8,1.8,2.4,0.0,2.8,1.6,1.2,0.2,0,0.0,0,2,8
325,2016-10-08,Gloucester,Exeter,Sandy Park,Greg Garner,D,Sat,Oct,2016-17,19.8,21.4,25.8,24.2,0.6,0.2,0.8,0.2,1.8,1.8,2.4,0.0,2.8,1.6,1.2,0.2,2.8,2.6,2.2,0.0,3.2,2.0,1.4,0.0,0,0.0,0,8,2
851,2016-10-08,Worcester,Leicester,Welford Road,Tim Wigglesworth,L,Sat,Oct,2016-17,18.6,27.6,27.6,25.2,0.2,0.8,0.4,1.0,2.4,1.2,1.4,0.0,2.8,2.6,2.8,0.0,2.8,2.0,3.2,0.0,3.0,3.0,1.4,0.0,0,1.0,0,10,4
1313,2016-10-08,Harlequins,Northampton,Twickenham Stoop,Ian Tempest,W,Sat,Oct,2016-17,18.2,26.2,18.6,18.8,0.0,0.8,0.6,0.2,2.0,1.4,1.8,0.0,3.4,2.8,1.2,0.0,2.0,1.6,1.8,0.0,1.2,1.0,3.2,0.4,1,0.0,1,7,5
675,2016-10-08,Northampton,Harlequins,Twickenham Stoop,Ian Tempest,L,Sat,Oct,2016-17,18.6,18.8,18.2,26.2,0.6,0.2,0.0,0.8,2.0,1.6,1.8,0.0,1.2,1.0,3.2,0.4,2.0,1.4,1.8,0.0,3.4,2.8,1.2,0.0,0,1.0,0,5,7
1657,2016-10-09,Wasps,Saracens,Allianz Park,Matthew Carley,L,Sun,Oct,2016-17,39.2,19.4,29.0,9.0,0.6,0.4,0.8,0.0,5.2,4.2,1.6,0.0,2.2,1.2,2.0,0.0,3.4,2.4,2.4,0.0,0.6,0.6,1.6,0.0,0,1.0,1,3,1
1816,2016-10-09,Saracens,Wasps,Allianz Park,Matthew Carley,W,Sun,Oct,2016-17,29.0,9.0,39.2,19.4,0.8,0.0,0.6,0.4,3.4,2.4,2.4,0.0,0.6,0.6,1.6,0.0,5.2,4.2,1.6,0.0,2.2,1.2,2.0,0.0,1,1.0,1,1,3
1314,2016-10-28,Gloucester,Northampton,Franklin's Gardens,Tom Foley,L,Fri,Oct,2016-17,19.0,19.2,17.6,19.2,0.2,0.2,0.4,0.2,1.6,1.6,2.6,0.0,2.6,1.0,1.2,0.2,1.6,1.2,2.4,0.0,1.4,1.0,3.4,0.0,0,0.0,0,8,5
507,2016-10-28,Northampton,Gloucester,Franklin's Gardens,Tom Foley,W,Fri,Oct,2016-17,17.6,19.2,19.0,19.2,0.4,0.2,0.2,0.2,1.6,1.2,2.4,0.0,1.4,1.0,3.4,0.0,1.6,1.6,2.6,0.0,2.6,1.0,1.2,0.2,1,0.0,1,5,8
1658,2016-10-29,Leicester,Saracens,Allianz Park,Wayne Barnes,L,Sat,Oct,2016-17,26.8,21.6,28.0,11.2,0.4,0.6,0.8,0.0,2.6,1.8,3.4,0.0,2.4,2.4,1.6,0.0,3.4,2.2,2.2,0.0,0.8,0.6,2.0,0.0,0,1.0,1,4,1
1971,2016-10-29,Harlequins,Worcester,Twickenham Stoop,Luke Pearce,W,Sat,Oct,2016-17,18.0,24.2,20.6,27.4,0.0,0.6,0.2,0.8,1.8,1.2,2.2,0.0,2.8,2.4,1.8,0.0,2.6,1.4,1.6,0.0,2.8,2.8,2.6,0.0,1,1.0,0,7,10
852,2016-10-29,Saracens,Leicester,Allianz Park,Wayne Barnes,W,Sat,Oct,2016-17,28.0,11.2,26.8,21.6,0.8,0.0,0.4,0.6,3.4,2.2,2.2,0.0,0.8,0.6,2.0,0.0,2.6,1.8,3.4,0.0,2.4,2.4,1.6,0.0,1,1.0,1,1,4
676,2016-10-29,Worcester,Harlequins,Twickenham Stoop,Luke Pearce,L,Sat,Oct,2016-17,20.6,27.4,18.0,24.2,0.2,0.8,0.0,0.6,2.6,1.4,1.6,0.0,2.8,2.8,2.6,0.0,1.8,1.2,2.2,0.0,2.8,2.4,1.8,0.0,0,0.0,1,10,7
47,2016-10-30,Exeter,Bath,Sandy Park,Ian Tempest,L,Sun,Oct,2016-17,27.2,24.6,30.8,14.0,0.8,0.2,0.4,0.0,3.2,2.6,2.0,0.0,3.2,2.2,1.4,0.0,3.8,3.2,1.4,0.4,1.4,0.8,1.8,0.0,0,0.0,1,2,9
1817,2016-10-30,Newcastle,Wasps,Ricoh Arena,Craig Maxwell-Keys,L,Sun,Oct,2016-17,12.8,22.0,37.0,21.4,0.4,0.6,0.6,0.4,1.4,0.8,1.4,0.0,2.6,1.8,1.6,0.2,4.8,3.8,1.8,0.0,2.6,1.2,2.0,0.0,0,1.0,0,11,3
1167,2016-10-30,Wasps,Newcastle,Ricoh Arena,Craig Maxwell-Keys,W,Sun,Oct,2016-17,37.0,21.4,12.8,22.0,0.6,0.4,0.4,0.6,4.8,3.8,1.8,0.0,2.6,1.2,2.0,0.0,1.4,0.8,1.4,0.0,2.6,1.8,1.6,0.2,1,0.0,1,3,11
174,2016-10-30,Sale,Bristol,Ashton Gate,JP Doyle,W,Sun,Oct,2016-17,20.6,26.0,12.6,40.2,0.4,0.4,0.2,0.8,2.2,1.8,2.0,0.0,2.8,2.4,2.4,0.0,1.8,1.2,0.4,0.0,5.4,4.2,1.6,0.0,1,0.0,0,6,13
1485,2016-10-30,Bristol,Sale,Ashton Gate,JP Doyle,L,Sun,Oct,2016-17,12.6,40.2,20.6,26.0,0.2,0.8,0.4,0.4,1.8,1.2,0.4,0.0,5.4,4.2,1.6,0.0,2.2,1.8,2.0,0.0,2.8,2.4,2.4,0.0,0,0.0,0,13,6
326,2016-10-30,Bath,Exeter,Sandy Park,Ian Tempest,W,Sun,Oct,2016-17,30.8,14.0,27.2,24.6,0.4,0.0,0.8,0.2,3.8,3.2,1.4,0.4,1.4,0.8,1.8,0.0,3.2,2.6,2.0,0.0,3.2,2.2,1.4,0.0,1,1.0,1,9,2
48,2016-11-18,Bristol,Bath,Recreation Ground,Ian Tempest,L,Fri,Nov,2016-17,13.2,40.0,21.8,15.0,0.2,0.8,0.2,0.2,1.8,1.2,0.6,0.0,5.6,4.2,1.2,0.0,2.4,2.2,1.6,0.2,1.4,1.0,2.0,0.0,0,0.0,1,13,9
175,2016-11-18,Bath,Bristol,Recreation Ground,Ian Tempest,W,Fri,Nov,2016-17,21.8,15.0,13.2,40.0,0.2,0.2,0.2,0.8,2.4,2.2,1.6,0.2,1.4,1.0,2.0,0.0,1.8,1.2,0.6,0.0,5.6,4.2,1.2,0.0,1,1.0,0,9,13
327,2016-11-18,Newcastle,Exeter,Kingston Park,Tim Wigglesworth,L,Fri,Nov,2016-17,13.0,16.6,26.6,20.4,0.4,0.6,1.0,0.0,1.2,0.8,1.8,0.0,1.8,1.4,1.6,0.0,3.2,2.6,1.8,0.0,2.4,1.8,1.6,0.0,0,0.0,0,11,2
1168,2016-11-18,Exeter,Newcastle,Kingston Park,Tim Wigglesworth,W,Fri,Nov,2016-17,26.6,20.4,13.0,16.6,1.0,0.0,0.4,0.6,3.2,2.6,1.8,0.0,2.4,1.8,1.6,0.0,1.2,0.8,1.8,0.0,1.8,1.4,1.6,0.0,1,0.0,0,2,11
1972,2016-11-18,Northampton,Worcester,Sixways,Greg MacDonald,W,Fri,Nov,2016-17,15.8,21.2,18.8,30.0,0.2,0.4,0.2,1.0,1.2,1.0,2.6,0.0,1.6,1.2,3.6,0.0,2.4,1.6,1.2,0.0,3.4,3.0,2.2,0.0,1,1.0,0,5,10
1315,2016-11-18,Worcester,Northampton,Sixways,Greg MacDonald,L,Fri,Nov,2016-17,18.8,30.0,15.8,21.2,0.2,1.0,0.2,0.4,2.4,1.6,1.2,0.0,3.4,3.0,2.2,0.0,1.2,1.0,2.6,0.0,1.6,1.2,3.6,0.0,0,0.0,1,10,5
1818,2016-11-19,Gloucester,Wasps,Kingsholm,Dean Richards,W,Sat,Nov,2016-17,18.4,19.2,36.4,18.2,0.4,0.2,0.6,0.4,1.6,1.6,2.4,0.0,2.4,1.2,1.4,0.2,4.8,3.8,1.6,0.0,2.2,1.2,1.6,0.0,1,0.0,1,8,3
508,2016-11-19,Wasps,Gloucester,Kingsholm,Dean Richards,L,Sat,Nov,2016-17,36.4,18.2,18.4,19.2,0.6,0.4,0.4,0.2,4.8,3.8,1.6,0.0,2.2,1.2,1.6,0.0,1.6,1.6,2.4,0.0,2.4,1.2,1.4,0.2,0,1.0,0,3,8
1486,2016-11-20,Saracens,Sale,AJ Bell Stadium,Andrew Jackson,W,Sun,Nov,2016-17,26.0,10.6,23.0,26.6,0.6,0.0,0.6,0.4,3.0,2.2,2.2,0.0,0.8,0.6,1.8,0.0,3.0,2.2,1.2,0.0,2.8,2.4,2.6,0.0,1,1.0,1,1,6
853,2016-11-20,Harlequins,Leicester,Welford Road,Craig Maxwell-Keys,L,Sun,Nov,2016-17,23.2,23.2,24.4,19.6,0.2,0.6,0.4,0.4,2.6,1.6,2.2,0.0,3.0,2.6,1.0,0.0,2.4,2.0,2.8,0.0,2.2,2.2,1.4,0.0,0,1.0,0,7,4
1659,2016-11-20,Sale,Saracens,AJ Bell Stadium,Andrew Jackson,L,Sun,Nov,2016-17,23.0,26.6,26.0,10.6,0.6,0.4,0.6,0.0,3.0,2.2,1.2,0.0,2.8,2.4,2.6,0.0,3.0,2.2,2.2,0.0,0.8,0.6,1.8,0.0,0,1.0,1,6,1
677,2016-11-20,Leicester,Harlequins,Welford Road,Craig Maxwell-Keys,W,Sun,Nov,2016-17,24.4,19.6,23.2,23.2,0.4,0.4,0.2,0.6,2.4,2.0,2.8,0.0,2.2,2.2,1.4,0.0,2.6,1.6,2.2,0.0,3.0,2.6,1.0,0.0,1,0.0,1,4,7
1316,2016-11-25,Newcastle,Northampton,Franklin's Gardens,Andrew Jackson,W,Fri,Nov,2016-17,14.2,20.2,17.0,19.2,0.2,0.8,0.2,0.6,1.4,0.6,2.0,0.0,2.4,2.0,1.4,0.0,1.2,1.0,3.0,0.0,1.6,1.4,2.8,0.0,1,0.0,1,11,5
854,2016-11-25,Bristol,Leicester,Ashton Gate,Tim Wigglesworth,L,Fri,Nov,2016-17,10.6,29.2,26.6,18.2,0.4,0.6,0.4,0.2,1.2,0.8,1.0,0.0,3.8,3.0,1.4,0.0,2.4,2.2,3.2,0.2,2.0,2.0,1.4,0.0,0,0.0,1,13,4
1169,2016-11-25,Northampton,Newcastle,Franklin's Gardens,Andrew Jackson,L,Fri,Nov,2016-17,17.0,19.2,14.2,20.2,0.2,0.6,0.2,0.8,1.2,1.0,3.0,0.0,1.6,1.4,2.8,0.0,1.4,0.6,2.0,0.0,2.4,2.0,1.4,0.0,0,1.0,0,5,11
176,2016-11-25,Leicester,Bristol,Ashton Gate,Tim Wigglesworth,W,Fri,Nov,2016-17,26.6,18.2,10.6,29.2,0.4,0.2,0.4,0.6,2.4,2.2,3.2,0.2,2.0,2.0,1.4,0.0,1.2,0.8,1.0,0.0,3.8,3.0,1.4,0.0,1,1.0,0,4,13
328,2016-11-26,Worcester,Exeter,Sandy Park,Matthew O’Grady,L,Sat,Nov,2016-17,17.8,26.2,25.8,19.2,0.4,0.8,1.0,0.0,2.2,1.6,1.2,0.0,2.6,2.2,2.8,0.0,3.0,2.4,2.0,0.0,2.2,1.4,1.8,0.0,0,0.0,1,10,2
1973,2016-11-26,Exeter,Worcester,Sandy Park,Matthew O’Grady,W,Sat,Nov,2016-17,25.8,19.2,17.8,26.2,1.0,0.0,0.4,0.8,3.0,2.4,2.0,0.0,2.2,1.4,1.8,0.0,2.2,1.6,1.2,0.0,2.6,2.2,2.8,0.0,1,1.0,0,2,10
1819,2016-11-27,Sale,Wasps,Ricoh Arena,Tom Foley,L,Sun,Nov,2016-17,23.0,27.0,26.0,21.0,0.6,0.4,0.4,0.6,2.8,2.4,1.4,0.0,3.0,2.4,2.4,0.0,3.2,2.6,1.6,0.0,2.6,1.6,1.6,0.0,0,0.0,0,6,3
678,2016-11-27,Bath,Harlequins,Twickenham Stoop,Dean Richards,L,Sun,Nov,2016-17,17.6,12.4,19.4,21.0,0.0,0.4,0.2,0.4,1.8,1.6,1.6,0.2,0.8,0.6,2.4,0.0,2.0,1.2,2.2,0.0,2.2,2.0,1.8,0.2,0,1.0,0,9,7
49,2016-11-27,Harlequins,Bath,Twickenham Stoop,Dean Richards,W,Sun,Nov,2016-17,19.4,21.0,17.6,12.4,0.2,0.4,0.0,0.4,2.0,1.2,2.2,0.0,2.2,2.0,1.8,0.2,1.8,1.6,1.6,0.2,0.8,0.6,2.4,0.0,1,0.0,1,7,9
1660,2016-11-27,Gloucester,Saracens,Allianz Park,Greg MacDonald,L,Sun,Nov,2016-17,20.4,20.2,26.2,10.8,0.6,0.2,0.6,0.0,2.2,2.0,1.8,0.0,2.4,1.4,1.6,0.2,3.2,2.4,1.8,0.0,1.0,0.8,1.4,0.0,0,1.0,1,8,1
509,2016-11-27,Saracens,Gloucester,Allianz Park,Greg MacDonald,W,Sun,Nov,2016-17,26.2,10.8,20.4,20.2,0.6,0.0,0.6,0.2,3.2,2.4,1.8,0.0,1.0,0.8,1.4,0.0,2.2,2.0,1.8,0.0,2.4,1.4,1.6,0.2,1,1.0,1,1,8
1487,2016-11-27,Wasps,Sale,Ricoh Arena,Tom Foley,W,Sun,Nov,2016-17,26.0,21.0,23.0,27.0,0.4,0.6,0.6,0.4,3.2,2.6,1.6,0.0,2.6,1.6,1.6,0.0,2.8,2.4,1.4,0.0,3.0,2.4,2.4,0.0,1,0.0,0,3,6
329,2016-12-02,Sale,Exeter,AJ Bell Stadium,Wayne Barnes,L,Fri,Dec,2016-17,21.0,27.0,29.0,20.2,0.4,0.4,1.0,0.0,2.6,2.2,1.2,0.0,3.0,2.4,2.4,0.0,3.6,2.8,1.8,0.0,2.2,1.6,2.0,0.0,0,0.0,1,6,2
1488,2016-12-02,Exeter,Sale,AJ Bell Stadium,Wayne Barnes,W,Fri,Dec,2016-17,29.0,20.2,21.0,27.0,1.0,0.0,0.4,0.4,3.6,2.8,1.8,0.0,2.2,1.6,2.0,0.0,2.6,2.2,1.2,0.0,3.0,2.4,2.4,0.0,1,1.0,0,2,6
177,2016-12-03,Gloucester,Bristol,Kingsholm,Matthew Carley,W,Sat,Dec,2016-17,21.8,21.4,10.4,25.2,0.6,0.2,0.6,0.4,2.4,2.2,1.8,0.0,2.4,1.4,2.0,0.2,0.8,0.8,1.6,0.0,3.2,2.2,1.6,0.0,1,0.0,0,8,13
510,2016-12-03,Bristol,Gloucester,Kingsholm,Matthew Carley,L,Sat,Dec,2016-17,10.4,25.2,21.8,21.4,0.6,0.4,0.6,0.2,0.8,0.8,1.6,0.0,3.2,2.2,1.6,0.0,2.4,2.2,1.8,0.0,2.4,1.4,2.0,0.2,0,0.0,0,13,8
1317,2016-12-03,Leicester,Northampton,Welford Road,JP Doyle,W,Sat,Dec,2016-17,24.0,18.6,17.2,19.6,0.4,0.4,0.2,0.6,2.2,2.0,2.8,0.2,1.8,1.8,2.0,0.0,1.0,1.0,3.4,0.0,1.8,1.4,2.6,0.0,1,1.0,0,4,5
1661,2016-12-03,Bath,Saracens,Recreation Ground,Greg Garner,W,Sat,Dec,2016-17,18.8,9.8,29.0,11.4,0.2,0.4,0.4,0.2,1.8,1.6,2.0,0.2,0.6,0.4,2.0,0.0,3.4,2.4,2.4,0.0,1.0,0.8,1.6,0.0,1,0.0,1,9,1
50,2016-12-03,Saracens,Bath,Recreation Ground,Greg Garner,L,Sat,Dec,2016-17,29.0,11.4,18.8,9.8,0.4,0.2,0.2,0.4,3.4,2.4,2.4,0.0,1.0,0.8,1.6,0.0,1.8,1.6,2.0,0.2,0.6,0.4,2.0,0.0,0,1.0,0,1,9
855,2016-12-03,Northampton,Leicester,Welford Road,JP Doyle,L,Sat,Dec,2016-17,17.2,19.6,24.0,18.6,0.2,0.6,0.4,0.4,1.0,1.0,3.4,0.0,1.8,1.4,2.6,0.0,2.2,2.0,2.8,0.2,1.8,1.8,2.0,0.0,0,0.0,1,5,4
679,2016-12-04,Newcastle,Harlequins,Kingston Park,Ian Tempest,W,Sun,Dec,2016-17,15.0,20.8,20.2,23.0,0.2,0.8,0.2,0.4,1.6,0.8,1.8,0.0,2.4,2.0,1.6,0.0,2.0,1.0,2.6,0.0,2.4,2.2,2.0,0.2,1,1.0,1,11,7
1170,2016-12-04,Harlequins,Newcastle,Kingston Park,Ian Tempest,L,Sun,Dec,2016-17,20.2,23.0,15.0,20.8,0.2,0.4,0.2,0.8,2.0,1.0,2.6,0.0,2.4,2.2,2.0,0.2,1.6,0.8,1.8,0.0,2.4,2.0,1.6,0.0,0,1.0,1,7,11
1974,2016-12-04,Wasps,Worcester,Sixways,Craig Maxwell-Keys,W,Sun,Dec,2016-17,28.8,22.8,15.4,30.8,0.6,0.4,0.2,0.8,3.8,2.8,1.4,0.0,2.8,2.0,1.6,0.0,1.8,1.4,1.2,0.0,3.4,2.8,2.6,0.0,1,1.0,0,3,10
1820,2016-12-04,Worcester,Wasps,Sixways,Craig Maxwell-Keys,L,Sun,Dec,2016-17,15.4,30.8,28.8,22.8,0.2,0.8,0.6,0.4,1.8,1.4,1.2,0.0,3.4,2.8,2.6,0.0,3.8,2.8,1.4,0.0,2.8,2.0,1.6,0.0,0,0.0,1,10,3
1318,2016-12-23,Sale,Northampton,Franklin's Gardens,Greg Garner,L,Fri,Dec,2016-17,14.8,25.2,15.4,19.6,0.2,0.2,0.2,0.4,1.8,1.4,1.0,0.0,3.0,2.4,1.8,0.0,0.8,0.6,3.4,0.0,1.8,1.4,2.6,0.0,0,0.0,0,6,5
1489,2016-12-23,Northampton,Sale,Franklin's Gardens,Greg Garner,W,Fri,Dec,2016-17,15.4,19.6,14.8,25.2,0.2,0.4,0.2,0.2,0.8,0.6,3.4,0.0,1.8,1.4,2.6,0.0,1.8,1.4,1.0,0.0,3.0,2.4,1.8,0.0,1,0.0,0,5,6
51,2016-12-24,Wasps,Bath,Ricoh Arena,Luke Pearce,W,Sat,Dec,2016-17,24.6,21.6,18.6,10.8,0.4,0.4,0.2,0.6,2.8,2.0,2.2,0.0,2.4,1.8,2.0,0.0,1.6,1.4,2.6,0.0,0.8,0.4,1.8,0.2,1,1.0,1,3,9
1171,2016-12-24,Saracens,Newcastle,Allianz Park,Matthew Carley,W,Sat,Dec,2016-17,23.4,14.2,20.8,25.0,0.4,0.2,0.2,1.2,2.6,1.6,2.2,0.2,1.2,0.8,2.2,0.0,2.8,1.6,1.2,0.0,3.0,2.6,1.6,0.0,1,0.0,1,1,11
1821,2016-12-24,Bath,Wasps,Ricoh Arena,Luke Pearce,L,Sat,Dec,2016-17,18.6,10.8,24.6,21.6,0.2,0.6,0.4,0.4,1.6,1.4,2.6,0.0,0.8,0.4,1.8,0.2,2.8,2.0,2.2,0.0,2.4,1.8,2.0,0.0,0,1.0,1,9,3
856,2016-12-24,Exeter,Leicester,Sandy Park,Tom Foley,W,Sat,Dec,2016-17,29.4,16.8,21.8,14.0,0.8,0.0,0.2,0.2,4.0,3.2,1.0,0.0,1.8,1.2,1.8,0.0,1.8,1.6,3.0,0.2,1.2,1.0,2.0,0.0,1,1.0,1,2,4
1662,2016-12-24,Newcastle,Saracens,Allianz Park,Matthew Carley,L,Sat,Dec,2016-17,20.8,25.0,23.4,14.2,0.2,1.2,0.4,0.2,2.8,1.6,1.2,0.0,3.0,2.6,1.6,0.0,2.6,1.6,2.2,0.2,1.2,0.8,2.2,0.0,0,1.0,0,11,1
330,2016-12-24,Leicester,Exeter,Sandy Park,Tom Foley,L,Sat,Dec,2016-17,21.8,14.0,29.4,16.8,0.2,0.2,0.8,0.0,1.8,1.6,3.0,0.2,1.2,1.0,2.0,0.0,4.0,3.2,1.0,0.0,1.8,1.2,1.8,0.0,0,1.0,1,4,2
1975,2016-12-26,Bristol,Worcester,Ashton Gate,Wayne Barnes,W,Mon,Dec,2016-17,14.0,22.6,15.6,34.2,0.6,0.4,0.2,0.6,1.2,1.0,2.0,0.0,3.0,2.0,1.2,0.0,1.6,1.4,1.6,0.0,3.8,3.2,2.8,0.0,1,0.0,0,13,10
178,2016-12-26,Worcester,Bristol,Ashton Gate,Wayne Barnes,L,Mon,Dec,2016-17,15.6,34.2,14.0,22.6,0.2,0.6,0.6,0.4,1.6,1.4,1.6,0.0,3.8,3.2,2.8,0.0,1.2,1.0,2.0,0.0,3.0,2.0,1.2,0.0,0,0.0,0,10,13
