,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,hour,day,month,year,season,avgLast5Scores,avgLast5ScoresAgainst,team1Code,team2Code,monthCode,venueCode,dayCode,refereeCode,seasonCode,targetCode
896,2013-11-01,20:00,Sale,16,Exeter,18,Salford City Stadium,Wayne Barnes,34,A,20,Fri,Nov,2013,2013-14,15.2,21.4,11,2,8,19,0,46,3,0
894,2013-11-01,19:45,Worcester,6,Bath,21,Sixways,Gregory Garner,27,A,19,Fri,Nov,2013,2013-14,12.8,29.0,14,0,8,21,0,21,3,0
897,2013-11-01,20:00,Exeter,18,Sale,16,Salford City Stadium,Wayne Barnes,34,A,20,Fri,Nov,2013,2013-14,27.4,17.6,2,11,8,19,0,46,3,0
895,2013-11-01,19:45,Bath,21,Worcester,6,Sixways,Gregory Garner,27,A,19,Fri,Nov,2013,2013-14,21.0,20.2,0,14,8,21,0,21,3,0
899,2013-11-02,17:00,Wasps,32,Gloucester,30,Kingsholm,JP Doyle,62,A,17,Sat,Nov,2013,2013-14,22.8,20.6,13,3,8,11,2,25,3,0
898,2013-11-02,17:00,Gloucester,30,Wasps,32,Kingsholm,JP Doyle,62,A,17,Sat,Nov,2013,2013-14,17.0,25.6,3,13,8,11,2,25,3,0
901,2013-11-02,17:30,Harlequins,23,Leicester,16,Welford Road,Tim Wigglesworth,39,A,17,Sat,Nov,2013,2013-14,18.4,13.8,4,6,8,32,2,43,3,0
900,2013-11-02,17:30,Leicester,16,Harlequins,23,Welford Road,Tim Wigglesworth,39,A,17,Sat,Nov,2013,2013-14,20.6,16.6,6,4,8,32,2,43,3,0
904,2013-11-03,15:00,Saracens,40,Newcastle,3,Allianz Park,Matthew Carley,43,H,15,Sun,Nov,2013,2013-14,27.2,18.8,12,9,8,2,3,34,3,1
903,2013-11-03,14:00,Northampton,19,London Irish,14,Madejski Stadium,Andrew Small,33,A,14,Sun,Nov,2013,2013-14,26.0,17.0,10,7,8,14,3,4,3,0
905,2013-11-03,15:00,Newcastle,3,Saracens,40,Allianz Park,Matthew Carley,43,H,15,Sun,Nov,2013,2013-14,13.2,17.8,9,12,8,2,3,34,3,1
902,2013-11-03,14:00,London Irish,14,Northampton,19,Madejski Stadium,Andrew Small,33,A,14,Sun,Nov,2013,2013-14,18.0,21.2,7,10,8,14,3,4,3,0
907,2013-11-22,20:00,Worcester,10,Sale,26,Salford City Stadium,Andrew Small,36,H,20,Fri,Nov,2013,2013-14,10.4,29.2,14,11,8,19,0,4,3,1
906,2013-11-22,20:00,Sale,26,Worcester,10,Salford City Stadium,Andrew Small,36,H,20,Fri,Nov,2013,2013-14,15.6,22.0,11,14,8,19,0,4,3,1
915,2013-11-23,15:15,Newcastle,0,Northampton,18,Franklin's Gardens,Dean Richards,18,H,15,Sat,Nov,2013,2013-14,10.8,23.0,9,10,8,7,2,15,3,1
913,2013-11-23,15:00,London Irish,11,Leicester,20,Welford Road,Martin Fox,31,H,15,Sat,Nov,2013,2013-14,16.8,21.4,7,6,8,32,2,31,3,1
912,2013-11-23,15:00,Leicester,20,London Irish,11,Welford Road,Martin Fox,31,H,15,Sat,Nov,2013,2013-14,19.8,15.8,6,7,8,32,2,31,3,1
910,2013-11-23,15:00,Harlequins,27,Gloucester,19,Twickenham Stoop,Matthew Carley,46,H,15,Sat,Nov,2013,2013-14,21.8,14.4,4,3,8,30,2,34,3,1
908,2013-11-23,15:00,Exeter,9,Saracens,16,Sandy Park,Tim Wigglesworth,25,A,15,Sat,Nov,2013,2013-14,25.0,15.6,2,12,8,20,2,43,3,0
914,2013-11-23,15:15,Northampton,18,Newcastle,0,Franklin's Gardens,Dean Richards,18,H,15,Sat,Nov,2013,2013-14,27.2,18.6,10,9,8,7,2,15,3,1
909,2013-11-23,15:00,Saracens,16,Exeter,9,Sandy Park,Tim Wigglesworth,25,A,15,Sat,Nov,2013,2013-14,26.4,17.0,12,2,8,20,2,43,3,0
911,2013-11-23,15:00,Gloucester,19,Harlequins,27,Twickenham Stoop,Matthew Carley,46,H,15,Sat,Nov,2013,2013-14,20.6,23.2,3,4,8,30,2,34,3,1
916,2013-11-24,14:00,Wasps,5,Bath,28,Adams Park,Luke Pearce,33,A,14,Sun,Nov,2013,2013-14,24.0,20.6,13,0,8,1,3,30,3,0
917,2013-11-24,14:00,Bath,28,Wasps,5,Adams Park,Luke Pearce,33,A,14,Sun,Nov,2013,2013-14,19.8,17.4,0,13,8,1,3,30,3,0
918,2013-11-29,19:45,Gloucester,17,Leicester,22,Kingsholm,Greg Garner,39,A,19,Fri,Nov,2013,2013-14,19.2,23.8,3,6,8,11,0,18,3,0
919,2013-11-29,19:45,Leicester,22,Gloucester,17,Kingsholm,Greg Garner,39,A,19,Fri,Nov,2013,2013-14,17.6,16.8,6,3,8,11,0,18,3,0
927,2013-11-30,15:15,Exeter,16,Bath,21,The Recreation Ground,Matthew Carley,37,H,15,Sat,Nov,2013,2013-14,21.0,14.2,2,0,8,26,2,34,3,1
926,2013-11-30,15:15,Bath,21,Exeter,16,The Recreation Ground,Matthew Carley,37,H,15,Sat,Nov,2013,2013-14,22.0,12.2,0,2,8,26,2,34,3,1
922,2013-11-30,15:00,Saracens,24,Sale,19,Allianz Park,JP Doyle,43,H,15,Sat,Nov,2013,2013-14,23.4,15.4,12,11,8,2,2,25,3,1
920,2013-11-30,15:00,London Irish,12,Wasps,19,Madejski Stadium,Dean Richards,31,A,15,Sat,Nov,2013,2013-14,14.4,19.6,7,13,8,14,2,15,3,0
924,2013-11-30,15:00,Worcester,10,Northampton,33,Sixways,Tim Wigglesworth,43,A,15,Sat,Nov,2013,2013-14,9.8,27.0,14,10,8,21,2,43,3,0
925,2013-11-30,15:00,Northampton,33,Worcester,10,Sixways,Tim Wigglesworth,43,A,15,Sat,Nov,2013,2013-14,26.0,13.4,10,14,8,21,2,43,3,0
921,2013-11-30,15:00,Wasps,19,London Irish,12,Madejski Stadium,Dean Richards,31,A,15,Sat,Nov,2013,2013-14,20.6,21.0,13,7,8,14,2,15,3,0
923,2013-11-30,15:00,Sale,19,Saracens,24,Allianz Park,JP Doyle,43,H,15,Sat,Nov,2013,2013-14,15.6,19.6,11,12,8,2,2,25,3,1
928,2013-12-01,15:00,Newcastle,9,Harlequins,35,Kingston Park,Andrew Small,44,A,15,Sun,Dec,2013,2013-14,9.6,20.4,9,4,2,12,3,4,3,0
929,2013-12-01,15:00,Harlequins,35,Newcastle,9,Kingston Park,Andrew Small,44,A,15,Sun,Dec,2013,2013-14,19.8,15.6,4,9,2,12,3,4,3,0
930,2013-12-20,20:00,Sale,15,London Irish,3,Salford City Stadium,Tim Wigglesworth,18,H,20,Fri,Dec,2013,2013-14,16.6,17.8,11,7,2,19,0,43,3,1
931,2013-12-20,20:00,London Irish,3,Sale,15,Salford City Stadium,Tim Wigglesworth,18,H,20,Fri,Dec,2013,2013-14,13.2,16.8,7,11,2,19,0,43,3,1
937,2013-12-21,15:00,Northampton,17,Wasps,15,Adams Park,Matthew Carley,32,A,15,Sat,Dec,2013,2013-14,26.0,12.6,10,13,2,1,2,34,3,0
939,2013-12-21,15:00,Leicester,10,Saracens,49,Allianz Park,Wayne Barnes,59,H,15,Sat,Dec,2013,2013-14,17.8,18.4,6,12,2,2,2,46,3,1
938,2013-12-21,15:00,Saracens,49,Leicester,10,Allianz Park,Wayne Barnes,59,H,15,Sat,Dec,2013,2013-14,23.8,16.8,12,6,2,2,2,46,3,1
932,2013-12-21,15:00,Bath,14,Harlequins,3,The Recreation Ground,Martin Fox,17,H,15,Sat,Dec,2013,2013-14,19.6,11.8,0,4,2,26,2,31,3,1
936,2013-12-21,15:00,Wasps,15,Northampton,17,Adams Park,Matthew Carley,32,A,15,Sat,Dec,2013,2013-14,18.0,20.2,13,10,2,1,2,34,3,0
934,2013-12-21,15:00,Exeter,16,Newcastle,3,Sandy Park,Greg Garner,19,H,15,Sat,Dec,2013,2013-14,22.4,14.2,2,9,2,20,2,18,3,1
933,2013-12-21,15:00,Harlequins,3,Bath,14,The Recreation Ground,Martin Fox,17,H,15,Sat,Dec,2013,2013-14,24.4,13.0,4,0,2,26,2,31,3,1
935,2013-12-21,15:00,Newcastle,3,Exeter,16,Sandy Park,Greg Garner,19,H,15,Sat,Dec,2013,2013-14,8.2,23.0,9,2,2,20,2,18,3,1
941,2013-12-22,15:00,Worcester,6,Gloucester,12,Kingsholm,JP Doyle,18,H,15,Sun,Dec,2013,2013-14,8.6,27.2,14,3,2,11,3,25,3,1
940,2013-12-22,15:00,Gloucester,12,Worcester,6,Kingsholm,JP Doyle,18,H,15,Sun,Dec,2013,2013-14,18.2,25.0,3,14,2,11,3,25,3,1
942,2013-12-27,19:45,Newcastle,12,Wasps,17,Kingston Park,Wayne Barnes,29,A,19,Fri,Dec,2013,2013-14,5.6,24.0,9,13,2,12,0,46,3,0
943,2013-12-27,19:45,Wasps,17,Newcastle,12,Kingston Park,Wayne Barnes,29,A,19,Fri,Dec,2013,2013-14,18.6,19.8,13,9,2,12,0,46,3,0
945,2013-12-28,15:00,Sale,23,Leicester,30,Welford Road,Matthew Carley,53,H,15,Sat,Dec,2013,2013-14,15.8,15.8,11,6,2,32,2,34,3,1
949,2013-12-28,15:00,Saracens,26,Worcester,8,Sixways,Gregory Garner,34,A,15,Sat,Dec,2013,2013-14,29.8,16.4,12,14,2,21,2,21,3,0
946,2013-12-28,15:00,Northampton,43,Bath,25,Franklin's Gardens,Luke Pearce,68,H,15,Sat,Dec,2013,2013-14,25.6,11.8,10,0,2,7,2,30,3,1
948,2013-12-28,15:00,Worcester,8,Saracens,26,Sixways,Gregory Garner,34,A,15,Sat,Dec,2013,2013-14,7.6,26.4,14,12,2,21,2,21,3,0
947,2013-12-28,15:00,Bath,25,Northampton,43,Franklin's Gardens,Luke Pearce,68,H,15,Sat,Dec,2013,2013-14,19.8,8.6,0,10,2,7,2,30,3,1
951,2013-12-28,15:00,Exeter,6,Harlequins,22,Twickenham Stadium,JP Doyle,28,H,15,Sat,Dec,2013,2013-14,19.8,12.4,2,4,2,28,2,25,3,1
950,2013-12-28,15:00,Harlequins,22,Exeter,6,Twickenham Stadium,JP Doyle,28,H,15,Sat,Dec,2013,2013-14,22.4,12.2,4,2,2,28,2,25,3,1
944,2013-12-28,15:00,Leicester,30,Sale,23,Welford Road,Matthew Carley,53,H,15,Sat,Dec,2013,2013-14,16.0,24.4,6,11,2,32,2,34,3,1
953,2013-12-29,15:00,Gloucester,22,London Irish,19,Madejski Stadium,Andrew Small,41,A,15,Sun,Dec,2013,2013-14,18.2,20.4,3,7,2,14,3,4,3,0
952,2013-12-29,15:00,London Irish,19,Gloucester,22,Madejski Stadium,Andrew Small,41,A,15,Sun,Dec,2013,2013-14,10.2,17.2,7,3,2,14,3,4,3,0
957,2014-01-03,19:45,Harlequins,9,Northampton,23,Franklin's Gardens,Greg Garner,32,H,19,Fri,Jan,2014,2013-14,22.0,12.8,4,10,4,7,0,18,3,1
955,2014-01-03,19:45,Sale,16,Newcastle,8,Kingston Park,Andrew Small,24,A,19,Fri,Jan,2014,2013-14,19.8,17.0,11,9,4,12,0,4,3,0
956,2014-01-03,19:45,Northampton,23,Harlequins,9,Franklin's Gardens,Greg Garner,32,H,19,Fri,Jan,2014,2013-14,26.0,12.8,10,4,4,7,0,18,3,1
954,2014-01-03,19:45,Newcastle,8,Sale,16,Kingston Park,Andrew Small,24,A,19,Fri,Jan,2014,2013-14,5.4,25.2,9,11,4,12,0,4,3,0
959,2014-01-04,15:00,Worcester,9,London Irish,22,Madejski Stadium,Wayne Barnes,31,H,15,Sat,Jan,2014,2013-14,8.0,23.6,14,7,4,14,2,46,3,1
960,2014-01-04,15:15,Gloucester,8,Saracens,29,Kingsholm,Luke Pearce,37,A,15,Sat,Jan,2014,2013-14,20.0,21.2,3,12,4,11,2,30,3,0
958,2014-01-04,15:00,London Irish,22,Worcester,9,Madejski Stadium,Wayne Barnes,31,H,15,Sat,Jan,2014,2013-14,11.8,19.0,7,14,4,14,2,46,3,1
961,2014-01-04,15:15,Saracens,29,Gloucester,8,Kingsholm,Luke Pearce,37,A,15,Sat,Jan,2014,2013-14,31.0,9.8,12,3,4,11,2,30,3,0
965,2014-01-05,15:00,Exeter,16,Wasps,19,Adams Park,Andrew Small,35,H,15,Sun,Jan,2014,2013-14,13.0,15.6,2,13,4,1,3,4,3,1
963,2014-01-05,14:00,Bath,27,Leicester,27,Welford Road,JP Doyle,54,D,14,Sun,Jan,2014,2013-14,21.8,14.6,0,6,4,32,3,25,3,0
962,2014-01-05,14:00,Leicester,27,Bath,27,Welford Road,JP Doyle,54,D,14,Sun,Jan,2014,2013-14,19.6,24.6,6,0,4,32,3,25,3,0
964,2014-01-05,15:00,Wasps,19,Exeter,16,Adams Park,Andrew Small,35,H,15,Sun,Jan,2014,2013-14,17.6,19.8,13,2,4,1,3,4,3,1
966,2014-02-07,19:45,Worcester,22,Leicester,23,Sixways,Andrew Small,45,A,19,Fri,Feb,2014,2013-14,8.6,23.8,14,6,3,21,0,4,3,0
968,2014-02-07,20:00,Sale,24,Gloucester,19,Salford City Stadium,Matthew Carley,43,H,20,Fri,Feb,2014,2013-14,19.8,15.0,11,3,3,19,0,34,3,1
967,2014-02-07,19:45,Leicester,23,Worcester,22,Sixways,Andrew Small,45,A,19,Fri,Feb,2014,2013-14,21.8,25.4,6,14,3,21,0,4,3,0
969,2014-02-07,20:00,Gloucester,19,Sale,24,Salford City Stadium,Matthew Carley,43,H,20,Fri,Feb,2014,2013-14,15.6,20.6,3,11,3,19,0,34,3,1
971,2014-02-08,15:00,Newcastle,6,Bath,24,The Recreation Ground,Tim Wigglesworth,30,H,15,Sat,Feb,2014,2013-14,6.4,20.4,9,0,3,26,2,43,3,1
972,2014-02-08,15:00,Saracens,13,London Irish,22,Allianz Park,Dean Richards,35,A,15,Sat,Feb,2014,2013-14,28.8,10.8,12,7,3,2,2,15,3,0
975,2014-02-08,19:00,Northampton,17,Exeter,16,Sandy Park,Greg Garner,33,A,19,Sat,Feb,2014,2013-14,26.8,11.8,10,2,3,20,2,18,3,0
970,2014-02-08,15:00,Bath,24,Newcastle,6,The Recreation Ground,Tim Wigglesworth,30,H,15,Sat,Feb,2014,2013-14,23.0,18.8,0,9,3,26,2,43,3,1
974,2014-02-08,19:00,Exeter,16,Northampton,17,Sandy Park,Greg Garner,33,A,19,Sat,Feb,2014,2013-14,12.6,16.2,2,10,3,20,2,18,3,0
973,2014-02-08,15:00,London Irish,22,Saracens,13,Allianz Park,Dean Richards,35,A,15,Sat,Feb,2014,2013-14,13.4,17.0,7,12,3,2,2,15,3,0
976,2014-02-09,13:00,Harlequins,11,Wasps,10,Twickenham Stoop,Luke Pearce,21,H,13,Sun,Feb,2014,2013-14,19.2,14.2,4,13,3,30,3,30,3,1
977,2014-02-09,13:00,Wasps,10,Harlequins,11,Twickenham Stoop,Luke Pearce,21,H,13,Sun,Feb,2014,2013-14,15.0,17.0,13,4,3,30,3,30,3,1
979,2014-02-14,20:00,Saracens,15,Sale,10,Salford City Stadium,Greg Garner,25,A,20,Fri,Feb,2014,2013-14,28.2,13.4,12,11,3,19,0,18,3,0
978,2014-02-14,20:00,Sale,10,Saracens,15,Salford City Stadium,Greg Garner,25,A,20,Fri,Feb,2014,2013-14,19.4,16.8,11,12,3,19,0,18,3,0
983,2014-02-15,15:00,London Irish,23,Wasps,20,Adams Park,Tim Wigglesworth,43,A,15,Sat,Feb,2014,2013-14,15.6,15.6,7,13,3,1,2,43,3,0
987,2014-02-15,15:15,Bath,27,Exeter,23,Sandy Park,Andrew Small,50,A,15,Sat,Feb,2014,2013-14,22.2,19.0,0,2,3,20,2,4,3,0
985,2014-02-15,15:00,Worcester,14,Northampton,30,Franklin's Gardens,Wayne Barnes,44,H,15,Sat,Feb,2014,2013-14,11.0,23.2,14,10,3,7,2,46,3,1
981,2014-02-15,15:00,Newcastle,14,Harlequins,18,Twickenham Stoop,JP Doyle,32,H,15,Sat,Feb,2014,2013-14,7.6,21.6,9,4,3,30,2,25,3,1
986,2014-02-15,15:15,Exeter,23,Bath,27,Sandy Park,Andrew Small,50,A,15,Sat,Feb,2014,2013-14,14.0,16.4,2,0,3,20,2,4,3,0
982,2014-02-15,15:00,Wasps,20,London Irish,23,Adams Park,Tim Wigglesworth,43,A,15,Sat,Feb,2014,2013-14,16.0,13.6,13,7,3,1,2,43,3,0
980,2014-02-15,15:00,Harlequins,18,Newcastle,14,Twickenham Stoop,JP Doyle,32,H,15,Sat,Feb,2014,2013-14,16.0,12.4,4,9,3,30,2,25,3,1
984,2014-02-15,15:00,Northampton,30,Worcester,14,Franklin's Gardens,Wayne Barnes,44,H,15,Sat,Feb,2014,2013-14,26.6,15.0,10,14,3,7,2,46,3,1
988,2014-02-16,14:00,Leicester,11,Gloucester,8,Welford Road,Dean Richards,19,H,14,Sun,Feb,2014,2013-14,22.4,27.6,6,3,3,32,3,15,3,1
989,2014-02-16,14:00,Gloucester,8,Leicester,11,Welford Road,Dean Richards,19,H,14,Sun,Feb,2014,2013-14,15.6,20.0,3,6,3,32,3,15,3,1
995,2014-02-22,14:00,Sale,24,Worcester,12,Sixways,Tim Wigglesworth,36,A,14,Sat,Feb,2014,2013-14,17.6,15.0,11,14,3,21,2,43,3,0
993,2014-02-22,14:00,Harlequins,20,Gloucester,25,Kingsholm,Gregory Garner,45,H,14,Sat,Feb,2014,2013-14,12.6,13.4,4,3,3,11,2,21,3,1
992,2014-02-22,14:00,Gloucester,25,Harlequins,20,Kingsholm,Gregory Garner,45,H,14,Sat,Feb,2014,2013-14,13.8,17.8,3,4,3,11,2,21,3,1
990,2014-02-22,14:00,Bath,32,Wasps,25,The Recreation Ground,Matthew Carley,57,H,14,Sat,Feb,2014,2013-14,23.4,20.4,0,13,3,26,2,34,3,1
994,2014-02-22,14:00,Worcester,12,Sale,24,Sixways,Tim Wigglesworth,36,A,14,Sat,Feb,2014,2013-14,11.8,22.6,14,11,3,21,2,43,3,0
991,2014-02-22,14:00,Wasps,25,Bath,32,The Recreation Ground,Matthew Carley,57,H,14,Sat,Feb,2014,2013-14,16.2,15.8,13,0,3,26,2,34,3,1
997,2014-02-23,13:00,Leicester,20,London Irish,15,Madejski Stadium,JP Doyle,35,A,13,Sun,Feb,2014,2013-14,20.2,25.8,6,7,3,14,3,25,3,0
999,2014-02-23,15:00,Northampton,22,Newcastle,16,Kingston Park,Andrew Small,38,A,15,Sun,Feb,2014,2013-14,26.0,15.8,10,9,3,12,3,4,3,0
996,2014-02-23,13:00,London Irish,15,Leicester,20,Madejski Stadium,JP Doyle,35,A,13,Sun,Feb,2014,2013-14,17.8,15.8,7,6,3,14,3,25,3,0
998,2014-02-23,15:00,Newcastle,16,Northampton,22,Kingston Park,Andrew Small,38,A,15,Sun,Feb,2014,2013-14,8.6,18.2,9,10,3,12,3,4,3,0
1001,2014-02-23,15:15,Exeter,10,Saracens,23,Allianz Park,Wayne Barnes,33,H,15,Sun,Feb,2014,2013-14,15.4,17.6,2,12,3,2,3,46,3,1
1000,2014-02-23,15:15,Saracens,23,Exeter,10,Allianz Park,Wayne Barnes,33,H,15,Sun,Feb,2014,2013-14,26.4,11.6,12,2,3,2,3,46,3,1
1003,2014-02-28,20:00,Saracens,23,Bath,10,The Recreation Ground,Luke Pearce,33,A,20,Fri,Feb,2014,2013-14,21.2,11.6,12,0,3,26,0,30,3,0
1002,2014-02-28,20:00,Bath,10,Saracens,23,The Recreation Ground,Luke Pearce,33,A,20,Fri,Feb,2014,2013-14,27.0,24.8,0,12,3,26,0,30,3,0
1009,2014-03-01,15:00,Sale,21,Wasps,17,Adams Park,Dean Richards,38,A,15,Sat,Mar,2014,2013-14,19.4,16.8,11,13,6,1,2,15,3,0
1006,2014-03-01,15:00,Harlequins,21,Worcester,20,Twickenham Stoop,Wayne Barnes,41,H,15,Sat,Mar,2014,2013-14,16.0,15.6,4,14,6,30,2,46,3,1
1007,2014-03-01,15:00,Worcester,20,Harlequins,21,Twickenham Stoop,Wayne Barnes,41,H,15,Sat,Mar,2014,2013-14,13.0,25.0,14,4,6,30,2,46,3,1
1008,2014-03-01,15:00,Wasps,17,Sale,21,Adams Park,Dean Richards,38,A,15,Sat,Mar,2014,2013-14,18.2,18.8,13,11,6,1,2,15,3,0
1010,2014-03-01,15:00,Northampton,39,Gloucester,13,Franklin's Gardens,Tim Wigglesworth,52,H,15,Sat,Mar,2014,2013-14,27.0,16.0,10,3,6,7,2,43,3,1
1004,2014-03-01,15:00,Exeter,18,London Irish,0,Sandy Park,Matthew Carley,18,H,15,Sat,Mar,2014,2013-14,14.2,21.6,2,7,6,20,2,34,3,1
1011,2014-03-01,15:00,Gloucester,13,Northampton,39,Franklin's Gardens,Tim Wigglesworth,52,H,15,Sat,Mar,2014,2013-14,16.4,20.6,3,10,6,7,2,43,3,1
1005,2014-03-01,15:00,London Irish,0,Exeter,18,Sandy Park,Matthew Carley,18,H,15,Sat,Mar,2014,2013-14,20.2,16.8,7,2,6,20,2,34,3,1
1012,2014-03-02,15:00,Newcastle,18,Leicester,41,Kingston Park,Greg Garner,59,A,15,Sun,Mar,2014,2013-14,11.2,19.4,9,6,6,12,3,18,3,0
1013,2014-03-02,15:00,Leicester,41,Newcastle,18,Kingston Park,Greg Garner,59,A,15,Sun,Mar,2014,2013-14,22.2,19.0,6,9,6,12,3,18,3,0
1014,2014-03-21,19:45,Worcester,11,Wasps,13,Sixways,Andrew Small,24,A,19,Fri,Mar,2014,2013-14,15.4,24.0,14,13,6,21,0,4,3,0
1015,2014-03-21,19:45,Wasps,13,Worcester,11,Sixways,Andrew Small,24,A,19,Fri,Mar,2014,2013-14,18.2,20.6,13,14,6,21,0,4,3,0
1019,2014-03-22,15:00,Newcastle,33,Gloucester,40,Kingsholm,Wayne Barnes,73,H,15,Sat,Mar,2014,2013-14,12.4,24.2,9,3,6,11,2,46,3,1
1023,2014-03-22,17:30,Bath,44,London Irish,23,Madejski Stadium,Greg Garner,67,A,17,Sat,Mar,2014,2013-14,24.0,20.8,0,7,6,14,2,18,3,0
1017,2014-03-22,14:00,Northampton,6,Sale,19,Salford City Stadium,Luke Pearce,25,H,14,Sat,Mar,2014,2013-14,26.2,13.6,10,11,6,19,2,30,3,1
1022,2014-03-22,17:30,London Irish,23,Bath,44,Madejski Stadium,Greg Garner,67,A,17,Sat,Mar,2014,2013-14,16.4,16.0,7,0,6,14,2,18,3,0
1018,2014-03-22,15:00,Gloucester,40,Newcastle,33,Kingsholm,Wayne Barnes,73,H,15,Sat,Mar,2014,2013-14,14.6,24.6,3,9,6,11,2,46,3,1
1021,2014-03-22,15:15,Harlequins,17,Saracens,39,Wembley Stadium,JP Doyle,56,H,15,Sat,Mar,2014,2013-14,15.8,18.4,4,12,6,33,2,25,3,1
1016,2014-03-22,14:00,Sale,19,Northampton,6,Salford City Stadium,Luke Pearce,25,H,14,Sat,Mar,2014,2013-14,19.0,14.2,11,10,6,19,2,30,3,1
1020,2014-03-22,15:15,Saracens,39,Harlequins,17,Wembley Stadium,JP Doyle,56,H,15,Sat,Mar,2014,2013-14,20.6,12.0,12,4,6,33,2,25,3,1
1025,2014-03-23,14:00,Exeter,15,Leicester,45,Welford Road,Dean Richards,60,H,14,Sun,Mar,2014,2013-14,16.6,17.2,2,6,6,32,3,15,3,1
1024,2014-03-23,14:00,Leicester,45,Exeter,15,Welford Road,Dean Richards,60,H,14,Sun,Mar,2014,2013-14,24.4,18.0,6,2,6,32,3,15,3,1
1026,2014-03-28,19:45,Bath,11,Sale,12,The Recreation Ground,Dean Richards,23,A,19,Fri,Mar,2014,2013-14,27.4,20.0,0,11,6,26,0,15,3,0
1027,2014-03-28,19:45,Sale,12,Bath,11,The Recreation Ground,Dean Richards,23,A,19,Fri,Mar,2014,2013-14,19.6,13.8,11,0,6,26,0,15,3,0
1031,2014-03-29,15:00,London Irish,9,Harlequins,23,Twickenham Stoop,Andrew Small,32,H,15,Sat,Mar,2014,2013-14,16.6,23.0,7,4,6,30,2,4,3,1
1033,2014-03-29,15:00,Saracens,32,Wasps,20,Adams Park,Luke Pearce,52,A,15,Sat,Mar,2014,2013-14,22.6,13.8,12,13,6,1,2,30,3,0
1035,2014-03-29,15:00,Leicester,22,Northampton,16,Franklin's Gardens,Wayne Barnes,38,A,15,Sat,Mar,2014,2013-14,28.0,15.6,6,10,6,7,2,46,3,0
1029,2014-03-29,15:00,Gloucester,14,Exeter,13,Sandy Park,Matthew Carley,27,A,15,Sat,Mar,2014,2013-14,21.0,25.4,3,2,6,20,2,34,3,0
1034,2014-03-29,15:00,Northampton,16,Leicester,22,Franklin's Gardens,Wayne Barnes,38,A,15,Sat,Mar,2014,2013-14,22.8,15.6,10,6,6,7,2,46,3,0
1028,2014-03-29,15:00,Exeter,13,Gloucester,14,Sandy Park,Matthew Carley,27,A,15,Sat,Mar,2014,2013-14,16.4,22.4,2,3,6,20,2,34,3,0
1030,2014-03-29,15:00,Harlequins,23,London Irish,9,Twickenham Stoop,Andrew Small,32,H,15,Sat,Mar,2014,2013-14,17.4,21.6,4,7,6,30,2,4,3,1
1032,2014-03-29,15:00,Wasps,20,Saracens,32,Adams Park,Luke Pearce,52,A,15,Sat,Mar,2014,2013-14,17.0,19.6,13,12,6,1,2,30,3,0
1037,2014-03-30,15:00,Worcester,17,Newcastle,12,Kingston Park,Tim Wigglesworth,29,A,15,Sun,Mar,2014,2013-14,15.8,22.2,14,9,6,12,3,43,3,0
1036,2014-03-30,15:00,Newcastle,12,Worcester,17,Kingston Park,Tim Wigglesworth,29,A,15,Sun,Mar,2014,2013-14,17.4,29.0,9,14,6,12,3,43,3,0
1038,2014-04-11,20:00,Sale,12,Harlequins,27,Salford City Stadium,Wayne Barnes,39,A,20,Fri,Apr,2014,2013-14,17.2,12.2,11,4,0,19,0,46,3,0
1039,2014-04-11,20:00,Harlequins,27,Sale,12,Salford City Stadium,Wayne Barnes,39,A,20,Fri,Apr,2014,2013-14,19.8,21.4,4,11,0,19,0,46,3,0
1043,2014-04-12,15:00,Wasps,15,Leicester,27,Welford Road,Andrew Small,42,H,15,Sat,Apr,2014,2013-14,19.0,23.8,13,6,0,32,2,4,3,1
1045,2014-04-12,15:00,Exeter,38,Worcester,33,Sixways,JP Doyle,71,A,15,Sat,Apr,2014,2013-14,15.8,21.8,2,14,0,21,2,25,3,0
1040,2014-04-12,15:00,Gloucester,17,Bath,18,Kingsholm,Tim Wigglesworth,35,A,15,Sat,Apr,2014,2013-14,20.0,23.2,3,0,0,11,2,43,3,0
1044,2014-04-12,15:00,Worcester,33,Exeter,38,Sixways,JP Doyle,71,A,15,Sat,Apr,2014,2013-14,14.8,20.0,14,2,0,21,2,25,3,0
1041,2014-04-12,15:00,Bath,18,Gloucester,17,Kingsholm,Tim Wigglesworth,35,A,15,Sat,Apr,2014,2013-14,24.8,21.2,0,3,0,11,2,43,3,0
1042,2014-04-12,15:00,Leicester,27,Wasps,15,Welford Road,Andrew Small,42,H,15,Sat,Apr,2014,2013-14,27.8,14.4,6,13,0,32,2,4,3,1
1047,2014-04-13,14:00,Northampton,24,Saracens,28,Allianz Park,Matthew Carley,52,H,14,Sun,Apr,2014,2013-14,22.6,16.8,10,12,0,2,3,34,3,1
1048,2014-04-13,15:00,London Irish,40,Newcastle,12,Madejski Stadium,Luke Pearce,52,H,15,Sun,Apr,2014,2013-14,14.0,25.0,7,9,0,14,3,30,3,1
1046,2014-04-13,14:00,Saracens,28,Northampton,24,Allianz Park,Matthew Carley,52,H,14,Sun,Apr,2014,2013-14,26.4,13.4,12,10,0,2,3,34,3,1
