date,time,team1Name,team1Score,team1Bps,team2Name,team2Score,team2Bps,venue,referee,totalScore,winner,extraTime,hour,day,month,year,season,team1Tries,team1Conversions,team1Penalties,team1DropGoals,team2Tries,team2Conversions,team2Penalties,team2DropGoals
06-Oct-18,15:00,Newcastle,7,0,Sale,20,0,AJ Bell Stadium,Tom Foley,27,H,N,15,Sat,Oct,2018,2018-19,1,1,0,0,3,1,1,0
06-Oct-18,15:00,Wasps,21,0,Gloucester,35,1,Ricoh Arena,Craig Maxwell-Keys,56,A,N,15,Sat,Oct,2018,2018-19,3,3,0,0,4,3,3,0
06-Oct-18,15:00,Gloucester,35,1,Wasps,21,0,Ricoh Arena,Craig Maxwell-Keys,56,A,N,15,Sat,Oct,2018,2018-19,4,3,3,0,3,3,0,0
06-Oct-18,19:30,Harlequins,20,1,Saracens,25,0,Twickenham Stoop,Luke Pearce,45,A,N,19,Sat,Oct,2018,2018-19,2,2,2,0,1,1,6,0
06-Oct-18,19:30,Saracens,25,0,Harlequins,20,1,Twickenham Stoop,Luke Pearce,45,A,N,19,Sat,Oct,2018,2018-19,1,1,6,0,2,2,2,0
07-Oct-18,15:00,Worcester,52,1,Bristol,7,0,Sixways,Wayne Barnes,59,H,N,15,Sun,Oct,2018,2018-19,7,6,1,0,1,1,0,0
07-Oct-18,15:00,Bristol,7,0,Worcester,52,1,Sixways,Wayne Barnes,59,H,N,15,Sun,Oct,2018,2018-19,1,1,0,0,7,6,1,0
16-Nov-18,19:45,Gloucester,36,1,Leicester,13,0,Kingsholm,Ian Tempest,49,H,N,19,Fri,Nov,2018,2018-19,5,4,1,0,1,1,2,0
16-Nov-18,19:45,Leicester,13,0,Gloucester,36,1,Kingsholm,Ian Tempest,49,H,N,19,Fri,Nov,2018,2018-19,1,1,2,0,5,4,1,0
16-Nov-18,19:45,Harlequins,20,0,Newcastle,7,0,Twickenham Stoop,JP Doyle,27,H,N,19,Fri,Nov,2018,2018-19,2,2,2,0,1,1,0,0
16-Nov-18,19:45,Newcastle,7,0,Harlequins,20,0,Twickenham Stoop,JP Doyle,27,H,N,19,Fri,Nov,2018,2018-19,1,1,0,0,2,2,2,0
17-Nov-18,12:45,Bath,28,0,Worcester,13,0,Recreation Ground,Christophe Ridley,41,H,N,12,Sat,Nov,2018,2018-19,3,2,3,0,1,1,2,0
17-Nov-18,12:45,Worcester,13,0,Bath,28,0,Recreation Ground,Christophe Ridley,41,H,N,12,Sat,Nov,2018,2018-19,1,1,2,0,3,2,3,0
17-Nov-18,13:00,Northampton,36,1,Wasps,17,0,Franklin's Gardens,Matthew O’Grady,53,H,N,13,Sat,Nov,2018,2018-19,5,1,3,0,2,2,1,0
17-Nov-18,13:00,Wasps,17,0,Northampton,36,1,Franklin's Gardens,Matthew O’Grady,53,H,N,13,Sat,Nov,2018,2018-19,2,2,1,0,5,1,3,0
17-Nov-18,13:00,Saracens,31,1,Sale,25,1,Allianz Park,Andrew Jackson,56,H,N,13,Sat,Nov,2018,2018-19,4,4,1,0,1,1,6,0
17-Nov-18,13:00,Sale,25,1,Saracens,31,1,Allianz Park,Andrew Jackson,56,H,N,13,Sat,Nov,2018,2018-19,1,1,6,0,4,4,1,0
18-Nov-18,15:00,Bristol,29,1,Exeter,31,1,Ashton Gate,Greg Macdonald,60,A,N,15,Sun,Nov,2018,2018-19,2,2,5,0,5,2,0,0
18-Nov-18,15:00,Exeter,31,1,Bristol,29,1,Ashton Gate,Greg Macdonald,60,A,N,15,Sun,Nov,2018,2018-19,5,2,0,0,2,2,5,0
23-Nov-18,19:45,Newcastle,16,0,Bath,8,0,Kingston Park,Christophe Ridley,24,H,N,19,Fri,Nov,2018,2018-19,1,1,3,0,1,0,1,0
23-Nov-18,19:45,Bath,8,0,Newcastle,16,0,Kingston Park,Christophe Ridley,24,H,N,19,Fri,Nov,2018,2018-19,1,0,1,0,1,1,3,0
23-Nov-18,19:45,Worcester,20,0,Harlequins,13,1,Sixways,Andrew Jackson,33,H,N,19,Fri,Nov,2018,2018-19,2,2,2,0,1,1,2,0
23-Nov-18,19:45,Harlequins,13,1,Worcester,20,0,Sixways,Andrew Jackson,33,H,N,19,Fri,Nov,2018,2018-19,1,1,2,0,2,2,2,0
24-Nov-18,13:00,Exeter,23,0,Gloucester,6,0,Sandy Park,Matthew O'Grady,29,H,N,13,Sat,Nov,2018,2018-19,2,2,3,0,0,0,2,0
24-Nov-18,13:00,Gloucester,6,0,Exeter,23,0,Sandy Park,Matthew O'Grady,29,H,N,13,Sat,Nov,2018,2018-19,0,0,2,0,2,2,3,0
24-Nov-18,13:00,Sale,18,0,Northampton,13,1,AJ Bell Stadium,JP Doyle,31,H,N,13,Sat,Nov,2018,2018-19,2,1,2,0,2,0,1,0
24-Nov-18,13:00,Northampton,13,1,Sale,18,0,AJ Bell Stadium,JP Doyle,31,H,N,13,Sat,Nov,2018,2018-19,2,0,1,0,2,1,2,0
24-Nov-18,13:00,Wasps,32,1,Bristol,28,2,Ricoh Arena,Craig Maxwell-Keys,60,H,N,13,Sat,Nov,2018,2018-19,4,3,2,0,4,4,0,0
24-Nov-18,13:00,Bristol,28,2,Wasps,32,1,Ricoh Arena,Craig Maxwell-Keys,60,H,N,13,Sat,Nov,2018,2018-19,4,4,0,0,4,3,2,0
25-Nov-18,15:00,Leicester,22,1,Saracens,27,0,Welford Road,Karl Dickson,49,A,N,15,Sun,Nov,2018,2018-19,3,2,1,0,3,3,2,0
25-Nov-18,15:00,Saracens,27,0,Leicester,22,1,Welford Road,Karl Dickson,49,A,N,15,Sun,Nov,2018,2018-19,3,3,2,0,3,2,1,0
30-Nov-18,19:45,Harlequins,28,1,Exeter,26,2,Twickenham Stoop,Ian Tempest,54,H,N,19,Fri,Nov,2018,2018-19,4,1,2,0,4,3,0,0
30-Nov-18,19:45,Exeter,26,2,Harlequins,28,1,Twickenham Stoop,Ian Tempest,54,H,N,19,Fri,Nov,2018,2018-19,4,3,0,0,4,1,2,0
01-Dec-18,13:00,Bristol,41,1,Leicester,10,0,Ashton Gate,Wayne Barnes,51,H,N,13,Sat,Dec,2018,2018-19,4,3,5,0,1,1,1,0
01-Dec-18,13:00,Leicester,10,0,Bristol,41,1,Ashton Gate,Wayne Barnes,51,H,N,13,Sat,Dec,2018,2018-19,1,1,1,0,4,3,5,0
01-Dec-18,15:00,Gloucester,36,1,Worcester,16,0,Kingsholm,Thomas Foley,52,H,N,15,Sat,Dec,2018,2018-19,6,3,0,0,1,1,3,0
01-Dec-18,15:00,Worcester,16,0,Gloucester,36,1,Kingsholm,Thomas Foley,52,H,N,15,Sat,Dec,2018,2018-19,1,1,3,0,6,3,0,0
01-Dec-18,15:00,Northampton,14,1,Newcastle,16,0,Franklin's Gardens,Matthew Carley,30,A,N,15,Sat,Dec,2018,2018-19,2,2,0,0,1,1,3,0
01-Dec-18,15:00,Newcastle,16,0,Northampton,14,1,Franklin's Gardens,Matthew Carley,30,A,N,15,Sat,Dec,2018,2018-19,1,1,3,0,2,2,0,0
01-Dec-18,15:00,Saracens,29,0,Wasps,6,0,Allianz Park,JP Doyle,35,H,N,15,Sat,Dec,2018,2018-19,2,2,5,0,0,0,2,0
01-Dec-18,15:00,Wasps,6,0,Saracens,29,0,Allianz Park,JP Doyle,35,H,N,15,Sat,Dec,2018,2018-19,0,0,2,0,2,2,5,0
02-Dec-18,15:00,Bath,7,0,Sale,7,0,Recreation Ground,Luke Pearce,14,D,N,15,Sun,Dec,2018,2018-19,1,1,0,0,0,1,1,0
02-Dec-18,15:00,Sale,7,0,Bath,7,0,Recreation Ground,Luke Pearce,14,D,N,15,Sun,Dec,2018,2018-19,0,1,1,0,1,1,0,0
21-Dec-18,19:45,Worcester,6,0,Northampton,32,0,Sixways,Wayne Barnes,38,A,N,19,Fri,Dec,2018,2018-19,0,0,2,0,2,2,6,0
21-Dec-18,19:45,Northampton,32,0,Worcester,6,0,Sixways,Wayne Barnes,38,A,N,19,Fri,Dec,2018,2018-19,2,2,6,0,0,0,2,0
22-Dec-18,15:00,Leicester,35,1,Harlequins,24,0,Welford Road,Luke Pearce,59,H,N,15,Sat,Dec,2018,2018-19,4,3,3,0,2,1,4,0
22-Dec-18,15:00,Harlequins,24,0,Leicester,35,1,Welford Road,Luke Pearce,59,H,N,15,Sat,Dec,2018,2018-19,2,1,4,0,4,3,3,0
22-Dec-18,15:00,Exeter,31,1,Saracens,13,0,Sandy Park,Thomas Foley,44,H,N,15,Sat,Dec,2018,2018-19,4,3,1,0,1,1,2,0
22-Dec-18,15:00,Saracens,13,0,Exeter,31,1,Sandy Park,Thomas Foley,44,H,N,15,Sat,Dec,2018,2018-19,1,1,2,0,4,3,1,0
22-Dec-18,15:00,Sale,27,0,Bristol,10,0,AJ Bell Stadium,JP Doyle,37,H,N,15,Sat,Dec,2018,2018-19,2,1,5,0,1,1,1,0
22-Dec-18,15:00,Bristol,10,0,Sale,27,0,AJ Bell Stadium,JP Doyle,37,H,N,15,Sat,Dec,2018,2018-19,1,1,1,0,2,1,5,0
23-Dec-18,15:00,Wasps,14,0,Bath,24,0,Ricoh Arena,Matthew Carley,38,A,N,15,Sun,Dec,2018,2018-19,1,0,3,0,2,1,4,0
23-Dec-18,15:00,Bath,24,0,Wasps,14,0,Ricoh Arena,Matthew Carley,38,A,N,15,Sun,Dec,2018,2018-19,2,1,4,0,1,0,3,0
23-Dec-18,15:00,Newcastle,17,1,Gloucester,20,0,Kingston Park,Karl Dickson,37,A,N,15,Sun,Dec,2018,2018-19,1,0,4,0,2,2,2,0
23-Dec-18,15:00,Gloucester,20,0,Newcastle,17,1,Kingston Park,Karl Dickson,37,A,N,15,Sun,Dec,2018,2018-19,2,2,2,0,1,0,4,0
28-Dec-18,19:45,Northampton,31,1,Exeter,28,2,Franklin's Gardens,Ian Tempest,59,H,N,19,Fri,Dec,2018,2018-19,4,4,1,0,4,3,0,0
28-Dec-18,19:45,Exeter,28,2,Northampton,31,1,Franklin's Gardens,Ian Tempest,59,H,N,19,Fri,Dec,2018,2018-19,4,3,0,0,4,4,1,0
29-Dec-18,15:00,Gloucester,15,0,Sale,30,1,Kingsholm,Christophe Ridley,45,A,N,15,Sat,Dec,2018,2018-19,2,1,1,0,4,2,2,0
29-Dec-18,15:00,Sale,30,1,Gloucester,15,0,Kingsholm,Christophe Ridley,45,A,N,15,Sat,Dec,2018,2018-19,4,2,2,0,2,1,1,0
29-Dec-18,15:00,Saracens,25,0,Worcester,17,0,Allianz Park,Karl Dickson,42,H,N,15,Sat,Dec,2018,2018-19,3,2,2,0,2,2,1,0
29-Dec-18,15:00,Worcester,17,0,Saracens,25,0,Allianz Park,Karl Dickson,42,H,N,15,Sat,Dec,2018,2018-19,2,2,1,0,3,2,2,0
29-Dec-18,16:00,Harlequins,20,0,Wasps,13,1,Twickenham Stadium,Craig Maxwell-Keys,33,H,N,16,Sat,Dec,2018,2018-19,2,2,2,0,1,1,2,0
29-Dec-18,16:00,Wasps,13,1,Harlequins,20,0,Twickenham Stadium,Craig Maxwell-Keys,33,H,N,16,Sat,Dec,2018,2018-19,1,1,2,0,2,2,2,0
30-Dec-18,15:00,Bristol,35,1,Newcastle,28,1,Ashton Gate,Wayne Barnes,63,H,N,15,Sun,Dec,2018,2018-19,4,3,3,0,3,2,3,0
30-Dec-18,15:00,Newcastle,28,1,Bristol,35,1,Ashton Gate,Wayne Barnes,63,H,N,15,Sun,Dec,2018,2018-19,3,2,3,0,4,3,3,0
30-Dec-18,15:00,Bath,23,0,Leicester,16,1,Recreation Ground,JP Doyle,39,H,N,15,Sun,Dec,2018,2018-19,3,1,2,0,1,1,3,0
30-Dec-18,15:00,Leicester,16,1,Bath,23,0,Recreation Ground,JP Doyle,39,H,N,15,Sun,Dec,2018,2018-19,1,1,3,0,3,1,2,0
04-Jan-19,19:45,Sale,24,0,Saracens,18,1,AJ Bell Stadium,Matthew Carley,42,H,N,19,Fri,Jan,2019,2018-19,2,1,4,0,2,1,2,0
04-Jan-19,19:45,Saracens,18,1,Sale,24,0,AJ Bell Stadium,Matthew Carley,42,H,N,19,Fri,Jan,2019,2018-19,2,1,2,0,2,1,4,0
05-Jan-19,15:00,Worcester,21,0,Bath,19,1,Sixways,Ian Tempest,40,H,N,15,Sat,Jan,2019,2018-19,2,1,3,0,1,1,4,0
05-Jan-19,15:00,Bath,19,1,Worcester,21,0,Sixways,Ian Tempest,40,H,N,15,Sat,Jan,2019,2018-19,1,1,4,0,2,1,3,0
05-Jan-19,15:00,Newcastle,17,0,Harlequins,38,1,Kingston Park,Tom Foley,55,A,N,15,Sat,Jan,2019,2018-19,2,2,1,0,5,5,1,0
05-Jan-19,15:00,Harlequins,38,1,Newcastle,17,0,Kingston Park,Tom Foley,55,A,N,15,Sat,Jan,2019,2018-19,5,5,1,0,2,2,1,0
05-Jan-19,15:00,Exeter,14,0,Bristol,9,1,Sandy Park,Craig Maxwell-Keys,23,H,N,15,Sat,Jan,2019,2018-19,2,2,0,0,0,0,3,0
05-Jan-19,15:00,Bristol,9,1,Exeter,14,0,Sandy Park,Craig Maxwell-Keys,23,H,N,15,Sat,Jan,2019,2018-19,0,0,3,0,2,2,0,0
05-Jan-19,15:00,Leicester,34,1,Gloucester,16,0,Welford Road,Wayne Barnes,50,H,N,15,Sat,Jan,2019,2018-19,4,4,2,0,1,1,3,0
05-Jan-19,15:00,Gloucester,16,0,Leicester,34,1,Welford Road,Wayne Barnes,50,H,N,15,Sat,Jan,2019,2018-19,1,1,3,0,4,4,2,0
06-Jan-19,15:00,Wasps,27,0,Northampton,16,0,Ricoh Arena,Luke Pearce,43,H,N,15,Sun,Jan,2019,2018-19,3,3,2,0,1,1,3,0
06-Jan-19,15:00,Northampton,16,0,Wasps,27,0,Ricoh Arena,Luke Pearce,43,H,N,15,Sun,Jan,2019,2018-19,1,1,3,0,3,3,2,0
15-Feb-19,19:45,Gloucester,24,0,Exeter,17,1,Kingsholm,Craig Maxwell-Keys,41,H,N,19,Fri,Feb,2019,2018-19,3,3,1,0,2,2,1,0
15-Feb-19,19:45,Exeter,17,1,Gloucester,24,0,Kingsholm,Craig Maxwell-Keys,41,H,N,19,Fri,Feb,2019,2018-19,2,2,1,0,3,3,1,0
15-Feb-19,19:45,Bristol,22,1,Wasps,29,1,Ashton Gate,Wayne Barnes,51,A,N,19,Fri,Feb,2019,2018-19,3,2,1,0,4,3,1,0
15-Feb-19,19:45,Wasps,29,1,Bristol,22,1,Ashton Gate,Wayne Barnes,51,A,N,19,Fri,Feb,2019,2018-19,4,3,1,0,3,2,1,0
16-Feb-19,14:00,Northampton,67,1,Sale,17,0,Franklin's Gardens,Karl Dickson,84,H,N,14,Sat,Feb,2019,2018-19,9,8,2,0,2,1,1,0
16-Feb-19,14:00,Sale,17,0,Northampton,67,1,Franklin's Gardens,Karl Dickson,84,H,N,14,Sat,Feb,2019,2018-19,2,1,1,0,9,8,2,0
16-Feb-19,15:00,Bath,30,1,Newcastle,13,0,Recreation Ground,JP Doyle,43,H,N,15,Sat,Feb,2019,2018-19,4,2,2,0,1,1,2,0
16-Feb-19,15:00,Newcastle,13,0,Bath,30,1,Recreation Ground,JP Doyle,43,H,N,15,Sat,Feb,2019,2018-19,1,1,2,0,4,2,2,0
16-Feb-19,15:00,Harlequins,47,1,Worcester,33,1,Twickenham Stoop,Luke Pearce,80,H,N,15,Sat,Feb,2019,2018-19,7,6,0,0,5,4,0,0
16-Feb-19,15:00,Worcester,33,1,Harlequins,47,1,Twickenham Stoop,Luke Pearce,80,H,N,15,Sat,Feb,2019,2018-19,5,4,0,0,7,6,0,0
16-Feb-19,15:00,Saracens,33,1,Leicester,10,0,Allianz Park,Tom Foley,43,H,N,15,Sat,Feb,2019,2018-19,4,2,3,0,1,1,1,0
16-Feb-19,15:00,Leicester,10,0,Saracens,33,1,Allianz Park,Tom Foley,43,H,N,15,Sat,Feb,2019,2018-19,1,1,1,0,4,2,3,0
22-Feb-19,19:45,Gloucester,30,0,Saracens,24,1,Kingsholm,JP Doyle,54,H,N,19,Fri,Feb,2019,2018-19,3,3,3,0,3,3,1,0
22-Feb-19,19:45,Saracens,24,1,Gloucester,30,0,Kingsholm,JP Doyle,54,H,N,19,Fri,Feb,2019,2018-19,3,3,1,0,3,3,3,0
23-Feb-19,14:00,Harlequins,36,1,Bristol,26,1,Twickenham Stoop,Tom Foley,62,H,N,14,Sat,Feb,2019,2018-19,5,4,1,0,4,3,0,0
23-Feb-19,14:00,Bristol,26,1,Harlequins,36,1,Twickenham Stoop,Tom Foley,62,H,N,14,Sat,Feb,2019,2018-19,4,3,0,0,5,4,1,0
23-Feb-19,14:00,Wasps,18,1,Sale,24,0,Ricoh Arena,Andrew Jackson,42,A,N,14,Sat,Feb,2019,2018-19,2,1,2,0,3,2,1,0
23-Feb-19,14:00,Sale,24,0,Wasps,18,1,Ricoh Arena,Andrew Jackson,42,A,N,14,Sat,Feb,2019,2018-19,3,2,1,0,2,1,2,0
23-Feb-19,14:30,Exeter,35,1,Newcastle,17,0,Sandy Park,Luke Pearce,52,H,N,14,Sat,Feb,2019,2018-19,5,5,0,0,3,1,0,0
23-Feb-19,14:30,Newcastle,17,0,Exeter,35,1,Sandy Park,Luke Pearce,52,H,N,14,Sat,Feb,2019,2018-19,3,1,0,0,5,5,0,0
23-Feb-19,14:45,Northampton,27,0,Bath,26,1,Franklin's Gardens,Ian Tempest,53,H,N,14,Sat,Feb,2019,2018-19,3,3,2,0,2,2,4,0
23-Feb-19,14:45,Bath,26,1,Northampton,27,0,Franklin's Gardens,Ian Tempest,53,H,N,14,Sat,Feb,2019,2018-19,2,2,4,0,3,3,2,0
24-Feb-19,13:00,Worcester,17,0,Leicester,13,0,Sixways,Craig Maxwell-Keys,30,H,N,13,Sun,Feb,2019,2018-19,2,2,1,0,1,1,2,0
24-Feb-19,13:00,Leicester,13,0,Worcester,17,0,Sixways,Craig Maxwell-Keys,30,H,N,13,Sun,Feb,2019,2018-19,1,1,2,0,2,2,1,0
01-Mar-19,19:45,Bristol,28,0,Gloucester,24,1,Ashton Gate,Karl Dickson,52,H,N,19,Fri,Mar,2019,2018-19,3,1,3,0,3,3,1,0
01-Mar-19,19:45,Gloucester,24,1,Bristol,28,0,Ashton Gate,Karl Dickson,52,H,N,19,Fri,Mar,2019,2018-19,3,3,1,0,3,1,3,0
02-Mar-19,15:00,Bath,29,1,Harlequins,31,1,Recreation Ground,Matthew Carley,60,A,N,15,Sat,Mar,2019,2018-19,3,1,4,0,5,3,0,0
02-Mar-19,15:00,Harlequins,31,1,Bath,29,1,Recreation Ground,Matthew Carley,60,A,N,15,Sat,Mar,2019,2018-19,5,3,0,0,3,1,4,0
02-Mar-19,15:00,Leicester,19,0,Wasps,14,1,Welford Road,JP Doyle,33,H,N,15,Sat,Mar,2019,2018-19,1,1,4,0,2,2,0,0
02-Mar-19,15:00,Wasps,14,1,Leicester,19,0,Welford Road,JP Doyle,33,H,N,15,Sat,Mar,2019,2018-19,2,2,0,0,1,1,4,0
02-Mar-19,15:00,Sale,14,1,Exeter,20,0,AJ Bell Stadium,Ian Tempest,34,A,N,15,Sat,Mar,2019,2018-19,2,2,0,0,3,1,1,0
02-Mar-19,15:00,Exeter,20,0,Sale,14,1,AJ Bell Stadium,Ian Tempest,34,A,N,15,Sat,Mar,2019,2018-19,3,1,1,0,2,2,0,0
02-Mar-19,15:00,Saracens,36,1,Northampton,17,0,Allianz Park,Luke Pearce,53,H,N,15,Sat,Mar,2019,2018-19,6,2,0,0,2,2,1,0
02-Mar-19,15:00,Northampton,17,0,Saracens,36,1,Allianz Park,Luke Pearce,53,H,N,15,Sat,Mar,2019,2018-19,2,2,1,0,6,2,0,0
03-Mar-19,15:00,Newcastle,17,0,Worcester,6,0,Kingston Park,Wayne Barnes,23,H,N,15,Sun,Mar,2019,2018-19,2,2,1,0,0,0,2,0
03-Mar-19,15:00,Worcester,6,0,Newcastle,17,0,Kingston Park,Wayne Barnes,23,H,N,15,Sun,Mar,2019,2018-19,0,0,2,0,2,2,1,0
08-Mar-19,19:45,Bath,18,0,Saracens,9,0,Recreation Ground,Andrew Jackson,27,H,N,19,Fri,Mar,2019,2018-19,0,0,6,0,0,0,3,0
08-Mar-19,19:45,Saracens,9,0,Bath,18,0,Recreation Ground,Andrew Jackson,27,H,N,19,Fri,Mar,2019,2018-19,0,0,3,0,0,0,6,0
08-Mar-19,20:00,Sale,32,1,Leicester,5,0,AJ Bell Stadium,Matthew Carley,37,H,N,20,Fri,Mar,2019,2018-19,6,0,0,0,1,0,0,0
08-Mar-19,20:00,Leicester,5,0,Sale,32,1,AJ Bell Stadium,Matthew Carley,37,H,N,20,Fri,Mar,2019,2018-19,1,0,0,0,6,0,0,0
09-Mar-19,14:00,Wasps,19,1,Newcastle,20,0,Ricoh Arena,Thomas Foley,39,A,N,14,Sat,Mar,2019,2018-19,1,1,4,0,2,2,2,0
09-Mar-19,14:00,Newcastle,20,0,Wasps,19,1,Ricoh Arena,Thomas Foley,39,A,N,14,Sat,Mar,2019,2018-19,2,2,2,0,1,1,4,0
09-Mar-19,14:45,Northampton,24,2,Bristol,26,1,Franklin's Gardens,Christophe Ridley,50,A,N,14,Sat,Mar,2019,2018-19,4,2,0,0,4,3,0,0
09-Mar-19,14:45,Bristol,26,1,Northampton,24,2,Franklin's Gardens,Christophe Ridley,50,A,N,14,Sat,Mar,2019,2018-19,4,3,0,0,4,2,0,0
09-Mar-19,15:00,Worcester,30,2,Exeter,33,1,Sixways,JP Doyle,63,A,N,15,Sat,Mar,2019,2018-19,4,2,2,0,5,4,0,0
09-Mar-19,15:00,Exeter,33,1,Worcester,30,2,Sixways,JP Doyle,63,A,N,15,Sat,Mar,2019,2018-19,5,4,0,0,4,2,2,0
10-Mar-19,13:00,Harlequins,7,0,Gloucester,29,1,Twickenham Stoop,Wayne Barnes,36,A,N,13,Sun,Mar,2019,2018-19,1,1,0,0,4,3,1,0
10-Mar-19,13:00,Gloucester,29,1,Harlequins,7,0,Twickenham Stoop,Wayne Barnes,36,A,N,13,Sun,Mar,2019,2018-19,4,3,1,0,1,1,0,0
22-Mar-19,19:45,Leicester,15,0,Northampton,29,0,Welford Road,Wayne Barnes,44,A,N,19,Fri,Mar,2019,2018-19,2,1,1,0,3,1,4,0
22-Mar-19,19:45,Northampton,29,0,Leicester,15,0,Welford Road,Wayne Barnes,44,A,N,19,Fri,Mar,2019,2018-19,3,1,4,0,2,1,1,0
23-Mar-19,15:00,Bristol,25,1,Worcester,27,0,Ashton Gate,Luke Pearce,52,A,N,15,Sat,Mar,2019,2018-19,3,1,2,0,3,3,2,0
23-Mar-19,15:00,Worcester,27,0,Bristol,25,1,Ashton Gate,Luke Pearce,52,A,N,15,Sat,Mar,2019,2018-19,3,3,2,0,3,1,2,0
23-Mar-19,15:00,Gloucester,27,0,Wasps,14,0,Kingsholm,Ian Tempest,41,H,N,15,Sat,Mar,2019,2018-19,3,3,2,0,1,0,3,0
23-Mar-19,15:00,Wasps,14,0,Gloucester,27,0,Kingsholm,Ian Tempest,41,H,N,15,Sat,Mar,2019,2018-19,1,0,3,0,3,3,2,0
23-Mar-19,15:00,Saracens,27,0,Harlequins,20,1,London Stadium,JP Doyle,47,H,N,15,Sat,Mar,2019,2018-19,3,3,2,0,2,2,2,0
23-Mar-19,15:00,Harlequins,20,1,Saracens,27,0,London Stadium,JP Doyle,47,H,N,15,Sat,Mar,2019,2018-19,2,2,2,0,3,3,2,0
23-Mar-19,17:30,Newcastle,22,0,Sale,17,1,St James' Park,Craig Maxwell-Keys,39,H,N,17,Sat,Mar,2019,2018-19,1,1,5,0,2,2,1,0
23-Mar-19,17:30,Sale,17,1,Newcastle,22,0,St James' Park,Craig Maxwell-Keys,39,H,N,17,Sat,Mar,2019,2018-19,2,2,1,0,1,1,5,0
24-Mar-19,15:00,Exeter,29,1,Bath,10,0,Sandy Park,Karl Dickson,39,H,N,15,Sun,Mar,2019,2018-19,4,2,1,0,1,1,1,0
24-Mar-19,15:00,Bath,10,0,Exeter,29,1,Sandy Park,Karl Dickson,39,H,N,15,Sun,Mar,2019,2018-19,1,1,1,0,4,2,1,0
05-Apr-19,19:45,Sale,28,0,Harlequins,17,0,AJ Bell Stadium,Wayne Barnes,45,H,N,19,Fri,Apr,2019,2018-19,1,1,7,0,2,2,1,0
05-Apr-19,19:45,Harlequins,17,0,Sale,28,0,AJ Bell Stadium,Wayne Barnes,45,H,N,19,Fri,Apr,2019,2018-19,2,2,1,0,1,1,7,0
06-Apr-19,14:00,Bath,26,1,Bristol,19,1,Twickenham Stadium,JP Doyle,45,H,N,14,Sat,Apr,2019,2018-19,4,3,0,0,1,1,4,0
06-Apr-19,14:00,Bristol,19,1,Bath,26,1,Twickenham Stadium,JP Doyle,45,H,N,14,Sat,Apr,2019,2018-19,1,1,4,0,4,3,0,0
06-Apr-19,15:00,Saracens,26,1,Newcastle,12,0,Allianz Park,Karl Dickson,38,H,N,15,Sat,Apr,2019,2018-19,4,3,0,0,0,0,4,0
06-Apr-19,15:00,Newcastle,12,0,Saracens,26,1,Allianz Park,Karl Dickson,38,H,N,15,Sat,Apr,2019,2018-19,0,0,4,0,4,3,0,0
06-Apr-19,15:00,Wasps,28,1,Worcester,16,0,Ricoh Arena,Matthew Carley,44,H,N,15,Sat,Apr,2019,2018-19,4,4,0,0,1,1,3,0
06-Apr-19,15:00,Worcester,16,0,Wasps,28,1,Ricoh Arena,Matthew Carley,44,H,N,15,Sat,Apr,2019,2018-19,1,1,3,0,4,4,0,0
06-Apr-19,16:30,Leicester,20,0,Exeter,52,1,Welford Road,Thomas Foley,72,A,N,16,Sat,Apr,2019,2018-19,2,2,2,0,7,7,1,0
06-Apr-19,16:30,Exeter,52,1,Leicester,20,0,Welford Road,Thomas Foley,72,A,N,16,Sat,Apr,2019,2018-19,7,7,1,0,2,2,2,0
07-Apr-19,15:00,Northampton,31,1,Gloucester,40,1,Franklin's Gardens,Craig Maxwell-Keys,71,A,N,15,Sun,Apr,2019,2018-19,5,3,0,0,6,5,0,0
07-Apr-19,15:00,Gloucester,40,1,Northampton,31,1,Franklin's Gardens,Craig Maxwell-Keys,71,A,N,15,Sun,Apr,2019,2018-19,6,5,0,0,5,3,0,0
12-Apr-19,19:45,Newcastle,22,1,Leicester,27,0,Kingston Park,Wayne Barnes,49,A,N,19,Fri,Apr,2019,2018-19,3,2,1,0,3,3,2,0
12-Apr-19,19:45,Leicester,27,0,Newcastle,22,1,Kingston Park,Wayne Barnes,49,A,N,19,Fri,Apr,2019,2018-19,3,3,2,0,3,2,1,0
13-Apr-19,15:00,Gloucester,27,1,Bath,23,1,Kingsholm,Matthew Carley,50,H,N,15,Sat,Apr,2019,2018-19,4,2,1,0,2,2,2,1
13-Apr-19,15:00,Bath,23,1,Gloucester,27,1,Kingsholm,Matthew Carley,50,H,N,15,Sat,Apr,2019,2018-19,2,2,2,1,4,2,1,0
13-Apr-19,15:00,Harlequins,19,1,Northampton,20,0,Twickenham Stoop,Christophe Ridley,39,A,N,15,Sat,Apr,2019,2018-19,1,1,4,0,2,2,2,0
13-Apr-19,15:00,Northampton,20,0,Harlequins,19,1,Twickenham Stoop,Christophe Ridley,39,A,N,15,Sat,Apr,2019,2018-19,2,2,2,0,1,1,4,0
13-Apr-19,15:00,Worcester,39,1,Sale,17,0,Sixways,Ian Tempest,56,H,N,15,Sat,Apr,2019,2018-19,5,4,2,0,2,2,1,0
13-Apr-19,15:00,Sale,17,0,Worcester,39,1,Sixways,Ian Tempest,56,H,N,15,Sat,Apr,2019,2018-19,2,2,1,0,5,4,2,0
