,date,time,team1Name,team1Score,team2Name,team2Score,venue,referee,totalScore,winner,month,year,season,avgHomeScore,avgAwayScore,avgTotalScore,avgHomeScoreByMonth,avgHomeScoreByYear,avgHomeScoreBySeason,avgHomeScoreByVenue,avgHomeScoreByTeam,avgAwayScoreByMonth,avgAwayScoreByYear,avgAwayScoreBySeason,avgAwayScoreByVenue,avgAwayScoreByTeam,avgTotalScoreByMonth,avgTotalScoreByYear,avgTotalScoreBySeason,avgTotalScoreByVenue,avgHomeScoreByTeamByMonth,avgHomeScoreByTeamByYear,avgHomeScoreByTeamBySeason,avgHomeScoreByTeamByVenue,avgAwayScoreByTeamByMonth,avgAwayScoreByTeamByYear,avgAwayScoreByTeamBySeason,avgAwayScoreByTeamByVenue,avgHomeLast5Results,avgAwayLast5Results,avgHomeLast3ResultsAgainstOpponent,avgAwayLast3ResultsAgainstOpponent
397,2015-01-10,14:00,Sale,20,Northampton,7,AJ Bell Stadium,Matthew Carley,27,H,Jan,2015,2014-15,25.53,20.79,46.32,23.57,25.84,27.21,25.97,24.15,19.12,20.54,20.83,18.3,22.09,42.69,46.38,48.04,44.27,27.91,22.0,26.27,25.97,24.8,16.22,23.55,15.67,26.0,28.2,30.33,17.0
398,2015-11-01,14:30,Sale,20,Northampton,13,AJ Bell Stadium,Andrew Small,33,H,Nov,2015,2015-16,25.53,20.79,46.32,22.73,25.84,23.9,25.97,24.15,18.47,20.54,19.54,18.3,22.09,41.2,46.38,43.44,44.27,22.0,22.0,24.55,25.97,22.17,16.22,18.73,15.67,26.0,28.2,30.33,17.0
399,2017-03-03,20:15,Sale,12,Northampton,32,AJ Bell Stadium,Tom Foley,44,A,Mar,2017,2016-17,25.53,20.79,46.32,25.91,27.61,26.22,25.97,24.15,20.79,21.88,21.22,18.3,22.09,46.7,49.49,47.44,44.27,25.93,26.58,21.82,25.97,24.22,23.92,20.91,15.67,26.0,28.2,30.33,17.0
400,2017-11-25,17:30,Sale,18,Northampton,15,AJ Bell Stadium,Karl Dickson,33,H,Nov,2017,2017-18,25.53,20.79,46.32,22.73,27.61,26.46,25.97,24.15,18.47,21.88,22.11,18.3,22.09,41.2,49.49,48.57,44.27,22.0,26.58,26.64,25.97,22.17,23.92,24.18,15.67,26.0,28.2,30.33,17.0
401,2018-11-24,13:00,Sale,18,Northampton,13,AJ Bell Stadium,JP Doyle,31,H,Nov,2018,2018-19,25.53,20.79,46.32,22.73,26.3,26.84,25.97,24.15,18.47,22.3,21.13,18.3,22.09,41.2,48.6,47.97,44.27,22.0,23.1,22.64,25.97,22.17,24.8,22.25,15.67,26.0,28.2,30.33,17.0
402,2019-12-21,15:00,Sale,22,Northampton,10,AJ Bell Stadium,JP Doyle,32,H,Dec,2019,2019-20,25.53,20.79,46.32,24.03,25.38,26.4,25.97,24.15,19.75,20.14,20.47,18.3,22.09,43.78,45.52,46.87,44.27,23.0,24.0,29.7,25.97,20.93,19.6,18.6,15.67,26.0,28.2,30.33,17.0
403,2020-11-20,20:00,Sale,32,Northampton,23,AJ Bell Stadium,Ian Tempest,55,H,Nov,2020,2020-21,25.53,20.79,46.32,22.73,26.97,26.85,25.97,24.15,18.47,21.69,22.77,18.3,22.09,41.2,48.65,49.62,44.27,22.0,31.78,28.36,25.97,22.17,19.56,24.4,15.67,26.0,28.2,30.33,17.0
404,2021-11-06,17:00,Sale,30,Northampton,6,AJ Bell Stadium,Anthony Woodthorpe,36,H,Nov,2021,2021-22,25.53,20.79,46.32,22.73,27.48,27.83,25.97,24.15,18.47,23.14,23.63,18.3,22.09,41.2,50.62,51.46,44.27,22.0,26.92,27.67,25.97,22.17,24.54,28.31,15.67,26.0,28.2,30.33,17.0
405,2022-09-11,15:00,Sale,29,Northampton,22,AJ Bell Stadium,Tom Foley,51,H,Sep,2022,2022-23,25.53,20.79,46.32,27.03,28.22,28.32,25.97,24.15,22.25,24.39,25.77,18.3,22.09,49.28,52.61,54.09,44.27,24.86,28.43,26.5,25.97,21.36,29.71,27.17,15.67,26.0,28.2,30.33,17.0
406,2010-10-24,14:45,Wasps,10,Northampton,37,Adams Park,N/A,47,A,Oct,2010,2010-11,25.53,20.79,46.32,24.99,23.75,23.46,23.95,27.82,20.42,18.05,18.07,20.6,22.09,45.42,41.8,41.53,44.56,26.76,26.6,25.82,23.95,22.25,23.25,17.92,24.0,23.8,28.2,26.33,27.33
407,2011-11-06,14:15,Wasps,13,Northampton,24,Adams Park,Tim Wigglesworth,37,A,Nov,2011,2011-12,25.53,20.79,46.32,22.73,23.01,22.71,23.95,27.82,18.47,18.59,18.7,20.6,22.09,41.2,41.59,41.41,44.56,28.23,23.64,17.45,23.95,22.17,17.14,20.92,24.0,23.8,28.2,26.33,27.33
408,2013-03-23,15:15,Wasps,24,Northampton,26,Adams Park,David Rose,50,A,Mar,2013,2012-13,25.53,20.79,46.32,25.91,23.78,24.81,23.95,27.82,20.79,18.95,19.37,20.6,22.09,46.7,42.72,44.19,44.56,25.65,21.2,25.82,23.95,24.22,23.23,22.38,24.0,23.8,28.2,26.33,27.33
409,2013-12-21,15:00,Wasps,15,Northampton,17,Adams Park,Matthew Carley,32,A,Dec,2013,2013-14,25.53,20.79,46.32,24.03,23.78,22.18,23.95,27.82,19.75,18.95,19.22,20.6,22.09,43.78,42.72,41.4,44.56,27.36,21.2,22.45,23.95,20.93,23.23,19.36,24.0,23.8,28.2,26.33,27.33
410,2014-09-14,14:00,Wasps,20,Northampton,16,Adams Park,Luke Pearce,36,H,Sep,2014,2014-15,25.53,20.79,46.32,27.03,25.03,27.21,23.95,27.82,22.25,20.78,20.83,20.6,22.09,49.28,45.81,48.04,44.56,35.35,32.82,35.18,23.95,21.36,23.82,23.55,24.0,23.8,28.2,26.33,27.33
411,2016-04-03,15:00,Wasps,28,Northampton,6,Ricoh Arena,Luke Pearce,34,H,Apr,2016,2015-16,25.53,20.79,46.32,26.81,24.56,23.9,30.23,27.82,23.7,19.5,19.54,21.71,22.09,50.51,44.06,43.44,51.93,30.93,37.21,27.82,30.23,22.5,18.92,18.73,23.0,23.8,28.2,26.33,27.33
412,2017-04-09,14:30,Wasps,32,Northampton,30,Ricoh Arena,Craig Maxwell-Keys,62,H,Apr,2017,2016-17,25.53,20.79,46.32,26.81,27.61,26.22,30.23,27.82,23.7,21.88,21.22,21.71,22.09,50.51,49.49,47.44,51.93,30.93,30.55,36.0,30.23,22.5,23.92,20.91,23.0,23.8,28.2,26.33,27.33
413,2018-04-29,15:00,Wasps,36,Northampton,29,Ricoh Arena,Matthew Carley,65,H,Apr,2018,2017-18,25.53,20.79,46.32,26.81,26.3,26.46,30.23,27.82,23.7,22.3,22.11,21.71,22.09,50.51,48.6,48.57,51.93,30.93,25.7,29.0,30.23,22.5,24.8,24.18,23.0,23.8,28.2,26.33,27.33
414,2019-01-06,15:00,Wasps,27,Northampton,16,Ricoh Arena,Luke Pearce,43,H,Jan,2019,2018-19,25.53,20.79,46.32,23.57,25.38,26.84,30.23,27.82,19.12,20.14,21.13,21.71,22.09,42.69,45.52,47.97,51.93,24.43,23.44,24.73,30.23,24.8,19.6,22.25,23.0,23.8,28.2,26.33,27.33
415,2020-01-05,15:00,Wasps,31,Northampton,35,Ricoh Arena,Matthew Carley,66,A,Jan,2020,2019-20,25.53,20.79,46.32,23.57,26.97,26.4,30.23,27.82,19.12,21.69,20.47,21.71,22.09,42.69,48.65,46.87,51.93,24.43,38.09,38.08,30.23,24.8,19.56,18.6,23.0,23.8,28.2,26.33,27.33
416,2021-02-06,13:00,Wasps,17,Northampton,22,Ricoh Arena,Adam Leal,39,A,Feb,2021,2020-21,25.53,20.79,46.32,24.06,27.48,26.85,30.23,27.82,19.15,23.14,22.77,21.71,22.09,43.21,50.62,49.62,51.93,24.25,25.93,22.64,30.23,21.94,24.54,24.4,23.0,23.8,28.2,26.33,27.33
417,2021-10-10,15:00,Wasps,26,Northampton,20,Coventry Building Society Arena,Craig Maxwell-Keys,46,H,Oct,2021,2021-22,25.53,20.79,46.32,24.99,27.48,27.83,27.29,27.82,20.42,23.14,23.63,22.71,22.09,45.42,50.62,51.46,50.0,26.76,25.93,28.17,27.29,22.25,24.54,28.31,30.0,23.8,28.2,26.33,27.33
418,2022-10-09,15:00,Wasps,36,Northampton,40,Coventry Building Society Arena,Adam Leal,76,A,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,27.29,27.82,20.42,24.39,25.77,22.71,22.09,45.42,52.61,54.09,50.0,26.76,25.25,22.0,27.29,22.25,29.71,27.17,30.0,23.8,28.2,26.33,27.33
419,2011-04-23,15:00,London Irish,20,Northampton,26,Madejski Stadium,N/A,46,A,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,23.59,24.29,23.7,18.59,18.07,24.28,22.09,50.51,41.59,41.53,47.87,22.27,26.67,26.82,23.59,22.5,17.14,17.92,24.86,38.8,28.2,16.67,36.33
420,2012-02-26,13:15,London Irish,23,Northampton,30,Madejski Stadium,Andrew Small,53,A,Feb,2012,2011-12,25.53,20.79,46.32,24.06,22.83,22.71,23.59,24.29,19.15,18.33,18.7,24.28,22.09,43.21,41.17,41.41,47.87,21.93,27.82,29.18,23.59,21.94,20.58,20.92,24.86,38.8,28.2,16.67,36.33
421,2012-10-06,15:00,London Irish,39,Northampton,17,Madejski Stadium,N/A,56,H,Oct,2012,2012-13,25.53,20.79,46.32,24.99,22.83,24.81,23.59,24.29,20.42,18.33,19.37,24.28,22.09,45.42,41.17,44.19,47.87,25.24,27.82,29.45,23.59,22.25,20.58,22.38,24.86,38.8,28.2,16.67,36.33
422,2013-11-03,14:00,London Irish,14,Northampton,19,Madejski Stadium,Andrew Small,33,A,Nov,2013,2013-14,25.53,20.79,46.32,22.73,23.78,22.18,23.59,24.29,18.47,18.95,19.22,24.28,22.09,41.2,42.72,41.4,47.87,18.33,24.64,20.73,23.59,22.17,23.23,19.36,24.86,38.8,28.2,16.67,36.33
423,2014-10-04,15:00,London Irish,12,Northampton,19,Madejski Stadium,Matthew Carley,31,A,Oct,2014,2014-15,25.53,20.79,46.32,24.99,25.03,27.21,23.59,24.29,20.42,20.78,20.83,24.28,22.09,45.42,45.81,48.04,47.87,25.24,21.55,21.45,23.59,22.25,23.82,23.55,24.86,38.8,28.2,16.67,36.33
424,2015-12-26,14:30,London Irish,25,Northampton,23,Madejski Stadium,Ian Tempest,48,H,Dec,2015,2015-16,25.53,20.79,46.32,24.03,25.84,23.9,23.59,24.29,19.75,20.54,19.54,24.28,22.09,43.78,46.38,43.44,47.87,21.82,21.22,18.55,23.59,20.93,16.22,18.73,24.86,38.8,28.2,16.67,36.33
425,2017-09-24,15:00,London Irish,25,Northampton,40,Madejski Stadium,Matthew Carley,65,A,Sep,2017,2017-18,25.53,20.79,46.32,27.03,27.61,26.46,23.59,24.29,22.25,21.88,22.11,24.28,22.09,49.28,49.49,48.57,47.87,28.5,22.83,19.64,23.59,21.36,23.92,24.18,24.86,38.8,28.2,16.67,36.33
426,2020-08-22,14:00,London Irish,3,Northampton,27,Twickenham Stoop,Ian Tempest,30,A,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,25.92,24.29,21.72,21.69,20.47,21.85,22.09,45.88,48.65,46.87,47.76,7.5,17.5,17.55,12.4,22.0,19.56,18.6,19.67,38.8,28.2,16.67,36.33
427,2022-03-26,15:00,London Irish,22,Northampton,42,Brentford Community Stadium,Wayne Barnes,64,A,Mar,2022,2021-22,25.53,20.79,46.32,25.91,28.22,27.83,27.43,24.29,20.79,24.39,23.63,27.67,22.09,46.7,52.61,51.46,55.1,27.86,32.3,29.0,27.43,24.22,29.71,28.31,42.0,38.8,28.2,16.67,36.33
428,2011-03-06,15:00,Exeter,30,Northampton,9,Sandy Park,N/A,39,H,Mar,2011,2010-11,25.53,20.79,46.32,25.91,23.01,23.46,27.78,27.71,20.79,18.59,18.07,16.66,22.09,46.7,41.59,41.53,44.44,29.12,18.0,18.09,27.78,24.22,17.14,17.92,16.69,31.2,28.2,31.0,15.33
429,2012-04-22,14:00,Exeter,15,Northampton,18,Sandy Park,Andrew Small,33,A,Apr,2012,2011-12,25.53,20.79,46.32,26.81,22.83,22.71,27.78,27.71,23.7,18.33,18.7,16.66,22.09,50.51,41.17,41.41,44.44,29.43,24.73,18.82,27.78,22.5,20.58,20.92,16.69,31.2,28.2,31.0,15.33
430,2013-01-05,15:00,Exeter,19,Northampton,30,Sandy Park,Greg Garner,49,A,Jan,2013,2012-13,25.53,20.79,46.32,23.57,23.78,24.81,27.78,27.71,19.12,18.95,19.37,16.66,22.09,42.69,42.72,44.19,44.44,17.12,24.6,28.73,27.78,24.8,23.23,22.38,16.69,31.2,28.2,31.0,15.33
431,2014-02-08,19:00,Exeter,16,Northampton,17,Sandy Park,Greg Garner,33,A,Feb,2014,2013-14,25.53,20.79,46.32,24.06,25.03,22.18,27.78,27.71,19.15,20.78,19.22,16.66,22.09,43.21,45.81,41.4,44.44,25.19,24.45,19.55,27.78,21.94,23.82,19.36,16.69,31.2,28.2,31.0,15.33
432,2015-04-12,14:00,Exeter,21,Northampton,10,Sandy Park,Wayne Barnes,31,H,Apr,2015,2014-15,25.53,20.79,46.32,26.81,25.84,27.21,27.78,27.71,23.7,20.54,20.83,16.66,22.09,50.51,46.38,48.04,44.44,29.43,34.2,34.91,27.78,22.5,16.22,23.55,16.69,31.2,28.2,31.0,15.33
433,2016-03-20,13:00,Exeter,20,Northampton,12,Sandy Park,Greg Garner,32,H,Mar,2016,2015-16,25.53,20.79,46.32,25.91,24.56,23.9,27.78,27.71,20.79,19.5,19.54,16.66,22.09,46.7,44.06,43.44,44.44,29.12,27.86,27.67,27.78,24.22,18.92,18.73,16.69,31.2,28.2,31.0,15.33
434,2017-04-29,15:00,Exeter,36,Northampton,12,Sandy Park,JP Doyle,48,H,Apr,2017,2016-17,25.53,20.79,46.32,26.81,27.61,26.22,27.78,27.71,23.7,21.88,21.22,16.66,22.09,50.51,49.49,47.44,44.44,29.43,33.17,30.58,27.78,22.5,23.92,20.91,16.69,31.2,28.2,31.0,15.33
435,2018-02-24,14:00,Exeter,31,Northampton,30,Sandy Park,Christophe Ridley,61,H,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,27.78,27.71,19.15,22.3,22.11,16.66,22.09,43.21,48.6,48.57,44.44,25.19,28.58,30.08,27.78,21.94,24.8,24.18,16.69,31.2,28.2,31.0,15.33
436,2019-05-18,16:00,Exeter,40,Northampton,21,Sandy Park,Karl Dickson,61,H,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,27.78,27.71,22.83,20.14,21.13,16.66,22.09,52.77,45.52,47.97,44.44,34.85,26.75,29.77,27.78,19.25,19.6,22.25,16.69,31.2,28.2,31.0,15.33
437,2019-05-25,16:30,Exeter,42,Northampton,12,Sandy Park,Matthew Carley,54,H,May,2019,2018-19,25.53,20.79,46.32,29.94,25.38,26.84,27.78,27.71,22.83,20.14,21.13,16.66,22.09,52.77,45.52,47.97,44.44,34.85,26.75,29.77,27.78,19.25,19.6,22.25,16.69,31.2,28.2,31.0,15.33
438,2020-02-23,13:00,Exeter,57,Northampton,7,Sandy Park,Jack Makepeace,64,H,Feb,2020,2019-20,25.53,20.79,46.32,24.06,26.97,26.4,27.78,27.71,19.15,21.69,20.47,16.66,22.09,43.21,48.65,46.87,44.44,25.19,36.31,32.08,27.78,21.94,19.56,18.6,16.69,31.2,28.2,31.0,15.33
439,2021-02-20,15:00,Exeter,12,Northampton,13,Sandy Park,Christophe Ridley,25,A,Feb,2021,2020-21,25.53,20.79,46.32,24.06,27.48,26.85,27.78,27.71,19.15,23.14,22.77,16.66,22.09,43.21,50.62,49.62,44.44,25.19,29.29,33.62,27.78,21.94,24.54,24.4,16.69,31.2,28.2,31.0,15.33
440,2021-09-25,15:00,Exeter,24,Northampton,26,Sandy Park,Christophe Ridley,50,A,Sep,2021,2021-22,25.53,20.79,46.32,27.03,27.48,27.83,27.78,27.71,22.25,23.14,23.63,16.66,22.09,49.28,50.62,51.46,44.44,27.91,29.29,26.08,27.78,21.36,24.54,28.31,16.69,31.2,28.2,31.0,15.33
441,2011-03-12,15:00,Leeds,13,Northampton,23,Headingley,N/A,36,A,Mar,2011,2010-11,25.53,20.79,46.32,25.91,23.01,23.46,12.73,12.73,20.79,18.59,18.07,21.18,22.09,46.7,41.59,41.53,33.91,20.0,14.14,12.73,12.73,24.22,17.14,17.92,23.0,15.0,28.2,13.0,23.0
442,2011-04-15,19:45,Newcastle,15,Northampton,22,Kingston Park,Greg Garner,37,A,Apr,2011,2010-11,25.53,20.79,46.32,26.81,23.01,23.46,18.95,18.92,23.7,18.59,18.07,22.32,22.09,50.51,41.59,41.53,41.27,17.2,18.38,18.09,18.95,22.5,17.14,17.92,28.0,21.8,28.2,14.33,28.33
443,2011-12-31,14:00,Newcastle,14,Northampton,32,Kingston Park,Tim Wigglesworth,46,A,Dec,2011,2011-12,25.53,20.79,46.32,24.03,23.01,22.71,18.95,18.92,19.75,18.59,18.7,22.32,22.09,43.78,41.59,41.41,41.27,18.3,18.38,15.36,18.95,20.93,17.14,20.92,28.0,21.8,28.2,14.33,28.33
444,2014-02-23,15:00,Newcastle,16,Northampton,22,Kingston Park,Andrew Small,38,A,Feb,2014,2013-14,25.53,20.79,46.32,24.06,25.03,22.18,18.95,18.92,19.15,20.78,19.22,22.32,22.09,43.21,45.81,41.4,41.27,22.58,16.5,12.27,18.95,21.94,23.82,19.36,28.0,21.8,28.2,14.33,28.33
445,2014-09-21,14:00,Newcastle,10,Northampton,35,Kingston Park,Greg Garner,45,A,Sep,2014,2014-15,25.53,20.79,46.32,27.03,25.03,27.21,18.95,18.92,22.25,20.78,20.83,22.32,22.09,49.28,45.81,48.04,41.27,19.16,16.5,22.0,18.95,21.36,23.82,23.55,28.0,21.8,28.2,14.33,28.33
446,2016-02-21,15:00,Newcastle,26,Northampton,25,Kingston Park,Wayne Barnes,51,H,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,18.95,18.92,19.15,19.5,19.54,22.32,22.09,43.21,44.06,43.44,41.27,22.58,21.21,17.45,18.95,21.94,18.92,18.73,28.0,21.8,28.2,14.33,28.33
447,2017-02-19,15:00,Newcastle,46,Northampton,31,Kingston Park,Greg Garner,77,H,Feb,2017,2016-17,25.53,20.79,46.32,24.06,27.61,26.22,18.95,18.92,19.15,21.88,21.22,22.32,22.09,43.21,49.49,47.44,41.27,22.58,21.0,24.27,18.95,21.94,23.92,20.91,28.0,21.8,28.2,14.33,28.33
448,2018-03-24,17:30,Newcastle,25,Northampton,22,St James' Park,JP Doyle,47,H,Mar,2018,2017-18,25.53,20.79,46.32,25.91,26.3,26.46,23.5,18.92,20.79,22.3,22.11,19.5,22.09,46.7,48.6,48.57,43.0,19.27,23.2,21.91,23.5,24.22,24.8,24.18,22.0,21.8,28.2,14.33,28.33
449,2019-04-26,19:45,Newcastle,17,Northampton,31,Kingston Park,Luke Pearce,48,A,Apr,2019,2018-19,25.53,20.79,46.32,26.81,25.38,26.84,18.95,18.92,23.7,20.14,21.13,22.32,22.09,50.51,45.52,47.97,41.27,17.2,17.83,18.18,18.95,22.5,19.6,22.25,28.0,21.8,28.2,14.33,28.33
450,2021-05-17,19:30,Newcastle,18,Northampton,10,Kingston Park,Matthew Carley,28,H,May,2021,2020-21,25.53,20.79,46.32,29.94,27.48,26.85,18.95,18.92,22.83,23.14,22.77,22.32,22.09,52.77,50.62,49.62,41.27,21.75,21.46,21.9,18.95,19.25,24.54,24.4,28.0,21.8,28.2,14.33,28.33
451,2022-01-08,15:00,Newcastle,8,Northampton,44,Kingston Park,Matthew Carley,52,A,Jan,2022,2021-22,25.53,20.79,46.32,23.57,28.22,27.83,18.95,18.92,19.12,24.39,23.63,22.32,22.09,42.69,52.61,51.46,41.27,20.08,18.17,16.73,18.95,24.8,29.71,28.31,28.0,21.8,28.2,14.33,28.33
452,2010-09-11,13:30,Harlequins,16,Northampton,20,Twickenham Stoop,Andrew Small,36,A,Sep,2010,2010-11,25.53,20.79,46.32,27.03,23.75,23.46,25.92,26.66,22.25,18.05,18.07,21.85,22.09,49.28,41.8,41.53,47.76,26.19,27.33,25.55,26.45,21.36,23.25,17.92,19.67,25.6,28.2,37.67,25.0
453,2011-09-09,19:45,Harlequins,26,Northampton,13,Twickenham Stoop,Greg Garner,39,H,Sep,2011,2011-12,25.53,20.79,46.32,27.03,23.01,22.71,25.92,26.66,22.25,18.59,18.7,21.85,22.09,49.28,41.59,41.41,47.76,26.19,27.45,28.15,26.45,21.36,17.14,20.92,19.67,25.6,28.2,37.67,25.0
454,2012-05-12,14:45,Harlequins,25,Northampton,23,Twickenham Stoop,Andrew Small (England),48,H,May,2012,2011-12,25.53,20.79,46.32,29.94,22.83,22.71,25.92,26.66,22.83,18.33,18.7,21.85,22.09,52.77,41.17,41.41,47.76,26.58,26.92,28.15,26.45,19.25,20.58,20.92,19.67,25.6,28.2,37.67,25.0
455,2013-05-04,15:00,Harlequins,22,Northampton,19,Twickenham Stoop,Tim Wigglesworth,41,H,May,2013,2012-13,25.53,20.79,46.32,29.94,23.78,24.81,25.92,26.66,22.83,18.95,19.37,21.85,22.09,52.77,42.72,44.19,47.76,26.58,19.3,24.64,26.45,19.25,23.23,22.38,19.67,25.6,28.2,37.67,25.0
456,2013-09-13,19:45,Harlequins,6,Northampton,13,Twickenham Stoop,Andrew Small,19,A,Sep,2013,2013-14,25.53,20.79,46.32,27.03,23.78,22.18,25.92,26.66,22.25,18.95,19.22,21.85,22.09,49.28,42.72,41.4,47.76,26.19,19.3,18.82,26.45,21.36,23.23,19.36,19.67,25.6,28.2,37.67,25.0
457,2014-12-27,16:30,Harlequins,25,Northampton,30,Twickenham Stadium,Wayne Barnes,55,A,Dec,2014,2014-15,25.53,20.79,46.32,24.03,25.03,27.21,27.67,26.66,19.75,20.78,20.83,23.38,22.09,43.78,45.81,48.04,51.05,27.19,20.5,24.0,28.5,20.93,23.82,23.55,23.8,25.6,28.2,37.67,25.0
458,2016-02-06,14:00,Harlequins,23,Northampton,27,Twickenham Stoop,Greg Garner,50,A,Feb,2016,2015-16,25.53,20.79,46.32,24.06,24.56,23.9,25.92,26.66,19.15,19.5,19.54,21.85,22.09,43.21,44.06,43.44,47.76,23.43,26.15,28.73,26.45,21.94,18.92,18.73,19.67,25.6,28.2,37.67,25.0
459,2016-10-08,15:00,Harlequins,20,Northampton,9,Twickenham Stoop,Ian Tempest,29,H,Oct,2016,2016-17,25.53,20.79,46.32,24.99,24.56,26.22,25.92,26.66,20.42,19.5,21.22,21.85,22.09,45.42,44.06,47.44,47.76,29.68,26.15,27.36,26.45,22.25,18.92,20.91,19.67,25.6,28.2,37.67,25.0
460,2017-12-30,16:00,Harlequins,50,Northampton,21,Twickenham Stadium,JP Doyle,71,H,Dec,2017,2017-18,25.53,20.79,46.32,24.03,27.61,26.46,27.67,26.66,19.75,21.88,22.11,23.38,22.09,43.78,49.49,48.57,51.05,27.19,33.36,25.73,28.5,20.93,23.92,24.18,23.8,25.6,28.2,37.67,25.0
461,2019-04-13,15:00,Harlequins,19,Northampton,20,Twickenham Stoop,Christophe Ridley,39,A,Apr,2019,2018-19,25.53,20.79,46.32,26.81,25.38,26.84,25.92,26.66,23.7,20.14,21.13,21.85,22.09,50.51,45.52,47.97,47.76,27.62,24.56,27.55,26.45,22.5,19.6,22.25,19.67,25.6,28.2,37.67,25.0
462,2020-08-30,14:00,Harlequins,30,Northampton,17,Twickenham Stoop,Craig Maxwell-Keys,47,H,Aug,2020,2019-20,25.53,20.79,46.32,24.16,26.97,26.4,25.92,26.66,21.72,21.69,20.47,21.85,22.09,45.88,48.65,46.87,47.76,23.0,23.11,25.0,26.45,22.0,19.56,18.6,19.67,25.6,28.2,37.67,25.0
463,2021-03-07,15:00,Harlequins,37,Northampton,19,Twickenham Stoop,Luke Pearce,56,H,Mar,2021,2020-21,25.53,20.79,46.32,25.91,27.48,26.85,25.92,26.66,20.79,23.14,22.77,21.85,22.09,46.7,50.62,49.62,47.76,28.79,38.67,36.55,26.45,24.22,24.54,24.4,19.67,25.6,28.2,37.67,25.0
464,2021-12-27,17:00,Harlequins,41,Northampton,27,Twickenham Stadium,Wayne Barnes,68,H,Dec,2021,2021-22,25.53,20.79,46.32,24.03,27.48,27.83,27.67,26.66,19.75,23.14,23.63,23.38,22.09,43.78,50.62,51.46,51.05,27.19,38.67,27.92,28.5,20.93,24.54,28.31,23.8,25.6,28.2,37.67,25.0
465,2022-10-02,15:00,Harlequins,35,Northampton,29,Twickenham Stoop,Christophe Ridley,64,H,Oct,2022,2022-23,25.53,20.79,46.32,24.99,28.22,28.32,25.92,26.66,20.42,24.39,25.77,21.85,22.09,45.42,52.61,54.09,47.76,29.68,23.91,25.6,26.45,22.25,29.71,27.17,19.67,25.6,28.2,37.67,25.0
466,2011-02-19,15:00,Bath,38,Northampton,8,Recreation Ground,N/A,46,H,Feb,2011,2010-11,25.53,20.79,46.32,24.06,23.01,23.46,23.49,24.21,19.15,18.59,18.07,21.09,22.09,43.21,41.59,41.53,44.58,23.9,22.55,20.0,23.49,21.94,17.14,17.92,20.56,21.4,28.2,29.33,24.67
467,2012-03-31,17:30,Bath,6,Northampton,26,Recreation Ground,Martin Fox,32,A,Mar,2012,2011-12,25.53,20.79,46.32,25.91,22.83,22.71,23.49,24.21,20.79,18.33,18.7,21.09,22.09,46.7,41.17,41.41,44.58,21.39,20.75,21.0,23.49,24.22,20.58,20.92,20.56,21.4,28.2,29.33,24.67
468,2012-09-14,19:45,Bath,14,Northampton,18,The Recreation Ground,N/A,32,A,Sep,2012,2012-13,25.53,20.79,46.32,27.03,22.83,24.81,25.84,24.21,22.25,18.33,19.37,17.8,22.09,49.28,41.17,44.19,43.64,30.64,20.75,26.27,25.84,21.36,20.58,22.38,17.75,21.4,28.2,29.33,24.67
469,2014-05-02,19:45,Bath,19,Northampton,19,The Recreation Ground,Matthew Carley,38,D,May,2014,2013-14,25.53,20.79,46.32,29.94,25.03,22.18,25.84,24.21,22.83,20.78,19.22,17.8,22.09,52.77,45.81,41.4,43.64,33.73,27.17,21.64,25.84,19.25,23.82,19.36,17.75,21.4,28.2,29.33,24.67
470,2015-02-21,15:15,Bath,13,Northampton,21,The Recreation Ground,Greg Garner,34,A,Feb,2015,2014-15,25.53,20.79,46.32,24.06,25.84,27.21,25.84,24.21,19.15,20.54,20.83,17.8,22.09,43.21,46.38,48.04,43.64,23.9,27.18,32.15,25.84,21.94,16.22,23.55,17.75,21.4,28.2,29.33,24.67
471,2015-12-05,15:15,Bath,11,Northampton,13,The Recreation Ground,Craig Maxwell-Keys,24,A,Dec,2015,2015-16,25.53,20.79,46.32,24.03,25.84,23.9,25.84,24.21,19.75,20.54,19.54,17.8,22.09,43.78,46.38,43.44,43.64,15.71,27.18,21.27,25.84,20.93,16.22,18.73,17.75,21.4,28.2,29.33,24.67
472,2017-02-10,19:45,Bath,32,Northampton,30,Recreation Ground,Wayne Barnes,62,H,Feb,2017,2016-17,25.53,20.79,46.32,24.06,27.61,26.22,23.49,24.21,19.15,21.88,21.22,21.09,22.09,43.21,49.49,47.44,44.58,23.9,27.73,26.73,23.49,21.94,23.92,20.91,20.56,21.4,28.2,29.33,24.67
473,2018-02-09,19:45,Bath,32,Northampton,19,Recreation Ground,Tom Foley,51,H,Feb,2018,2017-18,25.53,20.79,46.32,24.06,26.3,26.46,23.49,24.21,19.15,22.3,22.11,21.09,22.09,43.21,48.6,48.57,44.58,23.9,26.82,31.09,23.49,21.94,24.8,24.18,20.56,21.4,28.2,29.33,24.67
